爱达,ai'da
新马路,xin'ma'lu
新门口,xin'men'kou
新民,xin'min
新民村,xin'min'cun
新民坊,xin'min'fang
新民门,xin'min'men
新民门南,xin'min'men'nan
新宁,xin'ning
新桥,xin'qiao
新桥龙潭,xin'qiao'long'tan
新桥六合,xin'qiao'lu'he
新区花苑,xin'qu'hua'yuan
新区水厂,xin'qu'shui'chang
欣荣苑,xin'rong'yuan
新生圩海关,xin'sheng'xu'hai'guan
新亭路,xin'ting'lu
欣旺小区北苑风仪街,xin'wang'xiao'qu'bei'yuan'feng'yi'jie
欣旺小区东门,xin'wang'xiao'qu'dong'men
信息学院,xin'xi'xue'yuan
新兴,xin'xing
新兴岗,xin'xing'gang
新尧路,xin'yao'lu
新医路,xin'yi'lu
新闸,xin'zha
新庄,xin'zhuang
新庄北,xin'zhuang'bei
新庄大厂,xin'zhuang'da'chang
新庄东,xin'zhuang'dong
新庄六合,xin'zhuang'lu'he
新庄中萃公司,xin'zhuang'zhong'cui'gong'si
兴安路,xing'an'lu
兴达,xing'da
星甸,xing'dian
星甸街,xing'dian'jie
兴都花园,xing'dou'hua'yuan
幸福村,xing'fu'cun
兴和路南站,xing'he'lu'nan'zhan
兴隆,xing'long
兴隆村龙潭,xing'long'cun'long'tan
兴隆大街,xing'long'da'jie
兴宁路,xing'ning'lu
兴旺路南站,xing'wang'lu'nan'zhan
兴卫,xing'wei
兴卫村,xing'wei'cun
兴友路,xing'you'lu
兴友路南站,xing'you'lu'nan'zhan
兴中门,xing'zhong'men
秀山路,xiu'shan'lu
许府巷,xu'fu'xiang
许府巷地铁新模范马路站,xu'fu'xiang'di'tie'xin'mo'fan'ma'lu'zhan
许府巷新模范马路,xu'fu'xiang'xin'mo'fan'ma'lu
许盖,xu'gai
旭光村,xu'guang'cun
旭光里,xu'guang'li
旭光路,xu'guang'lu
许家村,xu'jia'cun
徐家洼,xu'jia'wa
旭日景城,xu'ri'jing'cheng
旭升花苑,xu'sheng'hua'yuan
徐庄,xu'zhuang
徐庄软件产业基地,xu'zhuang'ruan'jian'chan'ye'ji'di
徐庄软件园,xu'zhuang'ruan'jian'yuan
徐庄文化中心,xu'zhuang'wen'hua'zhong'xin
玄武湖,xuan'wu'hu
玄武湖公园,xuan'wu'hu'gong'yuan
玄武湖公园湖南路,xuan'wu'hu'gong'yuan'hu'nan'lu
玄武湖公园台城,xuan'wu'hu'gong'yuan'tai'cheng
玄武湖公园西,xuan'wu'hu'gong'yuan'xi
玄武湖公园玄武门,xuan'wu'hu'gong'yuan'xuan'wu'men
玄武区,xuan'wu'qu
宣闸,xuan'zha
学恩路,xue'en'lu
学府路,xue'fu'lu
学府路江宁,xue'fu'lu'jiang'ning
学府路浦口,xue'fu'lu'pu'kou
学府路西站浦口,xue'fu'lu'xi'zhan'pu'kou
学海路,xue'hai'lu
学海路南站,xue'hai'lu'nan'zhan
学衡路,xue'heng'lu
学津路,xue'jin'lu
雪浪庵,xue'lang'an
学原路,xue'yuan'lu
学子路,xue'zi'lu
亚东花园城,ya'dong'hua'yuan'cheng
亚东新城区,ya'dong'xin'cheng'qu
亚东新城区总站,ya'dong'xin'cheng'qu'zong'zhan
雅士居,ya'shi'ju
牙檀巷,ya'tan'xiang
堰埠头,yan'bu'tou
盐仓桥,yan'cang'qiao
盐大街,yan'da'jie
晏公庙,yan'gong'miao
晏公庙村西,yan'gong'miao'cun'xi
沿河,yan'he
沿河村,yan'he'cun
沿河村南,yan'he'cun'nan
沿河村沿河街,yan'he'cun'yan'he'jie
沿河路,yan'he'lu
燕湖路,yan'hu'lu
燕华山庄,yan'hua'shan'zhuang
燕江路,yan'jiang'lu
燕江园,yan'jiang'yuan
颜料坊,yan'liao'fang
延龄巷,yan'ling'xiang
雁鸣山庄,yan'ming'shan'zhuang
燕雀湖,yan'que'hu
燕山,yan'shan
燕山路,yan'shan'lu
燕山路南,yan'shan'lu'nan
燕山路兴隆大街,yan'shan'lu'xing'long'da'jie
燕王河,yan'wang'he
胭脂河,yan'zhi'he
胭脂巷,yan'zhi'xiang
严庄,yan'zhuang
严庄六合,yan'zhuang'lu'he
燕子矶,yan'zi'ji
杨宝店,yang'bao'dian
杨村,yang'cun
杨村大队部,yang'cun'da'dui'bu
扬村路,yang'cun'lu
杨村路,yang'cun'lu
扬村一路,yang'cun'yi'lu
杨公井,yang'gong'jing
杨公井东,yang'gong'jing'dong
阳光广场,yang'guang'guang'chang
阳光里,yang'guang'li
养虎巷,yang'hu'xiang
养虎巷西,yang'hu'xiang'xi
养回红村,yang'hui'hong'cun
杨家场,yang'jia'chang
杨家庄,yang'jia'zhuang
杨柳村,yang'liu'cun
杨桥,yang'qiao
阳山碑材,yang'shan'bei'cai
杨山头,yang'shan'tou
杨一队,yang'yi'dui
扬州,yang'zhou
洋珠巷,yang'zhu'xiang
杨庄,yang'zhuang
扬庄北村,yang'zhuang'bei'cun
杨庄北村,yang'zhuang'bei'cun
杨庄村委会,yang'zhuang'cun'wei'hui
杨庄大厂,yang'zhuang'da'chang
杨庄六合,yang'zhuang'lu'he
扬子,yang'zi
杨子二单,yang'zi'er'dan
杨子二中,yang'zi'er'zhong
杨子公司,yang'zi'gong'si
扬子江大道,yang'zi'jiang'da'dao
扬子石化,yang'zi'shi'hua
扬子一村,yang'zi'yi'cun
杨子一村,yang'zi'yi'cun
扬子乙烯,yang'zi'yi'xi
杨子医院,yang'zi'yi'yuan
尧安新村,yao'an'xin'cun
窑厂,yao'chang
尧辰,yao'chen
尧辰村,yao'chen'cun
姚墩,yao'dun
姚坊门,yao'fang'men
尧化,yao'hua
尧化门,yao'hua'men
尧化门东,yao'hua'men'dong
尧化门二号路,yao'hua'men'er'hao'lu
尧化门三号路,yao'hua'men'san'hao'lu
尧化门西,yao'hua'men'xi
尧化新村,yao'hua'xin'cun
尧建新村,yao'jian'xin'cun
药科大学,yao'ke'da'xue
药科大学江宁校区,yao'ke'da'xue'jiang'ning'xiao'qu
药科大学江宁校区东门,yao'ke'da'xue'jiang'ning'xiao'qu'dong'men
尧上,yao'shang
窑上村,yao'shang'cun
窑上村江宁,yao'shang'cun'jiang'ning
窑上村曙光机械厂,yao'shang'cun'shu'guang'ji'xie'chang
尧胜,yao'sheng
尧胜村,yao'sheng'cun
尧石二村,yao'shi'er'cun
窑头,yao'tou
摇头村,yao'tou'cun
尧新,yao'xin
尧新广场,yao'xin'guang'chang
冶城,ye'cheng
冶山,ye'shan
冶山道院,ye'shan'dao'yuan
叶庄,ye'zhuang
叶庄冶山镇,ye'zhuang'ye'shan'zhen
仪凤门,yi'feng'men
颐和路,yi'he'lu
挹江门,yi'jiang'men
怡景花园,yi'jing'hua'yuan
怡康街西,yi'kang'jie'xi
医科大学江宁校区江苏经贸学院,yi'ke'da'xue'jiang'ning'xiao'qu'jiang'su'jing'mao'xue'yuan
医疗站,yi'liao'zhan
伊刘屯车辆管理所,yi'liu'tun'che'liang'guan'li'suo
依维柯,yi'wei'ke
义乌小商品城,yi'wu'xiao'shang'pin'cheng
义乌小商品城城东路,yi'wu'xiao'shang'pin'cheng'cheng'dong'lu
义乌小商品城西站,yi'wu'xiao'shang'pin'cheng'xi'zhan
逸仙桥,yi'xian'qiao
宜兴,yi'xing
亿源装饰城,yi'yuan'zhuang'shi'cheng
仪征,yi'zheng
一枝园,yi'zhi'yuan
银城东苑,yin'cheng'dong'yuan
银城花园,yin'cheng'hua'yuan
银城街,yin'cheng'jie
寅春路,yin'chun'lu
殷富街,yin'fu'jie
殷富庄,yin'fu'zhuang
殷高巷,yin'gao'xiang
银贡山庄,yin'gong'shan'zhuang
饮虹园,yin'hong'yuan
殷华街,yin'hua'jie
殷家边,yin'jia'bian
尹家巷,yin'jia'xiang
银龙花园,yin'long'hua'yuan
银龙花园东,yin'long'hua'yuan'dong
隐龙山,yin'long'shan
饮马巷,yin'ma'xiang
银桥市场,yin'qiao'shi'chang
银桥市场南,yin'qiao'shi'chang'nan
印塘村,yin'tang'cun
尹西,yin'xi
殷巷,yin'xiang
殷巷百家湖服务中心,yin'xiang'bai'jia'hu'fu'wu'zhong'xin
殷巷北站,yin'xiang'bei'zhan
殷巷老菜场,yin'xiang'lao'cai'chang
殷巷粮站,yin'xiang'liang'zhan
殷巷新寓北,yin'xiang'xin'yu'bei
殷巷新寓南,yin'xiang'xin'yu'nan
窨子山,yin'zi'shan
迎春里,ying'chun'li
营房,ying'fang
营防,ying'fang
营房东,ying'fang'dong
膺福街,ying'fu'jie
樱花路,ying'hua'lu
英华学校,ying'hua'xue'xiao
鹰皇桥,ying'huang'qiao
营前路,ying'qian'lu
应天大街,ying'tian'da'jie
应天大街西,ying'tian'da'jie'xi
应天水产市场,ying'tian'shui'chan'shi'chang
应天西路,ying'tian'xi'lu
应天学院,ying'tian'xue'yuan
樱铁村,ying'tie'cun
樱陀村,ying'tuo'cun
樱驼村,ying'tuo'cun
樱驼花园,ying'tuo'hua'yuan
英雄岭,ying'xiong'ling
营苑,ying'yuan
营苑南路,ying'yuan'nan'lu
永安,yong'an
永安村委会,yong'an'cun'wei'hui
永安西村,yong'an'xi'cun
永定,yong'ding
永丰,yong'feng
永宁,yong'ning
永宁北站,yong'ning'bei'zhan
永宁街,yong'ning'jie
永宁南站,yong'ning'nan'zhan
永庆巷,yong'qing'xiang
永阳医院,yong'yang'yi'yuan
永阳政府,yong'yang'zheng'fu
永跃,yong'yue
踊跃,yong'yue
雍庄,yong'zhuang
邮电大楼,you'dian'da'lou
邮电学院北门仙林,you'dian'xue'yuan'bei'men'xian'lin
邮电学院北站仙林,you'dian'xue'yuan'bei'zhan'xian'lin
邮电学院东站仙林,you'dian'xue'yuan'dong'zhan'xian'lin
邮电学院仙林,you'dian'xue'yuan'xian'lin
油坊,you'fang
油坊村,you'fang'cun
油坊桥,you'fang'qiao
友谊河路,you'yi'he'lu
友谊河路南站,you'yi'he'lu'nan'zhan
友谊桥,you'yi'qiao
宇安彩瓦厂,yu'an'cai'wa'chang
育才公寓,yu'cai'gong'yu
育才巷,yu'cai'xiang
余冲村,yu'chong'cun
虞村,yu'cun
玉带园,yu'dai'yuan
御道街,yu'dao'jie
雨花,yu'hua
雨花创业园,yu'hua'chuang'ye'yuan
雨花村,yu'hua'cun
雨花广场,yu'hua'guang'chang
雨花经济技术开发区,yu'hua'jing'ji'ji'shu'kai'fa'qu
雨花开发区,yu'hua'kai'fa'qu
雨花路,yu'hua'lu
雨花路立交桥,yu'hua'lu'li'jiao'qiao
雨花路南,yu'hua'lu'nan
雨花门,yu'hua'men
雨花南路东站,yu'hua'nan'lu'dong'zhan
雨花区,yu'hua'qu
雨花台,yu'hua'tai
雨花台东门,yu'hua'tai'dong'men
雨花台南大门,yu'hua'tai'nan'da'men
雨花台南京南站,yu'hua'tai'nan'jing'nan'zhan
雨花台区,yu'hua'tai'qu
雨花西路,yu'hua'xi'lu
雨花西路北站,yu'hua'xi'lu'bei'zhan
雨花新村,yu'hua'xin'cun
余家湾,yu'jia'wan
俞家巷,yu'jia'xiang
郁金香路,yu'jin'xiang'lu
玉兰里,yu'lan'li
玉兰路,yu'lan'lu
余粮,yu'liang
鱼苗塘,yu'miao'tang
玉桥市场,yu'qiao'shi'chang
玉泉路,yu'quan'lu
雨润大街,yu'run'da'jie
雨润公司,yu'run'gong'si
雨山文化园,yu'shan'wen'hua'yuan
余社,yu'she
鱼市街,yu'shi'jie
玉塘村,yu'tang'cun
俞庄,yu'zhuang
园东路,yuan'dong'lu
园沟,yuan'gou
远景,yuan'jing
园林,yuan'lin
园林路,yuan'lin'lu
元桥,yuan'qiao
园区东路,yuan'qu'dong'lu
园区西路,yuan'qu'xi'lu
渊声巷,yuan'sheng'xiang
元通,yuan'tong
元通东,yuan'tong'dong
元西,yuan'xi
月安,yue'an
月安街,yue'an'jie
月安街西站,yue'an'jie'xi'zhan
越城,yue'cheng
月光广场,yue'guang'guang'chang
阅江楼,yue'jiang'lou
阅景龙华,yue'jing'long'hua
悦民路,yue'min'lu
月牙湖,yue'ya'hu
月牙巷,yue'ya'xiang
月苑,yue'yuan
月苑南路,yue'yuan'nan'lu
月苑小区,yue'yuan'xiao'qu
月苑小区北,yue'yuan'xiao'qu'bei
月苑小区南,yue'yuan'xiao'qu'nan
云南北路,yun'nan'bei'lu
云南路,yun'nan'lu
云南路北京西路,yun'nan'lu'bei'jing'xi'lu
云南路上海路,yun'nan'lu'shang'hai'lu
运盛花园,yun'sheng'hua'yuan
运输公司,yun'shu'gong'si
云台山,yun'tai'shan
云庄,yun'zhuang
再生资源,zai'sheng'zi'yuan
枣林村,zao'lin'cun
站东站,zhan'dong'zhan
湛江路,zhan'jiang'lu
瞻园,zhan'yuan
瞻园路,zhan'yuan'lu
张村,zhang'cun
章村,zhang'cun
章村社区,zhang'cun'she'qu
张大村,zhang'da'cun
张府园,zhang'fu'yuan
张府园南,zhang'fu'yuan'nan
张家,zhang'jia
张家岗,zhang'jia'gang
张家衙,zhang'jia'ya
漳桥,zhang'qiao
张王庙,zhang'wang'miao
张西,zhang'xi
张肖庄,zhang'xiao'zhuang
招商城,zhao'shang'cheng
招商城弯子口北站,zhao'shang'cheng'wan'zi'kou'bei'zhan
赵圩,zhao'xu
朝阳,zhao'yang
朝阳新村,zhao'yang'xin'cun
兆园,zhao'yuan
赵庄,zhao'zhuang
赵庄东,zhao'zhuang'dong
镇江,zhen'jiang
镇江路,zhen'jiang'lu
珍巷里,zhen'xiang'li
振兴路,zhen'xing'lu
珍珠河,zhen'zhu'he
珍珠街,zhen'zhu'jie
珍珠泉,zhen'zhu'quan
珍珠泉山庄,zhen'zhu'quan'shan'zhuang
正达,zheng'da
正德学院南航江宁校区,zheng'de'xue'yuan'nan'hang'jiang'ning'xiao'qu
郑和墓,zheng'he'mu
郑和南路,zheng'he'nan'lu
正洪街,zheng'hong'jie
郑家营,zheng'jia'ying
郑南,zheng'nan
正学路,zheng'xue'lu
正阳门,zheng'yang'men
致和街,zhi'he'jie
芝嘉花园,zhi'jia'hua'yuan
芝兰路,zhi'lan'lu
止马营,zhi'ma'ying
知行路,zhi'xing'lu
职业中学,zhi'ye'zhong'xue
中保,zhong'bao
中保村,zhong'bao'cun
中保村北,zhong'bao'cun'bei
中保村南,zhong'bao'cun'nan
中保街,zhong'bao'jie
中北巴士公司,zhong'bei'ba'shi'gong'si
钟材厂,zhong'cai'chang
中驰汽车园,zhong'chi'qi'che'yuan
中电电气,zhong'dian'dian'qi
钟阜路,zhong'fu'lu
钟阜门,zhong'fu'men
中国女人街,zhong'guo'nv'ren'jie
中国女人街交警中队,zhong'guo'nv'ren'jie'jiao'jing'zhong'dui
中国水泥厂,zhong'guo'shui'ni'chang
中国银行,zhong'guo'yin'hang
中和,zhong'he
中和桥,zhong'he'qiao
钟化村,zhong'hua'cun
中华路,zhong'hua'lu
中华门,zhong'hua'men
中华门长途车站,zhong'hua'men'chang'tu'che'zhan
中华门内,zhong'hua'men'nei
中环路,zhong'huan'lu
钟灵街,zhong'ling'jie
中梅墓,zhong'mei'mu
中牌楼,zhong'pai'lou
中前集团,zhong'qian'ji'tuan
中前社区,zhong'qian'she'qu
中桥,zhong'qiao
中山,zhong'shan
钟山,zhong'shan
中山北路,zhong'shan'bei'lu
中山大道,zhong'shan'da'dao
中山东路,zhong'shan'dong'lu
钟山花园城,zhong'shan'hua'yuan'cheng
钟山矿,zhong'shan'kuang
中山陵,zhong'shan'ling
中山路,zhong'shan'lu
中山码头,zhong'shan'ma'tou
中山门,zhong'shan'men
中山桥,zhong'shan'qiao
中山桥溧水,zhong'shan'qiao'li'shui
钟山学院,zhong'shan'xue'yuan
中山植物园,zhong'shan'zhi'wu'yuan
中胜,zhong'sheng
中心路,zhong'xin'lu
中心路西站,zhong'xin'lu'xi'zhan
中心南村,zhong'xin'nan'cun
中兴村,zhong'xing'cun
中兴广场,zhong'xing'guang'chang
中兴路,zhong'xing'lu
中圩,zhong'xu
中学新村,zhong'xue'xin'cun
中央北路,zhong'yang'bei'lu
中央门,zhong'yang'men
中央门北站,zhong'yang'men'bei'zhan
中央门南站,zhong'yang'men'nan'zhan
中央商场,zhong'yang'shang'chang
中医药大学仙林,zhong'yi'yao'da'xue'xian'lin
中医院,zhong'yi'yuan
中营,zhong'ying
周冲,zhou'chong
周村,zhou'cun
周村街,zhou'cun'jie
周岗,zhou'gang
周岗西站,zhou'gang'xi'zhan
周廊桥,zhou'lang'qiao
周桥,zhou'qiao
舟桥旅,zhou'qiao'lv
洲泰,zhou'tai
周洼新村,zhou'wa'xin'cun
周旺,zhou'wang
周子,zhou'zi
竹程,zhu'cheng
珠江村,zhu'jiang'cun
珠江路,zhu'jiang'lu
珠江路北,zhu'jiang'lu'bei
珠江路南,zhu'jiang'lu'nan
竹柳新村,zhu'liu'xin'cun
朱雀桥,zhu'que'qiao
竹山路,zhu'shan'lu
竹山南路,zhu'shan'nan'lu
竹山桥,zhu'shan'qiao
竹园,zhu'yuan
竹镇,zhu'zhen
竹镇镇北街,zhu'zhen'zhen'bei'jie
朱庄,zhu'zhuang
祝庄,zhu'zhuang
朱庄北站,zhu'zhuang'bei'zhan
转龙巷,zhuan'long'xiang
庄排路,zhuang'pai'lu
装饰大世界,zhuang'shi'da'shi'jie
庄头,zhuang'tou
状元境,zhuang'yuan'jing
锥子山,zhui'zi'shan
紫金路,zi'jin'lu
紫金明珠,zi'jin'ming'zhu
紫金山,zi'jin'shan
紫金山索道,zi'jin'shan'suo'dao
紫金学院,zi'jin'xue'yuan
紫荆花路东,zi'jing'hua'lu'dong
紫荆花路南京科技馆,zi'jing'hua'lu'nan'jing'ke'ji'guan
自来水厂,zi'lai'shui'chang
姊妹桥,zi'mei'qiao
紫霞湖,zi'xia'hu
紫鑫城,zi'xin'cheng
紫鑫中华广场,zi'xin'zhong'hua'guang'chang
紫竹林,zi'zhu'lin
紫竹林北,zi'zhu'lin'bei
总工会江浦,zong'gong'hui'jiang'pu
总统府,zong'tong'fu
祖堂山,zu'tang'shan
祖堂山南唐二陵,zu'tang'shan'nan'tang'er'ling
作厂,zuo'chang
