阿鼻地狱,a'bi'di'yu
普通地理学,pu'tong'di'li'xue
普通自然地理学,pu'tong'zi'ran'di'li'xue
普陀山,pu'tuo'shan
濮阳,pu'yang
蒲州,pu'zhou
蒲子,pu'zi
蕲春,qi'chun
耆闍崛山,qi'du'jue'shan
起儿漫,qi'er'man
七黑山,qi'hei'shan
气候,qi'hou
气候变迁,qi'hou'bian'qian
气候带,qi'hou'dai
气候地貌学,qi'hou'di'mao'xue
气候分类,qi'hou'fen'lei
气候区,qi'hou'qu
气候区划,qi'hou'qu'hua
气候系统,qi'hou'xi'tong
气候型,qi'hou'xing
气候学,qi'hou'xue
气候灾害,qi'hou'zai'hai
气候志,qi'hou'zhi
气候资源,qi'hou'zi'yuan
奇基托斯,qi'ji'tuo'si
齐郡,qi'jun
乞力马扎罗国家公园,qi'li'ma'zha'luo'guo'jia'gong'yuan
奇洛埃教堂,qi'luo'ai'jiao'tang
七闽,qi'min
奇琴伊察古城,qi'qin'yi'cha'gu'cheng
岐山,qi'shan
祁山,qi'shan
蕲水,qi'shui
奇特旺,qi'te'wang
七叶窟,qi'ye'ku
岐州,qi'zhou
祁州,qi'zhou
齐州,qi'zhou
恰高,qia'gao
恰克图,qia'ke'tu
前藏,qian'cang
千佛山,qian'fo'shan
扦关,qian'guan
潜能模式,qian'neng'mo'shi
千年修道院,qian'nian'xiu'dao'yuan
嵌入式地理信息系统,qian'ru'shi'di'li'xin'xi'xi'tong
千山,qian'shan
潜蚀作用,qian'shi'zuo'yong
钱塘,qian'tang
犍为,qian'wei
迁徙耕作,qian'xi'geng'zuo
迁移扩散,qian'yi'kuo'san
前正觉山,qian'zheng'jue'shan
黔中,qian'zhong
乾州,qian'zhou
虔州,qian'zhou
黔州,qian'zhou
谯郡,qiao'jun
谯县,qiao'xian
乔伊鲁科蒂亚,qiao'yi'lu'ke'di'ya
乔治铁桥区,qiao'zhi'tie'qiao'qu
且末,qie'mo
朅盘陀国,qie'pan'tuo'guo
琴川,qin'chuan
秦川,qin'chuan
秦凤,qin'feng
侵蚀,qin'shi
秦始皇陵及兵马俑,qin'shi'huang'ling'ji'bing'ma'yong
秦始皇陵及兵马俑坑,qin'shi'huang'ling'ji'bing'ma'yong'keng
侵蚀基准面,qin'shi'ji'zhun'mian
侵蚀面,qin'shi'mian
侵蚀循环,qin'shi'xun'huan
秦中,qin'zhong
秦州,qin'zhou
钦州,qin'zhou
青城,qing'cheng
青城山,qing'cheng'shan
青城山与都江堰,qing'cheng'shan'yu'du'jiang'yan
清河,qing'he
黥基,qing'ji
清口,qing'kou
青龙镇,qing'long'zhen
青唐,qing'tang
青铜时代古墓遗迹,qing'tong'shi'dai'gu'mu'yi'ji
青溪,qing'xi
庆元,qing'yuan
庆原,qing'yuan
清源军,qing'yuan'jun
庆州,qing'zhou
清州,qing'zhou
青州,qing'zhou
庆州历史区,qing'zhou'li'shi'qu
琼戈尼,qiong'ge'ni
琼戈尼岩石艺术区,qiong'ge'ni'yan'shi'yi'shu'qu
琼州,qiong'zhou
邛州,qiong'zhou
龟兹,qiu'ci
丘陵,qiu'ling
曲阿,qu'a
曲阜,qu'fu
区划,qu'hua
屈浪拏国,qu'lang'na'guo
曲流,qu'liu
曲女城,qu'nv'cheng
瞿毗霜那国,qu'pi'shuang'na'guo
瞿师罗园,qu'shi'luo'yuan
佉陀罗山,qu'tuo'luo'shan
区位理论,qu'wei'li'lun
曲沃,qu'wo
区域,qu'yu
区域地理学,qu'yu'di'li'xue
区域分析,qu'yu'fen'xi
区域分异,qu'yu'fen'yi
区域规划,qu'yu'gui'hua
区域环境,qu'yu'huan'jing
区域经济地理学,qu'yu'jing'ji'di'li'xue
区域开发,qu'yu'kai'fa
区域科学,qu'yu'ke'xue
区域历史地理,qu'yu'li'shi'di'li
区域气候,qu'yu'qi'hou
区域系统,qu'yu'xi'tong
泉华沉积,quan'hua'chen'ji
全球性海面升降,quan'qiu'xing'hai'mian'sheng'jiang
全州,quan'zhou
泉州,quan'zhou
群丛,qun'cong
群岛,qun'dao
群礁,qun'jiao
群落生境,qun'luo'sheng'jing
群系,qun'xi
壤中流,rang'zhong'liu
饶乐,rao'le
饶州,rao'zhou
热带,re'dai
热带雨林,re'dai'yu'lin
热带雨林气候,re'dai'yu'lin'qi'hou
热害,re'hai
热河,re'he
热湖,re'hu
热喀斯特,re'ka'si'te
热喀斯特湖,re'ka'si'te'hu
热那亚,re'na'ya
热水平衡,re'shui'ping'heng
人本主义地理学,ren'ben'zhu'yi'di'li'xue
仁慈耶稣圣殿,ren'ci'ye'su'sheng'dian
人地关系,ren'di'guan'xi
人工地貌,ren'gong'di'mao
人工湖,ren'gong'hu
仁和,ren'he
刃脊,ren'ji
人口地理学,ren'kou'di'li'xue
人口结构,ren'kou'jie'gou
人口零增长,ren'kou'ling'zeng'zhang
人口密度,ren'kou'mi'du
人口平衡,ren'kou'ping'heng
人口压力,ren'kou'ya'li
人口总出生率,ren'kou'zong'chu'sheng'lv
人口总死亡率,ren'kou'zong'si'wang'lv
人口组成,ren'kou'zu'cheng
人类地理学,ren'lei'di'li'xue
人类口头和非物质文化遗产,ren'lei'kou'tou'he'fei'wu'zhi'wen'hua'yi'chan
人类生态学,ren'lei'sheng'tai'xue
人文地理学,ren'wen'di'li'xue
人种地理学,ren'zhong'di'li'xue
日本岛根县石见银山遗址,ri'ben'dao'gen'xian'shi'jian'yin'shan'yi'zhi
日光的神殿与庙宇,ri'guang'de'shen'dian'yu'miao'yu
日光山,ri'guang'shan
日界线,ri'jie'xian
日南,ri'nan
溶斗,rong'dou
溶沟,rong'gou
融化指数,rong'hua'zhi'shu
溶蚀,rong'shi
溶蚀谷,rong'shi'gu
溶蚀盆,rong'shi'pen
融土,rong'tu
融雪径流,rong'xue'jing'liu
熔岩流,rong'yan'liu
柔佛,rou'fo
柔玄,rou'xuan
汝南,ru'nan
汝宁,ru'ning
入渗,ru'shen
乳香之路,ru'xiang'zhi'lu
濡须,ru'xu
汝阴,ru'yin
汝州,ru'zhou
瑞州,rui'zhou
润州,run'zhou
萨比和切俄雷,sa'bi'he'qie'e'lei
萨尔,sa'er
萨尔茨卡默古特,sa'er'ci'ka'mo'gu'te
萨尔浒,sa'er'hu
萨尔萨堡,sa'er'sa'bao
萨尔瓦多,sa'er'wa'duo
萨夫兰博卢城,sa'fu'lan'bo'lu'cheng
萨夫列尼,sa'fu'lie'ni
萨加玛塔,sa'jia'ma'ta
萨卡特卡斯,sa'ka'te'ka'si
萨拉赫丁堡,sa'la'he'ding'bao
萨拉赫丁城堡,sa'la'he'ding'cheng'bao
萨龙加国家公园,sa'long'jia'guo'jia'gong'yuan
撒马尔罕,sa'ma'er'han
萨迈拉古城,sa'mai'la'gu'cheng
萨迈帕塔考古遗址,sa'mai'pa'ta'kao'gu'yi'zhi
萨摩斯岛,sa'mo'si'dao
萨那古城,sa'na'gu'cheng
萨他泥湿伐罗国,sa'ta'ni'shi'fa'luo'guo
萨瓦纳,sa'wa'na
萨瓦纳气候,sa'wa'na'qi'hou
萨沃王宫,sa'wo'wang'gong
塞卜拉泰,sai'bu'la'tai
塞德莱茨,sai'de'lai'ci
塞尔维托里,sai'er'wei'tuo'li
塞哥维亚古城及其输水道,sai'ge'wei'ya'gu'cheng'ji'qi'shu'shui'dao
塞拉多保护区,sai'la'duo'bao'hu'qu
塞卢斯禁猎区,sai'lu'si'jin'lie'qu
塞伦盖蒂国家公园,sai'lun'gai'di'guo'jia'gong'yuan
塞马拉登梅基吉,sai'ma'la'deng'mei'ji'ji
塞米恩国家公园,sai'mi'en'guo'jia'gong'yuan
塞纳河畔,sai'na'he'pan
塞南,sai'nan
塞萨洛尼基,sai'sa'luo'ni'ji
塞维利亚大教堂,sai'wei'li'ya'da'jiao'tang
三川,san'chuan
三佛齐,san'fo'qi
三关,san'guan
散关,san'guan
三户,san'hu
三江并流,san'jiang'bing'liu
三角洲,san'jiao'zhou
三受降城,san'shou'xiang'cheng
三维地带性,san'wei'di'dai'xing
三位一体圣柱,san'wei'yi'ti'sheng'zhu
三元里,san'yuan'li
桑盖国家公园,sang'gai'guo'jia'gong'yuan
桑吉,sang'ji
桑给巴尔石头城,sang'ji'ba'er'shi'tou'cheng
桑吉兰,sang'ji'lan
桑斯苏西宫,sang'si'su'xi'gong
桑索斯,sang'suo'si
色究竟天,se'jiu'jing'tian
色雷斯古墓,se'lei'si'gu'mu
色雷斯人墓,se'lei'si'ren'mu
森林保护区,sen'lin'bao'hu'qu
森林草原,sen'lin'cao'yuan
森林气候,sen'lin'qi'hou
森林上限,sen'lin'shang'xian
森林水文学,sen'lin'shui'wen'xue
森林土壤,sen'lin'tu'rang
沙暴,sha'bao
莎车国,sha'che'guo
沙赫利苏伯兹,sha'he'li'su'bo'zi
沙垅,sha'long
沙漠,sha'mo
沙漠城镇,sha'mo'cheng'zhen
沙漠历史地理,sha'mo'li'shi'di'li
沙丘,sha'qiu
沙特尔,sha'te'er
沙羡,sha'xian
沙州,sha'zhou
沙嘴,sha'zui
善阐,shan'chan
山地,shan'di
山地气候,shan'di'qi'hou
山地沼泽,shan'di'zhao'ze
山顶面,shan'ding'mian
山东,shan'dong
山峰,shan'feng
栅格数据结构,shan'ge'shu'ju'jie'gou
栅格数据压缩编码,shan'ge'shu'ju'ya'suo'bian'ma
山谷风,shan'gu'feng
山后,shan'hou
珊瑚礁,shan'hu'jiao
善化,shan'hua
山间盆地,shan'jian'pen'di
山麓,shan'lu
山麓堆积,shan'lu'dui'ji
山麓平原,shan'lu'ping'yuan
山麓侵蚀面,shan'lu'qin'shi'mian
山麓侵蚀平原,shan'lu'qin'shi'ping'yuan
山脉,shan'mai
山南,shan'nan
山崎,shan'qi
山前,shan'qian
山体效应,shan'ti'xiao'ying
山西,shan'xi
陕西,shan'xi
陕西三边,shan'xi'san'bian
山西云岗石窟,shan'xi'yun'gang'shi'ku
剡县,shan'xian
山形,shan'xing
扇形论,shan'xing'lun
山阳,shan'yang
山阴,shan'yin
山右,shan'you
山岳冰川,shan'yue'bing'chuan
山志,shan'zhi
鄯州,shan'zhou
陕州,shan'zhou
山嘴,shan'zui
山左,shan'zuo
尚博尔,shang'bo'er
上蔡,shang'cai
上党,shang'dang
上都,shang'dou
上杜罗,shang'du'luo
上谷,shang'gu
上海,shang'hai
上京,shang'jing
上郡,shang'jun
尚庞,shang'pang
商品性农业,shang'pin'xing'nong'ye
商品性生产基地,shang'pin'xing'sheng'chan'ji'di
商丘,shang'qiu
商山,shang'shan
上苏瓦奈提,shang'su'wa'nai'ti
上庸,shang'yong
商於,shang'yu
上元,shang'yuan
商州,shang'zhou
芍陂,shao'bei
少光天,shao'guang'tian
少净天,shao'jing'tian
少梁,shao'liang
少陵,shao'ling
邵陵,shao'ling
少女峰,shao'nv'feng
少女塔,shao'nv'ta
绍兴,shao'xing
邵州,shao'zhou
韶州,shao'zhou
社会地理学,she'hui'di'li'xue
社会环境,she'hui'huan'jing
社会效益,she'hui'xiao'yi
设计的四座建筑物,she'ji'de'si'zuo'jian'zhu'wu
奢羯罗城,she'jie'luo'cheng
社区,she'qu
舍卫城,she'wei'cheng
歙州,she'zhou
申布伦,shen'bu'lun
深层地下水,shen'ceng'di'xia'shui
身毒,shen'du
什佳夫尼察,shen'jia'fu'ni'cha
什科茨扬溶洞,shen'ke'ci'yang'rong'dong
沈黎,shen'li
什罗德住宅,shen'luo'de'zhu'zhai
神庙,shen'miao
沈州,shen'zhou
深州,shen'zhou
神州,shen'zhou
圣埃利亚斯,sheng'ai'li'ya'si
圣艾米伦区,sheng'ai'mi'lun'qu
圣安东尼宫殿,sheng'an'dong'ni'gong'dian
圣安娜和昆卡历史中心,sheng'an'na'he'kun'ka'li'shi'zhong'xin
圣奥古斯丁,sheng'ao'gu'si'ding
圣奥斯丁教堂,sheng'ao'si'ding'jiao'tang
圣彼得堡,sheng'bi'de'bao
圣餐厅,sheng'can'ting
生产布局,sheng'chan'bu'ju
生产地理学,sheng'chan'di'li'xue
生产地域综合体,sheng'chan'di'yu'zong'he'ti
生产力布局,sheng'chan'li'bu'ju
生产专业化,sheng'chan'zhuan'ye'hua
圣城,sheng'cheng
圣城康提,sheng'cheng'kang'ti
生存空间,sheng'cun'kong'jian
胜地和朝圣路线,sheng'di'he'chao'sheng'lu'xian
圣地亚哥,sheng'di'ya'ge
圣地亚哥德孔波斯特拉城古镇,sheng'di'ya'ge'de'kong'bo'si'te'la'cheng'gu'zhen
圣地亚哥之路,sheng'di'ya'ge'zhi'lu
圣多明各的殖民城市,sheng'duo'ming'ge'de'zhi'min'cheng'shi
圣弗兰西斯科山,sheng'fu'lan'xi'si'ke'shan
圣弗洛里斯,sheng'fu'luo'li'si
圣谷,sheng'gu
生活型,sheng'huo'xing
生活型谱,sheng'huo'xing'pu
圣基尔达岛,sheng'ji'er'da'dao
圣吉米尼亚诺,sheng'ji'mi'ni'ya'nuo
圣加伦的修道院,sheng'jia'lun'de'xiu'dao'yuan
生境,sheng'jing
盛京,sheng'jing
圣卡特琳娜,sheng'ka'te'lin'na
圣克鲁斯,sheng'ke'lu'si
圣克斯托瓦尔,sheng'ke'si'tuo'wa'er
圣劳拉,sheng'lao'la
盛乐城,sheng'le'cheng
圣雷米修道院,sheng'lei'mi'xiu'dao'yuan
圣路易斯,sheng'lu'yi'si
圣路易斯岛,sheng'lu'yi'si'dao
圣洛伦索,sheng'luo'lun'suo
圣马丁教堂,sheng'ma'ding'jiao'tang
圣玛格丽特教堂,sheng'ma'ge'li'te'jiao'tang
圣玛利亚,sheng'ma'li'ya
圣玛利亚教堂,sheng'ma'li'ya'jiao'tang
圣米迦洛,sheng'mi'jia'luo
圣米兰,sheng'mi'lan
圣米歇尔山,sheng'mi'xie'er'shan
生命承载能力,sheng'ming'cheng'zai'neng'li
圣母大教堂,sheng'mu'da'jiao'tang
圣母玛利亚大教堂,sheng'mu'ma'li'ya'da'jiao'tang
圣普罗科皮乌斯,sheng'pu'luo'ke'pi'wu'si
圣乔治山,sheng'qiao'zhi'shan
圣乔治镇,sheng'qiao'zhi'zhen
圣塞文,sheng'sai'wen
生态地段,sheng'tai'di'duan
生态地理学,sheng'tai'di'li'xue
生态点,sheng'tai'dian
生态平衡,sheng'tai'ping'heng
生态区,sheng'tai'qu
生态区域,sheng'tai'qu'yu
生态系统,sheng'tai'xi'tong
生态小区,sheng'tai'xiao'qu
生态效益,sheng'tai'xiao'yi
生物地理群落,sheng'wu'di'li'qun'luo
生物地理学,sheng'wu'di'li'xue
生物分布,sheng'wu'fen'bu
生物分布学,sheng'wu'fen'bu'xue
生物风化作用,sheng'wu'feng'hua'zuo'yong
生物迁移,sheng'wu'qian'yi
生物圈,sheng'wu'quan
生物群,sheng'wu'qun
生物资源保护,sheng'wu'zi'yuan'bao'hu
生源景观,sheng'yuan'jing'guan
圣约翰修道院,sheng'yue'han'xiu'dao'yuan
圣詹姆斯,sheng'zhan'mu'si
胜州,sheng'zhou
始安,shi'an
石堡城,shi'bao'cheng
识别码,shi'bie'ma
湿地,shi'di
石雕群,shi'diao'qun
史国,shi'guo
石国,shi'guo
湿害,shi'hai
石灰华,shi'hui'hua
世纪王宫,shi'ji'wang'gong
石见银山,shi'jian'yin'shan
世界文化自然双遗产,shi'jie'wen'hua'zi'ran'shuang'yi'chan
世界遗产,shi'jie'yi'chan
世界遗产名录,shi'jie'yi'chan'ming'lu
世界遗产委员会,shi'jie'yi'chan'wei'yuan'hui
时空数据库,shi'kong'shu'ju'ku
石窟,shi'ku
石窟庵,shi'ku'an
石窟群,shi'ku'qun
室利佛逝,shi'li'fo'shi
矢量数据结构,shi'liang'shu'ju'jie'gou
石林,shi'lin
十六大国,shi'liu'da'guo
市民塔,shi'min'ta
石墓群,shi'mu'qun
施佩耶尔,shi'pei'ye'er
时期的遗迹,shi'qi'de'yi'ji
史前墓遗址,shi'qian'mu'yi'zhi
史前岩画遗址,shi'qian'yan'hua'yi'zhi
时区,shi'qu
石圈,shi'quan
湿润气候,shi'run'qi'hou
湿生植物,shi'sheng'zhi'wu
石燧石,shi'sui'shi
施特拉尔松德,shi'te'la'er'song'de
石头城,shi'tou'cheng
狮头山,shi'tou'shan
识无边处天,shi'wu'bian'chu'tian
始兴,shi'xing
石造城堡,shi'zao'cheng'bao
市政厅,shi'zheng'ting
市中心,shi'zhong'xin
施州,shi'zhou
师子国,shi'zi'guo
狮子林,shi'zi'lin
氏族聚落,shi'zu'ju'luo
寿昌,shou'chang
寿春,shou'chun
首都,shou'du
首位城市,shou'wei'cheng'shi
首位度,shou'wei'du
受降城,shou'xiang'cheng
寿州,shou'zhou
竖井,shu'jing
数据采集,shu'ju'cai'ji
数据精度,shu'ju'jing'du
数据库管理系统,shu'ju'ku'guan'li'xi'tong
数据模型,shu'ju'mo'xing
数据挖掘,shu'ju'wa'jue
蜀郡,shu'jun
疏勒,shu'le
疏勒国,shu'le'guo
枢纽,shu'niu
枢纽区,shu'niu'qu
输沙能力,shu'sha'neng'li
朱提,shu'shi
树线,shu'xian
舒县,shu'xian
数字地面模型,shu'zi'di'mian'mo'xing
数字地球,shu'zi'di'qiu
数字高程模型,shu'zi'gao'cheng'mo'xing
数字化,shu'zi'hua
衰落区,shuai'luo'qu
双城文化统一,shuang'cheng'wen'hua'tong'yi
双城子,shuang'cheng'zi
水产养殖基地,shui'chan'yang'zhi'ji'di
水成景观,shui'cheng'jing'guan
水稻梯田,shui'dao'ti'tian
水道网,shui'dao'wang
水化学,shui'hua'xue
水力传导度,shui'li'chuan'dao'du
水利经济学,shui'li'jing'ji'xue
水力学,shui'li'xue
水量交换,shui'liang'jiao'huan
水面蒸发,shui'mian'zheng'fa
水能,shui'neng
水平地带,shui'ping'di'dai
水平地带性,shui'ping'di'dai'xing
水平衡,shui'ping'heng
水平降水,shui'ping'jiang'shui
水迁移,shui'qian'yi
水圈,shui'quan
水上景观,shui'shang'jing'guan
水生植物,shui'sheng'zhi'wu
水体,shui'ti
水土保持,shui'tu'bao'chi
水土流失,shui'tu'liu'shi
水团,shui'tuan
水位,shui'wei
水文测验,shui'wen'ce'yan
水文地理学,shui'wen'di'li'xue
水文过程,shui'wen'guo'cheng
水文情势,shui'wen'qing'shi
水文物理学,shui'wen'wu'li'xue
水文学,shui'wen'xue
水污染,shui'wu'ran
水下景观,shui'xia'jing'guan
水循环,shui'xun'huan
水俣病,shui'yu'bing
水原的华城,shui'yuan'de'hua'cheng
水灾,shui'zai
水质,shui'zhi
水资源,shui'zi'yuan
水资源保护,shui'zi'yuan'bao'hu
顺昌,shun'chang
顺德,shun'de
顺化古迹群,shun'hua'gu'ji'qun
顺庆,shun'qing
顺天,shun'tian
朔方,shuo'fang
朔州,shuo'zhou
四叉树数据结构,si'cha'shu'shu'ju'jie'gou
四禅天,si'chan'tian
丝绸交易厅,si'chou'jiao'yi'ting
四川,si'chuan
四大河,si'da'he
四大名山,si'da'ming'shan
四大镇,si'da'zhen
思恩,si'en
斯凯利格迈克尔,si'kai'li'ge'mai'ke'er
斯科兰岛,si'ke'lan'dao
斯科斯累格加登公墓,si'ke'si'lei'ge'jia'deng'gong'mu
司空山,si'kong'shan
泗口,si'kou
斯雷伯尔纳,si'lei'bo'er'na
丝路,si'lu
斯洛伐克,si'luo'fa'ke
寺庙群,si'miao'qun
四明山,si'ming'shan
思南,si'nan
斯皮什城,si'pi'shen'cheng
斯皮耶纳,si'pi'ye'na
斯普利特,si'pu'li'te
四圣地,si'sheng'di
泗水,si'shui
斯塔里斯,si'ta'li'si
斯塔塔赫,si'ta'ta'he
斯坦尼斯拉斯,si'tan'ni'si'la'si
斯特拉斯堡,si'te'la'si'bao
斯特鲁维,si'te'lu'wei
斯特鲁维测量地点,si'te'lu'wei'ce'liang'di'dian
斯图德尼察修道院,si'tu'de'ni'cha'xiu'dao'yuan
四王天,si'wang'tian
斯韦什塔里,si'wei'shen'ta'li
司州,si'zhou
四洲,si'zhou
泗州,si'zhou
肆州,si'zhou
松江,song'jiang
松陵,song'ling
松漠,song'mo
嵩山,song'shan
宋州,song'zhou
松州,song'zhou
苏埃尔矿城,su'ai'er'kuang'cheng
苏埃尔铜矿城,su'ai'er'tong'kuang'cheng
苏奥曼斯纳城堡,su'ao'man'si'na'cheng'bao
苏丹尼耶,su'dan'ni'ye
苏库尔文化景观,su'ku'er'wen'hua'jing'guan
苏莱曼,su'lai'man
苏里南,su'li'nan
俗离山,su'li'shan
苏禄,su'lu
苏门答腊,su'men'da'la
苏塞古城,su'sai'gu'cheng
粟特国,su'te'guo
溯源堆积,su'yuan'dui'ji
溯源侵蚀,su'yuan'qin'shi
肃州,su'zhou
苏州,su'zhou
苏州古典园林,su'zhou'gu'dian'yuan'lin
苏兹达尔历史遗迹,su'zi'da'er'li'shi'yi'ji
酸枣,suan'zao
遂城,sui'cheng
绥定,sui'ding
碎屑型风化壳,sui'xie'xing'feng'hua'qiao
睢阳,sui'yang
碎叶,sui'ye
绥远,sui'yuan
睢州,sui'zhou
孙德尔本斯,sun'de'er'ben'si
索波查尼修道院,suo'bo'cha'ni'xiu'dao'yuan
梭尔,suo'er
索尔泰尔,suo'er'tai'er
索菲娅教堂,suo'fei'ya'jiao'tang
索科罗维奇,suo'ke'luo'wei'qi
索科罗维奇的古桥,suo'ke'luo'wei'qi'de'gu'qiao
索洛维茨基群岛,suo'luo'wei'ci'ji'qun'dao
娑祇多,suo'qi'duo
索维拉城,suo'wei'la'cheng
塔德拉尔特,ta'de'la'er'te
塔尔奎尼亚,ta'er'kui'ni'ya
塔夫拉达,ta'fu'la'da
塔赫特,ta'he'te
塔克特,ta'ke'te
塔克西拉,ta'ke'xi'la
塔拉科考古遗址,ta'la'ke'kao'gu'yi'zhi
塔拉科塔尔本,ta'la'ke'ta'er'ben
塔拉曼卡仰芝,ta'la'man'ka'yang'zhi
塔拉姆佩雅自然公园,ta'la'mu'pei'ya'zi'ran'gong'yuan
塔林历史中心,ta'lin'li'shi'zhong'xin
塔努姆,ta'nu'mu
塔琴西尼,ta'qin'xi'ni
塔什库尔干,ta'shi'ku'er'gan
塔塔城,ta'ta'cheng
塔伊国家公园,ta'yi'guo'jia'gong'yuan
沓中,ta'zhong
泰安,tai'an
苔草沼泽,tai'cao'zhao'ze
台城,tai'cheng
泰德国家公园,tai'de'guo'jia'gong'yuan
台地,tai'di
泰尔契,tai'er'qi
台风,tai'feng
太和,tai'he
太和岭,tai'he'ling
泰姬陵,tai'ji'ling
泰加林,tai'jia'lin
泰可素,tai'ke'su
泰姆格里,tai'mu'ge'li
泰内雷自然保护区,tai'nei'lei'zi'ran'bao'hu'qu
泰宁,tai'ning
太平,tai'ping
泰森多边形,tai'sen'duo'bian'xing
泰山,tai'shan
泰山风景名胜区,tai'shan'feng'jing'ming'sheng'qu
台湾,tai'wan
邰阳,tai'yang
太阳辐射,tai'yang'fu'she
太阳神庙,tai'yang'shen'miao
太原,tai'yuan
苔原,tai'yuan
苔原气候,tai'yuan'qi'hou
台州,tai'zhou
泰州,tai'zhou
滩地沼泽,tan'di'zhao'ze
滩脊,tan'ji
滩脊型潮滩,tan'ji'xing'chao'tan
滩脊型潮滩平原,tan'ji'xing'chao'tan'ping'yuan
坦贾武尔,tan'jia'wu'er
檀特山,tan'te'shan
檀州,tan'zhou
潭州,tan'zhou
汤殿山,tang'dian'shan
唐古特,tang'gu'te
唐努乌梁海,tang'nu'wu'liang'hai
堂溪,tang'xi
堂邑,tang'yi
掏蚀,tao'shi
洮州,tao'zhou
特奥蒂瓦坎古城,te'ao'di'wa'kan'gu'cheng
特拉维夫,te'la'wei'fu
特里尔,te'li'er
特立尼达和因赫尼奥斯山谷,te'li'ni'da'he'yin'he'ni'ao'si'shan'gu
特鲁埃尔的穆德哈尔式建筑,te'lu'ai'er'de'mu'de'ha'er'shi'jian'zhu
特鲁瓦皮顿山国家公园,te'lu'wa'pi'dun'shan'guo'jia'gong'yuan
特罗多斯,te'luo'duo'si
特罗吉尔,te'luo'ji'er
特洛伊,te'luo'yi
特热比奇城,te're'bi'qi'cheng
特威菲尔泉岩画,te'wei'fei'er'quan'yan'hua
腾冲,teng'chong
提尔城,ti'er'cheng
提洛岛,ti'luo'dao
提姆加德古罗马遗迹,ti'mu'jia'de'gu'luo'ma'yi'ji
提那雅恩斯,ti'na'ya'en'si
提帕萨考古遗迹,ti'pa'sa'kao'gu'yi'ji
提希特和瓦拉塔,ti'xi'te'he'wa'la'ta
天方,tian'fang
田横岛,tian'heng'dao
天津,tian'jin
天目山,tian'mu'shan
天启洞穴,tian'qi'dong'xue
天然堤,tian'ran'di
天水,tian'shui
天台山,tian'tai'shan
田园城市,tian'yuan'cheng'shi
天竺,tian'zhu
条顿骑士团,tiao'dun'qi'shi'tuan
条支,tiao'zhi
铁拉登特罗,tie'la'deng'te'luo
廷巴克图,ting'ba'ke'tu
汀州,ting'zhou
通艾,tong'ai
潼川,tong'chuan
铜堤,tong'di
同谷,tong'gu
桐里山,tong'li'shan
通勤带,tong'qin'dai
痛痛病,tong'tong'bing
铜瓦厢,tong'wa'xiang
统万城,tong'wan'cheng
同心圆地带论,tong'xin'yuan'di'dai'lun
统一地理学,tong'yi'di'li'xue
同州,tong'zhou
通州,tong'zhou
透视图,tou'shi'tu
投影,tou'ying
投影转换,tou'ying'zhuan'huan
投子山,tou'zi'shan
凸岸坝,tu'an'ba
图巴塔哈,tu'ba'ta'ha
土被,tu'bei
图伯特,tu'bo'te
突出的普遍价值,tu'chu'de'pu'bian'jia'zhi
土地,tu'di
土地单元,tu'di'dan'yuan
土地分类,tu'di'fen'lei
土地改革,tu'di'gai'ge
土地改良,tu'di'gai'liang
土地功能,tu'di'gong'neng
土地管理,tu'di'guan'li
土地刻面,tu'di'ke'mian
土地类型,tu'di'lei'xing
土地利用,tu'di'li'yong
土地利用分类,tu'di'li'yong'fen'lei
土地利用类型,tu'di'li'yong'lei'xing
土地利用制度,tu'di'li'yong'zhi'du
土地能力,tu'di'neng'li
土地评价,tu'di'ping'jia
土地生产率,tu'di'sheng'chan'lv
土地生产能力,tu'di'sheng'chan'neng'li
土地适宜性,tu'di'shi'yi'xing
土地属性,tu'di'shu'xing
土地特性,tu'di'te'xing
土地系统,tu'di'xi'tong
土地限制性,tu'di'xian'zhi'xing
土地要素,tu'di'yao'su
土地质量,tu'di'zhi'liang
图尔奈,tu'er'nai
图根哈特,tu'gen'ha'te
吐火罗,tu'huo'luo
土链,tu'lian
吐鲁番,tu'lu'fan
突尼斯老城,tu'ni'si'lao'cheng
土壤地理学,tu'rang'di'li'xue
土壤复区,tu'rang'fu'qu
土壤气候,tu'rang'qi'hou
土壤侵蚀,tu'rang'qin'shi
土壤圈,tu'rang'quan
土壤水,tu'rang'shui
土壤水文学,tu'rang'shui'wen'xue
土壤退化,tu'rang'tui'hua
土壤污染,tu'rang'wu'ran
土壤资源,tu'rang'zi'yuan
土壤组合,tu'rang'zu'he
土体蠕动,tu'ti'ru'dong
退水曲线,tui'shui'qu'xian
托管地区,tuo'guan'di'qu
托考伊,tuo'kao'yi
托雷安农济亚塔,tuo'lei'an'nong'ji'ya'ta
托伦中世纪城市,tuo'lun'zhong'shi'ji'cheng'shi
托马尔,tuo'ma'er
拓扑关系,tuo'pu'guan'xi
拓扑结构,tuo'pu'jie'gou
拓扑属性,tuo'pu'shu'xing
瓦丹,wa'dan
洼地,wa'di
瓦尔,wa'er
瓦尔贝里,wa'er'bei'li
瓦尔德斯岛,wa'er'de'si'dao
瓦尔季采,wa'er'ji'cai
瓦尔卡莫尼卡,wa'er'ka'mo'ni'ka
瓦尔帕莱索,wa'er'pa'lai'suo
瓦哈卡古城,wa'ha'ka'gu'cheng
瓦豪文化景观,wa'hao'wen'hua'jing'guan
