阿斐,a'fei
你同在使我全然得胜,ni'tong'zai'shi'wo'quan'ran'de'sheng
尼陀法人,ni'tuo'fa'ren
尼陀法人玛哈莱,ni'tuo'fa'ren'ma'ha'lai
你惟亲眼观看,ni'wei'qin'yan'guan'kan
你我把冷漠变成爱,ni'wo'ba'leng'mo'bian'cheng'ai
尼希米,ni'xi'mi
尼希米记,ni'xi'mi'ji
尼细亚,ni'xi'ya
尼亚,ni'ya
尼亚波利,ni'ya'bo'li
你厌恶了,ni'yan'wu'le
你要到几时才救我呢,ni'yao'dao'ji'shi'cai'jiu'wo'ne
你要将自己隐藏到永远,ni'yao'jiang'zi'ji'yin'cang'dao'yong'yuan
你已将至高者,ni'yi'jiang'zhi'gao'zhe
你已经命定施行审判,ni'yi'jing'ming'ding'shi'xing'shen'pan
你以喜乐代替忧伤,ni'yi'xi'le'dai'ti'you'shang
你医治我心深处,ni'yi'zhi'wo'xin'shen'chu
你用一切的波浪困住我,ni'yong'yi'qie'de'bo'lang'kun'zhu'wo
你用有能的膀臂,ni'yong'you'neng'de'bang'bi
你有大能的膀臂,ni'you'da'neng'de'bang'bi
年度总会,nian'du'zong'hui
拈阄,nian'jiu
宁录,ning'lu
宁息纷争浪,ning'xi'fen'zheng'lang
牛奶与蜜,niu'nai'yu'mi
牛膝草,niu'xi'cao
努力面前,nu'li'mian'qian
奴仆的形象,nu'pu'de'xing'xiang
怒气,nu'qi
努斯文碑,nu'si'wen'bei
挪弗,nuo'fu
诺斯提派,nuo'si'ti'pai
挪亚,nuo'ya
挪亚的约,nuo'ya'di'yue
挪亚们,nuo'ya'men
挪亚之约,nuo'ya'zhi'yue
女人,nv'ren
女人的后裔,nv'ren'de'hou'yi
女所生,nv'suo'sheng
女王,nv'wang
女巫,nv'wu
女先知,nv'xian'zhi
哦我爱你耶稣,o'wo'ai'ni'ye'su
哦我慈爱的天父,o'wo'ci'ai'de'tian'fu
哦赞美主哈利路亚,o'zan'mei'zhu'ha'li'lu'ya
哦真爱在我心,o'zhen'ai'zai'wo'xin
哦主啊,o'zhu'a
哦主求你保守,o'zhu'qiu'ni'bao'shou
哦主求你坚固,o'zhu'qiu'ni'jian'gu
偶像,ou'xiang
帕大啦,pa'da'la
帕弗,pa'fu
帕莱,pa'lai
帕勒提人,pa'le'ti'ren
帕勒提人希利斯,pa'le'ti'ren'xi'li'si
帕斯鲁细人,pa'si'lu'xi'ren
帕特拉,pa'te'la
帕提亚人,pa'ti'ya'ren
帕子,pa'zi
叛教,pan'jiao
潘尼亚,pan'ni'ya
叛神,pan'shen
盘石,pan'shi
磐石,pan'shi
盼望,pan'wang
旁非利亚,pang'fei'li'ya
旁经,pang'jing
抛开一切忧虑,pao'kai'yi'qie'you'lv
配得神的国,pei'de'shen'de'guo
裴斯二,pei'si'er
朋友,peng'you
毗大雅,pi'da'ya
毗珥,pi'er
皮卷,pi'juan
辟拉,pi'la
毗拉提,pi'la'ti
毗拉心,pi'la'xin
毗列斯乌撒,pi'lie'si'wu'sa
毗尼拿,pi'ni'na
毗努伊勒,pi'nu'yi'le
皮平,pi'ping
辟探,pi'tan
偏待人,pian'dai'ren
偏心,pian'xin
漂布地,piao'bu'di
贫穷,pin'qiong
品行,pin'xing
平安,ping'an
平安的,ping'an'de
平安的七月夜,ping'an'de'qi'yue'ye
平安祭,ping'an'ji
平安夜,ping'an'ye
凭据,ping'ju
平原,ping'yuan
迫害,po'hai
坡旅比乌,po'lv'bi'wu
坡旅甲,po'lv'jia
普阿,pu'a
蒲草,pu'cao
普珥,pu'er
普化差传,pu'hua'cha'chuan
普勒,pu'le
仆人,pu'ren
仆人们所受的羞辱,pu'ren'men'suo'shou'de'xiu'ru
普世教会,pu'shi'jiao'hui
普世教联运动,pu'shi'jiao'lian'yun'dong
浦他何特,pu'ta'he'te
葡萄饼,pu'tao'bing
葡萄园,pu'tao'yuan
普通启示,pu'tong'qi'shi
普通书信,pu'tong'shu'xin
弃暗就光前程明亮,qi'an'jiu'guang'qian'cheng'ming'liang
期待有人能够了解你心,qi'dai'you'ren'neng'gou'liao'jie'ni'xin
期待着雨后,qi'dai'zhe'yu'hou
祈祷出来的能力,qi'dao'chu'lai'de'neng'li
七个节期,qi'ge'jie'qi
七个时代,qi'ge'shi'dai
七间教会,qi'jian'jiao'hui
齐来谢主歌,qi'lai'xie'zhu'ge
岂能在坟墓里,qi'neng'zai'fen'mu'li
岂能在灭亡中,qi'neng'zai'mie'wang'zhong
七十,qi'shi
启示,qi'shi
起誓,qi'shi
启示录,qi'shi'lu
启示录系统查经,qi'shi'lu'xi'tong'cha'jing
启示录研究,qi'shi'lu'yan'jiu
七十士译本,qi'shi'shi'yi'ben
启示文学,qi'shi'wen'xue
启示与真理,qi'shi'yu'zhen'li
欺压,qi'ya
启应经文,qi'ying'jing'wen
谦卑,qian'bei
谦卑亲近主跟着他同步,qian'bei'qin'jin'zhu'gen'zhe'ta'tong'bu
钱财,qian'cai
虔诚,qian'cheng
虔诚亲爱崇敬直到永恒,qian'cheng'qin'ai'chong'jing'zhi'dao'yong'heng
千夫长,qian'fu'chang
虔敬,qian'jing
前来献上最深的敬拜,qian'lai'xian'shang'zui'shen'de'jing'bai
前千禧年,qian'qian'xi'nian
前千禧年派,qian'qian'xi'nian'pai
千秋万古永恒,qian'qiu'wan'gu'yong'heng
千万天军叩拜,qian'wan'tian'jun'kou'bai
千禧年,qian'xi'nian
牵引我走这人生路,qian'yin'wo'zou'zhe'ren'sheng'lu
强暴争竞,qiang'bao'zheng'jing
强似依赖人,qiang'si'yi'lai'ren
强似依赖王子,qiang'si'yi'lai'wang'zi
强壮,qiang'zhuang
敲碎了恶人的牙齿,qiao'sui'le'e'ren'de'ya'chi
切慕你单单寻求你,qie'mu'ni'dan'dan'xun'qiu'ni
亲爱朋友你是否曾经,qin'ai'peng'you'ni'shi'fou'ceng'jing
亲爱主哦我的主,qin'ai'zhu'o'wo'de'zhu
亲咀,qin'ju
亲眼见主圣容,qin'yan'jian'zhu'sheng'rong
亲嘴,qin'zui
清晨我众歌声,qing'chen'wo'zhong'ge'sheng
清教徒,qing'jiao'tu
清洁,qing'jie
青年的富人,qing'nian'de'fu'ren
倾听我的心,qing'ting'wo'de'xin
情欲,qing'yu
求赐指导恩,qiu'ci'zhi'dao'en
求你保护搭救我,qiu'ni'bao'hu'da'jiu'wo
求你不要在怒中责备我,qiu'ni'bu'yao'zai'nu'zhong'ze'bei'wo
求你侧耳听我的呼求,qiu'ni'ce'er'ting'wo'de'hu'qiu
求你垂听我呼求的声音,qiu'ni'chui'ting'wo'hu'qiu'de'sheng'yin
求你带领我,qiu'ni'dai'ling'wo
求你救我脱离一切追赶我的人,qiu'ni'jiu'wo'tuo'li'yi'qie'zhui'gan'wo'de'ren
求你怜恤转向我,qiu'ni'lian'xu'zhuan'xiang'wo
求你聆听我每一个心跳,qiu'ni'ling'ting'wo'mei'yi'ge'xin'tiao
求你留心听我的言语,qiu'ni'liu'xin'ting'wo'de'yan'yu
求你倾听我的心,qiu'ni'qing'ting'wo'de'xin
求你想念我的,qiu'ni'xiang'nian'wo'de
求你医治我便痊愈,qiu'ni'yi'zhi'wo'bian'quan'yu
求你在怒中起来,qiu'ni'zai'nu'zhong'qi'lai
求主统治我们万古之神,qiu'zhu'tong'zhi'wo'men'wan'gu'zhi'shen
取利,qu'li
屈膝你宝座前敬拜你,qu'xi'ni'bao'zuo'qian'jing'bai'ni
权柄,quan'bing
全地啊,quan'di'a
全地都要来赞美你,quan'di'dou'yao'lai'zan'mei'ni
全都向主献上,quan'dou'xiang'zhu'xian'shang
劝戒,quan'jie
劝戒你,quan'jie'ni
泉门,quan'men
劝勉,quan'mian
全能,quan'neng
权能,quan'neng
全能的创造主,quan'neng'de'chuang'zao'zhu
全能神,quan'neng'shen
全能者,quan'neng'zhe
全能之神,quan'neng'zhi'shen
全权的神明,quan'quan'de'shen'ming
全权全能威严的主,quan'quan'quan'neng'wei'yan'de'zhu
全权又全爱,quan'quan'you'quan'ai
全然向你,quan'ran'xiang'ni
全善全能神,quan'shan'quan'neng'shen
全新的你,quan'xin'de'ni
全心来赞美你,quan'xin'lai'zan'mei'ni
全知,quan'zhi
却死在十字架,que'si'zai'shi'zi'jia
确信,que'xin
让爱走动,rang'ai'zou'dong
让祷告的声音不歇息,rang'dao'gao'de'sheng'yin'bu'xie'xi
让复兴的火,rang'fu'xing'de'huo
让每个灵魂再次活过来,rang'mei'ge'ling'hun'zai'ci'huo'guo'lai
让每一颗心再次飞起来,rang'mei'yi'ke'xin'zai'ci'fei'qi'lai
让你的爱化成温暖的拥抱,rang'ni'de'ai'hua'cheng'wen'nuan'de'yong'bao
让你的爱化成希望的种子,rang'ni'de'ai'hua'cheng'xi'wang'de'zhong'zi
让我进入主你的荣耀,rang'wo'jin'ru'zhu'ni'de'rong'yao
让我进入主你的同在,rang'wo'jin'ru'zhu'ni'de'tong'zai
让我们的心向神敞开,rang'wo'men'de'xin'xiang'shen'chang'kai
让我们献出每个音符,rang'wo'men'xian'chu'mei'ge'yin'fu
让我们献上献上,rang'wo'men'xian'shang'xian'shang
让我们响起胜利的号角,rang'wo'men'xiang'qi'sheng'li'de'hao'jiao
让我们向整个世界,rang'wo'men'xiang'zheng'ge'shi'jie
让我们张开口举起手,rang'wo'men'zhang'kai'kou'ju'qi'shou
让我们张开赞美的口,rang'wo'men'zhang'kai'zan'mei'de'kou
让我们忠于十架的呼召,rang'wo'men'zhong'yu'shi'jia'de'hu'zhao
让我一遍又一遍,rang'wo'yi'bian'you'yi'bian
让我一天又一天,rang'wo'yi'tian'you'yi'tian
让我真实的见到你,rang'wo'zhen'shi'de'jian'dao'ni
让音符在空中飞舞,rang'yin'fu'zai'kong'zhong'fei'wu
让赞美从四处响起,rang'zan'mei'cong'si'chu'xiang'qi
让赞美的声音不停息,rang'zan'mei'de'sheng'yin'bu'ting'xi
让赞美飞扬,rang'zan'mei'fei'yang
让主爱充满我们的心,rang'zhu'ai'chong'man'wo'men'de'xin
让主爱浇灌我们的心,rang'zhu'ai'jiao'guan'wo'men'de'xin
仁爱之主,ren'ai'zhi'zhu
人不敢用手拿他,ren'bu'gan'yong'shou'na'ta
仁慈,ren'ci
人的软弱,ren'de'ruan'ruo
人口调,ren'kou'tiao
人类论,ren'lei'lun
忍耐,ren'nai
人生的意义,ren'sheng'de'yi'yi
认识法轮功,ren'shi'fa'lun'gong
认识救恩,ren'shi'jiu'en
认识末世,ren'shi'mo'shi
认识你不再迷失方向,ren'shi'ni'bu'zai'mi'shi'fang'xiang
认识你的仇敌魔鬼,ren'shi'ni'de'chou'di'mo'gui
认识你真好,ren'shi'ni'zhen'hao
认识你真好认识你真好,ren'shi'ni'zhen'hao'ren'shi'ni'zhen'hao
认识神,ren'shi'shen
人是什么,ren'shi'shen'me
认识圣灵,ren'shi'sheng'ling
认识真理,ren'shi'zhen'li
认识主基督,ren'shi'zhu'ji'du
人物传记,ren'wu'zhuan'ji
人与地名,ren'yu'di'ming
任遭何事不要惊怕,ren'zao'he'shi'bu'yao'jing'pa
人治时代,ren'zhi'shi'dai
人子,ren'zi
认罪,ren'zui
仍要结果子,reng'yao'jie'guo'zi
日复一日年复一年,ri'fu'yi'ri'nian'fu'yi'nian
日光之下,ri'guang'zhi'xia
日光之下并无新事,ri'guang'zhi'xia'bing'wu'xin'shi
日头,ri'tou
日月交辉明星万点,ri'yue'jiao'hui'ming'xing'wan'dian
日月星宿向你扬声欢呼,ri'yue'xing'xiu'xiang'ni'yang'sheng'huan'hu
容词,rong'ci
荣神益人,rong'shen'yi'ren
容我离世,rong'wo'li'shi
荣耀归羔羊,rong'yao'gui'gao'yang
荣耀归主哈利路亚,rong'yao'gui'zhu'ha'li'lu'ya
荣耀归主主使我复生,rong'yao'gui'zhu'zhu'shi'wo'fu'sheng
荣耀颂,rong'yao'song
荣耀与赞美,rong'yao'yu'zan'mei
荣耀赞美归于上主,rong'yao'zan'mei'gui'yu'shang'zhu
肉体,rou'ti
肉心,rou'xin
如垂帐幕护我安寝,ru'chui'zhang'mu'hu'wo'an'qin
如此深触我心,ru'ci'shen'chu'wo'xin
如大水淹没仇敌,ru'da'shui'yan'mo'chou'di
如何救赎我罪人,ru'he'jiu'shu'wo'zui'ren
如何使我得平安,ru'he'shi'wo'de'ping'an
如何使我近真神,ru'he'shi'wo'jin'zhen'shen
如何使我脱罪恶,ru'he'shi'wo'tuo'zui'e
如火焰,ru'huo'yan
如日之恒一般,ru'ri'zhi'heng'yi'ban
如天上确实的见证,ru'tian'shang'que'shi'de'jian'zheng
如同天高过地,ru'tong'tian'gao'guo'di
如同无力的人一样,ru'tong'wu'li'de'ren'yi'yang
如同夏天的干旱,ru'tong'xia'tian'de'gan'han
如同朝露中的小草,ru'tong'zhao'lu'zhong'de'xiao'cao
如无云的清晨,ru'wu'yun'de'qing'chen
乳香,ru'xiang
如野牛的角,ru'ye'niu'de'jiao
若有罪孽在我手里,ruo'you'zui'nie'zai'wo'shou'li
撒但,sa'dan
撒都该人,sa'dou'gai'ren
撒督,sa'du
撒珥根二世,sa'er'gen'er'shi
撒非喇,sa'fei'la
撒非拉,sa'fei'la
撒分山,sa'fen'shan
撒弗他,sa'fu'ta
撒弗提迦,sa'fu'ti'jia
撒该,sa'gai
撒哈,sa'ha
撒迦利亚,sa'jia'li'ya
撒迦利亚施洗约翰之父,sa'jia'li'ya'shi'xi'yue'han'zhi'fu
撒迦利亚书,sa'jia'li'ya'shu
撒迦利亚书诠释,sa'jia'li'ya'shu'quan'shi
撒迦利亚先知,sa'jia'li'ya'xian'zhi
撒迦利亚耶何耶大之子,sa'jia'li'ya'ye'he'ye'da'zhi'zi
撒拉,sa'la
萨拉,sa'la
撒拉弗,sa'la'fu
撒拉铁,sa'la'tie
撒莱,sa'lai
撒勒法,sa'le'fa
撒冷王,sa'leng'wang
撒冷王麦基洗德,sa'leng'wang'mai'ji'xi'de
撒立,sa'li
撒罗米,sa'luo'mi
撒玛利亚,sa'ma'li'ya
撒玛利亚城,sa'ma'li'ya'cheng
撒玛利亚的出土文物,sa'ma'li'ya'de'chu'tu'wen'wu
撒玛利亚的妇人,sa'ma'li'ya'de'fu'ren
撒玛利亚妇人,sa'ma'li'ya'fu'ren
撒玛利亚区域,sa'ma'li'ya'qu'yu
撒玛利亚人,sa'ma'li'ya'ren
撒买学派,sa'mai'xue'pai
撒缦以色三世,sa'man'yi'se'san'shi
撒缦以色四世,sa'man'yi'se'si'shi
撒缦以色五世,sa'man'yi'se'wu'shi
撒们,sa'men
撒门,sa'men
撒摩,sa'mo
撒摩拉特,sa'mo'la'te
撒摩尼,sa'mo'ni
撒母耳,sa'mu'er
撒母耳记上,sa'mu'er'ji'shang
撒母耳记下,sa'mu'er'ji'xia
撒挪亚,sa'nuo'ya
撒上,sa'shang
撒沃那柔拉,sa'wo'na'rou'la
撒下,sa'xia
洒下喜乐的种子,sa'xia'xi'le'de'zhong'zi
洒下信心的种子,sa'xia'xin'xin'de'zhong'zi
撒种,sa'zhong
赛比利,sai'bi'li
塞特,sai'te
三个勇士,san'ge'yong'shi
三馆,san'guan
三甲尼波,san'jia'ni'bo
散居在外,san'ju'zai'wai
三十个勇士,san'shi'ge'yong'shi
三誓愿,san'shi'yuan
散送冥,san'song'ming
三位本同一体,san'wei'ben'tong'yi'ti
三位一体,san'wei'yi'ti
三位一体的教议,san'wei'yi'ti'de'jiao'yi
三位一体惟一真神,san'wei'yi'ti'wei'yi'zhen'shen
三位一体主,san'wei'yi'ti'zhu
三细亚细面,san'xi'ya'xi'mian
三细亚细面调和做饼,san'xi'ya'xi'mian'tiao'he'zuo'bing
三一来临歌,san'yi'lai'lin'ge
三一神论,san'yi'shen'lun
扫罗,sao'luo
扫罗王,sao'luo'wang
色列与,se'lie'yu
森美忒库二世,sen'mei'tei'ku'er'shi
沙巴谷,sha'ba'gu
沙本人,sha'ben'ren
沙本人以利雅哈巴,sha'ben'ren'yi'li'ya'ha'ba
杀戳谷,sha'chuo'gu
沙得拉,sha'de'la
沙法,sha'fa
沙番,sha'fan
杀害,sha'hai
沙拉,sha'la
沙拉的儿子亚希暗,sha'la'de'er'zi'ya'xi'an
沙利色,sha'li'se
沙列,sha'lie
沙龙,sha'long
沙仑,sha'lun
沙玛,sha'ma
沙马士,sha'ma'shi
沙马士沈乌金,sha'ma'shi'shen'wu'jin
沙漠旷野,sha'mo'kuang'ye
沙微谷,sha'wei'gu
沙微基列亭,sha'wei'ji'lie'ting
沙亚弗,sha'ya'fu
杀长子之灾,sha'zhang'zi'zhi'zai
山顶的百合花,shan'ding'de'bai'he'hua
山冈,shan'gang
善工,shan'gong
山谷,shan'gu
珊迦,shan'jia
山虽动摇地虽改变,shan'sui'dong'yao'de'sui'gai'bian
山虽摇动到海心,shan'sui'yao'dong'dao'hai'xin
山羊,shan'yang
善以别,shan'yi'bie
闪族,shan'zu
赏赐,shang'ci
赏赐我众新生命,shang'ci'wo'zhong'xin'sheng'ming
上帝,shang'di
上帝的羔羊,shang'di'de'gao'yang
上帝的灵,shang'di'de'ling
上帝的灵运行在水面上,shang'di'de'ling'yun'xing'zai'shui'mian'shang
上帝的使者,shang'di'de'shi'zhe
上帝的众子中,shang'di'de'zhong'zi'zhong
上帝论,shang'di'lun
上帝赏赐的平安冥,shang'di'shang'ci'de'ping'an'ming
上古,shang'gu
上磨石,shang'mo'shi
上升于天,shang'sheng'yu'tian
上天下地同尊,shang'tian'xia'di'tong'zun
伤恸,shang'tong
设巴萨,she'ba'sa
舍比谷,she'bi'gu
舍伯那,she'bo'na
社会的责任,she'hui'de'ze'ren
舍己,she'ji
舍客勒,she'ke'le
设立宝座,she'li'bao'zuo
设立圣餐日,she'li'sheng'can'ri
赦免,she'mian
舍身以作万世牺牲,she'shen'yi'zuo'wan'shi'xi'sheng
舌头,she'tou
赦之罪,she'zhi'zui
赦罪,she'zui
神啊我要向你唱新歌,shen'a'wo'yao'xiang'ni'chang'xin'ge
神啊我要向你弹琴歌颂,shen'a'wo'yao'xiang'ni'tan'qin'ge'song
神奥秘的智慧,shen'ao'mi'de'zhi'hui
深藏在我心,shen'cang'zai'wo'xin
深触我心,shen'chu'wo'xin
神的爱拥抱着我们,shen'de'ai'yong'bao'zhe'wo'men
神的帮助,shen'de'bang'zhu
神的恩赐,shen'de'en'ci
神的工人,shen'de'gong'ren
神的公义,shen'de'gong'yi
神的国,shen'de'guo
神的拣选,shen'de'jian'xuan
神的眷顾,shen'de'juan'gu
神的力量,shen'de'li'liang
神的灵充满这地,shen'de'ling'chong'man'zhe'di
神的名,shen'de'ming
神的名字,shen'de'ming'zi
神的能力,shen'de'neng'li
神的怒气,shen'de'nu'qi
神的山,shen'de'shan
神的审判,shen'de'shen'pan
神的圣者,shen'de'sheng'zhe
神的使者,shen'de'shi'zhe
神的手段,shen'de'shou'duan
神的属性,shen'de'shu'xing
神的形象,shen'de'xing'xiang
神的永旨,shen'de'yong'zhi
神的预知,shen'de'yu'zhi
神的旨意,shen'de'zhi'yi
神对人,shen'dui'ren
神对约,shen'dui'yue
身份,shen'fen
神迹,shen'ji
申命记,shen'ming'ji
神默示,shen'mo'shi
审判,shen'pan
神亲自显现,shen'qin'zi'xian'xian
神权政治,shen'quan'zheng'zhi
神却与我立永远的约,shen'que'yu'wo'li'yong'yuan'de'yue
深深爱你,shen'shen'ai'ni
深深爱你耶稣,shen'shen'ai'ni'ye'su
神圣,shen'sheng
神圣的拣选,shen'sheng'de'jian'xuan
神是公义的审判者,shen'shi'gong'yi'de'shen'pan'zhe
神是我的盾牌,shen'shi'wo'de'dun'pai
伸帅,shen'shuai
身体,shen'ti
什亭,shen'ting
神性,shen'xing
神学,shen'xue
神学和神学教育的理念和理想,shen'xue'he'shen'xue'jiao'yu'de'li'nian'he'li'xiang
神学与讲座,shen'xue'yu'jiang'zuo
神学院,shen'xue'yuan
神与人之间,shen'yu'ren'zhi'jian
神与他,shen'yu'ta
深渊,shen'yuan
神在其中,shen'zai'qi'zhong
神召会,shen'zhao'hui
神正论,shen'zheng'lun
神子,shen'zi
圣餐,sheng'can
圣餐化质说,sheng'can'hua'zhi'shuo
圣城,sheng'cheng
生存,sheng'cun
圣诞,sheng'dan
圣诞节,sheng'dan'jie
圣诞夜,sheng'dan'ye
圣道论,sheng'dao'lun
圣地,sheng'di
圣殿,sheng'dian
圣多明尼克,sheng'duo'ming'ni'ke
圣父,sheng'fu
圣父创造日月星辰,sheng'fu'chuang'zao'ri'yue'xing'chen
圣父圣子圣灵,sheng'fu'sheng'zi'sheng'ling
升高,sheng'gao
圣公会,sheng'gong'hui
圣公宗,sheng'gong'zong
胜过那丰收五谷新酒的人,sheng'guo'na'feng'shou'wu'gu'xin'jiu'de'ren
胜过罪,sheng'guo'zui
圣灰日,sheng'hui'ri
生活,sheng'huo
生活手册,sheng'huo'shou'ce
生活与灵修,sheng'huo'yu'ling'xiu
生活之趣,sheng'huo'zhi'qu
圣洁,sheng'jie
圣洁的真神,sheng'jie'de'zhen'shen
圣洁公义从此常相伴,sheng'jie'gong'yi'cong'ci'chang'xiang'ban
圣洁公义主十架上耶稣,sheng'jie'gong'yi'zhu'shi'jia'shang'ye'su
圣洁归于神,sheng'jie'gui'yu'shen
圣洁喜乐仁爱和平,sheng'jie'xi'le'ren'ai'he'ping
圣洁自守,sheng'jie'zi'shou
圣经,sheng'jing
圣经词汇,sheng'jing'ci'hui
圣经词汇解释,sheng'jing'ci'hui'jie'shi
圣经的本质与内容,sheng'jing'de'ben'zhi'yu'nei'rong
圣经概要,sheng'jing'gai'yao
圣经故事,sheng'jing'gu'shi
圣经光亮中的灵恩运动,sheng'jing'guang'liang'zhong'de'ling'en'yun'dong
圣经卷名,sheng'jing'juan'ming
圣经名词,sheng'jing'ming'ci
圣经鸟览,sheng'jing'niao'lan
圣经人物,sheng'jing'ren'wu
圣经如此说,sheng'jing'ru'ci'shuo
圣经所启示的真理,sheng'jing'suo'qi'shi'de'zhen'li
圣经问题解答,sheng'jing'wen'ti'jie'da
圣经新译本,sheng'jing'xin'yi'ben
圣经学者,sheng'jing'xue'zhe
圣经与救赎,sheng'jing'yu'jiu'shu
圣经与科学,sheng'jing'yu'ke'xue
圣经中的八约,sheng'jing'zhong'de'ba'yue
圣经中的得胜者,sheng'jing'zhong'de'de'sheng'zhe
圣经中的失败者,sheng'jing'zhong'de'shi'bai'zhe
圣经注解,sheng'jing'zhu'jie
圣经注释,sheng'jing'zhu'shi
圣经总论,sheng'jing'zong'lun
圣礼,sheng'li
圣灵,sheng'ling
圣灵的恩赐,sheng'ling'de'en'ci
圣灵的引导,sheng'ling'de'yin'dao
圣灵及其工作,sheng'ling'ji'qi'gong'zuo
圣灵降临,sheng'ling'jiang'lin
圣灵浇灌,sheng'ling'jiao'guan
圣灵论,sheng'ling'lun
圣灵启迪感化内心,sheng'ling'qi'di'gan'hua'nei'xin
圣灵是谁,sheng'ling'shi'shui
圣灵与福音,sheng'ling'yu'fu'yin
圣灵在我们的心间,sheng'ling'zai'wo'men'de'xin'jian
圣灵指引,sheng'ling'zhi'yin
圣路,sheng'lu
生命,sheng'ming
生命册,sheng'ming'ce
生命的福音,sheng'ming'de'fu'yin
生命的活水,sheng'ming'de'huo'shui
生命火花扬自心底,sheng'ming'huo'hua'yang'zi'xin'di
生命季刊,sheng'ming'ji'kan
生命见证,sheng'ming'jian'zheng
生命交给你作王,sheng'ming'jiao'gei'ni'zuo'wang
生命树,sheng'ming'shu
生命与灵修,sheng'ming'yu'ling'xiu
圣墓教堂,sheng'mu'jiao'tang
圣三一,sheng'san'yi
圣山,sheng'shan
圣所,sheng'suo
升天,sheng'tian
升天节,sheng'tian'jie
圣徒,sheng'tu
圣徒被提,sheng'tu'bei'ti
圣徒的追求,sheng'tu'de'zhui'qiu
圣婴,sheng'ying
生与死,sheng'yu'si
圣约之子,sheng'yue'zhi'zi
圣哉三一,sheng'zai'san'yi
圣哉三一歌,sheng'zai'san'yi'ge
圣哉圣灵,sheng'zai'sheng'ling
圣哉圣哉圣哉,sheng'zai'sheng'zai'sheng'zai
圣哉天父,sheng'zai'tian'fu
圣哉耶稣,sheng'zai'ye'su
圣战,sheng'zhan
生长如黎巴嫩的香柏树,sheng'zhang'ru'li'ba'nen'de'xiang'bai'shu
圣子,sheng'zi
圣子耶稣道成肉身,sheng'zi'ye'su'dao'cheng'rou'shen
示巴,shi'ba
示巴女王,shi'ba'nv'wang
示巴人,shi'ba'ren
士班雅,shi'ban'ya
示播列,shi'bo'lie
时常伴我到终身,shi'chang'ban'wo'dao'zhong'shen
是大有威严的神,shi'da'you'wei'yan'de'shen
时代反省,shi'dai'fan'xing
时代应许,shi'dai'ying'xu
使地发生嫩草,shi'di'fa'sheng'nen'cao
使地上发芽结实,shi'di'shang'fa'ya'jie'shi
石顶清真寺,shi'ding'qing'zhen'si
施恩与众子民,shi'en'yu'zhong'zi'min
施恩座,shi'en'zuo
十二个支派,shi'er'ge'zhi'pai
十二门徒,shi'er'men'tu
十二使徒歌颂同声,shi'er'shi'tu'ge'song'tong'sheng
示法,shi'fa
示非拉,shi'fei'la
事奉,shi'feng
施弗拉,shi'fu'la
诗歌,shi'ge
十个灾害,shi'ge'zai'hai
诗歌智慧书,shi'ge'zhi'hui'shu
事工,shi'gong
时候是何等的短少,shi'hou'shi'he'deng'de'duan'shao
市集,shi'ji
士基瓦,shi'ji'wa
示迦尼大卫家之首,shi'jia'ni'da'wei'jia'zhi'shou
示迦尼耶利之子,shi'jia'ni'ye'li'zhi'zi
示剑,shi'jian
十诫,shi'jie
世界不能阻挡他的爱,shi'jie'bu'neng'zu'dang'ta'de'ai
世界和其中所充满的,shi'jie'he'qi'zhong'suo'chong'man'de
世界明光驱散黑暗,shi'jie'ming'guang'qu'san'hei'an
施浸约翰,shi'jin'yue'han
释经学,shi'jing'xue
是救主,shi'jiu'zhu
试看恶人因奸恶而劬劳,shi'kan'e'ren'yin'jian'e'er'qu'lao
时空不能隔绝他的爱,shi'kong'bu'neng'ge'jue'ta'de'ai
示拉,shi'la
试炼,shi'lian
十六世纪革命,shi'liu'shi'ji'ge'ming
示罗,shi'luo
示罗密,shi'luo'mi
示罗人,shi'luo'ren
示玛,shi'ma
示玛雅第来雅之子,shi'ma'ya'di'lai'ya'zhi'zi
示玛雅示巴尼之子,shi'ma'ya'shi'ba'ni'zhi'zi
示玛雅先知,shi'ma'ya'xian'zhi
示每,shi'mei
示每便雅悯人,shi'mei'bian'ya'min'ren
示每基士之子,shi'mei'ji'shi'zhi'zi
示每拿,shi'mei'na
示米亚,shi'mi'ya
示拿,shi'na
示纳,shi'na
示拿地,shi'na'di
示拿萨,shi'na'sa
示拿王,shi'na'wang
是你宝座的根基,shi'ni'bao'zuo'de'gen'ji
使你的道路在我面前正直,shi'ni'de'dao'lu'zai'wo'mian'qian'zheng'zhi
示尼珥,shi'ni'er
诗篇,shi'pian
诗篇第八十八篇,shi'pian'di'ba'shi'ba'pian
诗篇第八十九篇,shi'pian'di'ba'shi'jiu'pian
诗篇第三十三篇,shi'pian'di'san'shi'san'pian
诗篇三十二篇,shi'pian'san'shi'er'pian
石漆坑,shi'qi'keng
史祈生,shi'qi'sheng
士求保罗,shi'qiu'bao'luo
失去的羊,shi'qu'de'yang
世人都有罪,shi'ren'dou'you'zui
世人欢颂主圣名,shi'ren'huan'song'zhu'sheng'ming
示撒,shi'sa
示沙克,shi'sha'ke
世上的君王一齐起来,shi'shang'de'jun'wang'yi'qi'qi'lai
世上的智慧,shi'shang'de'zhi'hui
施舍,shi'she
是生命,shi'sheng'ming
士师,shi'shi
士师记,shi'shi'ji
时时看顾,shi'shi'kan'gu
使水流成河,shi'shui'liu'cheng'he
