埃殆为病,ai'dai'wei'bing
吸风饮露,xi'feng'yin'lu
溪公,xi'gong
奚故不近,xi'gu'bu'jin
僖侯曰,xi'hou'yue
惜乎,xi'hu
奚惑然为,xi'huo'ran'wei
奚假鲁国,xi'jia'lu'guo
析交离亲,xi'jiao'li'qin
奚就奚去,xi'jiu'xi'qu
奚可得邪,xi'ke'de'xie
奚劳寡人,xi'lao'gua'ren
奚乐奚恶,xi'le'xi'e
溪裸无任,xi'luo'wu'ren
喜怒哀乐,xi'nu'ai'le
喜怒哀乐不入于胸次,xi'nu'ai'le'bu'ru'yu'xiong'ci
喜怒通四时,xi'nu'tong'si'shi
喜怒者,xi'nu'zhe
奚旁日月,xi'pang'ri'yue
系其牛马,xi'qi'niu'ma
细人也,xi'ren'ye
昔日吾昭然,xi'ri'wu'zhao'ran
奚若,xi'ruo
奚稍问也,xi'shao'wen'ye
西使晋楚,xi'shi'jin'chu
犀首闻而耻之,xi'shou'wen'er'chi'zhi
析万物之理,xi'wan'wu'zhi'li
西王母得之,xi'wang'mu'de'zhi
郗韦氏得之,xi'wei'shi'de'zhi
烯韦氏之囿,xi'wei'shi'zhi'you
奚谓邪,xi'wei'xie
奚为焉,xi'wei'yan
烯韦曰,xi'wei'yue
奚为哉,xi'wei'zai
息我以死,xi'wo'yi'si
昔吾闻之大成之人曰,xi'wu'wen'zhi'da'cheng'zhi'ren'yue
膝行而进,xi'xing'er'jin
膝行而前,xi'xing'er'qian
细要者化,xi'yao'zhe'hua
昔尧治天下,xi'yao'zhi'tian'xia
昔尧之治天下也,xi'yao'zhi'zhi'tian'xia'ye
奚益,xi'yi
希意道言,xi'yi'dao'yan
奚以夫哓哓为乎,xi'yi'fu'xiao'xiao'wei'hu
奚以之九万里而南为,xi'yi'zhi'jiu'wan'li'er'nan'wei
奚以知其然也,xi'yi'zhi'qi'ran'ye
昔予为禾,xi'yu'wei'he
昔禹之湮洪水,xi'yu'zhi'yan'hong'shui
惜哉,xi'zai
喜则交颈相靡,xi'ze'jiao'jing'xiang'mi
昔赵文王喜剑,xi'zhao'wen'wang'xi'jian
吸者,xi'zhe
昔者寡人梦,xi'zhe'gua'ren'meng
昔者管子有言,xi'zhe'guan'zi'you'yan
昔者海鸟止于鲁郊,xi'zhe'hai'niao'zhi'yu'lu'jiao
昔者桓公小白杀兄入嫂,xi'zhe'huan'gong'xiao'bai'sha'xiong'ru'sao
昔者黄帝始以仁义撄人之心,xi'zhe'huang'di'shi'yi'ren'yi'ying'ren'zhi'xin
昔者桀纣贵为天子,xi'zhe'jie'zhou'gui'wei'tian'zi
昔者龙逢斩,xi'zhe'long'feng'zhan
昔者齐国邻邑相望,xi'zhe'qi'guo'lin'yi'xiang'wang
昔者容成氏,xi'zhe'rong'cheng'shi
昔者神农之有天下也,xi'zhe'shen'nong'zhi'you'tian'xia'ye
昔者十日并出,xi'zhe'shi'ri'bing'chu
昔者舜问于尧曰,xi'zhe'shun'wen'yu'yao'yue
昔者吾问,xi'zhe'wu'wen
昔者吾有刺于子,xi'zhe'wu'you'ci'yu'zi
昔者尧攻丛枝胥敖,xi'zhe'yao'gong'cong'zhi'xu'ao
昔者尧舜让而帝,xi'zhe'yao'shun'rang'er'di
昔者有鸟止于鲁郊,xi'zhe'you'niao'zhi'yu'lu'jiao
昔者庄周梦为蝴蝶,xi'zhe'zhuang'zhou'meng'wei'hu'die
昔者子呼我牛也而谓之牛,xi'zhe'zi'hu'wo'niu'ye'er'wei'zhi'niu
奚之,xi'zhi
昔之见我者,xi'zhi'jian'wo'zhe
膝之所倚,xi'zhi'suo'yi
昔之昭然也,xi'zhi'zhao'ran'ye
昔周之兴,xi'zhou'zhi'xing
奚足论哉,xi'zu'lun'zai
奚足以为尧桀之是非,xi'zu'yi'wei'yao'jie'zhi'shi'fei
下必有为为天下用,xia'bi'you'wei'wei'tian'xia'yong
下不当太子,xia'bu'dang'tai'zi
夏虫不可以语于冰者,xia'chong'bu'ke'yi'yu'yu'bing'zhe
下船而来,xia'chuan'er'lai
下当太子,xia'dang'tai'zi
夏多积薪,xia'duo'ji'xin
下而不上,xia'er'bu'shang
下法方地,xia'fa'fang'di
下及五伯,xia'ji'wu'bo
下绝地纪,xia'jue'di'ji
下决肝肺,xia'jue'gan'fei
下睽山川之精,xia'kui'shan'chuan'zhi'jing
下蟠于地,xia'pan'yu'di
下潜黄泉,xia'qian'huang'quan
下且逆乎民,xia'qie'ni'hu'min
下人不精,xia'ren'bu'jing
侠人之勇力而以为威强,xia'ren'zhi'yong'li'er'yi'wei'wei'qiang
夏日衣葛希,xia'ri'yi'ge'xi
下寿六十,xia'shou'liu'shi
下烁山川知精,xia'shuo'shan'chuan'zhi'jing
下无以为人,xia'wu'yi'wei'ren
下以化于齐民,xia'yi'hua'yu'qi'min
下亦无为也,xia'yi'wu'wei'ye
下有桀跖,xia'you'jie'zhi
下有为也,xia'you'wei'ye
下与上同德则不臣,xia'yu'shang'tong'de'ze'bu'chen
下则贵之,xia'ze'gui'zhi
夏则休乎山樊,xia'ze'xiu'hu'shan'fan
下之质,xia'zhi'zhi
宪不忍为也,xian'bu'ren'wei'ye
咸池九韶之乐,xian'chi'jiu'shao'zhi'le
先存诸己,xian'cun'zhu'ji
险德以行,xian'de'yi'xing
跣而走,xian'er'zou
弦歌鼓琴,xian'ge'gu'qin
鲜规之兽,xian'gui'zhi'shou
闲居三月,xian'ju'san'yue
先君王也,xian'jun'wang'ye
先君之命,xian'jun'zhi'ming
先明天而道德次之,xian'ming'tian'er'dao'de'ci'zhi
陷没而下,xian'mo'er'xia
咸其自取,xian'qi'zi'qu
贤人不为窃,xian'ren'bu'wei'qie
贤人所以戒世,xian'ren'suo'yi'jie'shi
贤人未尝过而问焉,xian'ren'wei'chang'guo'er'wen'yan
贤人之所不能及,xian'ren'zhi'suo'bu'neng'ji
献若之龟,xian'ruo'zhi'gui
先善与利,xian'shan'yu'li
先生必无往,xian'sheng'bi'wu'wang
先生病矣,xian'sheng'bing'yi
先生不肯视,xian'sheng'bu'ken'shi
贤圣不明,xian'sheng'bu'ming
先生不受,xian'sheng'bu'shou
先生不羞而比之服役而身教之,xian'sheng'bu'xiu'er'bi'zhi'fu'yi'er'shen'jiao'zhi
先生独何以说吾君乎,xian'sheng'du'he'yi'shuo'wu'jun'hu
先生何病,xian'sheng'he'bing
先生何为叹乎,xian'sheng'he'wei'tan'hu
先生既来,xian'sheng'ji'lai
先生将何处,xian'sheng'jiang'he'chu
先生居山林,xian'sheng'ju'shan'lin
先生恐不得饱,xian'sheng'kong'bu'de'bao
先生所言是邪,xian'sheng'suo'yan'shi'xie
先生言为人父者必能诏其子,xian'sheng'yan'wei'ren'fu'zhe'bi'neng'zhao'qi'zi
先生也,xian'sheng'ye
先生之门,xian'sheng'zhi'men
先生之所言是邪,xian'sheng'zhi'suo'yan'shi'xie
贤士尚志,xian'shi'shang'zhi
县水三十仞,xian'shui'san'shi'ren
先天地生而不为久,xian'tian'de'sheng'er'bu'wei'jiu
先王之陈迹也,xian'wang'zhi'chen'ji'ye
先王之遽庐也,xian'wang'zhi'ju'lu'ye
宪闻之,xian'wen'zhi
闲暇者之所好也,xian'xia'zhe'zhi'suo'hao'ye
献笑不及排,xian'xiao'bu'ji'pai
先应之以人事,xian'ying'zhi'yi'ren'shi
贤与不肖,xian'yu'bu'xiao
显则明,xian'ze'ming
贤则谋,xian'ze'mou
先之以至,xian'zhi'yi'zhi
相爱而不知以为仁,xiang'ai'er'bu'zhi'yi'wei'ren
乡党尚齿,xiang'dang'shang'chi
象耳目,xiang'er'mu
相而天极,xiang'er'tian'ji
相拂以辞,xiang'fu'yi'ci
相和而歌曰,xiang'he'er'ge'yue
向疾强梁,xiang'ji'qiang'liang
相击于前,xiang'ji'yu'qian
相结以隐,xiang'jie'yi'yin
相句以湿,xiang'ju'yi'shi
相里勤之弟子,xiang'li'qin'zhi'di'zi
相去几何,xiang'qu'ji'he
相去远矣,xiang'qu'yuan'yi
相濡以沫,xiang'ru'yi'mo
象罔得之,xiang'wang'de'zhi
象罔乃可以得之乎,xiang'wang'nai'ke'yi'de'zhi'hu
相忘以生,xiang'wang'yi'sheng
相谓别墨,xiang'wei'bie'mo
相为于无相为,xiang'wei'yu'wu'xiang'wei
相吻以湿,xiang'wen'yi'shi
向吾见若眉睫之间,xiang'wu'jian'ruo'mei'jie'zhi'jian
向吾入而吊焉,xiang'wu'ru'er'diao'yan
向吾示之以地文,xiang'wu'shi'zhi'yi'di'wen
向吾示之以天壤,xiang'wu'shi'zhi'yi'tian'rang
向吾示之以未始出吾宗,xiang'wu'shi'zhi'yi'wei'shi'chu'wu'zong
相轧也,xiang'ya'ye
向也不怒而今也怒,xiang'ye'bu'nu'er'jin'ye'nu
向也括而今也被发,xiang'ye'kuo'er'jin'ye'bei'fa
向也行而今也止,xiang'ye'xing'er'jin'ye'zhi
向也虚而今也实,xiang'ye'xu'er'jin'ye'shi
向也坐而今也起,xiang'ye'zuo'er'jin'ye'qi
相引以名,xiang'yin'yi'ming
相与还而观之,xiang'yu'hai'er'guan'zhi
相与交食乎地而交乐乎天,xiang'yu'jiao'shi'hu'di'er'jiao'le'hu'tian
相与牧羊而俱亡其羊,xiang'yu'mu'yang'er'ju'wang'qi'yang
相与为类,xiang'yu'wei'lei
详在于臣,xiang'zai'yu'chen
相造乎道者,xiang'zao'hu'dao'zhe
相造乎水者,xiang'zao'hu'shui'zhe
向者弟子欲请夫子,xiang'zhe'di'zi'yu'qing'fu'zi
向者先生形体掘若槁木,xiang'zhe'xian'sheng'xing'ti'jue'ruo'gao'mu
向者休来,xiang'zhe'xiu'lai
相镇以声,xiang'zhen'yi'sheng
向之人何为者邪,xiang'zhi'ren'he'wei'zhe'xie
相助消也,xiang'zhu'xiao'ye
小大精粗,xiao'da'jing'cu
小大之家,xiao'da'zhi'jia
小盗不起,xiao'dao'bu'qi
小盗者拘,xiao'dao'zhe'ju
小夫之知,xiao'fu'zhi'zhi
孝固不足以言之,xiao'gu'bu'zu'yi'yan'zhi
小国不敢非,xiao'guo'bu'gan'fei
小国入保,xiao'guo'ru'bao
小行伤道,xiao'hang'shang'dao
小恐惴惴,xiao'kong'zhui'zhui
小年不及大年,xiao'nian'bu'ji'da'nian
肖翘之物,xiao'qiao'zhi'wu
哓然有形,xiao'ran'you'xing
小人甘以绝,xiao'ren'gan'yi'jue
小人所贱也,xiao'ren'suo'jian'ye
小人所以合时,xiao'ren'suo'yi'he'shi
小人殉财,xiao'ren'xun'cai
小人则以身殉利,xiao'ren'ze'yi'shen'xun'li
小人之交甘若醴,xiao'ren'zhi'jiao'gan'ruo'li
宵人之离外刑者,xiao'ren'zhi'li'wai'xing'zhe
小儒曰,xiao'ru'yue
小识伤德,xiao'shi'shang'de
小童辞,xiao'tong'ci
小童曰,xiao'tong'yue
效物而动,xiao'wu'er'dong
消息满虚,xiao'xi'man'xu
消息盈虚,xiao'xi'ying'xu
小言詹詹,xiao'yan'zhan'zhan
逍遥,xiao'yao
逍遥乎寝卧其下,xiao'yao'hu'qin'wo'qi'xia
逍遥乎无事之业,xiao'yao'hu'wu'shi'zhi'ye
逍遥乎无为之业,xiao'yao'hu'wu'wei'zhi'ye
逍遥游,xiao'yao'you
逍遥于天地之间,xiao'yao'yu'tian'di'zhi'jian
小者如雾,xiao'zhe'ru'wu
小者无数,xiao'zhe'wu'shu
小知不及大知,xiao'zhi'bu'ji'da'zhi
小知间间,xiao'zhi'jian'jian
小之微也,xiao'zhi'wei'ye
小枝泄,xiao'zhi'xie
孝之至也,xiao'zhi'zhi'ye
孝子不谀其亲,xiao'zi'bu'yu'qi'qin
孝子操药以修慈父,xiao'zi'cao'yao'yi'xiu'ci'fu
小子敢问,xiao'zi'gan'wen
小子来,xiao'zi'lai
小子少进,xiao'zi'shao'jin
泄淳散朴,xie'chun'san'pu
邪气不能袭,xie'qi'bu'neng'xi
挟宇宙,xie'yu'zhou
谐之言曰,xie'zhi'yan'yue
携子以入于海,xie'zi'yi'ru'yu'hai
心不待学而乐之,xin'bu'dai'xue'er'le'zhi
心彻为知,xin'che'wei'zhi
心固可使若死灰乎,xin'gu'ke'shi'ruo'si'hui'hu
心和而出,xin'he'er'chu
欣欢之喜,xin'huan'zhi'xi
心居乎魏阙之下,xin'ju'hu'wei'que'zhi'xia
心困焉而不能知,xin'kun'yan'er'bu'neng'zhi
心莫若和,xin'mo'ruo'he
心且成之,xin'qie'cheng'zhi
心如涌泉,xin'ru'yong'quan
心若死灰,xin'ruo'si'hui
心若县于天地之间,xin'ruo'xian'yu'tian'di'zhi'jian
心术之动,xin'shu'zhi'dong
心无所知,xin'wu'suo'zhi
心无天游,xin'wu'tian'you
馨无欲清之人,xin'wu'yu'qing'zhi'ren
信行容体而顺乎文,xin'xing'rong'ti'er'shun'hu'wen
心养,xin'yang
心疑,xin'yi
信矣而不期,xin'yi'er'bu'qi
心有天游,xin'you'tian'you
心与心识,xin'yu'xin'shi
心则使之也,xin'ze'shi'zhi'ye
心斋也,xin'zhai'ye
信之患也,xin'zhi'huan'ye
心之适也,xin'zhi'shi'ye
心之行,xin'zhi'xing
心止于符,xin'zhi'yu'fu
心之与形,xin'zhi'yu'xing
心之于殉也殆,xin'zhi'yu'xun'ye'dai
形本生于精,xing'ben'sheng'yu'jing
行比一乡,xing'bi'yi'xiang
形变而有生,xing'bian'er'you'sheng
行不辍,xing'bu'chuo
形不得美服,xing'bu'de'mei'fu
性不可易,xing'bu'ke'yi
形不离而生亡者有之矣,xing'bu'li'er'sheng'wang'zhe'you'zhi'yi
行不清白,xing'bu'qing'bai
行不崖异之谓宽,xing'bu'ya'yi'zhi'wei'kuan
行不知所之,xing'bu'zhi'suo'zhi
星辰固有列矣,xing'chen'gu'you'lie'yi
星辰为珠玑,xing'chen'wei'zhu'ji
形充空虚,xing'chong'kong'xu
形德仁义,xing'de'ren'yi
形喋成光,xing'die'cheng'guang
性短非所续,xing'duan'fei'suo'xu
性服忠信,xing'fu'zhong'xin
行歌而去之,xing'ge'er'qu'zhi
形固可使如槁木,xing'gu'ke'shi'ru'gao'mu
形固可使若槁骸,xing'gu'ke'shi'ruo'gao'hai
形固造形,xing'gu'zao'xing
行乎万物之上而不栗,xing'hu'wan'wu'zhi'shang'er'bu'li
行乎无方,xing'hu'wu'fang
行乎无名,xing'hu'wu'ming
行乎无名者,xing'hu'wu'ming'zhe
形将自正,xing'jiang'zi'zheng
形精不亏,xing'jing'bu'kui
形就而入,xing'jiu'er'ru
形劳而不休则弊,xing'lao'er'bu'xiu'ze'bi
行流散徙,xing'liu'san'xi
刑戮者相望也,xing'lu'zhe'xiang'wang'ye
形名比详,xing'ming'bi'xiang
性命非汝有,xing'ming'fei'ru'you
行名失己,xing'ming'shi'ji
形名已明而因任次之,xing'ming'yi'ming'er'yin'ren'ci'zhi
形名者,xing'ming'zhe
形莫若就,xing'mo'ruo'jiu
形莫若缘,xing'mo'ruo'yuan
形乃长生,xing'nai'chang'sheng
幸能正生,xing'neng'zheng'sheng
行年七十而犹有婴儿之色,xing'nian'qi'shi'er'you'you'ying'er'zhi'se
行年四十而有内热之病以死,xing'nian'si'shi'er'you'nei're'zhi'bing'yi'si
行其所不能行也,xing'qi'suo'bu'neng'xing'ye
性情不离,xing'qing'bu'li
行趋而进曰,xing'qu'er'jin'yue
形全犹足以为尔,xing'quan'you'zu'yi'wei'er
形全者神全,xing'quan'zhe'shen'quan
形若槁骸,xing'ruo'gao'hai
行三十里而后愈,xing'san'shi'li'er'hou'yu
行事尚贤,xing'shi'shang'xian
行事之情而忘其身,xing'shi'zhi'qing'er'wang'qi'shen
行殊乎俗,xing'shu'hu'su
形体保神,xing'ti'bao'shen
行为迟,xing'wei'chi
幸闻咳唾之音,xing'wen'ke'tuo'zhi'yin
行无虑,xing'wu'lv
形物自著,xing'wu'zi'zhu
行贤而去自贤之行,xing'xian'er'qu'zi'xian'zhi'xing
行小变而不失其大常也,xing'xiao'bian'er'bu'shi'qi'da'chang'ye
性修反德,xing'xiu'fan'de
行修于内者,xing'xiu'yu'nei'zhe
行言自为而天下化,xing'yan'zi'wei'er'tian'xia'hua
性也,xing'ye
幸矣,xing'yi
行以告蒲衣子,xing'yi'gao'pu'yi'zi
行以秋冬,xing'yi'qiu'dong
行义有间矣,xing'yi'you'jian'yi
形有六府,xing'you'liu'fu
形与色也,xing'yu'se'ye
行于万物者,xing'yu'wan'wu'zhe
形与影竞走也,xing'yu'ying'jing'zou'ye
行原以上,xing'yuan'yi'shang
行则下之,xing'ze'xia'zhi
行者,xing'zhe
性者,xing'zhe
行者践其首脊,xing'zhe'jian'qi'shou'ji
行者实丧也,xing'zhe'shi'sang'ye
形之不形,xing'zhi'bu'xing
形之大者也,xing'zhi'da'zhe'ye
性之动谓之为,xing'zhi'dong'wei'zhi'wei
兴治化之流,xing'zhi'hua'zhi'liu
行之以礼义,xing'zhi'yi'li'yi
行之以五德,xing'zhi'yi'wu'de
形之与形亦辟矣,xing'zhi'yu'xing'yi'pi'yi
刑自此立,xing'zi'ci'li
形足以劳动,xing'zu'yi'lao'dong
形尊而严,xing'zun'er'yan
兄不能教其弟,xiong'bu'neng'jiao'qi'di
凶德有五,xiong'de'you'wu
熊经鸟申,xiong'jing'niao'shen
雄鸣于上风,xiong'ming'yu'shang'feng
雄入于九军,xiong'ru'yu'jiu'jun
兄先而弟从,xiong'xian'er'di'cong
匈匈焉终以赏罚为事,xiong'xiong'yan'zhong'yi'shang'fa'wei'shi
兄则以妪,xiong'ze'yi'yu
休恶遇此命也,xiu'e'yu'ci'ming'ye
羞而不为也,xiu'er'bu'wei'ye
休居乡不见谓不修,xiu'ju'xiang'bu'jian'wei'bu'xiu
修上而趋下,xiu'shang'er'qu'xia
修身以明污,xiu'shen'yi'ming'wu
羞闻其言,xiu'wen'qi'yan
修先君之业,xiu'xian'jun'zhi'ye
修行无有,xiu'xing'wu'you
修胸中之诚以应土地之情而勿撄,xiu'xiong'zhong'zhi'cheng'yi'ying'tu'di'zhi'qing'er'wu'ying
休焉则平易矣,xiu'yan'ze'ping'yi'yi
休则虚,xiu'ze'xu
嗅之,xiu'zhi
休坐乎杏坛之上,xiu'zuo'hu'xing'tan'zhi'shang
徐别其颊,xu'bie'qi'jia
煦掇千日为鸟,xu'duo'qian'ri'wei'niao
虚而敖游者也,xu'er'ao'you'zhe'ye
徐而不费,xu'er'bu'fei
虚而待物者也,xu'er'dai'wu'zhe'ye
虚而往,xu'er'wang
蓄乎进我色也,xu'hu'jin'wo'se'ye
须精神之运,xu'jing'shen'zhi'yun
胥靡登高而不惧,xu'mi'deng'gao'er'bu'ju
虚乃大,xu'nai'da
虚室生白,xu'shi'sheng'bai
徐无鬼出,xu'wu'gui'chu
徐无鬼第二十四,xu'wu'gui'di'er'shi'si
徐无鬼见武侯,xu'wu'gui'jian'wu'hou
徐无鬼因女商见魏武侯,xu'wu'gui'yin'nv'shang'jian'wei'wu'hou
徐无鬼曰,xu'wu'gui'yue
虚无恬淡,xu'wu'tian'dan
虚无无为,xu'wu'wu'wei
徐行翔佯而归,xu'xing'xiang'yang'er'gui
栩栩然蝴蝶也,xu'xu'ran'hu'die'ye
胥易技系,xu'yi'ji'xi
需役闻之于讴,xu'yi'wen'zhi'yu'ou
许由不受,xu'you'bu'shou
许由逃之,xu'you'tao'zhi
许由曰,xu'you'yue
许由之师曰啮缺,xu'you'zhi'shi'yue'nie'que
吁俞仁义,xu'yu'ren'yi
须臾之说也,xu'yu'zhi'shuo'ye
徐则甘而不固,xu'ze'gan'er'bu'gu
虚则静,xu'ze'jing
虚则实,xu'ze'shi
虚则无为而无不为也,xu'ze'wu'wei'er'wu'bu'wei'ye
虚者,xu'zhe
续之则忧,xu'zhi'ze'you
虚之至也,xu'zhi'zhi'ye
轩车不容巷,xuan'che'bu'rong'xiang
铉怜蛇,xuan'lian'she
轩冕在身,xuan'mian'zai'shen
轩冕之谓也,xuan'mian'zhi'wei'ye
玄冥闻之参寮,xuan'ming'wen'zhi'can'liao
悬企仁义,xuan'qi'ren'yi
选人伦,xuan'ren'lun
玄圣素王之道也,xuan'sheng'su'wang'zhi'dao'ye
玄天弗成,xuan'tian'fu'cheng
铉谓蛇曰,xuan'wei'she'yue
轩辕氏,xuan'yuan'shi
铉曰,xuan'yue
选则不遍,xuan'ze'bu'bian
削曾史之行,xue'ceng'shi'zhi'xing
学道不倦,xue'dao'bu'juan
学而不能行谓之病,xue'er'bu'neng'xing'wei'zhi'bing
削格罗落苴罘之知多,xue'ge'luo'luo'ju'fu'zhi'zhi'duo
削迹捐势,xue'ji'juan'shi
削迹于卫,xue'ji'yu'wei
学其所不能学也,xue'qi'suo'bu'neng'xue'ye
血牲而埋之,xue'sheng'er'mai'zhi
穴室枢户,xue'shi'shu'hu
学以为人,xue'yi'wei'ren
学一先生之言,xue'yi'xian'sheng'zhi'yan
学于彭蒙,xue'yu'peng'meng
学者,xue'zhe
学者之流也,xue'zhe'zhi'liu'ye
循道而趋,xun'dao'er'qu
循古而不摩,xun'gu'er'bu'mo
循墙而走,xun'qiang'er'zou
薰然慈仁,xun'ran'ci'ren
薰然其成形,xun'ran'qi'cheng'xing
恂然弃而走,xun'ran'qi'er'zou
循天之理,xun'tian'zhi'li
旬有五日而后反,xun'you'wu'ri'er'hou'fan
循有照,xun'you'zhao
循于道之谓备,xun'yu'dao'zhi'wei'bei
寻擢吾性,xun'zhuo'wu'xing
押而藏之,ya'er'cang'zhi
压其喙,ya'qi'hui
言拜而应,yan'bai'er'ying
言必或传之,yan'bi'huo'chuan'zhi
言辩而不及,yan'bian'er'bu'ji
颜不疑归而师董梧,yan'bu'yi'gui'er'shi'dong'wu
言察乎安危,yan'cha'hu'an'wei
颜成子入见曰,yan'cheng'zi'ru'jian'yue
颜成子游立侍乎前,yan'cheng'zi'you'li'shi'hu'qian
颜成子游谓东郭子綦曰,yan'cheng'zi'you'wei'dong'guo'zi'qi'yue
厌葱韭,yan'cong'jiu
湮扼,yan'e
言恶乎存而不可,yan'e'hu'cun'er'bu'ke
言恶乎隐而有是非,yan'e'hu'yin'er'you'shi'fei
言而不足,yan'er'bu'zu
言而当法,yan'er'dang'fa
言而非也,yan'er'fei'ye
言而愈疏,yan'er'yu'shu
言而足,yan'er'zu
颜阖对曰,yan'he'dui'yue
颜阖将傅卫灵公太子,yan'he'jiang'fu'wei'ling'gong'tai'zi
颜阖守陋闾,yan'he'shou'lou'lv
颜阖遇之,yan'he'yu'zhi
颜阖自对之,yan'he'zi'dui'zhi
严乎若国之有君,yan'hu'ruo'guo'zhi'you'jun
颜回端拱还目而窥之,yan'hui'duan'gong'hai'mu'er'kui'zhi
颜回对曰,yan'hui'dui'yue
颜回见仲尼,yan'hui'jian'zhong'ni
颜回为御,yan'hui'wei'yu
颜回问仲尼曰,yan'hui'wen'zhong'ni'yue
颜回无以应,yan'hui'wu'yi'ying
颜回曰,yan'hui'yue
颜回择菜,yan'hui'zhai'cai
岩居而水饮,yan'ju'er'shui'yin
衍乱人也,yan'luan'ren'ye
演门有亲死者,yan'men'you'qin'si'zhe
言默不足以载,yan'mo'bu'zu'yi'zai
焉能容人,yan'neng'rong'ren
言其与有足者至于丘也,yan'qi'yu'you'zu'zhe'zhi'yu'qiu'ye
衍请受甲二十万,yan'qing'shou'jia'er'shi'wan
言人之不以好恶内伤其身,yan'ren'zhi'bu'yi'hao'wu'nei'shang'qi'shen
颜色不变,yan'shai'bu'bian
颜色甚惫,yan'shai'shen'bei
颜色肿哙,yan'shai'zhong'kuai
言殊技也,yan'shu'ji'ye
言殊器也,yan'shu'qi'ye
鼹鼠深穴乎神丘之下,yan'shu'shen'xue'hu'shen'qiu'zhi'xia
言殊性也,yan'shu'xing'ye
偃鼠饮河,yan'shu'yin'he
言未始有常,yan'wei'shi'you'chang
言未卒,yan'wei'zu
言无言,yan'wu'yan
衍杨者相推也,yan'yang'zhe'xiang'tui'ye
言以虚静推于天地,yan'yi'xu'jing'tui'yu'tian'di
言隐于荣华,yan'yin'yu'rong'hua
奄有天下,yan'you'tian'xia
言与齐不齐也,yan'yu'qi'bu'qi'ye
言与之偕逝之谓也,yan'yu'zhi'xie'shi'zhi'wei'ye
颜渊东之齐,yan'yuan'dong'zhi'qi
颜渊还车,yan'yuan'hai'che
延缘苇间,yan'yuan'wei'jian
颜渊问乎仲尼曰,yan'yuan'wen'hu'zhong'ni'yue
颜渊问师金曰,yan'yuan'wen'shi'jin'yue
颜渊问于仲尼曰,yan'yuan'wen'yu'zhong'ni'yue
颜渊问仲尼曰,yan'yuan'wen'zhong'ni'yue
颜渊曰,yan'yuan'yue
言曰,yan'yue
厌则又乘夫莽眇之鸟,yan'ze'you'cheng'fu'mang'miao'zhi'niao
言者不知,yan'zhe'bu'zhi
言者所以在意,yan'zhe'suo'yi'zai'yi
言者有言,yan'zhe'you'yan
燕之北越之南是也,yan'zhi'bei'yue'zhi'nan'shi'ye
言之本也,yan'zhi'ben'ye
焉知曾史之不为桀跖藁矢也,yan'zhi'ceng'shi'zhi'bu'wei'jie'zhi'gao'shi'ye
焉知其所始,yan'zhi'qi'suo'shi
焉知其所终,yan'zhi'qi'suo'zhong
言之所不能论,yan'zhi'suo'bu'neng'lun
言之所尽,yan'zhi'suo'jin
言之无也,yan'zhi'wu'ye
仰而视其细枝,yang'er'shi'qi'xi'zhi
炀而失水,yang'er'shi'shui
仰而视之曰,yang'er'shi'zhi'yue
仰而叹,yang'er'tan
养其气,yang'qi'qi
羊肉不慕蚁,yang'rou'bu'mu'yi
羊肉膻也,yang'rou'shan'ye
养生主,yang'sheng'zhu
仰天而呼曰,yang'tian'er'hu'yue
仰天而叹,yang'tian'er'tan
仰天而笑曰,yang'tian'er'xiao'yue
仰天而嘘,yang'tian'er'xu
羊奚比乎不荀,yang'xi'bi'hu'bu'xun
养形必先之以物,yang'xing'bi'xian'zhi'yi'wu
扬行以悦众,yang'xing'yi'yue'zhong
养形者忘利,yang'xing'zhe'wang'li
养形之人,yang'xing'zhi'ren
洋洋乎大哉,yang'yang'hu'da'zai
鞅掌之为使,yang'zhang'zhi'wei'shi
炀者避灶,yang'zhe'bi'zao
阳子居不答,yang'zi'ju'bu'da
阳子居蹴然变容曰,yang'zi'ju'cu'ran'bian'rong'yue
阳子居蹴然曰,yang'zi'ju'cu'ran'yue
阳子居讲老聃曰,yang'zi'ju'jiang'lao'dan'yue
阳子居南之沛,yang'zi'ju'nan'zhi'pei
阳子问其故,yang'zi'wen'qi'gu
阳子曰,yang'zi'yue
阳子之宋,yang'zi'zhi'song
尧不慈,yao'bu'ci
摇唇鼓舌,yao'chun'gu'she
摇荡民心,yao'dang'min'xin
摇而本性,yao'er'ben'xing
尧观乎华,yao'guan'hu'hua
尧何以资汝,yao'he'yi'zi'ru
尧桀之行,yao'jie'zhi'xing
尧平治天下之民,yao'ping'zhi'tian'xia'zhi'min
杳然空然,yao'ran'kong'ran
杳然丧其天下焉,yao'ran'sang'qi'tian'xia'yan
尧让天下于许由,yao'rang'tian'xia'yu'xu'you
尧杀长子,yao'sha'zhang'zi
尧授舜,yao'shou'shun
尧舜,yao'shun
尧舜为帝而雍,yao'shun'wei'di'er'yong
尧舜有天下,yao'shun'you'tian'xia
尧舜于是乎股无鲅,yao'shun'yu'shi'hu'gu'wu'ba
尧舜之所纽也,yao'shun'zhi'suo'niu'ye
尧舜作,yao'shun'zuo
尧随之曰,yao'sui'zhi'yue
尧谓我汝必躬服仁义而明言是非,yao'wei'wo'ru'bi'gong'fu'ren'yi'er'ming'yan'shi'fei
尧闻舜之贤,yao'wen'shun'zhi'xian
尧问于许由曰,yao'wen'yu'xu'you'yue
