爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
利涉大川往有事也,li'she'da'chuan'wang'you'shi'ye
利涉大川應乎天也,li'she'da'chuan'ying'hu'tian'ye
李氏藏书,li'shi'cang'shu
李氏焚书,li'shi'fen'shu
历史唯物主义纲要,li'shi'wei'wu'zhu'yi'gang'yao
历史哲学大纲,li'shi'zhe'xue'da'gang
李仝,li'tong
离王公也,li'wang'gong'ye
李文公集,li'wen'gong'ji
李文贞公全集,li'wen'zhen'gong'quan'ji
利物,li'wu
历物十事,li'wu'shi'shi
利物足以和義,li'wu'zu'yi'he'yi
离下,li'xia
离下兑上,li'xia'dui'shang
离下艮上,li'xia'gen'shang
离下坎上,li'xia'kan'shang
离下坤上,li'xia'kun'shang
离下离上,li'xia'li'shang
离下乾上,li'xia'qian'shang
离下巽上,li'xia'xun'shang
离下震上,li'xia'zhen'shang
利見大人,li'xian'da'ren
利見大人往有功也,li'xian'da'ren'wang'you'gong'ye
利見大人以從貴也,li'xian'da'ren'yi'zong'gui'ye
利見大人貞吉,li'xian'da'ren'zhen'ji
立心勿恒,li'xin'wu'heng
理学要旨,li'xue'yao'zhi
理学宗传,li'xue'zong'chuan
丽也,li'ye
利用安身,li'yong'an'shen
利用出入,li'yong'chu'ru
利用亨祀,li'yong'heng'si
利用祭祀,li'yong'ji'si
利用侵伐,li'yong'qin'fa
利用侵伐征不服也,li'yong'qin'fa'zheng'bu'fu'ye
利用为依迁国,li'yong'wei'yi'qian'guo
利用享祀,li'yong'xiang'si
利用刑人,li'yong'xing'ren
利用刑人以正法也,li'yong'xing'ren'yi'zheng'fa'ye
利用行师,li'yong'xing'shi
利用御寇,li'yong'yu'kou
利用禦寇上下順也,li'yong'yu'kou'shang'xia'shun'ye
利用狱也,li'yong'yu'ye
利有攸往,li'you'you'wang
利有攸往乃亨,li'you'you'wang'nai'heng
利有攸往上合志也,li'you'you'wang'shang'he'zhi'ye
利于不息之贞,li'yu'bu'xi'zhi'zhen
礼运,li'yun
离再索而得女,li'zai'suo'er'de'nv
丽泽,li'ze
利者,li'zhe
离者丽也,li'zhe'li'ye
利者義之和也,li'zhe'yi'zhi'he'ye
利贞,li'zhen
利貞者性情也,li'zhen'zhe'xing'qing'ye
廉府,lian'fu
廉破,lian'po
廉杀,lian'sha
连山,lian'shan
廉贪,lian'tan
廉相,lian'xiang
廉贞,lian'zhen
廉贞七杀路上埋尸,lian'zhen'qi'sha'lu'shang'mai'shi
两干不杂,liang'gan'bu'za
量理藏论,liang'li'cang'lun
良馬逐利艱貞,liang'ma'zhu'li'jian'zhen
两神成象,liang'shen'cheng'xiang
两仪,liang'yi
廖中,liao'zhong
列贵贱者,lie'gui'jian'zhe
列子,lie'zi
临卦,lin'gua
临官,lin'guan
林开,lin'kai
林开五命,lin'kai'wu'ming
临者大也,lin'zhe'da'ye
林锺,lin'zhong
灵枢,ling'shu
铃陀,ling'tuo
灵宪,ling'xian
铃星,ling'xing
六八为足,liu'ba'wei'zu
流财,liu'cai
六冲,liu'chong
六二,liu'er
六二征凶,liu'er'zheng'xiong
六二之动,liu'er'zhi'dong
六二之吉,liu'er'zhi'ji
六二之难,liu'er'zhi'nan
流父,liu'fu
流福,liu'fu
六宫,liu'gong
六宫宫头,liu'gong'gong'tou
流官,liu'guan
六害,liu'hai
柳河东集,liu'he'dong'ji
流疾,liu'ji
六甲趋乾,liu'jia'qu'qian
刘梦得集,liu'meng'de'ji
流命,liu'ming
流年,liu'nian
流年太岁,liu'nian'tai'sui
流仆,liu'pu
流妻,liu'qi
流迁,liu'qian
六亲,liu'qin
六壬,liu'ren
六壬趋艮,liu'ren'qu'gen
六壬移换,liu'ren'yi'huan
流日,liu'ri
六三,liu'san
六神,liu'shen
六十花甲,liu'shi'hua'jia
六十甲子,liu'shi'jia'zi
六十四卦,liu'shi'si'gua
六兽,liu'shou
六四,liu'si
六四當位疑也,liu'si'dang'wei'yi'ye
六四元吉,liu'si'yuan'ji
六韬,liu'tao
流田,liu'tian
六位时成,liu'wei'shi'cheng
六微指论,liu'wei'zhi'lun
六微旨论,liu'wei'zhi'lun
六五,liu'wu
六五元吉,liu'wu'yuan'ji
六五贞疾,liu'wu'zhen'ji
六五之吉,liu'wu'zhi'ji
六五之吉離王公也,liu'wu'zhi'ji'li'wang'gong'ye
流兄,liu'xiong
六爻,liu'yao
六爻发挥,liu'yao'fa'hui
六爻發揮旁通情也,liu'yao'fa'hui'pang'tong'qing'ye
六爻风水,liu'yao'feng'shui
六爻相杂,liu'yao'xiang'za
六爻之动,liu'yao'zhi'dong
六爻之义,liu'yao'zhi'yi
六一,liu'yi
六仪击刑,liu'yi'ji'xing
六乙鼠贵,liu'yi'shu'gui
六阴朝阳,liu'yin'zhao'yang
流月,liu'yue
流子,liu'zi
刘子全书,liu'zi'quan'shu
刘子新论,liu'zi'xin'lun
六祖大师法宝坛经,liu'zu'da'shi'fa'bao'tan'jing
六祖坛经,liu'zu'tan'jing
龙池,long'chi
龙川文集,long'chuan'wen'ji
龍德而隱者也,long'de'er'yin'zhe'ye
龙德而隐者也,long'de'er'yin'zhe'ye
龙遁,long'dun
龙蛇之蛰,long'she'zhi'zhe
龙吟虎啸,long'yin'hu'xiao
龙战于野,long'zhan'yu'ye
禄出,lu'chu
禄存,lu'cun
禄逢冲破吉处藏凶,lu'feng'chong'po'ji'chu'cang'xiong
六合,lu'he
禄合,lu'he
禄忌交战,lu'ji'jiao'zhan
禄居,lu'ju
禄库,lu'ku
禄马,lu'ma
禄马交驰,lu'ma'jiao'chi
禄马同乡,lu'ma'tong'xiang
禄入,lu'ru
禄神,lu'shen
禄随忌走,lu'sui'ji'zou
鲁斋遗书,lu'zhai'yi'shu
禄照,lu'zhao
乱者,luan'zhe
论柏格森哲学,lun'bo'ge'sen'zhe'xue
论持久战,lun'chi'jiu'zhan
论共产党员的修养,lun'gong'chan'dang'yuan'de'xiu'yang
论衡,lun'heng
论气,lun'qi
论死,lun'si
论学,lun'xue
论英雄与英雄主义,lun'ying'xiong'yu'ying'xiong'zhu'yi
论语,lun'yu
论语集解,lun'yu'ji'jie
论语释疑,lun'yu'shi'yi
论语新探,lun'yu'xin'tan
论语正义,lun'yu'zheng'yi
论中国学术思想变迁之大势,lun'zhong'guo'xue'shu'si'xiang'bian'qian'zhi'da'shi
逻辑,luo'ji
逻辑与逻辑学,luo'ji'yu'luo'ji'xue
逻辑指要,luo'ji'zhi'yao
洛书,luo'shu
落陷,luo'xian
裸形桃花,luo'xing'tao'hua
履不处也,lv'bu'chu'ye
履错之敬,lv'cuo'zhi'jing
履錯之敬以辟咎也,lv'cuo'zhi'jing'yi'pi'jiu'ye
履道坦坦,lv'dao'tan'tan
履帝位而不疚,lv'di'wei'er'bu'jiu
旅焚其次,lv'fen'qi'ci
履卦,lv'gua
旅卦,lv'gua
吕览,lv'lan
屡迁,lv'qian
吕氏春秋,lv'shi'chun'qiu
履霜,lv'shuang
履霜坚冰,lv'shuang'jian'bing
履校灭耳,lv'xiao'mie'er
履校灭趾,lv'xiao'mie'zhi
旅贞吉也,lv'zhen'ji'ye
马奔财乡,ma'ben'cai'xiang
马克思传,ma'ke'si'chuan
马克思学说的批评,ma'ke'si'xue'shuo'de'pi'ping
马头带剑,ma'tou'dai'jian
马遇空亡终身奔走,ma'yu'kong'wang'zhong'shen'ben'zou
慢藏诲盗,man'cang'hui'dao
卯辰,mao'chen
卯木,mao'mu
卯木父母,mao'mu'fu'mu
卯木父母持世,mao'mu'fu'mu'chi'shi
卯木官鬼,mao'mu'guan'gui
卯木官鬼持世,mao'mu'guan'gui'chi'shi
卯木妻财,mao'mu'qi'cai
卯木妻财持世,mao'mu'qi'cai'chi'shi
卯木兄弟,mao'mu'xiong'di
卯木兄弟持世,mao'mu'xiong'di'chi'shi
卯木子孙,mao'mu'zi'sun
卯木子孙持世,mao'mu'zi'sun'chi'shi
卯日,mao'ri
卯时,mao'shi
卯巳,mao'si
卯未,mao'wei
卯戌,mao'xu
卯戌合化丁火,mao'xu'he'hua'ding'huo
卯阴,mao'yin
卯酉,mao'you
卯月,mao'yue
梅花易数,mei'hua'yi'shu
梅花易数细胞词库,mei'hua'yi'shu'xi'bao'ci'ku
美在其中,mei'zai'qi'zhong
美之至也,mei'zhi'zhi'ye
每周评论,mei'zhou'ping'lun
门迫,men'po
蒙卦,meng'gua
蒙亨,meng'heng
蒙山下有險險而止,meng'shan'xia'you'xian'xian'er'zhi
梦溪笔谈,meng'xi'bi'tan
蒙以养正,meng'yi'yang'zheng
蒙杂而著,meng'za'er'zhu
蒙者蒙也,meng'zhe'meng'ye
孟子,meng'zi
孟子师说,meng'zi'shi'shuo
孟子正义,meng'zi'zheng'yi
孟子字义疏证,meng'zi'zi'yi'shu'zheng
迷复,mi'fu
迷復凶有災眚,mi'fu'xiong'you'zai'sheng
迷复之凶,mi'fu'zhi'xiong
迷復之凶反君道也,mi'fu'zhi'xiong'fan'jun'dao'ye
密云不雨,mi'yun'bu'yu
妙万物而为言者也,miao'wan'wu'er'wei'yan'zhe'ye
庙旺,miao'wang
民报,min'bao
民铎,min'duo
民劝矣哉,min'quan'yi'zai
民说无疆,min'shuo'wu'jiang
民所载也,min'suo'zai'ye
民忘其劳,min'wang'qi'lao
民忘其死,min'wang'qi'si
民咸用之,min'xian'yong'zhi
明报应论,ming'bao'ying'lun
明辨晰也,ming'bian'xi'ye
明出地上,ming'chu'di'shang
明动,ming'dong
明高僧传,ming'gao'seng'zhuan
命宫,ming'gong
明鬼,ming'gui
鸣鹤在阴,ming'he'zai'yin
命理,ming'li
命理探原,ming'li'tan'yuan
明两作离,ming'liang'zuo'li
明兩作離,ming'liang'zuo'li
命迁,ming'qian
鸣谦,ming'qian
鳴謙貞吉,ming'qian'zhen'ji
鸣谦贞吉,ming'qian'zhen'ji
鳴謙貞吉中心得也,ming'qian'zhen'ji'zhong'xin'de'ye
鳴謙志未得也,ming'qian'zhi'wei'de'ye
明入地中,ming'ru'di'zhong
明入地中明夷,ming'ru'di'zhong'ming'yi
明儒学案,ming'ru'xue'an
冥升,ming'sheng
冥升在上,ming'sheng'zai'shang
明时总要,ming'shi'zong'yao
冥王白羊,ming'wang'bai'yang
冥王处女,ming'wang'chu'nv
冥王金牛,ming'wang'jin'niu
冥王巨蟹,ming'wang'ju'xie
冥王摩羯,ming'wang'mo'jie
冥王射手,ming'wang'she'shou
冥王狮子,ming'wang'shi'zi
冥王双鱼,ming'wang'shuang'yu
冥王双子,ming'wang'shuang'zi
冥王水瓶,ming'wang'shui'ping
冥王天枰,ming'wang'tian'ping
冥王天蝎,ming'wang'tian'xie
名学浅说,ming'xue'qian'shuo
明也,ming'ye
明夷,ming'yi
明夷卦终,ming'yi'gua'zhong
明夷夷于左股,ming'yi'yi'yu'zuo'gu
明夷于飞,ming'yi'yu'fei
明夷诛也,ming'yi'zhu'ye
冥豫,ming'yu
鸣豫,ming'yu
冥豫在上,ming'yu'zai'shang
冥豫在上何可長也,ming'yu'zai'shang'he'ke'chang'ye
鳴豫志窮凶也,ming'yu'zhi'qiong'xiong'ye
命元,ming'yuan
命运,ming'yun
墨辩,mo'bian
墨辩发微,mo'bian'fa'wei
墨辩注序,mo'bian'zhu'xu
墨池涌泉,mo'chi'yong'quan
末传,mo'chuan
默而成之,mo'er'cheng'zhi
默觚,mo'gu
莫熯乎火,mo'han'hu'huo
摩诃止观,mo'he'zhi'guan
莫疾乎风,mo'ji'hu'feng
莫疾乎雷,mo'ji'hu'lei
墨经,mo'jing
墨经校注,mo'jing'jiao'zhu
莫润乎水,mo'run'hu'shui
莫盛乎艮,mo'sheng'hu'gen
莫说乎泽,mo'shuo'hu'ze
墨学源流,mo'xue'yuan'liu
莫夜有戎,mo'ye'you'rong
莫之勝說,mo'zhi'sheng'shuo
莫之胜说,mo'zhi'sheng'shuo
墨子,mo'zi
墨子閒诂,mo'zi'xian'gu
墨子学案,mo'zi'xue'an
谋星,mou'xing
牟子,mou'zi
木盛水缩,mu'cheng'shui'suo
木道乃行,mu'dao'nai'xing
目的论与不可知论批判,mu'di'lun'yu'bu'ke'zhi'lun'pi'pan
木多火炽,mu'duo'huo'chi
木火交辉,mu'huo'jiao'hui
木火金水,mu'huo'jin'shui
木坚金缺,mu'jian'jin'que
木局,mu'ju
墓绝胎养,mu'jue'tai'yang
木空,mu'kong
木库,mu'ku
木赖水生,mu'lai'shui'sheng
穆勒名学,mu'le'ming'xue
木能克土,mu'neng'ke'tu
木能生火,mu'neng'sheng'huo
木弱逢金,mu'ruo'feng'jin
木上有火,mu'shang'you'huo
木上有水,mu'shang'you'shui
墓神不明,mu'shen'bu'ming
木旺得金,mu'wang'de'jin
木爻,mu'yao
沐浴,mu'yu
沐浴败地,mu'yu'bai'di
沐浴桃花,mu'yu'tao'hua
纳甲,na'jia
纳音,na'yin
纳约自牖,na'yue'zi'you
乃从维之,nai'cong'wei'zhi
乃大得也,nai'da'de'ye
乃得中也,nai'de'zhong'ye
乃亨,nai'heng
乃化邦也,nai'hua'bang'ye
乃见天则,nai'jian'tian'ze
乃乱乃萃,nai'luan'nai'cui
乃顺承天,nai'shun'cheng'tian
乃見天則,nai'xian'tian'ze
乃徐有说,nai'xu'you'shuo
乃与类行,nai'yu'lei'xing
乃终有庆,nai'zhong'you'qing
南华真经注疏,nan'hua'zhen'jing'zhu'shu
南交,nan'jiao
南雷文案,nan'lei'wen'an
南雷文定,nan'lei'wen'ding
南雷文约,nan'lei'wen'yue
南雷杂著,nan'lei'za'zhu
南吕,nan'lv
男女构精,nan'nv'gou'jing
男女睽而其志通也,nan'nv'kui'er'qi'zhi'tong'ye
难神灭论,nan'shen'mie'lun
南狩之志,nan'shou'zhi'zhi
南狩之志乃得大也,nan'shou'zhi'zhi'nai'de'da'ye
南轩文集,nan'xuan'wen'ji
难也,nan'ye
难宅无吉凶摄生论,nan'zhai'wu'ji'xiong'she'sheng'lun
内卦,nei'gua
内经,nei'jing
内外,nei'wai
内喜之也,nei'xi'zhi'ye
内业,nei'ye
内则,nei'ze
能久中也,neng'jiu'zhong'ye
能说诸心,neng'shuo'zhu'xin
能研诸侯之虑,neng'yan'zhu'hou'zhi'lv
能以众正,neng'yi'zhong'zheng
能止健大正也,neng'zhi'jian'da'zheng'ye
逆总顺零,ni'zong'shun'ling
年干,nian'gan
年命,nian'ming
廿年来中国思想的转变,nian'nian'lai'zhong'guo'si'xiang'de'zhuan'bian
年上比劫,nian'shang'bi'jie
年上偏财,nian'shang'pian'cai
年上偏官,nian'shang'pian'guan
年上偏印,nian'shang'pian'yin
年上七煞,nian'shang'qi'sha
年上伤官,nian'shang'shang'guan
年上食神,nian'shang'shi'shen
年上正财,nian'shang'zheng'cai
年上正官,nian'shang'zheng'guan
年上正印,nian'shang'zheng'yin
年月日时,nian'yue'ri'shi
年柱,nian'zhu
年柱管岁运程,nian'zhu'guan'sui'yun'cheng
鸟焚其巢,niao'fen'qi'chao
农宗,nong'zong
努力周报,nu'li'zhou'bao
女归吉也,nv'gui'ji'ye
女壮,nv'zhuang
欧阳南野先生文选,ou'yang'nan'ye'xian'sheng'wen'xuan
排卦,pai'gua
攀鞍,pan'an
磐桓,pan'huan
旁通情也,pang'tong'qing'ye
旁爻,pang'yao
抛钱,pao'qian
朋从尔思,peng'cong'er'si
朋來无咎,peng'lai'wu'jiu
朋来无咎,peng'lai'wu'jiu
朋亡,peng'wang
朋至斯孚,peng'zhi'si'fu
朋從爾思,peng'zong'er'si
辟韩,pi'han
否泰反其类也,pi'tai'fan'qi'lei'ye
皮子文薮,pi'zi'wen'sou
偏财,pian'cai
偏官,pian'guan
偏禄,pian'lu
翩翩不富,pian'pian'bu'fu
偏印,pian'yin
偏印夺食,pian'yin'duo'shi
频复,pin'fu
频复之厉,pin'fu'zhi'li
頻復之厲義无咎也,pin'fu'zhi'li'yi'wu'jiu'ye
牝马地类,pin'ma'di'lei
品物流形,pin'wu'liu'xing
品物咸亨,pin'wu'xian'heng
频巽,pin'xun
频巽之吝,pin'xun'zhi'lin
平书,ping'shu
平台,ping'tai
平相,ping'xiang
破财,po'cai
破军,po'jun
破禄,po'lu
破碎,po'sui
破字,po'zi
裒多益寡稱物平施,pou'duo'yi'gua'cheng'wu'ping'shi
仆役,pu'yi
其辩明也,qi'bian'ming'ye
歧伯,qi'bo
妻财,qi'cai
妻财辰土,qi'cai'chen'tu
妻财辰土持世,qi'cai'chen'tu'chi'shi
妻财持世,qi'cai'chi'shi
妻财丑土,qi'cai'chou'tu
妻财丑土持世,qi'cai'chou'tu'chi'shi
妻财亥水,qi'cai'hai'shui
妻财亥水持世,qi'cai'hai'shui'chi'shi
妻财卯木,qi'cai'mao'mu
妻财卯木持世,qi'cai'mao'mu'chi'shi
妻财申金,qi'cai'shen'jin
妻财申金持世,qi'cai'shen'jin'chi'shi
妻财巳火,qi'cai'si'huo
妻财巳火持世,qi'cai'si'huo'chi'shi
妻财未土,qi'cai'wei'tu
妻财未土持世,qi'cai'wei'tu'chi'shi
妻财午火,qi'cai'wu'huo
妻财午火持世,qi'cai'wu'huo'chi'shi
妻财戌土,qi'cai'xu'tu
妻财戌土持世,qi'cai'xu'tu'chi'shi
妻财寅木,qi'cai'yin'mu
妻财寅木持世,qi'cai'yin'mu'chi'shi
妻财酉金,qi'cai'you'jin
妻财酉金持世,qi'cai'you'jin'chi'shi
妻财子水,qi'cai'zi'shui
妻财子水持世,qi'cai'zi'shui'chi'shi
其称名也,qi'cheng'ming'ye
其臭如兰,qi'chou'ru'lan
其初难知,qi'chu'nan'zhi
其当殷之末世,qi'dang'yin'zhi'mo'shi
其道大光,qi'dao'da'guang
其道光明,qi'dao'guang'ming
其道穷也,qi'dao'qiong'ye
其道上行,qi'dao'shang'xing
其道甚大,qi'dao'shen'da
其动也辟,qi'dong'ye'pi
其动也直,qi'dong'ye'zhi
其孚穷也,qi'fu'qiong'ye
其刚胜邪,qi'gang'sheng'xie
七宫,qi'gong
七宫宫头,qi'gong'gong'tou
其故何也,qi'gu'he'ye
起卦,qi'gua
其晖吉也,qi'hui'ji'ye
其悔乃亡,qi'hui'nai'wang
其吉,qi'ji
其静也翕,qi'jing'ye'xi
其静也专,qi'jing'ye'zhuan
其究为健,qi'jiu'wei'jian
其君之袂,qi'jun'zhi'mei
其来复吉,qi'lai'fu'ji
起例,qi'li
其利断金,qi'li'duan'jin
奇门,qi'men
奇门遁甲,qi'men'dun'jia
齐民四术,qi'min'si'shu
齐民要术,qi'min'yao'shu
弃命从财,qi'ming'cong'cai
弃命从杀,qi'ming'cong'sha
弃命从煞,qi'ming'cong'sha
其命乱也,qi'ming'luan'ye
妻其可得见邪,qi'qi'ke'de'jian'xie
七日來復,qi'ri'lai'fu
七日来复,qi'ri'lai'fu
弃如,qi'ru
七杀,qi'sha
七煞,qi'sha
其善不同,qi'shan'bu'tong
其上易知,qi'shang'yi'zhi
其事在中,qi'shi'zai'zhong
其受命也如向,qi'shou'ming'ye'ru'xiang
气数,qi'shu
其孰能与於此,qi'shu'neng'yu'yu'ci
其衰世之意邪,qi'shuai'shi'zhi'yi'xie
其亡其亡,qi'wang'qi'wang
其位在中,qi'wei'zai'zhong
其文炳也,qi'wen'bing'ye
其文蔚也,qi'wen'wei'ye
齐物论释,qi'wu'lun'shi
齐小大者,qi'xiao'da'zhe
其心不快,qi'xin'bu'kuai
其行次且,qi'xing'ci'qie
其行趑趄,qi'xing'zi'ju
起凶,qi'xiong
其旋元吉,qi'xuan'yuan'ji
泣血涟如,qi'xue'lian'ru
泣血漣如,qi'xue'lian'ru
泣血漣如何可長也,qi'xue'lian'ru'he'ke'chang'ye
其血玄黄,qi'xue'xuan'huang
其要无咎,qi'yao'wu'jiu
其义,qi'yi
其意,qi'yi
其义不困穷矣,qi'yi'bu'kun'qiong'yi
其义焚也,qi'yi'fen'ye
其义吉也,qi'yi'ji'ye
其邑人三百户,qi'yi'ren'san'bai'hu
其义丧也,qi'yi'sang'ye
奇仪顺遂,qi'yi'shun'sui
其益无方,qi'yi'wu'fang
奇仪相佐,qi'yi'xiang'zuo
其义凶也,qi'yi'xiong'ye
其用四十有九,qi'yong'si'shi'you'jiu
其於地也,qi'yu'di'ye
其於地也为黑,qi'yu'di'ye'wei'hei
其於稼也,qi'yu'jia'ye
其羽可用为仪,qi'yu'ke'yong'wei'yi
其於马也,qi'yu'ma'ye
其於木也,qi'yu'mu'ye
其於人也,qi'yu'ren'ye
其於舆也,qi'yu'yu'ye
其欲逐逐,qi'yu'zhu'zhu
汔至,qi'zhi
其志乱也,qi'zhi'luan'ye
汔至亦未繘井,qi'zhi'yi'wei'jue'jing
七柱,qi'zhu
其子和之,qi'zi'he'zhi
乾道变化,qian'dao'bian'hua
乾道變化各正性命,qian'dao'bian'hua'ge'zheng'xing'ming
乾道成男,qian'dao'cheng'nan
乾道乃革,qian'dao'nai'ge
牵复,qian'fu
牵复在中,qian'fu'zai'zhong
乾刚,qian'gang
谴告,qian'gao
乾宫,qian'gong
乾宫八卦,qian'gong'ba'gua
乾卦,qian'gua
谦卦,qian'gua
謙亨,qian'heng
謙亨君子有終,qian'heng'jun'zi'you'zhong
乾坤宝典,qian'kun'bao'dian
乾坤成列,qian'kun'cheng'lie
乾坤定矣,qian'kun'ding'yi
千里命稿,qian'li'ming'gao
潜龙,qian'long
乾龙勿用,qian'long'wu'yong
潛龍勿用,qian'long'wu'yong
潜龙勿用,qian'long'wu'yong
潛龍勿用下也,qian'long'wu'yong'xia'ye
潛龍勿用陽在下也,qian'long'wu'yong'yang'zai'xia'ye
愆期之志,qian'qi'zhi'zhi
谦谦君子,qian'qian'jun'zi
乾乾为天,qian'qian'wei'tian
谦轻,qian'qing
乾上,qian'shang
乾上兑下,qian'shang'dui'xia
乾上艮下,qian'shang'gen'xia
乾上坎下,qian'shang'kan'xia
乾上坤下,qian'shang'kun'xia
乾上离下,qian'shang'li'xia
乾上乾下,qian'shang'qian'xia
乾上巽下,qian'shang'xun'xia
乾上震下,qian'shang'zhen'xia
潜书,qian'shu
乾西北之卦也,qian'xi'bei'zhi'gua'ye
乾下,qian'xia
乾下兑上,qian'xia'dui'shang
乾下艮上,qian'xia'gen'shang
乾下坎上,qian'xia'kan'shang
乾下坤上,qian'xia'kun'shang
乾下离上,qian'xia'li'shang
乾下乾上,qian'xia'qian'shang
乾下巽上,qian'xia'xun'shang
乾下震上,qian'xia'zhen'shang
潜虚,qian'xu
牵羊悔亡,qian'yang'hui'wang
乾阳物也,qian'yang'wu'ye
乾一,qian'yi
迁移,qian'yi
乾以君之,qian'yi'jun'zhi
乾以易知,qian'yi'yi'zhi
乾元用九,qian'yuan'yong'jiu
乾元用九天下治也,qian'yuan'yong'jiu'tian'xia'zhi'ye
乾元者始而亨者也,qian'yuan'zhe'shi'er'heng'zhe'ye
乾知大始,qian'zhi'da'shi
谦尊而光,qian'zun'er'guang
强火得土,qiang'huo'de'tu
强金得水,qiang'jin'de'shui
强木得火,qiang'mu'de'huo
墙内桃花,qiang'nei'tao'hua
强水得木,qiang'shui'de'mu
强土得金,qiang'tu'de'jin
墙外桃花,qiang'wai'tao'hua
强圉,qiang'yu
桥路,qiao'lu
切近灾也,qie'jin'zai'ye
亲寡旅也,qin'gua'lv'ye
青春,qing'chun
清代学术概论,qing'dai'xue'shu'gai'lun
倾否,qing'fou
傾否先否後喜,qing'fou'xian'fou'hou'xi
倾国倾城,qing'guo'qing'cheng
青龙,qing'long
青龙返首,qing'long'fan'shou
青龙和会,qing'long'he'hui
青龙华盖,qing'long'hua'gai
青龙逃走,qing'long'tao'zou
青龙耀明,qing'long'yao'ming
青龙折足,qing'long'zhe'zu
青龙转光,qing'long'zhuan'guang
青年之路,qing'nian'zhi'lu
清儒学案,qing'ru'xue'an
青铜时代,qing'tong'shi'dai
情伪相感而利害生,qing'wei'xiang'gan'er'li'hai'sheng
擎羊,qing'yang
穷理尽性,qiong'li'jin'xing
穷神知化,qiong'shen'zhi'hua
穷通宝鉴,qiong'tong'bao'jian
穷之灾也,qiong'zhi'zai'ye
求婚媾往,qiu'hun'gou'wang
訄书,qiu'shu
秋水,qiu'shui
曲脚,qu'jiao
取女吉也,qu'nv'ji'ye
阒其无人,qu'qi'wu'ren
屈信相感而利生焉,qu'xin'xiang'gan'er'li'sheng'yan
取用,qu'yong
权忌交战,quan'ji'jiao'zhan
权入,quan'ru
劝世良言,quan'shi'liang'yan
全息结构,quan'xi'jie'gou
劝学,quan'xue
确乎其不可拔,que'hu'qi'bu'ke'ba
确然示人易矣,que'ran'shi'ren'yi'yi
阙字,que'zi
群经平议,qun'jing'ping'yi
群疑亡也,qun'yi'wang'ye
然后万物生焉,ran'hou'wan'wu'sheng'yan
然则圣人之意,ran'ze'sheng'ren'zhi'yi
桡万物者,rao'wan'wu'zhe
壬病在寅,ren'bing'zai'yin
壬辰,ren'chen
人遁,ren'dun
人遁吉格,ren'dun'ji'ge
壬癸,ren'gui
壬癸之际胎观,ren'gui'zhi'ji'tai'guan
壬癸之际心书,ren'gui'zhi'ji'xin'shu
壬绝在巳,ren'jue'zai'si
壬禄在亥,ren'lu'zai'hai
人谋鬼谋,ren'mou'gui'mou
壬墓在辰,ren'mu'zai'chen
壬年,ren'nian
人盘,ren'pan
壬骑龙背,ren'qi'long'bei
壬人,ren'ren
壬刃在子,ren'ren'zai'zi
壬申,ren'shen
人生观论战序,ren'sheng'guan'lun'zhan'xu
人生观论战之回顾,ren'sheng'guan'lun'zhan'zhi'hui'gu
人生观与科学,ren'sheng'guan'yu'ke'xue
人生问题发端,ren'sheng'wen'ti'fa'duan
人生哲学,ren'sheng'zhe'xue
人生真义,ren'sheng'zhen'yi
壬衰在丑,ren'shuai'zai'chou
壬水,ren'shui
壬死在卯,ren'si'zai'mao
壬胎在午,ren'tai'zai'wu
壬午,ren'wu
人无我论,ren'wu'wo'lun
壬戌,ren'xu
仁学,ren'xue
壬阳,ren'yang
壬养在未,ren'yang'zai'wei
仁以行之,ren'yi'xing'zhi
壬寅,ren'yin
壬子,ren'zi
日藏偏财,ri'cang'pian'cai
日辰,ri'chen
日冲,ri'chong
日带比劫,ri'dai'bi'jie
日带伤官,ri'dai'shang'guan
日带食神,ri'dai'shi'shen
日带正财,ri'dai'zheng'cai
日带正官,ri'dai'zheng'guan
日带正印,ri'dai'zheng'yin
日犯岁君,ri'fan'sui'jun
日扶,ri'fu
日干,ri'gan
日海六合,ri'hai'lu'he
日海三合,ri'hai'san'he
日合,ri'he
日火六合,ri'huo'lu'he
日火三合,ri'huo'san'he
日建,ri'jian
日金六合,ri'jin'lu'he
日金三合,ri'jin'san'he
日进无疆,ri'jin'wu'jiang
日克,ri'ke
日可见之行也,ri'ke'jian'zhi'xing'ye
日可見之行也,ri'ke'xian'zhi'xing'ye
日令,ri'ling
日录,ri'lu
日禄归时,ri'lu'gui'shi
日冥六合,ri'ming'lu'he
日冥三合,ri'ming'san'he
日墓,ri'mu
日木六合,ri'mu'lu'he
日破,ri'po
日奇被刑,ri'qi'bei'xing
日奇伏吟,ri'qi'fu'yin
日奇人墓,ri'qi'ren'mu
日奇入地,ri'qi'ru'di
日散,ri'san
日上偏印,ri'shang'pian'yin
日生,ri'sheng
日水六合,ri'shui'lu'he
日水三合,ri'shui'san'he
日天六合,ri'tian'lu'he
日天三合,ri'tian'san'he
日土六合,ri'tu'lu'he
日土三合,ri'tu'san'he
日新其德,ri'xin'qi'de
日新之谓盛德,ri'xin'zhi'wei'sheng'de
日以晅之,ri'yi'xuan'zhi
日元,ri'yuan
日月,ri'yue
日月并行,ri'yue'bing'xing
日月不過,ri'yue'bu'guo
日月得天,ri'yue'de'tian
日月得天而能久照,ri'yue'de'tian'er'neng'jiu'zhao
