曾几何时,ceng'ji'he'shi
轶事遗闻,yi'shi'yi'wen
遗世越俗,yi'shi'yue'su
以手加额,yi'shou'jia'e
以手加颡,yi'shou'jia'sang
以手叩额,yi'shou'kou'e
以售其伎,yi'shou'qi'ji
以售其奸,yi'shou'qi'jian
以售其术,yi'shou'qi'shu
以守为攻,yi'shou'wei'gong
益寿延年,yi'shou'yan'nian
以疏间亲,yi'shu'jian'qin
以鼠为璞,yi'shu'wei'pu
以书为御,yi'shu'wei'yu
以枢应环,yi'shu'ying'huan
以叔援嫂,yi'shu'yuan'sao
沂水春风,yi'shui'chun'feng
以水济水,yi'shui'ji'shui
以水救水,yi'shui'jiu'shui
以水投石,yi'shui'tou'shi
以水投水,yi'shui'tou'shui
沂水舞雩,yi'shui'wu'yu
以水洗水,yi'shui'xi'shui
以水洗血,yi'shui'xi'xue
沂水弦歌,yi'shui'xian'ge
沂水絃歌,yi'shui'xian'ge
以顺诛逆,yi'shun'zhu'ni
以私废公,yi'si'fei'gong
以私害公,yi'si'hai'gong
以死济之,yi'si'ji'zhi
以死继之,yi'si'ji'zhi
意思意思,yi'si'yi'si
疑似之迹不可不察,yi'si'zhi'ji'bu'ke'bu'cha
疑似之间,yi'si'zhi'jian
遗俗絶尘,yi'su'jue'chen
遗俗绝尘,yi'su'jue'chen
遗俗流风,yi'su'liu'feng
易俗移风,yi'su'yi'feng
以索续组,yi'suo'xu'zu
逸态横生,yi'tai'heng'sheng
异苔同岑,yi'tai'tong'cen
仪态万方,yi'tai'wan'fang
仪态万千,yi'tai'wan'qian
以螳当车,yi'tang'dang'che
以螳挡车,yi'tang'dang'che
易堂九子,yi'tang'jiu'zi
以汤沃沸,yi'tang'wo'fei
以汤沃雪,yi'tang'wo'xue
怡堂燕雀,yi'tang'yan'que
以汤止沸,yi'tang'zhi'fei
以桃代李,yi'tao'dai'li
异体同心,yi'ti'tong'xin
倚天拔地,yi'tian'ba'di
移天换日,yi'tian'huan'ri
移天适人,yi'tian'shi'ren
移天徙日,yi'tian'xi'ri
以天下为己任,yi'tian'xia'wei'ji'ren
移天易日,yi'tian'yi'ri
以莛叩钟,yi'ting'kou'zhong
以莛扣钟,yi'ting'kou'zhong
以莛撞钟,yi'ting'zhuang'zhong
易同反掌,yi'tong'fan'zhang
仪同三司,yi'tong'san'si
异涂同归,yi'tu'tong'gui
异途同归,yi'tu'tong'gui
疑团满腹,yi'tuan'man'fu
疑团莫释,yi'tuan'mo'shi
以退为进,yi'tui'wei'jin
义外之财,yi'wai'zhi'cai
意外之财,yi'wai'zhi'cai
亿万斯年,yi'wan'si'nian
以往鉴来,yi'wang'jian'lai
意往神驰,yi'wang'shen'chi
意望已过,yi'wang'yi'guo
以伪谤真,yi'wei'bang'zhen
以为后图,yi'wei'hou'tu
以为口实,yi'wei'kou'shi
以伪乱真,yi'wei'luan'zhen
以僞乱真,yi'wei'luan'zhen
夷为平地,yi'wei'ping'di
意味深长,yi'wei'shen'chang
意味索然,yi'wei'suo'ran
以危为安以乱为治,yi'wei'wei'an'yi'luan'wei'zhi
以微知着,yi'wei'zhi'zhe
以微知著,yi'wei'zhi'zhu
异文鄙事,yi'wen'bi'shi
异闻传说,yi'wen'chuan'shuo
以文害辞,yi'wen'hai'ci
以文会友,yi'wen'hui'you
以文乱法,yi'wen'luan'fa
逸闻趣事,yi'wen'qu'shi
逸闻琐事,yi'wen'suo'shi
遗闻琐事,yi'wen'suo'shi
以文为诗,yi'wen'wei'shi
遗文逸句,yi'wen'yi'ju
轶闻遗事,yi'wen'yi'shi
逸闻轶事,yi'wen'yi'shi
遗文轶事,yi'wen'yi'shi
遗闻轶事,yi'wen'yi'shi
遗闻逸事,yi'wen'yi'shi
意乌猝嗟,yi'wu'cu'jie
义无反顾,yi'wu'fan'gu
贻误后学,yi'wu'hou'xue
益无忌惮,yi'wu'ji'dan
贻误军机,yi'wu'jun'ji
以五十步笑百步,yi'wu'shi'bu'xiao'bai'bu
遗物识心,yi'wu'shi'xin
义无所辞,yi'wu'suo'ci
义无他顾,yi'wu'ta'gu
疑误天下,yi'wu'tian'xia
遗物忘形,yi'wu'wang'xing
义无旋踵,yi'wu'xuan'zhong
忆昔抚今,yi'xi'fu'jin
以郄视文,yi'xi'shi'wen
宜喜宜嗔,yi'xi'yi'chen
貤先録后,yi'xian'lu'hou
异县他乡,yi'xian'ta'xiang
夷险一节,yi'xian'yi'jie
夷险一致,yi'xian'yi'zhi
意想不到,yi'xiang'bu'dao
异香扑鼻,yi'xiang'pu'bi
溢巷填街,yi'xiang'tian'jie
异想天开,yi'xiang'tian'kai
异香异气,yi'xiang'yi'qi
贻笑大方,yi'xiao'da'fang
遗笑大方,yi'xiao'da'fang
贻笑后人,yi'xiao'hou'ren
以小见大,yi'xiao'jian'da
贻笑千古,yi'xiao'qian'gu
贻笑千秋,yi'xiao'qian'qiu
贻笑千载,yi'xiao'qian'zai
贻笑万世,yi'xiao'wan'shi
移孝为忠,yi'xiao'wei'zhong
宜笑宜颦,yi'xiao'yi'pin
移孝作忠,yi'xiao'zuo'zhong
疑信参半,yi'xin'can'ban
以心传心,yi'xin'chuan'xin
疑心杀子,yi'xin'sha'zi
疑心生暗鬼,yi'xin'sheng'an'gui
疑心生鬼,yi'xin'sheng'gui
亿辛万苦,yi'xin'wan'ku
以心问心,yi'xin'wen'xin
意兴盎然,yi'xing'ang'ran
遗形藏志,yi'xing'cang'zhi
逸兴遄飞,yi'xing'chuan'fei
异姓骨肉,yi'xing'gu'rou
逸兴横飞,yi'xing'heng'fei
移形换步,yi'xing'huan'bu
移星换斗,yi'xing'huan'dou
译形借声,yi'xing'jie'sheng
意兴阑珊,yi'xing'lan'shan
异姓陌路,yi'xing'mo'lu
遗形去貌,yi'xing'qu'mao
以刑去刑,yi'xing'qu'xing
意兴索然,yi'xing'suo'ran
遗形忘性,yi'xing'wang'xing
疑行无成,yi'xing'wu'cheng
疑行无成疑事无功,yi'xing'wu'cheng'yi'shi'wu'gong
疑行无名疑事无功,yi'xing'wu'ming'yi'shi'wu'gong
怡性养神,yi'xing'yang'shen
颐性养寿,yi'xing'yang'shou
义刑义杀,yi'xing'yi'sha
义形于色,yi'xing'yu'se
逸兴云飞,yi'xing'yun'fei
以刑止刑,yi'xing'zhi'xing
以刑致刑,yi'xing'zhi'xing
遗休余烈,yi'xiu'yu'lie
以虚带实,yi'xu'dai'shi
以虚为实,yi'xu'wei'shi
以虚为实以实为虚,yi'xu'wei'shi'yi'shi'wei'xu
蚁旋磨,yi'xuan'mo
以血偿血,yi'xue'chang'xue
蚁穴坏堤,yi'xue'huai'di
以血还血,yi'xue'huan'xue
蚁穴溃堤,yi'xue'kui'di
以血洗血,yi'xue'xi'xue
以学愈愚,yi'xue'yu'yu
蚁穴自封,yi'xue'zi'feng
遗训可秉,yi'xun'ke'bing
遗训余风,yi'xun'yu'feng
以牙还牙,yi'ya'huan'ya
以眼还眼,yi'yan'huan'yan
以眼还眼以牙还牙,yi'yan'huan'yan'yi'ya'huan'ya
懿言嘉行,yi'yan'jia'xing
以言举人,yi'yan'ju'ren
以言取人,yi'yan'qu'ren
以言为讳,yi'yan'wei'hui
溢言虚美,yi'yan'xu'mei
以言徇物,yi'yan'xun'wu
怡颜悦色,yi'yan'yue'se
贻燕之训,yi'yan'zhi'xun
抑扬顿挫,yi'yang'dun'cuo
峄阳孤桐,yi'yang'gu'tong
颐养精神,yi'yang'jing'shen
以养伤身,yi'yang'shang'shen
颐养神性,yi'yang'shen'xing
颐养天年,yi'yang'tian'nian
以羊易牛,yi'yang'yi'niu
以噎废飡,yi'ye'fei'can
以噎废餐,yi'ye'fei'can
以咽废飧,yi'ye'fei'sun
以夜继日,yi'ye'ji'ri
以夜继朝,yi'ye'ji'zhao
以夜继昼,yi'ye'ji'zhou
以夜续昼,yi'ye'xu'zhou
悒悒不欢,yi'yi'bu'huan
悒悒不乐,yi'yi'bu'le
邑邑不乐,yi'yi'bu'le
以镒称铢,yi'yi'cheng'zhu
以一持万,yi'yi'chi'wan
以佚待劳,yi'yi'dai'lao
以逸待劳,yi'yi'dai'lao
逸以待劳,yi'yi'dai'lao
以一当百,yi'yi'dang'bai
以一当十,yi'yi'dang'shi
义以断恩,yi'yi'duan'en
以义断恩,yi'yi'duan'en
易衣而出并日而食,yi'yi'er'chu'bing'ri'er'shi
以夷伐夷,yi'yi'fa'yi
翼翼飞鸾,yi'yi'fei'luan
以一奉百,yi'yi'feng'bai
异议蜂起,yi'yi'feng'qi
以义割恩,yi'yi'ge'en
以夷攻夷,yi'yi'gong'yi
疑疑惑惑,yi'yi'huo'huo
以逸击劳,yi'yi'ji'lao
以一击十,yi'yi'ji'shi
以一儆百,yi'yi'jing'bai
以一警百,yi'yi'jing'bai
以疑决疑,yi'yi'jue'yi
以一篑障江河,yi'yi'kui'zhang'jiang'he
薏苡蒙谤,yi'yi'meng'bang
以义灭身,yi'yi'mie'shen
薏苡明珠,yi'yi'ming'zhu
以意逆志,yi'yi'ni'zhi
移易迁变,yi'yi'qian'bian
意义深长,yi'yi'shen'chang
熠熠生辉,yi'yi'sheng'hui
意意似似,yi'yi'si'si
意意思思,yi'yi'si'si
疑疑思思,yi'yi'si'si
以义为利,yi'yi'wei'li
以杙为楹,yi'yi'wei'ying
以意为之,yi'yi'wei'zhi
以意为主,yi'yi'wei'zhu
倚倚嚱嚱,yi'yi'xi'xi
翼翼小心,yi'yi'xiao'xin
薏苡兴谤,yi'yi'xing'bang
奕奕欲生,yi'yi'yu'sheng
以一驭万,yi'yi'yu'wan
薏苡之谤,yi'yi'zhi'bang
薏苡之谗,yi'yi'zhi'chan
以逸制劳,yi'yi'zhi'lao
以一知万,yi'yi'zhi'wan
薏苡之嫌,yi'yi'zhi'xian
以夷制夷,yi'yi'zhi'yi
以夷治夷,yi'yi'zhi'yi
薏苡之疑,yi'yi'zhi'yi
以蚓投鱼,yi'yin'tou'yu
遗音余韵,yi'yin'yu'yun
挹盈注虚,yi'ying'zhu'xu
蚁拥蜂攒,yi'yong'feng'cuan
意慵心懒,yi'yong'xin'lan
意犹未尽,yi'you'wei'jin
逸游自恣,yi'you'zi'zi
移有足无,yi'you'zu'wu
抑郁不平,yi'yu'bu'ping
溢于楮墨之表,yi'yu'chu'mo'zhi'biao
以虞待不虞,yi'yu'dai'bu'yu
以玉抵鹊,yi'yu'di'que
以玉抵乌,yi'yu'di'wu
易于反手,yi'yu'fan'shou
易于反掌,yi'yu'fan'zhang
抑郁寡欢,yi'yu'gua'huan
以誉进能,yi'yu'jin'neng
以羽扣钟,yi'yu'kou'zhong
瘗玉埋香,yi'yu'mai'xiang
易于破竹,yi'yu'po'zhu
以鱼驱蝇,yi'yu'qu'ying
易于拾遗,yi'yu'shi'yi
异域殊方,yi'yu'shu'fang
以誉为赏,yi'yu'wei'shang
以誉为赏以毁为罚,yi'yu'wei'shang'yi'hui'wei'fa
倚玉偎香,yi'yu'wei'xiang
以迂为直,yi'yu'wei'zhi
溢于文辞,yi'yu'wen'ci
溢于言表,yi'yu'yan'biao
溢于言外,yi'yu'yan'wai
倚玉之荣,yi'yu'zhi'rong
以怨报德,yi'yuan'bao'de
移辕之赏,yi'yuan'zhi'shang
以约驭博,yi'yue'yu'bo
逸韵高致,yi'yun'gao'zhi
疑云满腹,yi'yun'man'fu
意在笔前,yi'zai'bi'qian
意在笔外,yi'zai'bi'wai
意在笔先,yi'zai'bi'xian
意在言外,yi'zai'yan'wai
遗簪败履,yi'zan'bai'lv
遗簪弊屦,yi'zan'bi'ju
遗簪弊履,yi'zan'bi'lv
遗簪堕珥,yi'zan'duo'er
遗簪堕屦,yi'zan'duo'ju
遗簪堕履,yi'zan'duo'lv
遗簪絶缨,yi'zan'jue'ying
遗簪绝缨,yi'zan'jue'ying
遗簪弃舄,yi'zan'qi'xi
遗簪脱舃,yi'zan'tuo'que
遗簪脱舄,yi'zan'tuo'xi
遗簪坠珥,yi'zan'zhui'er
遗簪坠屦,yi'zan'zhui'ju
遗簪坠履,yi'zan'zhui'lv
遗簪坠舄,yi'zan'zhui'xi
以责后效,yi'ze'hou'xiao
以泽量尸,yi'ze'liang'shi
亿则屡中,yi'ze'lv'zhong
易箦之际,yi'ze'zhi'ji
以战去战,yi'zhan'qu'zhan
以战去战以杀去杀,yi'zhan'qu'zhan'yi'sha'qu'sha
以战养战,yi'zhan'yang'zhan
以彰报施,yi'zhang'bao'shi
亿兆一心,yi'zhao'yi'xin
易辙改弦,yi'zhe'gai'xian
易辙改絃,yi'zhe'gai'xian
弋者何篡,yi'zhe'he'cuan
弋者何慕,yi'zhe'he'mu
蚁阵蜂衙,yi'zhen'feng'ya
义正词严,yi'zheng'ci'yan
义正辞严,yi'zheng'ci'yan
义正辞约,yi'zheng'ci'yue
以正视听,yi'zheng'shi'ting
异政殊俗,yi'zheng'shu'su
以直报怨,yi'zhi'bao'yuan
以直抱怨,yi'zhi'bao'yuan
以直报怨以德报德,yi'zhi'bao'yuan'yi'de'bao'de
以指测河,yi'zhi'ce'he
颐指风使,yi'zhi'feng'shi
颐指进退,yi'zhi'jin'tui
以指挠沸,yi'zhi'nao'fei
颐指气使,yi'zhi'qi'shi
颐指气役,yi'zhi'qi'yi
颐指如意,yi'zhi'ru'yi
意指为狱,yi'zhi'wei'yu
怡志养神,yi'zhi'yang'shen
易知由单,yi'zhi'you'dan
意致纵横,yi'zhi'zong'heng
以众暴寡,yi'zhong'bao'gua
以众暴寡以强凌弱,yi'zhong'bao'gua'yi'qiang'ling'ruo
义重恩深,yi'zhong'en'shen
以众击寡,yi'zhong'ji'gua
以踵解结,yi'zhong'jie'jie
栘中厩监,yi'zhong'jiu'jian
意中人,yi'zhong'ren
栘中属国,yi'zhong'shu'guo
以终天年,yi'zhong'tian'nian
以昼卜夜,yi'zhou'bu'ye
以铢称镒,yi'zhu'cheng'yi
以铢程镒,yi'zhu'cheng'yi
遗珠弃璧,yi'zhu'qi'bi
以珠弹雀,yi'zhu'tan'que
意转心回,yi'zhuan'xin'hui
以壮观瞻,yi'zhuang'guan'zhan
亦庄亦谐,yi'zhuang'yi'xie
以锥飡壶,yi'zhui'can'hu
以锥餐壶,yi'zhui'can'hu
以锥飡壸,yi'zhui'can'kun
以锥刺地,yi'zhui'ci'di
易子而教,yi'zi'er'jiao
易子而食,yi'zi'er'shi
以紫乱朱,yi'zi'luan'zhu
以资切磋,yi'zi'qie'cuo
以紫为朱,yi'zi'wei'zhu
易子析骸,yi'zi'xi'hai
以眦睚杀人,yi'zi'ya'sha'ren
以子之矛攻子之盾,yi'zi'zhi'mao'gong'zi'zhi'dun
挹兹注彼,yi'zi'zhu'bi
移樽就教,yi'zun'jiu'jiao
印把子,yin'ba'zi
因败为成,yin'bai'wei'cheng
银杯羽化,yin'bei'yu'hua
因变制宜,yin'bian'zhi'yi
因陃就寡,yin'bing'jiu'gua
饮冰内热,yin'bing'nei're
饮冰茹檗,yin'bing'ru'bo
饮冰茹蘖,yin'bing'ru'nie
饮冰食檗,yin'bing'shi'bo
饮冰食蘖,yin'bing'shi'nie
饮冰吞檗,yin'bing'tun'bo
因材施教,yin'cai'shi'jiao
阴惨阳舒,yin'can'yang'shu
阴曹地府,yin'cao'di'fu
阴差阳错,yin'cha'yang'cuo
引车卖浆,yin'che'mai'jiang
寅吃卯粮,yin'chi'mao'liang
龂齿弹舌,yin'chi'tan'she
龈齿弹舌,yin'chi'tan'she
引船就岸,yin'chuan'jiu'an
饮醇自醉,yin'chun'zi'zui
淫词秽语,yin'ci'hui'yu
淫辞秽语,yin'ci'hui'yu
淫词浪语,yin'ci'lang'yu
淫辞邪说,yin'ci'xie'shuo
淫词亵语,yin'ci'xie'yu
淫词媟语,yin'ci'xie'yu
淫词艳曲,yin'ci'yan'qu
淫词艳语,yin'ci'yan'yu
阴错阳差,yin'cuo'yang'cha
阴错阳乱,yin'cuo'yang'luan
饮胆尝血,yin'dan'chang'xue
饮弹而亡,yin'dan'er'wang
饮啖兼人,yin'dan'jian'ren
饮噉兼人,yin'dan'jian'ren
阴丹士林,yin'dan'shi'lin
饮啖醉饱,yin'dan'zui'bao
饮噉醉饱,yin'dan'zui'bao
引刀割鼻,yin'dao'ge'bi
引盗入闼,yin'dao'ru'ta
因敌取粮,yin'di'qu'liang
因敌取资,yin'di'qu'zi
因敌为资,yin'di'wei'zi
因敌制胜,yin'di'zhi'sheng
因地制宜,yin'di'zhi'yi
引脰增劳,yin'dou'zeng'lao
饮犊上流,yin'du'shang'liu
引短推长,yin'duan'tui'chang
喑噁叱咤,yin'e'chi'zha
喑恶叱咤,yin'e'chi'zha
隐恶扬美,yin'e'yang'mei
隐恶扬善,yin'e'yang'shan
引而不发,yin'er'bu'fa
引而伸之,yin'er'shen'zhi
引而申之,yin'er'shen'zhi
引饭大师,yin'fan'da'shi
饮风餐露,yin'feng'can'lu
因风吹火,yin'feng'chui'huo
引风吹火,yin'feng'chui'huo
吟风弄月,yin'feng'nong'yue
吟风咏月,yin'feng'yong'yue
阴服微行,yin'fu'wei'xing
因公假私,yin'gong'jia'si
寅恭谐协,yin'gong'xie'xie
因公行私,yin'gong'xing'si
银钩虿尾,yin'gou'chai'wei
引狗入寨,yin'gou'ru'zhai
银钩铁画,yin'gou'tie'hua
银钩玉唾,yin'gou'yu'tuo
饮谷栖丘,yin'gu'qi'qiu
堙谷堑山,yin'gu'qian'shan
引古绳今,yin'gu'sheng'jin
引古喻今,yin'gu'yu'jin
引古证今,yin'gu'zheng'jin
引鬼上门,yin'gui'shang'men
因果报应,yin'guo'bao'ying
因果不爽,yin'guo'bu'shuang
引过自责,yin'guo'zi'ze
银海生花,yin'hai'sheng'hua
引吭悲歌,yin'hang'bei'ge
引吭高唱,yin'hang'gao'chang
引吭高歌,yin'hang'gao'ge
引吭高声,yin'hang'gao'sheng
引吭一鸣,yin'hang'yi'ming
音耗不绝,yin'hao'bu'jue
殷浩书空,yin'hao'shu'kong
银河倒泻,yin'he'dao'xie
饮河满腹,yin'he'man'fu
饮河鼹鼠,yin'he'yan'shu
饮恨而死,yin'hen'er'si
饮恨而终,yin'hen'er'zhong
饮恨吞声,yin'hen'tun'sheng
引虎拒狼,yin'hu'ju'lang
引虎入室,yin'hu'ru'shi
引虎自卫,yin'hu'zi'wei
引虎自衞,yin'hu'zi'wei
银花火树,yin'hua'huo'shu
吟花咏柳,yin'hua'yong'liu
淫荒无度,yin'huang'wu'du
隐晦曲折,yin'hui'qu'zhe
饮灰洗胃,yin'hui'xi'wei
阴魂不散,yin'hun'bu'san
因祸得福,yin'huo'de'fu
引火烧身,yin'huo'shao'shen
因祸为福,yin'huo'wei'fu
隐迹藏名,yin'ji'cang'ming
因机而变,yin'ji'er'bian
因机立胜,yin'ji'li'sheng
隐迹埋名,yin'ji'mai'ming
隐迹潜踪,yin'ji'qian'zong
殷鉴不远,yin'jian'bu'yuan
银角桃枝,yin'jiao'tao'zhi
隐介藏形,yin'jie'cang'xing
引颈而望,yin'jing'er'wang
引经据典,yin'jing'ju'dian
引经据古,yin'jing'ju'gu
引经据礼,yin'jing'ju'li
引经据义,yin'jing'ju'yi
引颈受戮,yin'jing'shou'lu
饮酒高会,yin'jiu'gao'hui
饮酒茹荤,yin'jiu'ru'hun
引咎责躬,yin'jiu'ze'gong
引咎自责,yin'jiu'zi'ze
隐居求志,yin'ju'qiu'zhi
引决自裁,yin'jue'zi'cai
隐君子,yin'jun'zi
引亢高歌,yin'kang'gao'ge
阴刻乐祸,yin'ke'le'huo
引狼拒虎,yin'lang'ju'hu
引狼入室,yin'lang'ru'shi
引狼自卫,yin'lang'zi'wei
引狼自衞,yin'lang'zi'wei
引类呼朋,yin'lei'hu'peng
印累绶若,yin'lei'shou'ruo
印纍绶若,yin'lei'shou'ruo
因利乘便,yin'li'cheng'bian
因利制权,yin'li'zhi'quan
因粮于敌,yin'liang'yu'di
隐鳞藏彩,yin'lin'cang'cai
隐鳞戢翼,yin'lin'ji'yi
隐鳞戢羽,yin'lin'ji'yu
阴灵不散,yin'ling'bu'san
引领成劳,yin'ling'cheng'lao
引领而望,yin'ling'er'wang
引领企踵,yin'ling'qi'zhong
引领翘首,yin'ling'qiao'shou
引领以望,yin'ling'yi'wang
饮流怀源,yin'liu'huai'yuan
因陋就隘,yin'lou'jiu'ai
因陋就寡,yin'lou'jiu'gua
因陋就简,yin'lou'jiu'jian
因陋守旧,yin'lou'shou'jiu
饮露餐风,yin'lu'can'feng
引律比附,yin'lv'bi'fu
饮马长江,yin'ma'chang'jiang
饮马投钱,yin'ma'tou'qian
阴霾密布,yin'mai'mi'bu
殷民阜财,yin'min'fu'cai
殷民阜利,yin'min'fu'li
隐名埋姓,yin'ming'mai'xing
隐名瞒姓,yin'ming'man'xing
阴谋不轨,yin'mou'bu'gui
阴谋诡计,yin'mou'gui'ji
阴谋秘计,yin'mou'mi'ji
因难见巧,yin'nan'jian'qiao
引年求退,yin'nian'qiu'tui
寅年用卯年,yin'nian'yong'mao'nian
阴凝冰坚,yin'ning'bing'jian
阴凝坚冰,yin'ning'jian'bing
吟弄风月,yin'nong'feng'yue
淫朋密友,yin'peng'mi'you
淫朋狎友,yin'peng'xia'you
引譬援类,yin'pi'yuan'lei
银屏金屋,yin'ping'jin'wu
银瓶素绠,yin'ping'su'geng
因其固然,yin'qi'gu'ran
崟崎磊落,yin'qi'lei'luo
崟崎历落,yin'qi'li'luo
喑气吞声,yin'qi'tun'sheng
噾气吞声,yin'qi'tun'sheng
饮气吞声,yin'qi'tun'sheng
饮泣吞声,yin'qi'tun'sheng
蚓窍蝇鸣,yin'qiao'ying'ming
隐琴肆瑟,yin'qin'si'se
阴晴圆缺,yin'qing'yuan'que
饮泉清节,yin'quan'qing'jie
隐然敌国,yin'ran'di'guo
隐忍不发,yin'ren'bu'fa
隐忍不言,yin'ren'bu'yan
因人成事,yin'ren'cheng'shi
因人而施,yin'ren'er'shi
因人而异,yin'ren'er'yi
因人废言,yin'ren'fei'yan
引人入胜,yin'ren'ru'sheng
因人设事,yin'ren'she'shi
引人胜地,yin'ren'sheng'di
因任授官,yin'ren'shou'guan
因人制宜,yin'ren'zhi'yi
引人注目,yin'ren'zhu'mu
引人瞩目,yin'ren'zhu'mu
引日成岁,yin'ri'cheng'sui
音容凄断,yin'rong'qi'duan
音容如在,yin'rong'ru'zai
音容宛在,yin'rong'wan'zai
音容笑貌,yin'rong'xiao'mao
阴柔害物,yin'rou'hai'wu
引入迷途,yin'ru'mi'tu
引入歧途,yin'ru'qi'tu
隐若敌国,yin'ruo'di'guo
阴山背后,yin'shan'bei'hou
银山铁壁,yin'shan'tie'bi
引商刻角,yin'shang'ke'jiao
引商刻羽,yin'shang'ke'yu
引蛇出洞,yin'she'chu'dong
引伸触类,yin'shen'chu'lei
引申触类,yin'shen'chu'lei
引绳排根,yin'sheng'pai'gen
引绳批根,yin'sheng'pi'gen
引绳棋布,yin'sheng'qi'bu
引绳切墨,yin'sheng'qie'mo
音声如钟,yin'sheng'ru'zhong
引绳削墨,yin'sheng'xue'mo
因势乘便,yin'shi'cheng'bian
因势而动,yin'shi'er'dong
因势利导,yin'shi'li'dao
饮食男女,yin'shi'nan'nv
饮食起居,yin'shi'qi'ju
因时施宜,yin'shi'shi'yi
因势顺导,yin'shi'shun'dao
因事制宜,yin'shi'zhi'yi
因时制宜,yin'shi'zhi'yi
引手投足,yin'shou'tou'zu
印首信眉,yin'shou'xin'mei
引首以望,yin'shou'yi'wang
因树为屋,yin'shu'wei'wu
饮水辨源,yin'shui'bian'yuan
饮水不迷源,yin'shui'bu'mi'yuan
饮水啜菽,yin'shui'chuo'shu
饮水栖衡,yin'shui'qi'heng
饮水曲肱,yin'shui'qu'gong
引水入墙,yin'shui'ru'qiang
饮水食菽,yin'shui'shi'shu
饮水思源,yin'shui'si'yuan
饮水忘源,yin'shui'wang'yuan
饮水知源,yin'shui'zhi'yuan
饮水啄食,yin'shui'zhuo'shi
因私枉法,yin'si'wang'fa
殷天蔽日,yin'tian'bi'ri
隐天蔽日,yin'tian'bi'ri
殷天动地,yin'tian'dong'di
殷天震地,yin'tian'zhen'di
银条德星,yin'tiao'de'xing
饮头之器,yin'tou'zhi'qi
音吐鸿畅,yin'tu'hong'chang
音吐明畅,yin'tu'ming'chang
引为鉴戒,yin'wei'jian'jie
引为口实,yin'wei'kou'shi
引为同调,yin'wei'tong'diao
淫猥下流,yin'wei'xia'liu
音问两绝,yin'wen'liang'jue
音问相继,yin'wen'xiang'ji
音问杳然,yin'wen'yao'ran
喑呜叱咤,yin'wu'chi'zha
因乌及屋,yin'wu'ji'wu
引物连类,yin'wu'lian'lei
因袭陈规,yin'xi'chen'gui
因隙间亲,yin'xi'jian'qin
音稀信杳,yin'xi'xin'yao
茵席之臣,yin'xi'zhi'chen
引线穿针,yin'xian'chuan'zhen
引嫌辞退,yin'xian'ci'tui
阴险歹毒,yin'xian'dai'du
因小见大,yin'xiao'jian'da
因小失大,yin'xiao'shi'da
淫心匿行,yin'xin'ni'xing
引新吐故,yin'xin'tu'gu
音信杳然,yin'xin'yao'ran
音信杳无,yin'xin'yao'wu
尹邢避面,yin'xing'bi'mian
引行公店,yin'xing'gong'dian
饮腥苴熟,yin'xing'ju'shu
隐姓埋名,yin'xing'mai'ming
饮血崩心,yin'xue'beng'xin
淫学流说,yin'xue'liu'shuo
饮血茹毛,yin'xue'ru'mao
因循敷衍,yin'xun'fu'yan
因循苟安,yin'xun'gou'an
因循苟且,yin'xun'gou'qie
因循守旧,yin'xun'shou'jiu
因循误事,yin'xun'wu'shi
因循贻误,yin'xun'yi'wu
因循坐误,yin'xun'zuo'wu
喑哑叱咤,yin'ya'chi'zha
淫言诐行,yin'yan'bi'xing
淫言狎语,yin'yan'xia'yu
淫言媟语,yin'yan'xie'yu
阴阳不将,yin'yang'bu'jiang
阴阳惨舒,yin'yang'can'shu
饮羊登垄,yin'yang'deng'long
阴阳怪气,yin'yang'guai'qi
阴阳交错,yin'yang'jiao'cuo
银样蜡枪头,yin'yang'la'qiang'tou
银样镴枪头,yin'yang'la'qiang'tou
阴阳两面,yin'yang'liang'mian
阴阳先生,yin'yang'xian'sheng
阴阳易位,yin'yang'yi'wei
阴阳之变,yin'yang'zhi'bian
因噎废食,yin'ye'fei'shi
因噎去食,yin'ye'qu'shi
引以为耻,yin'yi'wei'chi
引以为憾,yin'yi'wei'han
引以为戒,yin'yi'wei'jie
引以为乐,yin'yi'wei'le
引以为荣,yin'yi'wei'rong
阴疑阳战,yin'yi'yang'zhan
引以自豪,yin'yi'zi'hao
訚訚恻恻,yin'yin'ce'ce
殷殷垂念,yin'yin'chui'nian
隐隐绰绰,yin'yin'chuo'chuo
隐隐讽讽,yin'yin'feng'feng
隐隐耾耾,yin'yin'hong'hong
隐隐糊糊,yin'yin'hu'hu
隐隐桓桓,yin'yin'huan'huan
隐隐遑遑,yin'yin'huang'huang
龂龂计较,yin'yin'ji'jiao
龈龈计较,yin'yin'ji'jiao
訚訚衎衎,yin'yin'kan'kan
隐隐辚辚,yin'yin'lin'lin
殷殷勤勤,yin'yin'qin'qin
银印青绶,yin'yin'qing'shou
殷殷田田,yin'yin'tian'tian
殷殷阗阗,yin'yin'tian'tian
殷殷屯屯,yin'yin'tun'tun
淫淫裔裔,yin'yin'yi'yi
訚訚于于,yin'yin'yu'yu
隐隐约约,yin'yin'yue'yue
氤氤氲氲,yin'yin'yun'yun
隐隐展展,yin'yin'zhan'zhan
殷殷轸轸,yin'yin'zhen'zhen
隐隐轸轸,yin'yin'zhen'zhen
訚訚秩秩,yin'yin'zhi'zhi
殷忧启圣,yin'you'qi'sheng
寅忧夕惕,yin'you'xi'ti
阴雨晦冥,yin'yu'hui'ming
