阿坝当归,a'ba'dang'gui
芭蕉,ba'jiao
八角枫,ba'jiao'feng
八角枫科,ba'jiao'feng'ke
八角枫属,ba'jiao'feng'shu
八角花,ba'jiao'hua
八角金盘,ba'jiao'jin'pan
八角金盘属,ba'jiao'jin'pan'shu
八角科,ba'jiao'ke
芭蕉科,ba'jiao'ke
八角莲,ba'jiao'lian
八角属,ba'jiao'shu
芭蕉属,ba'jiao'shu
八角樟,ba'jiao'zhang
巴拉草,ba'la'cao
芭拉扣属,ba'la'kou'shu
巴郎杜鹃,ba'lang'du'juan
巴郎柳,ba'lang'liu
巴郎木属,ba'lang'mu'shu
巴郎山杓兰,ba'lang'shan'biao'lan
巴郎山当归,ba'lang'shan'dang'gui
巴郎山毛茛,ba'lang'shan'mao'gen
巴郎山紫堇,ba'lang'shan'zi'jin
八里坤棘豆,ba'li'kun'ji'dou
巴里坤毛茛,ba'li'kun'mao'gen
八里石竹,ba'li'shi'zhu
巴柳,ba'liu
巴隆补血草,ba'long'bu'xue'cao
巴马秋海棠,ba'ma'qiu'hai'tang
八脉臭黄荆,ba'mai'chou'huang'jing
巴拿马草科,ba'na'ma'cao'ke
巴拿马草属,ba'na'ma'cao'shu
巴坡菝葜,ba'po'ba'qia
菝葜,ba'qia
菝葜科,ba'qia'ke
菝葜属,ba'qia'shu
菝葜叶栝楼,ba'qia'ye'gua'lou
菝葜叶铁线莲,ba'qia'ye'tie'xian'lian
八蕊杜鹃,ba'rui'du'juan
八蕊花,ba'rui'hua
八蕊花属,ba'rui'hua'shu
八蕊水苋菜,ba'rui'shui'xian'cai
八蕊眼子菜,ba'rui'yan'zi'cai
巴山安息香,ba'shan'an'xi'xiang
巴山重楼,ba'shan'chong'lou
巴山榧树,ba'shan'fei'shu
巴山过路黄,ba'shan'guo'lu'huang
巴山冷杉,ba'shan'leng'shan
巴山木竹,ba'shan'mu'zhu
巴山木竹属,ba'shan'mu'zhu'shu
巴山箬竹,ba'shan'ruo'zhu
巴山松,ba'shan'song
巴山铁线莲,ba'shan'tie'xian'lian
巴山细辛,ba'shan'xi'xin
巴氏龙竹,ba'shi'long'zhu
巴氏铁线莲,ba'shi'tie'xian'lian
巴氏腋花马先蒿,ba'shi'ye'hua'ma'xian'hao
八数木属,ba'shu'mu'shu
八宿棘豆,ba'su'ji'dou
八宿雪灵芝,ba'su'xue'ling'zhi
巴塔以礼草,ba'ta'yi'li'cao
巴塘白前,ba'tang'bai'qian
巴塘报春,ba'tang'bao'chun
巴塘翠雀花,ba'tang'cui'que'hua
巴塘风毛菊,ba'tang'feng'mao'ju
巴塘红景天,ba'tang'hong'jing'tian
巴塘黄芪,ba'tang'huang'qi
巴塘景天,ba'tang'jing'tian
巴塘马先蒿,ba'tang'ma'xian'hao
巴塘三芒草,ba'tang'san'mang'cao
巴塘微孔草,ba'tang'wei'kong'cao
巴塘香青,ba'tang'xiang'qing
巴塘小檗,ba'tang'xiao'bo
巴塘栒子,ba'tang'xun'zi
巴塘蝇子草,ba'tang'ying'zi'cao
巴塘莠竹,ba'tang'you'zhu
巴塘紫菀,ba'tang'zi'wan
巴天酸模,ba'tian'suan'mo
霸王,ba'wang
霸王鞭,ba'wang'bian
霸王金橘,ba'wang'jin'ju
坝王栎,ba'wang'li
霸王属,ba'wang'shu
坝王新木姜子,ba'wang'xin'mu'jiang'zi
坝王远志,ba'wang'yuan'zhi
巴围檬果樟,ba'wei'meng'guo'zhang
巴西草胡椒属,ba'xi'cao'hu'jiao'shu
巴西高原桂属,ba'xi'gao'yuan'gui'shu
巴西果,ba'xi'guo
巴西果属,ba'xi'guo'shu
巴西海岛棉,ba'xi'hai'dao'mian
巴西含羞草,ba'xi'han'xiu'cao
巴西菊属,ba'xi'ju'shu
巴西亮泽兰属,ba'xi'liang'ze'lan'shu
巴西马兜铃属,ba'xi'ma'dou'ling'shu
巴西茉莉,ba'xi'mo'li
巴西茉莉属,ba'xi'mo'li'shu
巴西木科,ba'xi'mu'ke
巴西囊桂属,ba'xi'nang'gui'shu
巴西蟹爪,ba'xi'xie'zhua
巴西鸢尾,ba'xi'yuan'wei
巴西鸢尾属,ba'xi'yuan'wei'shu
巴西柱属,ba'xi'zhu'shu
八药水筛,ba'yao'shui'shai
八月瓜,ba'yue'gua
八月瓜属,ba'yue'gua'shu
八月竹,ba'yue'zhu
坝治瓜馥木,ba'zhi'gua'fu'mu
坝竹,ba'zhu
白桉,bai'an
白八宝,bai'ba'bao
白班凹唇姜,bai'ban'ao'chun'jiang
白斑凤尾蕨,bai'ban'feng'wei'jue
白瓣虎耳草,bai'ban'hu'er'cao
白斑万年青,bai'ban'wan'nian'qing
白棒莲,bai'bang'lian
白棒莲属,bai'bang'lian'shu
白苞蒿,bai'bao'hao
白苞筋骨草,bai'bao'jin'gu'cao
白苞金绒草,bai'bao'jin'rong'cao
白苞金绒草属,bai'bao'jin'rong'cao'shu
白苞菊属,bai'bao'ju'shu
白苞裸蒴,bai'bao'luo'shuo
白苞南星,bai'bao'nan'xing
白苞芹,bai'bao'qin
白苞芹属,bai'bao'qin'shu
白苞鼠麹木,bai'bao'shu'qu'mu
白苞鼠麹木属,bai'bao'shu'qu'mu'shu
白苞猩猩草,bai'bao'xing'xing'cao
白苞紫绒草属,bai'bao'zi'rong'cao'shu
白背大丁草,bai'bei'da'ding'cao
白背杜鹃,bai'bei'du'juan
白背鹅掌柴,bai'bei'e'zhang'chai
白背枫,bai'bei'feng
白背风毛菊,bai'bei'feng'mao'ju
白背麸杨,bai'bei'fu'yang
白背厚壳桂,bai'bei'hou'ke'gui
白背黄花棯,bai'bei'huang'hua'ren
白背黄肉楠,bai'bei'huang'rou'nan
白背柳,bai'bei'liu
白背楼梯草,bai'bei'lou'ti'cao
白背楠,bai'bei'nan
白背牛尾菜,bai'bei'niu'wei'cai
白背爬藤榕,bai'bei'pa'teng'rong
白背蒲儿根,bai'bei'pu'er'gen
白背桤叶树,bai'bei'qi'ye'shu
白背瑞木,bai'bei'rui'mu
白背十大功劳,bai'bei'shi'da'gong'lao
白背算盘子,bai'bei'suan'pan'zi
白背铁线蕨,bai'bei'tie'xian'jue
白背兔儿风,bai'bei'tu'er'feng
白背苇谷草,bai'bei'wei'gu'cao
白背委陵菜,bai'bei'wei'ling'cai
白背五蕊柳,bai'bei'wu'rui'liu
白背小报春,bai'bei'xiao'bao'chun
白背小舌紫菀,bai'bei'xiao'she'zi'wan
白背绣球,bai'bei'xiu'qiu
白背叶,bai'bei'ye
白背野扁豆,bai'bei'ye'bian'dou
白背玉山竹,bai'bei'yu'shan'zhu
白背紫菀,bai'bei'zi'wan
白背紫珠,bai'bei'zi'zhu
白背钻地风,bai'bei'zuan'di'feng
白碧照水梅,bai'bi'zhao'shui'mei
白边粉背蕨,bai'bian'fen'bei'jue
白边卷柏,bai'bian'juan'bai
白边阔蕊兰,bai'bian'kuo'rui'lan
白边棱子芹,bai'bian'leng'zi'qin
白边瓦韦,bai'bian'wa'wei
白边沿阶草,bai'bian'yan'jie'cao
白滨藜,bai'bin'li
百部,bai'bu
百步回阳,bai'bu'hui'yang
白哺鸡竹,bai'bu'ji'zhu
百部科,bai'bu'ke
百部属,bai'bu'shu
白菜,bai'cai
白草,bai'cao
白茶树,bai'cha'shu
白茶树属,bai'cha'shu'shu
白柴果,bai'chai'guo
白蟾,bai'chan
白长春花,bai'chang'chun'hua
白车轴草,bai'che'zhou'cao
白齿唇兰,bai'chi'chun'lan
白翅菊属,bai'chi'ju'shu
百齿卫矛,bai'chi'wei'mao
白齿藓科,bai'chi'xian'ke
白虫豆,bai'chong'dou
白唇杓兰,bai'chun'biao'lan
白唇槽舌兰,bai'chun'cao'she'lan
白刺,bai'ci
白刺花,bai'ci'hua
白刺锦鸡儿,bai'ci'jin'ji'er
白刺菊,bai'ci'ju
白刺菊属,bai'ci'ju'shu
白刺科,bai'ci'ke
白刺属,bai'ci'shu
白大凤,bai'da'feng
白大凤属,bai'da'feng'shu
白大花千斤藤,bai'da'hua'qian'jin'teng
白垫菊,bai'dian'ju
白垫菊属,bai'dian'ju'shu
白点兰,bai'dian'lan
白点兰属,bai'dian'lan'shu
白蝶兰属,bai'die'lan'shu
白丁草属,bai'ding'cao'shu
白顶菊属,bai'ding'ju'shu
白顶早熟禾,bai'ding'zao'shu'he
白豆蔻,bai'dou'kou
白豆杉,bai'dou'shan
白豆杉属,bai'dou'shan'shu
白杜,bai'du
白垩假木贼,bai'e'jia'mu'zei
白萼毛茛属,bai'e'mao'gen'shu
白萼青兰,bai'e'qing'lan
白萼素馨,bai'e'su'xin
白蛾藤属,bai'e'teng'shu
白垩铁线蕨,bai'e'tie'xian'jue
白萼委陵菜,bai'e'wei'ling'cai
白耳菜,bai'er'cai
白发藓科,bai'fa'xian'ke
白番红花,bai'fan'hong'hua
白饭树,bai'fan'shu
白饭树属,bai'fan'shu'shu
白粉花无心菜,bai'fen'hua'wu'xin'cai
白粉菌科,bai'fen'jun'ke
白粉青荚叶,bai'fen'qing'jia'ye
白粉藤,bai'fen'teng
白粉藤属,bai'fen'teng'shu
白粉玉簪,bai'fen'yu'zan
白粉圆叶报春,bai'fen'yuan'ye'bao'chun
白凤菜,bai'feng'cai
白鸽玉属,bai'ge'yu'shu
白根葵科,bai'gen'kui'ke
白根葵属,bai'gen'kui'shu
白狗大山茄,bai'gou'da'shan'qie
白钩藤,bai'gou'teng
白鼓钉,bai'gu'ding
白鼓钉属,bai'gu'ding'shu
白冠黑药菊属,bai'guan'hei'yao'ju'shu
白桂木,bai'gui'mu
白果白珠,bai'guo'bai'zhu
白果槲寄生,bai'guo'hu'ji'sheng
白果华白珠,bai'guo'hua'bai'zhu
白果景天,bai'guo'jing'tian
白果蒲桃,bai'guo'pu'tao
白果青牛胆,bai'guo'qing'niu'dan
白果树萝卜,bai'guo'shu'luo'bo
白果五叶草莓,bai'guo'wu'ye'cao'mei
白果西藏草莓,bai'guo'xi'zang'cao'mei
白果香楠,bai'guo'xiang'nan
白果岩高兰,bai'guo'yan'gao'lan
白果越橘,bai'guo'yue'ju
白汉洛凤仙花,bai'han'luo'feng'xian'hua
百合,bai'he
白鹤参,bai'he'can
百合花杜鹃,bai'he'hua'du'juan
百合科,bai'he'ke
白河柳,bai'he'liu
百合木属,bai'he'mu'shu
百合属,bai'he'shu
白鹤藤,bai'he'teng
白鹤芋,bai'he'yu
白鹤芋属,bai'he'yu'shu
百合竹,bai'he'zhu
白红山属,bai'hong'shan'shu
白喉乌头,bai'hou'wu'tou
白蝴蝶花,bai'hu'die'hua
白桦,bai'hua
白花八角,bai'hua'ba'jiao
白花败酱,bai'hua'bai'jiang
白花白头翁,bai'hua'bai'tou'weng
白花苞裂芹,bai'hua'bao'lie'qin
白花贝母兰,bai'hua'bei'mu'lan
白花扁桃,bai'hua'bian'tao
白花菜,bai'hua'cai
白花菜科,bai'hua'cai'ke
白花菜属,bai'hua'cai'shu
白花藏芥,bai'hua'cang'jie
白花草木樨,bai'hua'cao'mu'xi
白花长白棘豆,bai'hua'chang'bai'ji'dou
白花长瓣梅花草,bai'hua'chang'ban'mei'hua'cao
白花长瓣铁线莲,bai'hua'chang'ban'tie'xian'lian
白花长距虾脊兰,bai'hua'chang'ju'xia'ji'lan
白花长柔毛野豌豆,bai'hua'chang'rou'mao'ye'wan'dou
白花柽柳,bai'hua'cheng'liu
白花重楼,bai'hua'chong'lou
白花刺参,bai'hua'ci'shen
白花刺叶柄棘豆,bai'hua'ci'ye'bing'ji'dou
白花葱,bai'hua'cong
白花丛生黄芪,bai'hua'cong'sheng'huang'qi
白花翠雀,bai'hua'cui'que
白花大苞苣苔,bai'hua'da'bao'ju'tai
白花大苞兰,bai'hua'da'bao'lan
白花大野豌豆,bai'hua'da'ye'wan'dou
白花丹,bai'hua'dan
白花单瓣玫瑰,bai'hua'dan'ban'mei'gui
白花单瓣木槿,bai'hua'dan'ban'mu'jin
白花丹科,bai'hua'dan'ke
白花丹属,bai'hua'dan'shu
白花灯笼,bai'hua'deng'long
白花地蚕,bai'hua'di'can
白花地胆草,bai'hua'di'dan'cao
白花地丁,bai'hua'di'ding
白花点地梅,bai'hua'dian'di'mei
白花滇紫草,bai'hua'dian'zi'cao
白花东北堇菜,bai'hua'dong'bei'jin'cai
白花兜兰,bai'hua'dou'lan
白花杜鹃,bai'hua'du'juan
白花独蒜兰,bai'hua'du'suan'lan
白花鹅掌柴,bai'hua'e'zhang'chai
白花耳唇兰,bai'hua'er'chun'lan
白花凤蝶兰,bai'hua'feng'die'lan
白花凤仙花,bai'hua'feng'xian'hua
白花风筝果,bai'hua'feng'zheng'guo
白花附地菜,bai'hua'fu'di'cai
白花伏地杜鹃,bai'hua'fu'di'du'juan
白花甘蓝,bai'hua'gan'lan
白花甘青黄芪,bai'hua'gan'qing'huang'qi
白花甘肃马先蒿,bai'hua'gan'su'ma'xian'hao
白花甘西鼠尾草,bai'hua'gan'xi'shu'wei'cao
白花高山豆,bai'hua'gao'shan'dou
白花冠唇花,bai'hua'guan'chun'hua
白花管花马先蒿,bai'hua'guan'hua'ma'xian'hao
白花冠鳞菊属,bai'hua'guan'lin'ju'shu
白花鬼针草,bai'hua'gui'zhen'cao
白花过路黄,bai'hua'guo'lu'huang
白花含笑,bai'hua'han'xiao
白花杭子梢,bai'hua'hang'zi'shao
百花蒿,bai'hua'hao
百花蒿属,bai'hua'hao'shu
白花荷包牡丹,bai'hua'he'bao'mu'dan
白花合欢,bai'hua'he'huan
白花合景天,bai'hua'he'jing'tian
白花鹤虱,bai'hua'he'shi
白花黑环罂粟,bai'hua'hei'huan'ying'su
白花红门兰,bai'hua'hong'men'lan
白花虎刺梅,bai'hua'hu'ci'mei
白花胡颓子,bai'hua'hu'tui'zi
白花虎眼万年青,bai'hua'hu'yan'wan'nian'qing
白花华山黄芪,bai'hua'hua'shan'huang'qi
白花花叶丁香,bai'hua'hua'ye'ding'xiang
白花槐,bai'hua'huai
白花黄芩,bai'hua'huang'qin
白花灰楸,bai'hua'hui'qiu
白花棘豆,bai'hua'ji'dou
白花吉氏木蓝,bai'hua'ji'shi'mu'lan
白花假糙苏,bai'hua'jia'cao'su
白花夹竹桃,bai'hua'jia'zhu'tao
白花堇菜,bai'hua'jin'cai
白花金盏苣苔,bai'hua'jin'zhan'ju'tai
白花卷瓣兰,bai'hua'juan'ban'lan
白花苦灯笼,bai'hua'ku'deng'long
白花宽叶蔓豆,bai'hua'kuan'ye'man'dou
白花老鹳草,bai'hua'lao'guan'cao
白花梨果寄生,bai'hua'li'guo'ji'sheng
白花蓼,bai'hua'liao
白花列当,bai'hua'lie'dang
白花铃铛刺,bai'hua'ling'dang'ci
白花铃子香,bai'hua'ling'zi'xiang
白花柳叶箬,bai'hua'liu'ye'ruo
白花龙,bai'hua'long
白花龙船花,bai'hua'long'chuan'hua
白花耧斗菜,bai'hua'lou'dou'cai
白花卵叶杜鹃,bai'hua'luan'ye'du'juan
白花绿绒蒿,bai'hua'lv'rong'hao
白花驴蹄草,bai'hua'lv'ti'cao
白花马蔺,bai'hua'ma'lin
白花毛轴莎草,bai'hua'mao'zhou'suo'cao
白花梅花草,bai'hua'mei'hua'cao
白花美花圆叶筋骨草,bai'hua'mei'hua'yuan'ye'jin'gu'cao
白花美丽琉璃草,bai'hua'mei'li'liu'li'cao
白花美丽龙胆,bai'hua'mei'li'long'dan
白花米口袋,bai'hua'mi'kou'dai
白花牡丹木槿,bai'hua'mu'dan'mu'jin
白花拟万代兰,bai'hua'ni'wan'dai'lan
白花牛角瓜,bai'hua'niu'jiao'gua
白花欧丁香,bai'hua'ou'ding'xiang
白花泡桐,bai'hua'pao'tong
白花蓬子菜,bai'hua'peng'zi'cai
白花匹菊,bai'hua'pi'ju
白花珀菊,bai'hua'po'ju
白花蒲公英,bai'hua'pu'gong'ying
白花荛花,bai'hua'rao'hua
白花萨乌尔翠雀花,bai'hua'sa'wu'er'cui'que'hua
白花三宝木,bai'hua'san'bao'mu
白花砂珍棘豆,bai'hua'sha'zhen'ji'dou
百花山柴胡,bai'hua'shan'chai'hu
白花山蚂蝗,bai'hua'shan'ma'huang
白花山柰,bai'hua'shan'nai
百华山瓦韦,bai'hua'shan'wa'wei
白花山野豌豆,bai'hua'shan'ye'wan'dou
白花芍药,bai'hua'shao'yao
白花蛇舌草,bai'hua'she'she'cao
白花石豆兰,bai'hua'shi'dou'lan
白花什锦丁香,bai'hua'shi'jin'ding'xiang
白花树萝卜,bai'hua'shu'luo'bo
白花双蝴蝶,bai'hua'shuang'hu'die
白花水八角,bai'hua'shui'ba'jiao
白花水柏枝,bai'hua'shui'bai'zhi
白花松潘黄芪,bai'hua'song'pan'huang'qi
白花酸藤果,bai'hua'suan'teng'guo
白花碎米荠,bai'hua'sui'mi'ji
白花台东红门兰,bai'hua'tai'dong'hong'men'lan
白花藤萝,bai'hua'teng'luo
白花通泉草,bai'hua'tong'quan'cao
白花头序歪头菜,bai'hua'tou'xu'wai'tou'cai
白花头嘴菊,bai'hua'tou'zui'ju
白花菟葵,bai'hua'tu'kui
白花团垫黄芪,bai'hua'tuan'dian'huang'qi
白花歪头菜,bai'hua'wai'tou'cai
白花西南鸢尾,bai'hua'xi'nan'yuan'wei
白花溪荪,bai'hua'xi'sun
白花细叶益母草,bai'hua'xi'ye'yi'mu'cao
白花苋,bai'hua'xian
白花腺毛木兰,bai'hua'xian'mao'mu'lan
白花苋属,bai'hua'xian'shu
白花线柱兰,bai'hua'xian'zhu'lan
白花小花鸢尾,bai'hua'xiao'hua'yuan'wei
白花小叶蓝丁香,bai'hua'xiao'ye'lan'ding'xiang
白花悬钩子,bai'hua'xuan'gou'zi
白花岩黄芪,bai'hua'yan'huang'qi
白花羊耳蒜,bai'hua'yang'er'suan
白花羊蹄甲,bai'hua'yang'ti'jia
白花洋紫荆,bai'hua'yang'zi'jing
白花叶,bai'hua'ye
白花野火球,bai'hua'ye'huo'qiu
白花叶属,bai'hua'ye'shu
白花益母草,bai'hua'yi'mu'cao
白花异叶苣苔,bai'hua'yi'ye'ju'tai
白花蝇子草,bai'hua'ying'zi'cao
白花油麻藤,bai'hua'you'ma'teng
白花鱼藤,bai'hua'yu'teng
白花玉叶金花,bai'hua'yu'ye'jin'hua
白花鸢尾,bai'hua'yuan'wei
白花越橘,bai'hua'yue'ju
白花錾菜,bai'hua'zan'cai
白花张口杜鹃,bai'hua'zhang'kou'du'juan
白花獐牙菜,bai'hua'zhang'ya'cai
白花枝子花,bai'hua'zhi'zi'hua
白花重瓣麦李,bai'hua'zhong'ban'mai'li
白花重瓣玫瑰,bai'hua'zhong'ban'mei'gui
白花重瓣木槿,bai'hua'zhong'ban'mu'jin
白花蛛毛苣苔,bai'hua'zhu'mao'ju'tai
白花紫苞鸢尾,bai'hua'zi'bao'yuan'wei
白花子宫草,bai'hua'zi'gong'cao
白花紫堇,bai'hua'zi'jin
白花紫金牛,bai'hua'zi'jin'niu
白花紫荆,bai'hua'zi'jing
白花紫露草,bai'hua'zi'lu'cao
白花紫藤,bai'hua'zi'teng
白花酢浆草,bai'hua'zuo'jiang'cao
白环花属,bai'huan'hua'shu
白环菊,bai'huan'ju
白环菊属,bai'huan'ju'shu
白环异枝竹,bai'huan'yi'zhi'zhu
白黄花属,bai'huang'hua'shu
白喙刺子莞,bai'hui'ci'zi'guan
白灰火绒草,bai'hui'huo'rong'cao
白灰毛豆,bai'hui'mao'dou
白及,bai'ji
白及属,bai'ji'shu
白健秆,bai'jian'gan
白兼果,bai'jian'guo
白兼果属,bai'jian'guo'shu
白睑菊,bai'jian'ju
白睑菊属,bai'jian'ju'shu
败酱,bai'jiang
败酱耳草,bai'jiang'er'cao
白浆果苋,bai'jiang'guo'xian
败酱科,bai'jiang'ke
败酱属,bai'jiang'shu
败酱叶菊芹,bai'jiang'ye'ju'qin
白脚桐棉,bai'jiao'tong'mian
白芥,bai'jie
白接骨,bai'jie'gu
白接骨属,bai'jie'gu'shu
白节簕竹,bai'jie'le'zhu
白节赛爵床,bai'jie'sai'jue'chuang
白芥属,bai'jie'shu
白结香,bai'jie'xiang
稗荩,bai'jin
百金花,bai'jin'hua
百金花属,bai'jin'hua'shu
稗荩属,bai'jin'shu
白茎假瘤蕨,bai'jing'jia'liu'jue
白晶菊,bai'jing'ju
白茎绢蒿,bai'jing'juan'hao
白茎唐松草,bai'jing'tang'song'cao
白茎盐生草,bai'jing'yan'sheng'cao
白茎眼子菜,bai'jing'yan'zi'cai
白韭,bai'jiu
白酒草,bai'jiu'cao
白酒草属,bai'jiu'cao'shu
白菊木,bai'ju'mu
白菊木属,bai'ju'mu'shu
白鹃梅,bai'juan'mei
白鹃梅属,bai'juan'mei'shu
柏卡兰属,bai'ka'lan'shu
柏科,bai'ke
白柯,bai'ke
白喇叭杜鹃,bai'la'ba'du'juan
柏拉兰属,bai'la'lan'shu
柏拉木,bai'la'mu
柏拉木属,bai'la'mu'shu
白蜡树,bai'la'shu
白蜡叶风筝果,bai'la'ye'feng'zheng'guo
白兰,bai'lan
白蓝翠雀花,bai'lan'cui'que'hua
白蓝钝柱菊属,bai'lan'dun'zhu'ju'shu
白蓝菊,bai'lan'ju
白狼乌头,bai'lang'wu'tou
白簕,bai'le
百簕花,bai'le'hua
百簕花属,bai'le'hua'shu
白肋翻唇兰,bai'lei'fan'chun'lan
白肋万年青,bai'lei'wan'nian'qing
白肋线柱兰,bai'lei'xian'zhu'lan
白棱子芹,bai'leng'zi'qin
白栎,bai'li
白梨,bai'li
百里柳,bai'li'liu
百里香,bai'li'xiang
百里香属,bai'li'xiang'shu
白蔹,bai'lian
白莲蒿,bai'lian'hao
白莲菀属,bai'lian'wan'shu
白莲玉属,bai'lian'yu'shu
白亮独活,bai'liang'du'huo
百两金,bai'liang'jin
百裂风毛菊,bai'lie'feng'mao'ju
白鳞刺子莞,bai'lin'ci'zi'guan
白鳞莎草,bai'lin'suo'cao
白鳞薹草,bai'lin'tai'cao
白鳞酢浆草,bai'lin'zuo'jiang'cao
百灵草,bai'ling'cao
白铃木,bai'ling'mu
白铃木属,bai'ling'mu'shu
白玲玉属,bai'ling'yu'shu
白柳,bai'liu
白龙藁本,bai'long'gao'ben
白缕梅,bai'lv'mei
白缕梅属,bai'lv'mei'shu
白绿绵枣儿,bai'lv'mian'zao'er
白麻,bai'ma
白马吊灯花,bai'ma'diao'deng'hua
白马骨,bai'ma'gu
白马骨属,bai'ma'gu'shu
白马芥,bai'ma'jie
白马芥属,bai'ma'jie'shu
白马山虎耳草,bai'ma'shan'hu'er'cao
白马山荛花,bai'ma'shan'rao'hua
白麻属,bai'ma'shu
白马鼠尾草,bai'ma'shu'wei'cao
白马薹草,bai'ma'tai'cao
白马蹄莲,bai'ma'ti'lian
白蚂蚁花,bai'ma'yi'hua
白马银花,bai'ma'yin'hua
百脉根,bai'mai'gen
百脉根属,bai'mai'gen'shu
白脉绞股蓝,bai'mai'jiao'gu'lan
白脉韭,bai'mai'jiu
白脉爵床,bai'mai'jue'chuang
白脉犁头尖,bai'mai'li'tou'jian
白脉野靛棵,bai'mai'ye'dian'ke
白蔓草虫豆,bai'man'cao'chong'dou
白茅,bai'mao
白毛茶,bai'mao'cha
白毛杜鹃,bai'mao'du'juan
白毛椴,bai'mao'duan
白毛多花蒿,bai'mao'duo'hua'hao
白毛繁缕,bai'mao'fan'lv
白毛粉钟杜鹃,bai'mao'fen'zhong'du'juan
白毛风毛菊,bai'mao'feng'mao'ju
白毛杭子梢,bai'mao'hang'zi'shao
白毛华丽杜鹃,bai'mao'hua'li'du'juan
白毛花旗杆,bai'mao'hua'qi'gan
白毛花楸,bai'mao'hua'qiu
白毛火把花,bai'mao'huo'ba'hua
白毛鸡矢藤,bai'mao'ji'shi'teng
白毛假糙苏,bai'mao'jia'cao'su
白毛锦鸡儿,bai'mao'jin'ji'er
白毛金露梅,bai'mao'jin'lu'mei
白毛金杖球,bai'mao'jin'zhang'qiu
白毛茎虎耳草,bai'mao'jing'hu'er'cao
白毛巨竹,bai'mao'ju'zhu
白毛卷柏,bai'mao'juan'bai
白毛卷瓣兰,bai'mao'juan'ban'lan
白毛柳,bai'mao'liu
白毛马蓝,bai'mao'ma'lan
白毛球,bai'mao'qiu
白毛球属,bai'mao'qiu'shu
白毛蕊茶,bai'mao'rui'cha
白茅属,bai'mao'shu
白毛算盘子,bai'mao'suan'pan'zi
白毛乌蔹莓,bai'mao'wu'lian'mei
白毛乌头,bai'mao'wu'tou
白毛小叶金露梅,bai'mao'xiao'ye'jin'lu'mei
白毛小叶栒子,bai'mao'xiao'ye'xun'zi
白毛栒子,bai'mao'xun'zi
白毛岩蔷薇,bai'mao'yan'qiang'wei
白毛羊胡子草,bai'mao'yang'hu'zi'cao
白毛野丁香,bai'mao'ye'ding'xiang
白毛银露梅,bai'mao'yin'lu'mei
白毛长叶紫珠,bai'mao'zhang'ye'zi'zhu
白毛皱叶委陵菜,bai'mao'zhou'ye'wei'ling'cai
白毛子楝树,bai'mao'zi'lian'shu
白毛紫珠,bai'mao'zi'zhu
白面杜鹃,bai'mian'du'juan
白绵毛荆芥,bai'mian'mao'jing'jie
白绵毛兰,bai'mian'mao'lan
白面苎麻,bai'mian'zhu'ma
白魔芋,bai'mo'yu
柏木,bai'mu
柏木属,bai'mu'shu
白木通,bai'mu'tong
白木乌桕,bai'mu'wu'jiu
白木樨草,bai'mu'xi'cao
白楠,bai'nan
百能葳,bai'neng'wei
百能葳属,bai'neng'wei'shu
白牛皮消,bai'niu'pi'xiao
白盘菊属,bai'pan'ju'shu
白蓬菊,bai'peng'ju
白蓬菊属,bai'peng'ju'shu
白皮锦鸡儿,bai'pi'jin'ji'er
白皮菊属,bai'pi'ju'shu
白皮柳,bai'pi'liu
白皮松,bai'pi'song
白皮素馨,bai'pi'su'xin
白皮唐竹,bai'pi'tang'zhu
白皮乌口树,bai'pi'wu'kou'shu
白皮杨,bai'pi'yang
白皮云杉,bai'pi'yun'shan
百坡山薹草,bai'po'shan'tai'cao
白旗兜兰,bai'qi'dou'lan
白前,bai'qian
白扦,bai'qian
白千层,bai'qian'ceng
白千层属,bai'qian'ceng'shu
白枪杆,bai'qiang'gan
白蔷薇,bai'qiang'wei
白楸,bai'qiu
百球藨草,bai'qiu'biao'cao
白屈菜,bai'qu'cai
白屈菜属,bai'qu'cai'shu
百日菊,bai'ri'ju
百日菊属,bai'ri'ju'shu
百日青,bai'ri'qing
白绒草,bai'rong'cao
白绒玉属,bai'rong'yu'shu
白柔毛香茶菜,bai'rou'mao'xiang'cha'cai
白肉榕,bai'rou'rong
白薷,bai'ru
白蕊巴戟,bai'rui'ba'ji
百蕊草,bai'rui'cao
百蕊草属,bai'rui'cao'shu
百蕊草状千屈菜,bai'rui'cao'zhuang'qian'qu'cai
败蕊无距花,bai'rui'wu'ju'hua
白瑞香,bai'rui'xiang
百色豆腐柴,bai'se'dou'fu'chai
百色猴欢喜,bai'se'hou'huan'xi
百色黄精,bai'se'huang'jing
百色楼梯草,bai'se'lou'ti'cao
百色螺序草,bai'se'luo'xu'cao
白沙凤尾蕨,bai'sha'feng'wei'jue
白莎蒿,bai'sha'hao
白沙黄檀,bai'sha'huang'tan
白沙双盖蕨,bai'sha'shuang'gai'jue
白山蒿,bai'shan'hao
白山蓼,bai'shan'liao
白山耧斗菜,bai'shan'lou'dou'cai
白山毛茛,bai'shan'mao'gen
白山薹草,bai'shan'tai'cao
白山桃,bai'shan'tao
百山祖短肠蕨,bai'shan'zu'duan'chang'jue
百山祖冷杉,bai'shan'zu'leng'shan
百山祖玉山竹,bai'shan'zu'yu'shan'zhu
白舌短莛飞蓬,bai'she'duan'ting'fei'peng
白舌飞蓬,bai'she'fei'peng
白舌菊属,bai'she'ju'shu
