哀而不伤,ai'er'bu'shang
子将奚先,zi'jiang'xi'xian
自经於沟渎,zi'jing'yu'gou'du
子绝四,zi'jue'si
自孔氏,zi'kong'shi
子哭之恸,zi'ku'zhi'tong
子乐,zi'le
子路,zi'lu
子路不对,zi'lu'bu'dui
子路不说,zi'lu'bu'shuo
子路第十三,zi'lu'di'shi'san
子路对曰,zi'lu'dui'yue
子路共之,zi'lu'gong'zhi
子路请祷,zi'lu'qing'dao
子路使门人为臣,zi'lu'shi'men'ren'wei'chen
子路使子羔为费宰,zi'lu'shi'zi'gao'wei'fei'zai
子路率尔而对,zi'lu'shuai'er'er'dui
子路宿於石门,zi'lu'su'yu'shi'men
子路问,zi'lu'wen
子路问曰,zi'lu'wen'yue
子路闻之喜,zi'lu'wen'zhi'xi
子路无宿诺,zi'lu'wu'su'nuo
子路有闻,zi'lu'you'wen
子路於李孙,zi'lu'yu'li'sun
子路曰,zi'lu'yue
子路愠见曰,zi'lu'yun'jian'yue
子路终身诵之,zi'lu'zhong'shen'song'zhi
子禽问於子贡曰,zi'qin'wen'yu'zi'gong'yue
子入太庙,zi'ru'tai'miao
子使漆彤开仕,zi'shi'qi'tong'kai'shi
子适卫,zi'shi'wei
子食於有丧者之侧,zi'shi'yu'you'sang'zhe'zhi'ce
子帅以正,zi'shuai'yi'zheng
子说,zi'shuo
子所雅言,zi'suo'ya'yan
子恸矣,zi'tong'yi
子退朝,zi'tui'chao
子为父隐,zi'wei'fu'yin
子谓公冶长,zi'wei'gong'ye'chang
子谓南容,zi'wei'nan'rong
子谓冉有曰,zi'wei'ran'you'yue
子谓韶,zi'wei'shao
子谓卫公子荆善居屋,zi'wei'wei'gong'zi'jing'shan'ju'wu
子谓颜渊曰,zi'wei'yan'yuan'yue
子畏於匡,zi'wei'yu'kuang
子谓仲弓,zi'wei'zhong'gong
子谓子产,zi'wei'zi'chan
子谓子贡曰,zi'wei'zi'gong'yue
子谓子贱,zi'wei'zi'jian
子谓子夏曰,zi'wei'zi'xia'yue
子问,zi'wen
子温而厉,zi'wen'er'li
子问之,zi'wen'zhi
子闻之,zi'wen'zhi
子闻之曰,zi'wen'zhi'yue
子西,zi'xi
子奚不为政,zi'xi'bu'wei'zheng
子夏,zi'xia
子夏为莒父宰,zi'xia'wei'ju'fu'zai
子夏问孝,zi'xia'wen'xiao
子夏问曰,zi'xia'wen'yue
子夏曰,zi'xia'yue
子行三军,zi'xing'san'jun
自行束修以上,zi'xing'shu'xiu'yi'shang
子言卫灵公之无道也,zi'yan'wei'ling'gong'zhi'wu'dao'ye
缁衣羔裘,zi'yi'gao'qiu
子以四教,zi'yi'si'jiao
子游,zi'you
子游为武城宰,zi'you'wei'wu'cheng'zai
子游问孝,zi'you'wen'xiao
子游曰,zi'you'yue
自牖执其手,zi'you'zhi'qi'shou
子欲居九夷,zi'yu'ju'jiu'yi
子语鲁大师乐,zi'yu'lu'da'shi'le
子与人歌而善,zi'yu'ren'ge'er'shan
子於是哭,zi'yu'shi'ku
子曰,zi'yue
子云,zi'yun
子在,zi'zai
子在陈,zi'zai'chen
子在川上曰,zi'zai'chuan'shang'yue
子在齐闻韶,zi'zai'qi'wen'shao
子张,zi'zhang
子张问,zi'zhang'wen
子张问善人之道,zi'zhang'wen'shan'ren'zhi'dao
子张问士,zi'zhang'wen'shi
子张问曰,zi'zhang'wen'yue
子张学干禄,zi'zhang'xue'gan'lu
子张曰,zi'zhang'yue
子之所慎,zi'zhi'suo'shen
子之燕居,zi'zhi'yan'ju
子之迂也,zi'zhi'yu'ye
宗庙会同,zong'miao'hui'tong
宗庙之事,zong'miao'zhi'shi
宗族称孝焉,zong'zu'cheng'xiao'yan
足,zu
足兵,zu'bing
俎豆之事,zu'dou'zhi'shi
足恭,zu'gong
足如也,zu'ru'ye
足如有循,zu'ru'you'xun
足食,zu'shi
钻之弥坚,zuan'zhi'mi'jian
罪於天,zui'yu'tian
作,zuo
左丘明耻之,zuo'qiu'ming'chi'zhi
左衽矣,zuo'ren'yi
左右手,zuo'you'shou
作者七,zuo'zhe'qi
