阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
文益,wen'yi
文准,wen'zhun
卧,wo
我,wo
我不是佛,wo'bu'shi'fo
我不是众生,wo'bu'shi'zhong'sheng
我不识字,wo'bu'shi'zi
倭藏,wo'cang
我法二空,wo'fa'er'kong
我法二执,wo'fa'er'zhi
我法俱有宗,wo'fa'ju'you'zong
卧佛寺,wo'fo'si
我见,wo'jian
我看你象佛,wo'kan'ni'xiang'fo
我看你像牛粪,wo'kan'ni'xiang'niu'fen
我空法有,wo'kong'fa'you
卧龙寺,wo'long'si
我慢,wo'man
我们走吧,wo'men'zou'ba
卧如来,wo'ru'lai
我是侍者,wo'shi'shi'zhe
我所,wo'suo
我往西方走,wo'wang'xi'fang'zou
我为你祝福,wo'wei'ni'zhu'fu
我我所见,wo'wo'suo'jian
我相,wo'xiang
我也可以为你忙,wo'ye'ke'yi'wei'ni'mang
我也有舌头,wo'ye'you'she'tou
我有你呀,wo'you'ni'ya
我在哪里,wo'zai'na'li
我执,wo'zhi
悟,wu
无,wu
无碍解道,wu'ai'jie'dao
五百大愿,wu'bai'da'yuan
五百戒,wu'bai'jie
五百罗汉,wu'bai'luo'han
五宝,wu'bao
无表色,wu'biao'se
邬波婆沙,wu'bo'po'sha
邬波驮耶,wu'bo'tuo'ye
五部,wu'bu
五部大论,wu'bu'da'lun
五部灌顶,wu'bu'guan'ding
五部律,wu'bu'lv
五部祕观,wu'bu'mi'guan
五部祕经,wu'bu'mi'jing
五怖畏,wu'bu'wei
五部座,wu'bu'zuo
五参上堂,wu'can'shang'tang
五藏,wu'cang
无常,wu'chang
武昌佛学院,wu'chang'fo'xue'yuan
无常偈,wu'chang'ji
无常经,wu'chang'jing
五乘,wu'cheng
五处加持,wu'chu'jia'chi
悟慈,wu'ci
五次第,wu'ci'di
五大,wu'da
五大部,wu'da'bu
五大力菩萨,wu'da'li'pu'sa
邬达罗迦,wu'da'luo'jia
五大虚空藏菩萨,wu'da'xu'kong'cang'pu'sa
五大愿,wu'da'yuan
乌达正觉寺,wu'da'zheng'jue'si
五代佛教,wu'dai'fo'jiao
五当召,wu'dang'zhao
无道心,wu'dao'xin
吴道子,wu'dao'zi
五灯会元,wu'deng'hui'yuan
五灯全书,wu'deng'quan'shu
五灯严统,wu'deng'yan'tong
五谛,wu'di
吴都法乘,wu'dou'fa'cheng
邬闍衍那国,wu'du'yan'na'guo
五钝使,wu'dun'shi
五法,wu'fa
五法藏,wu'fa'cang
无烦天,wu'fan'tian
五方便念佛门,wu'fang'bian'nian'fo'men
五方佛礼赞,wu'fang'fo'li'zan
五分比丘尼戒本,wu'fen'bi'qiu'ni'jie'ben
无分别智,wu'fen'bie'zhi
五分法身,wu'fen'fa'shen
五分戒,wu'fen'jie
五佛,wu'fo
五佛顶,wu'fo'ding
五佛顶法,wu'fo'ding'fa
五盖,wu'gai
吴哥寺,wu'ge'si
吴哥王城,wu'ge'wang'cheng
五根,wu'gen
五供养,wu'gong'yang
无功用,wu'gong'yong
五股印,wu'gu'yin
五观,wu'guan
悟光,wu'guang
五果,wu'guo
乌海市兴海寺,wu'hai'shi'xing'hai'si
五河,wu'he
无合,wu'he
五悔,wu'hui
五会法事赞,wu'hui'fa'shi'zan
五会念佛,wu'hui'nian'fo
无记,wu'ji
五家七宗,wu'jia'qi'zong
五家语录,wu'jia'yu'lu
五家正宗赞,wu'jia'zheng'zong'zan
五家宗旨纂要,wu'jia'zong'zhi'zuan'yao
无间地狱,wu'jian'di'yu
五教,wu'jiao
五教两宗,wu'jiao'liang'zong
五教十宗,wu'jiao'shi'zong
五戒,wu'jie
五解脱轮,wu'jie'tuo'lun
无尽藏,wu'jin'cang
无尽灯,wu'jin'deng
无尽意菩萨,wu'jin'yi'pu'sa
五净,wu'jing
五境,wu'jing
五净居天,wu'jing'ju'tian
五精舍十塔,wu'jing'she'shi'ta
五卷书,wu'juan'shu
五力,wu'li
五利使,wu'li'shi
无量寿佛心咒,wu'liang'shou'fo'xin'zhou
无量寿经,wu'liang'shou'jing
无量寿如来陀罗尼,wu'liang'shou'ru'lai'tuo'luo'ni
无量义经,wu'liang'yi'jing
武林西湖高僧事略,wu'lin'xi'hu'gao'seng'shi'lue
无漏法,wu'lou'fa
无漏律仪,wu'lou'lv'yi
无漏智,wu'lou'zhi
乌鲁木齐清泉山清泉禅寺,wu'lu'mu'qi'qing'quan'shan'qing'quan'chan'si
呜噜捺囉叉,wu'lu'na'luo'cha
五轮,wu'lun
五轮三昧,wu'lun'san'mei
五轮塔,wu'lun'ta
五门禅经要用法,wu'men'chan'jing'yao'yong'fa
无门关,wu'men'guan
五明,wu'ming
悟明,wu'ming
无明,wu'ming
五摩字,wu'mo'zi
五难,wu'nan
五逆,wu'ni
五念门,wu'nian'men
五品弟子位,wu'pin'di'zi'wei
无情说法,wu'qing'shuo'fa
无情有性,wu'qing'you'xing
五趣生死轮,wu'qu'sheng'si'lun
五取蕴,wu'qu'yun
吴汝钧,wu'ru'jun
吴润江,wu'run'jiang
五色,wu'se
无色界,wu'se'jie
五山版,wu'shan'ban
五山十剎,wu'shan'shi'cha
五山文学,wu'shan'wen'xue
五善五恶,wu'shan'wu'e
无上法宝,wu'shang'fa'bao
五上分结,wu'shang'fen'jie
无上依经,wu'shang'yi'jing
乌审旗乌审召,wu'shen'qi'wu'shen'zhao
无生法忍,wu'sheng'fa'ren
五识,wu'shi
五时,wu'shi
五时八教,wu'shi'ba'jiao
五十二数,wu'shi'er'shu
五十二位,wu'shi'er'wei
五十卷钞,wu'shi'juan'chao
五失三不易,wu'shi'san'bu'yi
五十三参,wu'shi'san'can
五十三佛,wu'shi'san'fo
无事手,wu'shi'shou
乌枢沙摩明王,wu'shu'sha'mo'ming'wang
乌素图召,wu'su'tu'zhao
五随,wu'sui
五岁庵,wu'sui'an
无所有处天,wu'suo'you'chu'tian
五塔寺,wu'ta'si
五台山,wu'tai'shan
无体,wu'ti
五体投地,wu'ti'tou'di
五停心观,wu'ting'xin'guan
五通,wu'tong
五屯寺,wu'tun'si
五位,wu'wei
五味,wu'wei
五位百法,wu'wei'bai'fa
五味禅,wu'wei'chan
无为法,wu'wei'fa
五位七十五法,wu'wei'qi'shi'wu'fa
无畏三藏禅要,wu'wei'san'zang'chan'yao
无畏山寺,wu'wei'shan'si
五位无心,wu'wei'wu'xin
无位真人,wu'wei'zhen'ren
无我,wu'wo
五五百年,wu'wu'bai'nian
五下分结,wu'xia'fen'jie
巫峡镇念佛堂,wu'xia'zhen'nian'fo'tang
无想,wu'xiang
无相,wu'xiang
五相成身观,wu'xiang'cheng'shen'guan
无想定,wu'xiang'ding
无响无闻,wu'xiang'wu'wen
五小部,wu'xiao'bu
五辛,wu'xin
五行,wu'xing
五星,wu'xing
无姓儿,wu'xing'er
吴惺月,wu'xing'yue
无学,wu'xue
无学派,wu'xue'pai
五眼,wu'yan
无言句,wu'yan'ju
无言之教,wu'yan'zhi'jiao
五药,wu'yao
五衣,wu'yi
悟一,wu'yi
悟因,wu'yin
五阴盛苦,wu'yin'sheng'ku
乌尤寺,wu'you'si
五欲,wu'yu
悟与不悟,wu'yu'bu'wu
无余依涅槃,wu'yu'yi'nie'pan
无缘,wu'yuan
五原理精要,wu'yuan'li'jing'yao
五岳,wu'yue
五蕴,wu'yun
武则天,wu'ze'tian
五障,wu'zhang
乌仗那国,wu'zhang'na'guo
无遮大会,wu'zhe'da'hui
悟真寺,wu'zhen'si
无诤,wu'zheng
五智,wu'zhi
五智如来,wu'zhi'ru'lai
五支作法,wu'zhi'zuo'fa
五众,wu'zhong
五种三昧道,wu'zhong'san'mei'dao
五种三昧耶,wu'zhong'san'mei'ye
五重唯识观,wu'zhong'wei'shi'guan
五种姓,wu'zhong'xing
吴忠兴教寺,wu'zhong'xing'jiao'si
五种修法,wu'zhong'xiu'fa
五重玄义,wu'zhong'xuan'yi
五周因果,wu'zhou'yin'guo
无住,wu'zhu
无住处涅槃,wu'zhu'chu'nie'pan
五住地烦恼,wu'zhu'di'fan'nao
五庄严法,wu'zhuang'yan'fa
五浊,wu'zhuo
五字文殊菩萨,wu'zi'wen'shu'pu'sa
五字严身观,wu'zi'yan'shen'guan
五宗教,wu'zong'jiao
五宗救,wu'zong'jiu
无宗派运动,wu'zong'pai'yun'dong
五宗原,wu'zong'yuan
五祖山,wu'zu'shan
无嘴说法,wu'zui'shuo'fa
系,xi
西禅寺,xi'chan'si
洗出佛性,xi'chu'fo'xing
西大寺,xi'da'si
悉地,xi'di
西方佛教僧团之友,xi'fang'fo'jiao'seng'tuan'zhi'you
西方公据,xi'fang'gong'ju
西方合论,xi'fang'he'lun
西方净土,xi'fang'jing'tu
西芳寺,xi'fang'si
西方要决释疑通规,xi'fang'yao'jue'shi'yi'tong'gui
西谷启治,xi'gu'qi'zhi
西光万吉,xi'guang'wan'ji
西归直指,xi'gui'zhi'zhi
西湖,xi'hu
西基利亚,xi'ji'li'ya
西涧派,xi'jian'pai
西教寺,xi'jiao'si
希解派,xi'jie'pai
西晋佛教,xi'jin'fo'jiao
锡金佛教,xi'jin'fo'jiao
锡克沁千佛洞,xi'ke'qin'qian'fo'dong
析空观,xi'kong'guan
西来寺,xi'lai'si
西来意,xi'lai'yi
锡兰佛教,xi'lan'fo'jiao
溪岚拾叶集,xi'lan'shi'ye'ji
希朗,xi'lang
席力图召,xi'li'tu'zhao
希陵,xi'ling
戏论,xi'lun
洗面革心,xi'mian'ge'xin
西明寺,xi'ming'si
西念寺,xi'nian'si
习气,xi'qi
细色,xi'se
西山八大处,xi'shan'ba'da'chu
西山派,xi'shan'pai
西山住部,xi'shan'zhu'bu
喜舍,xi'she
西双版纳,xi'shuang'ban'na
西寺,xi'si
希叟绍昙禅师广录,xi'sou'shao'tan'chan'shi'guang'lu
悉昙,xi'tan
西堂智藏,xi'tang'zhi'cang
西田几多郎,xi'tian'ji'duo'lang
西田龙雄,xi'tian'long'xiong
西天目山禅源寺,xi'tian'mu'shan'chan'yuan'si
西田天香,xi'tian'tian'xiang
洗碗扫地,xi'wan'sao'di
戏忘天,xi'wang'tian
西夏佛教,xi'xia'fo'jiao
西夏文大藏经,xi'xia'wen'da'zang'jing
西行,xi'xing
细意识,xi'yi'shi
西义雄,xi'yi'xiong
西游记,xi'you'ji
西域,xi'yu
西域中华海东佛祖源流,xi'yu'zhong'hua'hai'dong'fo'zu'yuan'liu
惜缘,xi'yuan
西园寺,xi'yuan'si
息灾法,xi'zai'fa
西藏,xi'zang
西藏大藏经,xi'zang'da'zang'jing
西藏佛教,xi'zang'fo'jiao
西藏高僧全书,xi'zang'gao'seng'quan'shu
西藏王臣记,xi'zang'wang'chen'ji
西藏王统记,xi'zang'wang'tong'ji
西藏文,xi'zang'wen
西斋净土诗,xi'zhai'jing'tu'shi
锡杖,xi'zhang
夏鲁寺,xia'lu'si
厦门大佛寺,xia'men'da'fo'si
厦门南普陀寺,xia'men'nan'pu'tuo'si
闲,xian
现代佛教学术丛刊,xian'dai'fo'jiao'xue'shu'cong'kan
仙丹花,xian'dan'hua
贤顿,xian'dun
献供赞,xian'gong'zan
现观,xian'guan
现观庄严论,xian'guan'zhuang'yan'lun
贤护菩萨,xian'hu'pu'sa
贤劫,xian'jie
显戒论,xian'jie'lun
贤劫千佛,xian'jie'qian'fo
贤劫十六尊,xian'jie'shi'liu'zun
闲居编,xian'ju'bian
现量相违过,xian'liang'xiang'wei'guo
酰罗城,xian'luo'cheng
暹罗派,xian'luo'pai
酰罗山,xian'luo'shan
显明,xian'ming
咸润,xian'run
贤圣,xian'sheng
显识论,xian'shi'lun
仙天禅师,xian'tian'chan'shi
显通寺,xian'tong'si
现图曼荼罗,xian'tu'man'tu'luo
线香,xian'xiang
现行,xian'xing
仙巖寺,xian'yan'si
显扬圣教论,xian'yang'sheng'jiao'lun
贤愚经,xian'yu'jing
贤者喜宴,xian'zhe'xi'yan
显正,xian'zheng
贤胄部,xian'zhou'bu
显宗记,xian'zong'ji
香,xiang
想,xiang
相,xiang
响巴迦举派,xiang'ba'jia'ju'pai
相部宗,xiang'bu'zong
香灯,xiang'deng
像法决疑经,xiang'fa'jue'yi'jing
香房,xiang'fang
相符极成过,xiang'fu'ji'cheng'guo
香港佛教,xiang'gang'fo'jiao
香光寺,xiang'guang'si
相国寺,xiang'guo'si
相好,xiang'hao
香偈,xiang'ji
相即,xiang'ji
香积佛,xiang'ji'fo
香积寺,xiang'ji'si
象教皮编,xiang'jiao'pi'bian
香界寺,xiang'jie'si
香炉,xiang'lu
像牛粪,xiang'niu'fen
相入,xiang'ru
香山寺,xiang'shan'si
香山昭庙,xiang'shan'zhao'miao
相实,xiang'shi
香水海,xiang'shui'hai
香汤,xiang'tang
响堂山石窟,xiang'tang'shan'shi'ku
香象,xiang'xiang
香姓婆罗门,xiang'xing'po'luo'men
相续,xiang'xu
香严击竹,xiang'yan'ji'zhu
香巖寺,xiang'yan'si
香烟寺,xiang'yan'si
香严智闲,xiang'yan'zhi'xian
相应,xiang'ying
相应心,xiang'ying'xin
香语,xiang'yu
向原寺,xiang'yuan'si
向岳寺派,xiang'yue'si'pai
祥云,xiang'yun
相宗八要,xiang'zong'ba'yao
香醉山,xiang'zui'shan
小部,xiao'bu
小参,xiao'can
小乘佛教,xiao'cheng'fo'jiao
小川贯一,xiao'chuan'guan'yi
笑多于哭,xiao'duo'yu'ku
小恶小善都不能轻视,xiao'e'xiao'shan'dou'bu'neng'qing'shi
小烦恼地法,xiao'fan'nao'de'fa
萧金松,xiao'jin'song
小笠原宣秀,xiao'li'yuan'xuan'xiu
小品般若经,xiao'pin'bo're'jing
小沙弥与老和尚,xiao'sha'mi'yu'lao'he'shang
小杉一雄,xiao'shan'yi'xiong
小史,xiao'shi
小诵,xiao'song
小松原法难,xiao'song'yuan'fa'nan
小偷与月亮,xiao'tou'yu'yue'liang
晓乌敏,xiao'wu'min
萧武桐,xiao'wu'tong
小雁塔,xiao'yan'ta
小野玄妙,xiao'ye'xuan'miao
晓云,xiao'yun
消灾吉祥神咒梵唱,xiao'zai'ji'xiang'shen'zhou'fan'chang
消灾咒,xiao'zai'zhou
小昭寺,xiao'zhao'si
萧子良,xiao'zi'liang
谢尔巴斯基,xie'er'ba'si'ji
邪见,xie'jian
写经,xie'jing
谢灵运,xie'ling'yun
懈慢国,xie'man'guo
胁士,xie'shi
邪淫戒,xie'yin'jie
信,xin
心,xin
新编诸宗教藏总录,xin'bian'zhu'zong'jiao'cang'zong'lu
心不相应行,xin'bu'xiang'ying'xing
新超峰寺,xin'chao'feng'si
心淳,xin'chun
心道,xin'dao
心定,xin'ding
信度国,xin'du'guo
信度河,xin'du'he
心舫,xin'fang
新佛教徒同志会,xin'fo'jiao'tu'tong'zhi'hui
新佛寺,xin'fo'si
心佛众生三法无差,xin'fo'zhong'sheng'san'fa'wu'cha
新集浴像仪轨,xin'ji'yu'xiang'yi'gui
新加坡佛教,xin'jia'po'fo'jiao
信解,xin'jie
心镜,xin'jing
心净国土净,xin'jing'guo'tu'jing
心经会,xin'jing'hui
新井石禅,xin'jing'shi'chan
心具三千,xin'ju'san'qian
心觉,xin'jue
心空及第,xin'kong'ji'di
心离语言相,xin'li'yu'yan'xiang
新妈妈的恩德,xin'ma'ma'de'en'de
信满成佛,xin'man'cheng'fo
心平,xin'ping
新胜寺,xin'sheng'si
信施,xin'shi
心是莲花,xin'shi'lian'hua
心所有法,xin'suo'you'fa
心田,xin'tian
心王铭,xin'wang'ming
心王心所,xin'wang'xin'suo
新唯识论,xin'wei'shi'lun
心无挂碍,xin'wu'gua'ai
心无外物,xin'wu'wai'wu
信心铭,xin'xin'ming
信行,xin'xing
心性本净,xin'xing'ben'jing
新兴佛教青年运动,xin'xing'fo'jiao'qing'nian'yun'dong
新续高僧传,xin'xu'gao'seng'chuan
心意识,xin'yi'shi
新义真言宗,xin'yi'zhen'yan'zong
心印,xin'yin
心与性,xin'yu'xing
心源,xin'yuan
心在哪,xin'zai'na
心昭,xin'zhao
心咒,xin'zhou
行,xing
性,xing
行茶,xing'cha
兴禅护国论,xing'chan'hu'guo'lun
星辰花,xing'chen'hua
性澄,xing'cheng
性聪,xing'cong
行道,xing'dao
性得,xing'de
性潡,xing'dun
性恶,xing'e
邢福泉,xing'fu'quan
幸福是什么,xing'fu'shi'shen'me
兴福寺,xing'fu'si
星供,xing'gong
性广,xing'guang
兴国寺,xing'guo'si
行海,xing'hai
性海果分,xing'hai'guo'fen
行贺,xing'he
兴化寺,xing'hua'si
兴皇寺,xing'huang'si
行基,xing'ji
行寂,xing'ji
行脚,xing'jiao
兴教寺,xing'jiao'si
行解,xing'jie
行诫,xing'jie
性戒,xing'jie
性具,xing'ju
性觉寺,xing'jue'si
性灵集,xing'ling'ji
兴隆净寺,xing'long'jing'si
兴隆寺,xing'long'si
兴轮寺,xing'lun'si
行满,xing'man
性起,xing'qi
兴起行经,xing'qi'xing'jing
行勤,xing'qin
兴渠,xing'qu
形色,xing'se
行森,xing'sen
兴善古寺,xing'shan'gu'si
行思,xing'si
邢台观音禅寺,xing'tai'guan'yin'chan'si
邢台快活林崇兴寺,xing'tai'kuai'huo'lin'chong'xing'si
邢台南海普照寺,xing'tai'nan'hai'pu'zhao'si
邢台市百泉寺,xing'tai'shi'bai'quan'si
邢台市柏乡县圆福寺,xing'tai'shi'bai'xiang'xian'yuan'fu'si
邢台市崇修寺,xing'tai'shi'chong'xiu'si
邢台市慈云寺,xing'tai'shi'ci'yun'si
邢台市段羊杯法音精舍,xing'tai'shi'duan'yang'bei'fa'yin'jing'she
邢台市梵音寺,xing'tai'shi'fan'yin'si
邢台市封峦寺,xing'tai'shi'feng'luan'si
邢台市福胜寺,xing'tai'shi'fu'sheng'si
邢台市光明寺,xing'tai'shi'guang'ming'si
邢台市华藏寺,xing'tai'shi'hua'cang'si
邢台市净土寺,xing'tai'shi'jing'tu'si
邢台市临城县云通寺,xing'tai'shi'lin'cheng'xian'yun'tong'si
邢台市隆慈寺,xing'tai'shi'long'ci'si
邢台市南宫石佛寺,xing'tai'shi'nan'gong'shi'fo'si
邢台市南和县白崔庵,xing'tai'shi'nan'he'xian'bai'cui'an
邢台市南和县念佛堂,xing'tai'shi'nan'he'xian'nian'fo'tang
邢台市南和县西关念佛堂,xing'tai'shi'nan'he'xian'xi'guan'nian'fo'tang
邢台市内邱县且停寺,xing'tai'shi'nei'qiu'xian'qie'ting'si
邢台市内邱兴隆寺,xing'tai'shi'nei'qiu'xing'long'si
邢台市宁晋县观音寺,xing'tai'shi'ning'jin'xian'guan'yin'si
邢台市宁晋县普润寺,xing'tai'shi'ning'jin'xian'pu'run'si
邢台市宁晋县云台寺,xing'tai'shi'ning'jin'xian'yun'tai'si
邢台市普光寺,xing'tai'shi'pu'guang'si
邢台市普明寺,xing'tai'shi'pu'ming'si
邢台市清凉寺,xing'tai'shi'qing'liang'si
邢台市沙河华藏寺,xing'tai'shi'sha'he'hua'cang'si
邢台市沙河妙音念佛堂,xing'tai'shi'sha'he'miao'yin'nian'fo'tang
邢台市沙河普照寺,xing'tai'shi'sha'he'pu'zhao'si
邢台市沙河县兴隆寺,xing'tai'shi'sha'he'xian'xing'long'si
邢台市泰兴寺,xing'tai'shi'tai'xing'si
邢台市天佛寺,xing'tai'shi'tian'fo'si
邢台市威县崇兴寺,xing'tai'shi'wei'xian'chong'xing'si
邢台市威县法云禅寺,xing'tai'shi'wei'xian'fa'yun'chan'si
邢台市威县念佛堂,xing'tai'shi'wei'xian'nian'fo'tang
邢台市威县石佛寺,xing'tai'shi'wei'xian'shi'fo'si
邢台市新河县大佛寺,xing'tai'shi'xin'he'xian'da'fo'si
邢台市兴固寺,xing'tai'shi'xing'gu'si
邢台市邢台县玉泉禅寺,xing'tai'shi'xing'tai'xian'yu'quan'chan'si
邢台市永兴寺,xing'tai'shi'yong'xing'si
邢台市园通寺,xing'tai'shi'yuan'tong'si
邢台市圆照寺,xing'tai'shi'yuan'zhao'si
邢台市中天寺,xing'tai'shi'zhong'tian'si
邢台新河县慈明寺,xing'tai'xin'he'xian'ci'ming'si
行堂,xing'tang
省悟,xing'wu
性习二性,xing'xi'er'xing
行香,xing'xiang
行像,xing'xiang
行相,xing'xiang
性相,xing'xiang
性相二宗,xing'xiang'er'zong
行秀,xing'xiu
星宿劫,xing'xiu'jie
行愿,xing'yuan
性愿,xing'yuan
行蕴,xing'yun
星云,xing'yun
行智,xing'zhi
行尊,xing'zun
熊十力,xiong'shi'li
熊琬,xiong'wan
熊与鱼,xiong'yu'yu
修禅要诀,xiu'chan'yao'jue
修大方广佛华严法界观门,xiu'da'fang'guang'fo'hua'yan'fa'jie'guan'men
修道,xiu'dao
修得,xiu'de
修德寺,xiu'de'si
修多罗,xiu'duo'luo
修法,xiu'fa
修观,xiu'guan
修惑,xiu'huo
休静,xiu'jing
修习次第,xiu'xi'ci'di
修习止观坐禅法要,xiu'xi'zhi'guan'zuo'chan'fa'yao
修行,xiu'xing
修行本起经,xiu'xing'ben'qi'jing
修行道地经,xiu'xing'dao'di'jing
修验道,xiu'yan'dao
修养庵,xiu'yang'an
修证义,xiu'zheng'yi
续高僧传,xu'gao'seng'chuan
徐进夫,xu'jin'fu
虚空,xu'kong
虚空藏菩萨,xu'kong'cang'pu'sa
虚空藏菩萨真言,xu'kong'cang'pu'sa'zhen'yan
虚空眨眼,xu'kong'zha'yan
须弥福寿之庙,xu'mi'fu'shou'zhi'miao
须弥山,xu'mi'shan
须弥山石窟,xu'mi'shan'shi'ku
须弥坛,xu'mi'tan
续明,xu'ming
许明银,xu'ming'yin
须摩提菩萨经,xu'mo'ti'pu'sa'jing
虚妄分别,xu'wang'fen'bie
虚无僧,xu'wu'seng
续祥,xu'xiang
旭雅,xu'ya
许洋主,xu'yang'zhu
玄畅,xuan'chang
玄法寺仪轨,xuan'fa'si'yi'gui
玄昉,xuan'fang
选佛图,xuan'fo'tu
玄高,xuan'gao
宣化,xuan'hua
宣鉴,xuan'jian
玄觉,xuan'jue
悬空寺,xuan'kong'si
玄朗,xuan'lang
玄清,xuan'qing
宣疏,xuan'shu
玄素,xuan'su
玄谈,xuan'tan
玄琬,xuan'wan
玄应,xuan'ying
玄应音义,xuan'ying'yin'yi
玄宥,xuan'you
玄奘,xuan'zang
玄赜,xuan'ze
选择本愿念佛集,xuan'ze'ben'yuan'nian'fo'ji
宣政院,xuan'zheng'yuan
玄旨归命坛,xuan'zhi'gui'ming'tan
玄中寺,xuan'zhong'si
学处,xue'chu
雪窦山资圣禅寺,xue'dou'shan'zi'sheng'chan'si
雪窦寺,xue'dou'si
雪峰寺,xue'feng'si
雪霁便行,xue'ji'bian'xing
血经,xue'jing
血脉类集记,xue'mai'lei'ji'ji
血脉论,xue'mai'lun
学人,xue'ren
雪山,xue'shan
雪山部,xue'shan'bu
寻伺,xun'ci
寻佛,xun'fo
巡礼,xun'li
巡寮,xun'liao
薰陆香树,xun'lu'xiang'shu
巡堂,xun'tang
熏习,xun'xi
延宝传灯录,yan'bao'chuan'deng'lu
岩本裕,yan'ben'yu
彦琮,yan'cong
严佛调,yan'fo'tiao
阎浮树,yan'fu'shu
延福寺,yan'fu'si
阎浮檀金,yan'fu'tan'jin
阏伽,yan'ga
言教二谛,yan'jiao'er'di
眼净,yan'jing
颜娟英,yan'juan'ying
焰口,yan'kou
延历僧录,yan'li'seng'lu
延历寺,yan'li'si
延命地藏,yan'ming'di'zang
延命法,yan'ming'fa
阎魔王,yan'mo'wang
阎牟那河,yan'mou'na'he
延年转寿,yan'nian'zhuan'shou
演培,yan'pei
阎婆罗达耶怛特罗,yan'po'luo'da'ye'da'te'luo
颜尚文,yan'shang'wen
延寿堂,yan'shou'tang
言语道断,yan'yu'dao'duan
言语是心灵的图画,yan'yu'shi'xin'ling'de'tu'hua
颜宗养,yan'zong'yang
杨白衣,yang'bai'yi
仰兑,yang'dui
杨惠南,yang'hui'nan
央金珠白多杰,yang'jin'zhu'bai'duo'jie
鸯掘多罗国,yang'jue'duo'luo'guo
央掘摩罗,yang'jue'mo'luo
央掘魔罗经,yang'jue'mo'luo'jing
杨琏真加,yang'lian'zhen'jia
养鸬彻定,yang'lu'che'ding
杨岐方会和尚语录,yang'qi'fang'hui'he'shang'yu'lu
杨岐派,yang'qi'pai
杨文会,yang'wen'hui
杨郁文,yang'yu'wen
杨曾文,yang'zeng'wen
杨政河,yang'zheng'he
杨枝净水赞,yang'zhi'jing'shui'zan
咬空,yao'kong
药石,yao'shi
药师佛心咒,yao'shi'fo'xin'zhou
药师灌顶真言,yao'shi'guan'ding'zhen'yan
药师灌顶咒,yao'shi'guan'ding'zhou
药师光如来心咒,yao'shi'guang'ru'lai'xin'zhou
药师偈,yao'shi'ji
药师琉璃光如来本愿功德经,yao'shi'liu'li'guang'ru'lai'ben'yuan'gong'de'jing
藥師琉璃光如來灌顶真言,yao'shi'liu'li'guang'ru'lai'guan'ding'zhen'yan
药师琉璃光如来灌顶咒,yao'shi'liu'li'guang'ru'lai'guan'ding'zhou
药师如来,yao'shi'ru'lai
药师如来赞,yao'shi'ru'lai'zan
药师寺,yao'shi'si
摇树扫叶,yao'shu'sao'ye
药王菩萨,yao'wang'pu'sa
药王寺念佛堂,yao'wang'si'nian'fo'tang
姚兴,yao'xing
要眼珠,yao'yan'zhu
姚玉庆,yao'yu'qing
业,ye
叶阿月,ye'a'yue
业报,ye'bao
夜叉,ye'cha
夜船闲话,ye'chuan'xian'hua
业感缘起,ye'gan'yuan'qi
野狐禅,ye'hu'chan
业镜,ye'jing
叶均,ye'jun
冶开,ye'kai
耶律楚材,ye'lv'chu'cai
叶曼,ye'man
夜摩天,ye'mo'tian
夜柔吠陀,ye'rou'fei'tuo
耶若婆佉,ye'ruo'po'qu
耶舍,ye'she
也是恁么,ye'shi'nen'me
耶输陀罗,ye'shu'tuo'luo
业通,ye'tong
也协沃,ye'xie'wo
野鸭子,ye'ya'zi
叶衣佛母心咒,ye'yi'fo'mu'xin'zhou
夜游,ye'you
业障,ye'zhang
耶遮文约,ye'zhe'wen'yue
意,yi
异安心,yi'an'xin
一杯茶,yi'bei'cha
一本十支,yi'ben'shi'zhi
一遍,yi'bian
一遍上人语录,yi'bian'shang'ren'yu'lu
衣钵,yi'bo
衣钵簿,yi'bo'bu
异部宗轮论,yi'bu'zong'lun'lun
义操,yi'cao
一禅,yi'chan
一阐提,yi'chan'ti
义谌,yi'chen
一乘,yi'cheng
一乘戒坛院,yi'cheng'jie'tan'yuan
一乘决疑论,yi'cheng'jue'yi'lun
一乘思想,yi'cheng'si'xiang
一乘心法,yi'cheng'xin'fa
一乘要决,yi'cheng'yao'jue
一成一切成,yi'cheng'yi'qie'cheng
一乘院,yi'cheng'yuan
一乘真实,yi'cheng'zhen'shi
义楚,yi'chu
一初元禅师语录,yi'chu'yuan'chan'shi'yu'lu
义存,yi'cun
一大事因缘,yi'da'shi'yin'yuan
一刀三礼,yi'dao'san'li
一得一失,yi'de'yi'shi
依地,yi'di
一断一切断,yi'duan'yi'qie'duan
一多法界,yi'duo'fa'jie
忆儿时,yi'er'shi
一法界,yi'fa'jie
一法句,yi'fa'ju
一法印,yi'fa'yin
一分,yi'fen
一佛世界,yi'fo'shi'jie
义福,yi'fu
衣服吃饭,yi'fu'chi'fan
意根,yi'gen
一贯别传,yi'guan'bie'zhuan
一光三尊,yi'guang'san'zun
仪轨,yi'gui
义寂,yi'ji
一即一切,yi'ji'yi'qie
一髻尊陀罗尼经,yi'ji'zun'tuo'luo'ni'jing
一家一宗制,yi'jia'yi'zong'zhi
一角仙,yi'jiao'xian
译经,yi'jing
义净,yi'jing
一境三谛,yi'jing'san'di
一境四心,yi'jing'si'xin
译经院,yi'jing'yuan
