爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
尚宾也,shang'bin'ye
上不在天,shang'bu'zai'tian
尚大也,shang'da'ye
上逮也,shang'dai'ye
尚德载,shang'de'zai
上得志也,shang'de'zhi'ye
上栋下宇,shang'dong'xia'yu
商兑,shang'dui
上刚下险,shang'gang'xia'xian
上古结绳而治,shang'gu'jie'sheng'er'zhi
上古穴居而野处,shang'gu'xue'ju'er'ye'chu
上合志也,shang'he'zhi'ye
尚合志也,shang'he'zhi'ye
上火下泽,shang'huo'xia'ze
上九,shang'jiu
上九曰,shang'jiu'yue
尚口乃穷也,shang'kou'nai'qiong'ye
上六,shang'liu
上六失道,shang'liu'shi'dao
上六无实,shang'liu'wu'shi
上六引兑,shang'liu'yin'dui
商旅不行,shang'lv'bu'xing
上慢下暴,shang'man'xia'bao
上逆而下顺也,shang'ni'er'xia'shun'ye
上穷吝也,shang'qiong'lin'ye
上穷也,shang'qiong'ye
上施光也,shang'shi'guang'ye
上使中也,shang'shi'zhong'ye
上天下泽,shang'tian'xia'ze
尚往也,shang'wang'ye
上下不交,shang'xia'bu'jiao
上下敌应,shang'xia'di'ying
上下交,shang'xia'jiao
上下顺也,shang'xia'shun'ye
上下无常,shang'xia'wu'chang
上下应也,shang'xia'ying'ye
上巽也,shang'xun'ye
上以厚下,shang'yi'hou'xia
伤於外者,shang'yu'wai'zhe
上治也,shang'zhi'ye
尚中正也,shang'zhong'zheng'ye
舍车而徒,she'che'er'tu
舍尔灵龟,she'er'ling'gui
设卦以尽情伪,she'gua'yi'jin'qing'wei
舍逆取顺,she'ni'qu'shun
射雉一矢亡,she'zhi'yi'shi'wang
射之者人也,she'zhi'zhe'ren'ye
身安而国家可保也,shen'an'er'guo'jia'ke'bao'ye
身必危,shen'bi'wei
慎不害也,shen'bu'hai'ye
神而化之,shen'er'hua'zhi
神而明之,shen'er'ming'zhi
神农氏没,shen'nong'shi'mei
神农氏作,shen'nong'shi'zuo
慎斯术也以往,shen'si'shu'ye'yi'wang
慎所之也,shen'suo'zhi'ye
神也者,shen'ye'zhe
神以知来,shen'yi'zhi'lai
慎之至也,shen'zhi'zhi'ye
盛德大业至矣哉,sheng'de'da'ye'zhi'yi'zai
升而不已,sheng'er'bu'yi
圣功也,sheng'gong'ye
升卦终,sheng'gua'zhong
升阶,sheng'jie
升其高陵,sheng'qi'gao'ling
圣人成能,sheng'ren'cheng'neng
圣人感人心而天下和平,sheng'ren'gan'ren'xin'er'tian'xia'he'ping
圣人亨以享上帝,sheng'ren'heng'yi'xiang'shang'di
圣人久於其道,sheng'ren'jiu'yu'qi'dao
圣人立象以尽意,sheng'ren'li'xiang'yi'jin'yi
圣人南面而听天下,sheng'ren'nan'mian'er'ting'tian'xia
圣人设卦观象,sheng'ren'she'gua'guan'xiang
圣人所以崇德而广业也,sheng'ren'suo'yi'chong'de'er'guang'ye'ye
圣人象之,sheng'ren'xiang'zhi
圣人效之,sheng'ren'xiao'zhi
圣人养贤,sheng'ren'yang'xian
圣人以此洗心,sheng'ren'yi'ci'xi'xin
圣人以此斋戒,sheng'ren'yi'ci'zhai'jie
圣人以神道设教,sheng'ren'yi'shen'dao'she'jiao
圣人以顺动,sheng'ren'yi'shun'dong
圣人以通天下之志,sheng'ren'yi'tong'tian'xia'zhi'zhi
圣人有以见天下之动,sheng'ren'you'yi'jian'tian'xia'zhi'dong
圣人有以见天下之赜,sheng'ren'you'yi'jian'tian'xia'zhi'ze
圣人则之,sheng'ren'ze'zhi
圣人之大宝曰位,sheng'ren'zhi'da'bao'yue'wei
圣人之情见乎辞,sheng'ren'zhi'qing'xian'hu'ci
圣人之所以极深而研几也,sheng'ren'zhi'suo'yi'ji'shen'er'yan'ji'ye
圣人执之,sheng'ren'zhi'zhi
圣人之作易也,sheng'ren'zhi'zuo'yi'ye
圣人作,sheng'ren'zuo
生生之谓易,sheng'sheng'zhi'wei'yi
升虚邑,sheng'xu'yi
使不当也,shi'bu'dang'ye
时乘六龙,shi'cheng'liu'long
时乘六龙以御天,shi'cheng'liu'long'yi'yu'tian
师出以律,shi'chu'yi'lv
使遄有喜,shi'chuan'you'xi
失道凶也,shi'dao'xiong'ye
失得勿恤,shi'de'wu'xu
失得之象也,shi'de'zhi'xiang'ye
始而亨者也,shi'er'heng'zhe'ye
噬肤灭鼻,shi'fu'mie'bi
是故,shi'gu
是故可与酬酢,shi'gu'ke'yu'chou'zuo
是故其辞危,shi'gu'qi'ci'wei
是故谓之象,shi'gu'wei'zhi'xiang
是故谓之爻,shi'gu'wei'zhi'yao
是故知鬼神之情状,shi'gu'zhi'gui'shen'zhi'qing'zhuang
是故知幽明之故,shi'gu'zhi'you'ming'zhi'gu
是故自天佑之,shi'gu'zi'tian'you'zhi
师卦终,shi'gua'zhong
师或舆尸,shi'huo'yu'shi
失家节也,shi'jia'jie'ye
食旧德,shi'jiu'de
视矍矍,shi'jue'jue
噬嗑,shi'ke
噬嗑而亨,shi'ke'er'heng
噬嗑卦终,shi'ke'gua'zhong
噬嗑食也,shi'ke'shi'ye
士刲羊无血,shi'kui'yang'wu'xue
噬腊肉,shi'la'rou
视履考祥,shi'lv'kao'xiang
失律凶也,shi'lv'xiong'ye
使民不倦,shi'min'bu'juan
使民宜之,shi'min'yi'zhi
十年乃字,shi'nian'nai'zi
十年勿用,shi'nian'wu'yong
十朋之龟弗克违,shi'peng'zhi'gui'fu'ke'wei
失其道也,shi'qi'dao'ye
失其守者其辞屈,shi'qi'shou'zhe'qi'ci'qu
失其义也,shi'qi'yi'ye
失前禽,shi'qian'qin
失前禽也,shi'qian'qin'ye
噬乾肉,shi'qian'rou
噬乾胏,shi'qian'zi
始求深也,shi'qiu'shen'ye
失上下也,shi'shang'xia'ye
时舍也,shi'she'ye
是生两仪,shi'sheng'liang'yi
失时极也,shi'shi'ji'ye
实受其福,shi'shou'qi'fu
施未光也,shi'wei'guang'ye
施未行也,shi'wei'xing'ye
是谓灾眚,shi'wei'zai'sheng
失小子,shi'xiao'zi
时行则行,shi'xing'ze'xing
是以,shi'yi
是以不获其身,shi'yi'bu'huo'qi'shen
是以不可大事也,shi'yi'bu'ke'da'shi'ye
是以出而不获,shi'yi'chu'er'bu'huo
是以畜牝牛吉也,shi'yi'chu'pin'niu'ji'ye
是以出入无疾,shi'yi'chu'ru'wu'ji
是以大亨,shi'yi'da'heng
是以大生焉,shi'yi'da'sheng'yan
是以动而有悔也,shi'yi'dong'er'you'hui'ye
是以广生焉,shi'yi'guang'sheng'yan
是以亨利贞,shi'yi'heng'li'zhen
是以君主子将以有为也,shi'yi'jun'zhu'zi'jiang'yi'you'wei'ye
是以君子弗用也,shi'yi'jun'zi'fu'yong'ye
是以君子慎密而不也也,shi'yi'jun'zi'shen'mi'er'bu'ye'ye
是以康侯用锡马蕃庶,shi'yi'kang'hou'yong'xi'ma'fan'shu
是以立天之道,shi'yi'li'tian'zhi'dao
是以履虎尾,shi'yi'lv'hu'wei
是以顺乎天,shi'yi'shun'hu'tian
是以小亨,shi'yi'xiao'heng
是以小事吉,shi'yi'xiao'shi'ji
是以小事吉也,shi'yi'xiao'shi'ji'ye
是以凶也,shi'yi'xiong'ye
是以元亨,shi'yi'yuan'heng
是以自天佑之,shi'yi'zi'tian'you'zhi
师忧,shi'you
十有八变而成卦,shi'you'ba'bian'er'cheng'gua
是有圣人之道四焉,shi'you'sheng'ren'zhi'dao'si'yan
是与神物以前民用,shi'yu'shen'wu'yi'qian'min'yong
失则也,shi'ze'ye
失丈夫,shi'zhang'fu
师者众也,shi'zhe'zhong'ye
蓍之德,shi'zhi'de
事之干也,shi'zhi'gan'ye
时止则止,shi'zhi'ze'zhi
师左次,shi'zuo'ci
首出庶物,shou'chu'shu'wu
受福也,shou'fu'ye
受之介福,shou'zhi'jie'fu
受兹介福,shou'zi'jie'fu
束帛戋戋,shu'bo'jian'jian
书不尽言,shu'bu'jin'yan
枢机之发,shu'ji'zhi'fa
暑往则寒来,shu'wang'ze'han'lai
数往者顺,shu'wang'zhe'shun
水地比,shui'di'bi
水风井,shui'feng'jing
水火不相射,shui'huo'bu'xiang'she
水火既济,shui'huo'ji'ji
水火相息,shui'huo'xiang'xi
水洊至,shui'jian'zhi
水雷屯,shui'lei'tun
水流而不盈,shui'liu'er'bu'ying
水流湿,shui'liu'shi
水山蹇,shui'shan'jian
水天需,shui'tian'xu
水在火上,shui'zai'huo'shang
水泽节,shui'ze'jie
顺不害也,shun'bu'hai'ye
顺而丽乎大明,shun'er'li'hu'da'ming
顺而巽,shun'er'xun
顺而止之,shun'er'zhi'zhi
顺乎天而应乎人,shun'hu'tian'er'ying'hu'ren
顺事也,shun'shi'ye
舜氏作,shun'shi'zuo
顺天命也,shun'tian'ming'ye
顺天休命,shun'tian'xiu'ming
顺相保也,shun'xiang'bao'ye
顺也,shun'ye
顺以从君也,shun'yi'cong'jun'ye
顺以从上也,shun'yi'cong'shang'ye
顺以动,shun'yi'dong
顺以说,shun'yi'shuo
顺以听也,shun'yi'ting'ye
顺以巽也,shun'yi'xun'ye
顺以则也,shun'yi'ze'ye
顺在位也,shun'zai'wei'ye
说而后散之,shuo'er'hou'san'zhi
说而丽乎明,shuo'er'li'hu'ming
说而顺,shuo'er'shun
说而巽,shuo'er'xun
说而应乎乾,shuo'er'ying'hu'qian
说卦传,shuo'gua'chuan
硕果不食,shuo'guo'bu'shi
硕鼠贞厉,shuo'shu'zhen'li
愬愬终吉,shuo'shuo'zhong'ji
说万物者,shuo'wan'wu'zhe
说言乎兑,shuo'yan'hu'dui
说也,shuo'ye
说以动,shuo'yi'dong
说以犯难,shuo'yi'fan'nan
说以利贞,shuo'yi'li'zhen
说以先民,shuo'yi'xian'min
说以行险,shuo'yi'xing'xian
说之大,shuo'zhi'da
四多惧,si'duo'ju
死期将至,si'qi'jiang'zhi
斯其所取灾,si'qi'suo'qu'zai
死如,si'ru
四时变化,si'shi'bian'hua
四象生八卦,si'xiang'sheng'ba'gua
四营而成易,si'ying'er'cheng'yi
讼必有众起,song'bi'you'zhong'qi
讼不可长也,song'bu'ke'chang'ye
讼不可成也,song'bu'ke'cheng'ye
讼不亲也,song'bu'qin'ye
讼卦终,song'gua'zhong
讼有孚窒,song'you'fu'zhi
讼元吉,song'yuan'ji
夙吉,su'ji
素履,su'lv
素履之往,su'lv'zhi'wang
虽不当位,sui'bu'dang'wei
遂定天下之象,sui'ding'tian'xia'zhi'xiang
随风,sui'feng
随卦终,sui'gua'zhong
遂马天地之文,sui'ma'tian'di'zhi'wen
虽磐桓,sui'pan'huan
虽危而无咎矣,sui'wei'er'wu'jiu'yi
虽危无咎矣,sui'wei'wu'jiu'yi
随无故也,sui'wu'gu'ye
虽小有言,sui'xiao'you'yan
虽凶,sui'xiong
虽凶无咎,sui'xiong'wu'jiu
虽旬无咎,sui'xun'wu'jiu
随有获,sui'you'huo
随有求得,sui'you'qiu'de
虽有小言,sui'you'xiao'yan
遂知来物,sui'zhi'lai'wu
随之时义大矣哉,sui'zhi'shi'yi'da'yi'zai
损而不已,sun'er'bu'yi
损而有孚,sun'er'you'fu
损刚益柔有时,sun'gang'yi'rou'you'shi
损卦终,sun'gua'zhong
损其疾,sun'qi'ji
损上益下,sun'shang'yi'xia
损下益上,sun'xia'yi'shang
损益盛衰之始也,sun'yi'sheng'shuai'zhi'shi'ye
损益盈虚,sun'yi'ying'xu
隼者禽也,sun'zhe'qin'ye
所归妹也,suo'gui'mei'ye
所乐而玩者,suo'le'er'wan'zhe
所尚乃穷也,suo'shang'nai'qiong'ye
所以断也,suo'yi'duan'ye
所以告也,suo'yi'gao'ye
所以进德也,suo'yi'jin'de'ye
所以居业也,suo'yi'ju'ye'ye
所以示也,suo'yi'shi'ye
所执下也,suo'zhi'xia'ye
泰卦终,tai'gua'zhong
泰者通也,tai'zhe'tong'ye
探赜索隐,tan'ze'suo'yin
汤武革命,tang'wu'ge'ming
滕口说也,teng'kou'shuo'ye
惕号,ti'hao
惕中吉,ti'zhong'ji
天垂象,tian'chui'xiang
天道亏盈而益谦,tian'dao'kui'ying'er'yi'qian
天道下济而光明,tian'dao'xia'ji'er'guang'ming
天德不可为首也,tian'de'bu'ke'wei'shou'ye
天地闭,tian'di'bi
天地变化,tian'di'bian'hua
天地不交,tian'di'bu'jiao
天地定位,tian'di'ding'wei
天地感而万物化生,tian'di'gan'er'wan'wu'hua'sheng
天地革而四时成,tian'di'ge'er'si'shi'cheng
天地际也,tian'di'ji'ye
天地交泰,tian'di'jiao'tai
天地解,tian'di'jie
天地节而四时成,tian'di'jie'er'si'shi'cheng
天地睽,tian'di'kui
天地设位,tian'di'she'wei
天地泰,tian'di'tai
天地相遇,tian'di'xiang'yu
天地养万物,tian'di'yang'wan'wu
天地以顺动,tian'di'yi'shun'dong
天地絪緼,tian'di'yin'yun
天地盈虚,tian'di'ying'xu
天地之大德曰生,tian'di'zhi'da'de'yue'sheng
天地之大义也,tian'di'zhi'da'yi'ye
天地之道,tian'di'zhi'dao
天地之杂也,tian'di'zhi'za'ye
天风姤,tian'feng'gou
田获三狐,tian'huo'san'hu
田获三品,tian'huo'san'pin
天火同人,tian'huo'tong'ren
天际翔也,tian'ji'xiang'ye
天九地十,tian'jiu'di'shi
天雷无妄,tian'lei'wu'wang
天命不佑,tian'ming'bu'you
天七地八,tian'qi'di'ba
天且弗违,tian'qie'fu'wei
天三地四,tian'san'di'si
天山遯,tian'shan'dun
天生神物,tian'sheng'shen'wu
天施地生,tian'shi'di'sheng
天数二十有五,tian'shu'er'shi'you'wu
天数五,tian'shu'wu
天水讼,tian'shui'song
天文也,tian'wen'ye
天五地六,tian'wu'di'liu
田无禽,tian'wu'qin
天下大行也,tian'xia'da'xing'ye
天下何思何虑,tian'xia'he'si'he'lv
天下雷行,tian'xia'lei'xing
天下平也,tian'xia'ping'ye
天下同归而殊途,tian'xia'tong'gui'er'shu'tu
天下文明,tian'xia'wen'ming
天下有风,tian'xia'you'feng
天下有山,tian'xia'you'shan
天下之动,tian'xia'zhi'dong
天下之理得,tian'xia'zhi'li'de
天下之能事毕矣,tian'xia'zhi'neng'shi'bi'yi
天下治也,tian'xia'zhi'ye
天下之至健也,tian'xia'zhi'zhi'jian'ye
天下之至顺也,tian'xia'zhi'zhi'shun'ye
天险不可升也,tian'xian'bu'ke'sheng'ye
天行健,tian'xing'jian
天行也,tian'xing'ye
天玄而地黄,tian'xuan'er'di'huang
天一地二,tian'yi'di'er
田有禽,tian'you'qin
天与火,tian'yu'huo
天与水违行,tian'yu'shui'wei'xing
天在山中,tian'zai'shan'zhong
天造草昧,tian'zao'cao'mei
天泽履,tian'ze'lv
天之道也,tian'zhi'dao'ye
天之命也,tian'zhi'ming'ye
天之所助者,tian'zhi'suo'zhu'zhe
天尊地卑,tian'zun'di'bei
通变之谓事,tong'bian'zhi'wei'shi
同功而异位,tong'gong'er'yi'wei
童观,tong'guan
通乎昼夜之道而知,tong'hu'zhou'ye'zhi'dao'er'zhi
童蒙,tong'meng
童蒙求我,tong'meng'qiu'wo
童蒙之吉,tong'meng'zhi'ji
通其变,tong'qi'bian
同气相求,tong'qi'xiang'qiu
同人,tong'ren
同人卦终,tong'ren'gua'zhong
同人亲也,tong'ren'qin'ye
同人于郊,tong'ren'yu'jiao
同人于门,tong'ren'yu'men
同人于野,tong'ren'yu'ye
同人于宗,tong'ren'yu'zong
同人曰,tong'ren'yue
同人之先,tong'ren'zhi'xian
同声相应,tong'sheng'xiang'ying
童豕之牿,tong'shi'zhi'gu
同心之言,tong'xin'zhi'yan
通则久,tong'ze'jiu
突如其来如,tu'ru'qi'lai'ru
彖曰,tuan'yue
彖者,tuan'zhe
彖者材也,tuan'zhe'cai'ye
退藏於密,tui'cang'yu'mi
推而行之,tui'er'xing'zhi
推而行之谓之通,tui'er'xing'zhi'wei'zhi'tong
屯卦终,tun'gua'zhong
屯见而不失其居,tun'jian'er'bu'shi'qi'ju
臀困于株木,tun'kun'yu'zhu'mu
屯其膏,tun'qi'gao
屯如邅如,tun'ru'zhan'ru
臀无肤,tun'wu'fu
豚鱼吉,tun'yu'ji
屯者物之始生也,tun'zhe'wu'zhi'shi'sheng'ye
屯者盈也,tun'zhe'ying'ye
外比於贤,wai'bi'yu'xian
外比之,wai'bi'zhi
外内使知惧,wai'nei'shi'zhi'ju
万国咸宁,wan'guo'xian'ning
万民服也,wan'min'fu'ye
万民以察,wan'min'yi'cha
万民以济,wan'min'yi'ji
万物出乎震,wan'wu'chu'hu'zhen
万物化醇,wan'wu'hua'chun
万物化生,wan'wu'hua'sheng
万物皆相见,wan'wu'jie'xiang'jian
万物皆致养焉,wan'wu'jie'zhi'yang'yan
万物睽,wan'wu'kui
万物之所成,wan'wu'zhi'suo'cheng
万物之所归也,wan'wu'zhi'suo'gui'ye
万物之所说也,wan'wu'zhi'suo'shuo'ye
万物资生,wan'wu'zi'sheng
万物资始,wan'wu'zi'shi
万有一千五百二十,wan'you'yi'qian'wu'bai'er'shi
往不胜为吝,wang'bu'sheng'wei'lin
王臣蹇蹇,wang'chen'jian'jian
往得疑疾,wang'de'yi'ji
往得中也,wang'de'zhong'ye
往得众也,wang'de'zhong'ye
罔孚,wang'fu
王公设险以守其国,wang'gong'she'xian'yi'shou'qi'guo
往何咎,wang'he'jiu
往吉,wang'ji
往吉无不利,wang'ji'wu'bu'li
王假有家,wang'jia'you'jia
王假有庙,wang'jia'you'miao
王假之,wang'jia'zhi
往蹇,wang'jian
往蹇来反,wang'jian'lai'fan
往蹇来连,wang'jian'lai'lian
往蹇来硕,wang'jian'lai'shuo
往蹇来誉,wang'jian'lai'yu
往见吝,wang'jian'lin
王居无咎,wang'ju'wu'jiu
往来不穷谓之通,wang'lai'bu'qiong'wei'zhi'tong
往来井井,wang'lai'jing'jing
往厉必戒,wang'li'bi'jie
往吝,wang'lin
往吝穷也,wang'lin'qiong'ye
王明,wang'ming
王乃在中也,wang'nai'zai'zhong'ye
王三锡命,wang'san'xi'ming
往未得也,wang'wei'de'ye
往无咎,wang'wu'jiu
王用出征,wang'yong'chu'zheng
王用亨于岐山,wang'yong'heng'yu'qi'shan
王用亨于西山,wang'yong'heng'yu'xi'shan
王用三驱,wang'yong'san'qu
王用享于帝,wang'yong'xiang'yu'di
往有功也,wang'you'gong'ye
往有庆也,wang'you'qing'ye
往有尚,wang'you'shang
往有事也,wang'you'shi'ye
往遇雨则吉,wang'yu'yu'ze'ji
亡者,wang'zhe
往者屈也,wang'zhe'qu'ye
未安上也,wei'an'shang'ye
为白,wei'bai
为蚌,wei'bang
未悖也,wei'bei'ye
未变常也,wei'bian'chang'ye
唯变所适,wei'bian'suo'shi
为鳖,wei'bie
为冰,wei'bing
为柄,wei'bing
为驳马,wei'bo'ma
为薄蹄,wei'bo'ti
为布,wei'bu
位不当也,wei'bu'dang'ye
为不果,wei'bu'guo
为苍筤竹,wei'cang'lang'zhu
为赤,wei'chi
为臭,wei'chou
未出中也,wei'chu'zhong'ye
为大赤,wei'da'chi
为大腹,wei'da'fu
未大失也,wei'da'shi'ye
为大涂,wei'da'tu
为大舆,wei'da'yu
未当位也,wei'dang'wei'ye
位当也,wei'dang'ye
未当也,wei'dang'ye
为盗,wei'dao
为道也,wei'dao'ye
为的颡,wei'de'sang
未得位也,wei'de'wei'ye
未得中也,wei'de'zhong'ye
为电,wei'dian
为丁躜,wei'ding'zuan
为多白眼,wei'duo'bai'yan
为耳痛,wei'er'tong
为反生,wei'fan'sheng
为蕃鲜,wei'fan'xian
为风,wei'feng
为敷,wei'fu
为父,wei'fu
为釜,wei'fu
为附决,wei'fu'jue
未富也,wei'fu'ye
未感害也,wei'gan'hai'ye
为高,wei'gao
为戈兵,wei'ge'bing
为工,wei'gong
为弓轮,wei'gong'lun
为狗,wei'gou
为沟渎,wei'gou'du
为寡发,wei'gua'fa
未光大也,wei'guang'da'ye
为广颡,wei'guang'sang
未光也,wei'guang'ye
为龟,wei'gui
为果蓏,wei'guo'luo
为寒,wei'han
位乎天位,wei'hu'tian'wei
为圜,wei'huan
为萑苇,wei'huan'wei
为毁折,wei'hui'zhe
为阍寺,wei'hun'si
未济,wei'ji
未济卦终,wei'ji'gua'zhong
为瘠马,wei'ji'ma
未济男之穷也,wei'ji'nan'zhi'qiong'ye
为亟心,wei'ji'xin
惟几也,wei'ji'ye
未济征凶,wei'ji'zheng'xiong
为加忧,wei'jia'you
为甲胄,wei'jia'zhou
为坚多节,wei'jian'duo'jie
为坚多心,wei'jian'duo'xin
为矫輮,wei'jiao'rou
为金,wei'jin
为近利市三倍,wei'jin'li'shi'san'bei
为进退,wei'jin'tui
为径路,wei'jing'lu
为决躁,wei'jue'zao
为君,wei'jun
为均,wei'jun
唯君子为能通天下之志,wei'jun'zi'wei'neng'tong'tian'xia'zhi'zhi
为科上槁,wei'ke'shang'gao
为口舌,wei'kou'she
为良马,wei'liang'ma
畏邻戒也,wei'lin'jie'ye
为吝啬,wei'lin'se
为龙,wei'long
为蠃,wei'luo
为美脊,wei'mei'ji
为门阙,wei'men'que
为母,wei'mu
为木果,wei'mu'guo
未宁,wei'ning
唯其时物也,wei'qi'shi'wu'ye
为其嫌於无阳也,wei'qi'xian'yu'wu'yang'ye
为乾卦,wei'qian'gua
为黔喙之属,wei'qian'hui'zhi'shu
为妾,wei'qie
为日,wei'ri
威如,wei'ru
惟入于林中,wei'ru'yu'lin'zhong
威如之吉,wei'ru'zhi'ji
为善鸣,wei'shan'ming
为少女,wei'shao'nv
惟深也,wei'shen'ye
惟神也,wei'shen'ye
为绳直,wei'sheng'zhi
未失常也,wei'shi'chang'ye
未失道也,wei'shi'dao'ye
未失也,wei'shi'ye
未失正也,wei'shi'zheng'ye
未受命也,wei'shou'ming'ye
为鼠,wei'shu
未顺命也,wei'shun'ming'ye
为通,wei'tong
未退听也,wei'tui'ting'ye
唯万物,wei'wan'wu
为文,wei'wen
为我民恻,wei'wo'min'ce
为巫,wei'wu
为下首,wei'xia'shou
为小石,wei'xiao'shi
为蟹,wei'xie
为心病,wei'xin'bing
维心亨,wei'xin'heng
危行也,wei'xing'ye
为玄黄,wei'xuan'huang
为血卦,wei'xue'gua
危薰心也,wei'xun'xin'ye
为羊,wei'yang
为曳,wei'ye
危以动,wei'yi'dong
为隐伏,wei'yin'fu
维用伐邑,wei'yong'fa'yi
未有功也,wei'you'gong'ye
未有与也,wei'you'yu'ye
为玉,wei'yu
为月,wei'yue
未占有孚,wei'zhan'you'fu
为长,wei'zhang
为长女,wei'zhang'nv
为长子,wei'zhang'zi
危者,wei'zhe
危者使平,wei'zhe'shi'ping
位正当也,wei'zheng'dang'ye
位正中也,wei'zheng'zhong'ye
为指,wei'zhi
谓之法,wei'zhi'fa
未之或知也,wei'zhi'huo'zhi'ye
谓之神,wei'zhi'shen
谓之升,wei'zhi'sheng
谓之事业,wei'zhi'shi'ye
为众,wei'zhong
为中女,wei'zhong'nv
为馵足,wei'zhu'zu
为子母牛,wei'zi'mu'niu
为作足,wei'zuo'zu
文不当,wen'bu'dang
文明以健,wen'ming'yi'jian
文明以说,wen'ming'yi'shuo
文明以止,wen'ming'yi'zhi
文王以之,wen'wang'yi'zhi
闻言不信,wen'yan'bu'xin
问焉而以言,wen'yan'er'yi'yan
文言曰,wen'yan'yue
问以辩之,wen'yi'bian'zhi
文在中也,wen'zai'zhong'ye
瓮敝漏,weng'bi'lou
我仇有疾,wo'chou'you'ji
我心不快,wo'xin'bu'kuai
我有好爵,wo'you'hao'jue
物必归焉,wu'bi'gui'yan
物不可穷也,wu'bu'ke'qiong'ye
物不可以苟合而已,wu'bu'ke'yi'gou'he'er'yi
物不可以久居其所,wu'bu'ke'yi'jiu'ju'qi'suo
物不可以终动,wu'bu'ke'yi'zhong'dong
物不可以终否,wu'bu'ke'yi'zhong'fou
物不可以终过,wu'bu'ke'yi'zhong'guo
物不可以终尽,wu'bu'ke'yi'zhong'jin
物不可以终离,wu'bu'ke'yi'zhong'li
物不可以终通,wu'bu'ke'yi'zhong'tong
物不可以终止,wu'bu'ke'yi'zhong'zhi
物不可以终壮,wu'bu'ke'yi'zhong'zhuang
物不可终遯,wu'bu'ke'zhong'dun
物不可终难,wu'bu'ke'zhong'nan
无不利,wu'bu'li
无成,wu'cheng
无成有终,wu'cheng'you'zhong
物畜然后可养,wu'chu'ran'hou'ke'yang
物畜然后有礼,wu'chu'ran'hou'you'li
无初有终,wu'chu'you'zhong
无大咎,wu'da'jiu
物大然后可观,wu'da'ran'hou'ke'guan
五多功,wu'duo'gong
无敢折狱,wu'gan'zhe'yu
无号,wu'hao
无号之凶,wu'hao'zhi'xiong
无悔,wu'hui
无交而求,wu'jiao'er'qiu
无交害,wu'jiao'hai
无交害也,wu'jiao'hai'ye
无咎,wu'jiu
无咎无誉,wu'jiu'wu'yu
无咎也,wu'jiu'ye
无咎者,wu'jiu'zhe
无平不陂,wu'ping'bu'bei
武人为于大君,wu'ren'wei'yu'da'jun
无丧无得,wu'sang'wu'de
诬善之人其辞游,wu'shan'zhi'ren'qi'ci'you
无眚,wu'sheng
物生必蒙,wu'sheng'bi'meng
五十有五,wu'shi'you'wu
无所容也,wu'suo'rong'ye
无所往,wu'suo'wang
无所疑也,wu'suo'yi'ye
无所终也,wu'suo'zhong'ye
无妄,wu'wang
无往不复,wu'wang'bu'fu
无妄卦终,wu'wang'gua'zhong
无妄灾也,wu'wang'zai'ye
无妄之疾,wu'wang'zhi'ji
无妄之往,wu'wang'zhi'wang
无妄之行,wu'wang'zhi'xing
无妄之药,wu'wang'zhi'yao
无妄之灾,wu'wang'zhi'zai
五位相得而各有合,wu'wei'xiang'de'er'ge'you'he
无为也,wu'wei'ye
勿问元吉,wu'wen'yuan'ji
勿问之矣,wu'wen'zhi'yi
物相遇而后聚,wu'xiang'yu'er'hou'ju
物相杂,wu'xiang'za
勿恤,wu'xu
勿恤吉,wu'xu'ji
勿恤其孚,wu'xu'qi'fu
勿药有喜,wu'yao'you'xi
勿疑,wu'yi
物以群分,wu'yi'qun'fen
勿用,wu'yong
勿用取女,wu'yong'qu'nv
勿用娶女,wu'yong'qu'nv
勿用师,wu'yong'shi
勿用永贞,wu'yong'yong'zhen
勿用有攸往,wu'yong'you'you'wang
勿忧,wu'you
无攸利,wu'you'li
无有帅保,wu'you'shuai'bao
无攸遂,wu'you'sui
勿忧宜日中,wu'you'yi'ri'zhong
无有远近幽深,wu'you'yuan'jin'you'shen
无誉,wu'yu
吾与尔靡之,wu'yu'er'mi'zhi
物与无妄,wu'yu'wu'wang
无与也,wu'yu'ye
无鱼之凶,wu'yu'zhi'xiong
物穉不可不养也,wu'zhi'bu'ke'bu'yang'ye
无只悔,wu'zhi'hui
物之穉也,wu'zhi'zhi'ye
勿逐,wu'zhu
系辞上传,xi'ci'shang'chuan
系辞下传,xi'ci'xia'chuan
系辞焉,xi'ci'yan
系辞焉而明吉凶,xi'ci'yan'er'ming'ji'xiong
系辞焉而命之,xi'ci'yan'er'ming'zhi
系辞焉以尽其言,xi'ci'yan'yi'jin'qi'yan
系遯,xi'dun
系遯之厉,xi'dun'zhi'li
习教事,xi'jiao'shi
习坎,xi'kan
习坎入坎,xi'kan'ru'kan
西南得朋,xi'nan'de'peng
咥人,xi'ren
咥人之凶,xi'ren'zhi'xiong
夕惕若,xi'ti'ruo
系小子,xi'xiao'zi
席用白茅,xi'yong'bai'mao
系丈夫,xi'zhang'fu
昔者,xi'zhe
昔者圣人之作易也,xi'zhe'sheng'ren'zhi'zuo'yi'ye
下不厚事也,xia'bu'hou'shi'ye
下不在田,xia'bu'zai'tian
下观而化也,xia'guan'er'hua'ye
下顺从也,xia'shun'cong'ye
下也,xia'ye
显比,xian'bi
陷必有所丽,xian'bi'you'suo'li
