哀而不伤,ai'er'bu'shang
吾无行而不与二三子者,wu'wu'xing'er'bu'yu'er'san'zi'zhe
毋吾以也,wu'wu'yi'ye
吾无隐乎尔,wu'wu'yin'hu'er
无小大,wu'xiao'da
无益,wu'yi
毋意,wu'yi
无以立,wu'yi'li
无以立也,wu'yi'li'ye
吾以女为死矣,wu'yi'nv'wei'si'yi
无以尚之,wu'yi'shang'zhi
无以万方,wu'yi'wan'fang
无以为君子也,wu'yi'wei'jun'zi'ye
无以为也,wu'yi'wei'ye
吾亦为之,wu'yi'wei'zhi
无以言,wu'yi'yan
吾已矣夫,wu'yi'yi'fu
无以知人也,wu'yi'zhi'ren'ye
吾以子为异之问,wu'yi'zi'wei'yi'zhi'wen
无勇也,wu'yong'ye
无友不如己者,wu'you'bu'ru'ji'zhe
毋友不如己者,wu'you'bu'ru'ji'zhe
吾犹不足,wu'you'bu'zu
吾友尝从事于斯矣,wu'you'chang'cong'shi'yu'si'yi
吾犹及史之阙文也,wu'you'ji'shi'zhi'que'wen'ye
吾犹人也,wu'you'ren'ye
吾友张也,wu'you'zhang'ye
吾有知乎哉,wu'you'zhi'hu'zai
吾与点也,wu'yu'dian'ye
吾与回言终日,wu'yu'hui'yan'zhong'ri
无欲速,wu'yu'su
吾知免夫小子,wu'zhi'mian'fu'xiao'zi
吾止也,wu'zhi'ye
无知也,wu'zhi'ye
吾之于人也,wu'zhi'yu'ren'ye
吾执御矣,wu'zhi'yu'yi
毋自辱焉,wu'zi'ru'yan
吾自卫反鲁,wu'zi'wei'fan'lu
希不失矣,xi'bu'shi'yi
席不正,xi'bu'zheng
奚而不丧,xi'er'bu'sang
惜乎,xi'hu
奚其丧,xi'qi'sang
奚其为为政,xi'qi'wei'wei'zheng
奚其正,xi'qi'zheng
奚取于三家之堂,xi'qu'yu'san'jia'zhi'tang
翕如也,xi'ru'ye
夕死可矣,xi'si'ke'yi
奚为于丘之门,xi'wei'yu'qiu'zhi'men
习相远也,xi'xiang'yuan'ye
席也,xi'ye
徙义,xi'yi
昔者,xi'zhe
昔者先王以为东蒙主,xi'zhe'xian'wang'yi'wei'dong'meng'zhu
昔者偃也闻诸夫子曰,xi'zhe'yan'ye'wen'zhu'fu'zi'yue
昔者由也闻诸夫子曰,xi'zhe'you'ye'wen'zhu'fu'zi'yue
奚自,xi'zi
狎大人,xia'da'ren
下而饮,xia'er'yin
夏后氏以松,xia'hou'shi'yi'song
夏礼,xia'li
下如授,xia'ru'shou
下学而上达,xia'xue'er'shang'da
先饭,xian'fan
贤乎哉,xian'hu'zai
先进第十一,xian'jin'di'shi'yi
先进于礼乐,xian'jin'yu'li'yue
先生并行也,xian'sheng'bing'xing'ye
先生馔,xian'sheng'zhuan
先事后得,xian'shi'hou'de
先王之道斯为美,xian'wang'zhi'dao'si'wei'mei
宪问耻,xian'wen'chi
宪问第十四,xian'wen'di'shi'si
贤贤易色,xian'xian'yi'se
先行其言,xian'xing'qi'yan
鲜矣,xian'yi
鲜矣仁,xian'yi'ren
先有司,xian'you'si
贤哉回也,xian'zai'hui'ye
贤者辟世,xian'zhe'pi'shi
贤者识其大者,xian'zhe'shi'qi'da'zhe
先之劳之,xian'zhi'lao'zhi
乡党称弟焉,xiang'dang'cheng'di'yan
乡党第十,xiang'dang'di'shi
翔而后集,xiang'er'hou'ji
相夫子,xiang'fu'zi
享礼,xiang'li
乡人皆恶之,xiang'ren'jie'e'zhi
乡人皆好之,xiang'ren'jie'hao'zhi
乡人傩,xiang'ren'nuo
乡人饮酒,xiang'ren'yin'jiu
相维辟公,xiang'wei'pi'gong
乡也吾见于夫子而问知,xiang'ye'wu'jian'yu'fu'zi'er'wen'zhi
乡原,xiang'yuan
小不忍则乱大谋,xiao'bu'ren'ze'luan'da'mou
小车无軏,xiao'che'wu'yue
孝慈,xiao'ci
小大由之,xiao'da'you'zhi
小德出入可也,xiao'de'chu'ru'ke'ye
孝弟也者,xiao'di'ye'zhe
孝乎,xiao'hu
孝乎惟孝,xiao'hu'wei'xiao
小人比而不周,xiao'ren'bi'er'bu'zhou
小人不可大受,xiao'ren'bu'ke'da'shou
小人不知天命而不畏也,xiao'ren'bu'zhi'tian'ming'er'bu'wei'ye
小人长戚戚,xiao'ren'chang'qi'qi
小人反是,xiao'ren'fan'shi
小人怀惠,xiao'ren'huai'hui
小人怀土,xiao'ren'huai'tu
小人骄而不泰,xiao'ren'jiao'er'bu'tai
小人难事而易说也,xiao'ren'nan'shi'er'yi'shuo'ye
小人穷斯滥矣,xiao'ren'qiong'si'lan'yi
小人求诸人,xiao'ren'qiu'zhu'ren
小人同而不和,xiao'ren'tong'er'bu'he
小人下达,xiao'ren'xia'da
小人学道则易使,xiao'ren'xue'dao'ze'yi'shi
小人有勇而无义为盗,xiao'ren'you'yong'er'wu'yi'wei'dao
小人喻于利,xiao'ren'yu'yu'li
小人哉,xiao'ren'zai
小人之德草,xiao'ren'zhi'de'cao
小人之过也,xiao'ren'zhi'guo'ye
孝哉,xiao'zai
小子何莫学夫诗,xiao'zi'he'mo'xue'fu'shi
小子鸣鼓而,xiao'zi'ming'gu'er
亵裘长,xie'qiu'chang
信道不笃,xin'dao'bu'du
信而好古,xin'er'hao'gu
信而后谏,xin'er'hou'jian
新谷既升,xin'gu'ji'sheng
信乎,xin'hu
信近于义,xin'jin'yu'yi
信如君不君臣不臣父不父子不子,xin'ru'jun'bu'jun'chen'bu'chen'fu'bu'fu'zi'dun'zi
信以成之,xin'yi'cheng'zhi
信则民任焉,xin'ze'min'ren'yan
信则人任焉,xin'ze'ren'ren'yan
行必果,xing'bi'guo
行不笃,xing'bu'du
行不履阈,xing'bu'lv'yu
行不由径,xing'bu'you'jing
行笃敬,xing'du'jing
刑罚不中,xing'fa'bu'zhong
行寡悔,xing'gua'hui
行己有耻,xing'ji'you'chi
兴灭国,xing'mie'guo
行其义也,xing'qi'yi'ye
行人子羽修饰之,xing'ren'zi'yu'xiu'shi'zhi
行夏之时,xing'xia'zhi'shi
性相近也,xing'xiang'jin'ye
行行如也,xing'xing'ru'ye
行义以达其道,xing'yi'yi'da'qi'dao
行有馀力,xing'you'yu'li
兴于诗,xing'yu'shi
行之以忠,xing'zhi'yi'zhong
行中虑,xing'zhong'lv
兄弟也,xiong'di'ye
兄弟怡怡,xiong'di'yi'yi
凶服者式之,xiong'fu'zhe'shi'zhi
秀而不实者有矣夫,xiu'er'bu'shi'zhe'you'yi'fu
修废官,xiu'fei'guan
修己以安百姓,xiu'ji'yi'an'bai'xing
修己以安人,xiu'ji'yi'an'ren
修己以敬,xiu'ji'yi'jing
修慝,xiu'te
虚而为盈,xu'er'wei'ying
选于众,xuan'yu'zhong
学而不思,xue'er'bu'si
学而不厌,xue'er'bu'yan
学而第一,xue'er'di'yi
学而时习之,xue'er'shi'xi'zhi
学而优则仕,xue'er'you'ze'shi
学而知之者次也,xue'er'zhi'zhi'zhe'ci'ye
学礼乎,xue'li'hu
血气方刚,xue'qi'fang'gang
血气既衰,xue'qi'ji'shuai
血气未定,xue'qi'wei'ding
学如不及,xue'ru'bu'ji
学诗乎,xue'shi'hu
学也,xue'ye
学则不固,xue'ze'bu'gu
学之不讲,xue'zhi'bu'jiang
迅雷风烈必变,xun'lei'feng'lie'bi'bian
恂恂如也,xun'xun'ru'ye
巽与之言,xun'yu'zhi'yan
亚饭干适楚,ya'fan'gan'shi'chu
雅颂各得其所,ya'song'ge'de'qi'suo
言必信,yan'bi'xin
言必有中,yan'bi'you'zhong
言不及义,yan'bu'ji'yi
言不可不慎也夫子之不可及,yan'bu'ke'bu'shen'ye'fu'zi'zhi'bu'ke'ji
言不可以若是其几也,yan'bu'ke'yi'ruo'shi'qi'ji'ye
言不顺,yan'bu'shun
言不忠信,yan'bu'zhong'xin
焉得俭,yan'de'jian
焉得知,yan'de'zhi
言而有信,yan'er'you'xin
言寡尤,yan'gua'you
言乎,yan'hu
言及之而不言谓之隐,yan'ji'zhi'er'bu'yan'wei'zhi'yin
言可复也,yan'ke'fu'ye
焉可诬也,yan'ke'wu'ye
颜路请子之车以为之椁,yan'lu'qing'zi'zhi'che'yi'wei'zhi'guo
焉能事鬼,yan'neng'shi'gui
焉能为亡,yan'neng'wei'wang
焉能为有,yan'neng'wei'you
焉能系而不食,yan'neng'xi'er'bu'shi
厌其笑,yan'qi'xiao
俨然人望而畏之,yan'ran'ren'wang'er'wei'zhi
言思忠,yan'si'zhong
焉往,yan'wang
言未及之而言谓之躁,yan'wei'ji'zhi'er'yan'wei'zhi'zao
焉用稼,yan'yong'jia
焉用杀,yan'yong'sha
言游过矣,yan'you'guo'yi
言语,yan'yu
颜渊第十二,yan'yuan'di'shi'er
颜渊后,yan'yuan'hou
颜渊喟然叹曰,yan'yuan'kui'ran'tan'yue
颜渊闵子骞冉伯牛仲弓,yan'yuan'min'zi'qian'ran'bo'niu'zhong'gong
颜渊死,yan'yuan'si
颜渊问仁,yan'yuan'wen'ren
颜渊问为邦,yan'yuan'wen'wei'bang
颜渊曰,yan'yuan'yue
言之必可行也,yan'zhi'bi'ke'xing'ye
言之得无讱乎,yan'zhi'de'wu'ren'hu
焉知来者之不如今也,yan'zhi'lai'zhe'zhi'bu'ru'jin'ye
焉知死,yan'zhi'si
焉知贤才而举之,yan'zhi'xian'cai'er'ju'zhi
偃之言是也,yan'zhi'yan'shi'ye
言中伦,yan'zhong'lun
言忠信,yan'zhong'xin
阳货第十七,yang'huo'di'shi'qi
阳货欲见孔子,yang'huo'yu'jian'kong'zi
洋洋乎盈耳哉,yang'yang'hu'ying'er'zai
仰之弥高,yang'zhi'mi'gao
尧舜其犹病,yao'shun'qi'you'bing
尧舜其犹病诸,yao'shun'qi'you'bing'zhu
夭夭如也,yao'yao'ru'ye
尧曰,yao'yue
尧曰第二十,yao'yue'di'er'shi
叶公问孔子于子路,ye'gong'wen'kong'zi'yu'zi'lu
叶公问政,ye'gong'wen'zheng
叶公语孔子曰,ye'gong'yu'kong'zi'yue
野人也,ye'ren'ye
野哉,ye'zai
异邦人称之亦曰君夫人,yi'bang'ren'cheng'zhi'yi'yue'jun'fu'ren
衣敝缊袍,yi'bi'yun'pao
以别乎,yi'bie'hu
亦不从也,yi'bu'cong'ye
以不教民战,yi'bu'jiao'min'zhan
亦不可行也,yi'bu'ke'xing'ye
亦不入于室,yi'bu'ru'yu'shi
弋不射宿,yi'bu'she'su
亦不失言,yi'bu'shi'yan
以成,yi'cheng
一箪食,yi'dan'shi
以道事君,yi'dao'shi'jun
以德报德,yi'de'bao'de
以德报怨,yi'de'bao'yuan
夷狄之有君,yi'di'zhi'you'jun
以多问于寡,yi'duo'wen'yu'gua
已而已而,yi'er'yi'er
仪封人请见,yi'feng'ren'qing'jian
衣夫锦,yi'fu'jin
以服事殷,yi'fu'shi'yin
以告者过也,yi'gao'zhe'guo'ye
亦各言其志也,yi'ge'yan'qi'zhi'ye
亦各言其志也已矣,yi'ge'yan'qi'zhi'ye'yi'yi
亦各言其子也,yi'ge'yan'qi'zi'ye
异乎三子者之撰,yi'hu'san'zi'zhe'zhi'zhuan
异乎吾所闻,yi'hu'wu'suo'wen
以季孟之间待之,yi'ji'meng'zhi'jian'dai'zhi
以就有道,yi'jiu'you'dao
亦可,yi'ke
亦可以弗畔矣夫,yi'ke'yi'fu'pan'yi'fu
亦可以即戎矣,yi'ke'yi'ji'rong'yi
亦可以胜残去杀矣,yi'ke'yi'sheng'can'qu'sha'yi
亦可以为成人矣,yi'ke'yi'wei'cheng'ren'yi
一匡天下,yi'kuang'tian'xia
以莅之,yi'li'zhi
以临其民,yi'lin'qi'min
逸民,yi'min
抑末也,yi'mo'ye
以能问于不能,yi'neng'wen'yu'bu'neng
一瓢饮,yi'piao'yin
衣前后,yi'qian'hou
衣轻裘,yi'qing'qiu
义然后取,yi'ran'hou'qu
揖让而升,yi'rang'er'sheng
一日克己复礼,yi'ri'ke'ji'fu'li
绎如也,yi'ru'ye
翼如也,yi'ru'ye
羿善射,yi'shan'she
以思,yi'si
以俟君子,yi'si'jun'zi
疑思问,yi'si'wen
揖所与立,yi'suo'yu'li
以为谤己也,yi'wei'bang'ji'ye
抑为之不厌,yi'wei'zhi'bu'yan
以吾从大夫之后,yi'wu'cong'da'fu'zhi'hou
揖巫马期而进之,yi'wu'ma'qi'er'jin'zhi
以吾一日长乎尔,yi'wu'yi'ri'chang'hu'er
亦奚以为,yi'xi'yi'wei
一言而可以兴邦,yi'yan'er'ke'yi'xing'bang
一言而丧邦,yi'yan'er'sang'bang
一言以蔽之,yi'yan'yi'bi'zhi
一言以为不知,yi'yan'yi'wei'bu'zhi
益矣,yi'yi
已矣乎,yi'yi'hu
抑亦可以为,yi'yi'ke'yi'wei
怡怡如也,yi'yi'ru'ye
抑亦先觉者,yi'yi'xian'jue'zhe
以雍彻,yi'yong'che
亦有恶乎,yi'you'e'hu
以友辅仁,yi'you'fu'ren
以与尔邻里乡党乎,yi'yu'er'lin'li'xiang'dang'hu
依于仁,yi'yu'ren
抑与之与,yi'yu'zhi'yu
以约失之者鲜矣,yi'yue'shi'zhi'zhe'xian'yi
亿则屡中,yi'ze'lv'zhong
一则以惧,yi'ze'yi'ju
一则以喜,yi'ze'yi'xi
以杖,yi'zhang
以杖荷,yi'zhang'he
一朝之忿,yi'zhao'zhi'fen
益者三乐,yi'zhe'san'le
益者三友,yi'zhe'san'you
益者与,yi'zhe'yu
以直报怨,yi'zhi'bao'yuan
绎之为贵,yi'zhi'wei'gui
亦只以异,yi'zhi'yi'yi
义之与比,yi'zhi'yu'bi
已知之矣,yi'zhi'zhi'yi
以忠,yi'zhong
亦足以发,yi'zu'yi'fa
因不失其亲,yin'bu'shi'qi'qin
隐居放言,yin'ju'fang'yan
隐居以,yin'ju'yi
殷礼,yin'li
因民之所利而利之,yin'min'zhi'suo'li'er'li'zhi
殷人以柏,yin'ren'yi'bai
饮水,yin'shui
訚訚如也,yin'yin'ru'ye
殷因于夏礼,yin'yin'yu'xia'li
殷有三仁焉,yin'you'san'ren'yan
隐者也,yin'zhe'ye
因之以饥馑,yin'zhi'yi'ji'jin
用不臧,yong'bu'zang
用不足,yong'bu'zu
咏而归,yong'er'gui
勇而无礼则乱,yong'er'wu'li'ze'luan
雍虽不敏,yong'sui'bu'min
雍也,yong'ye
雍也第六,yong'ye'di'liu
勇者不必有仁,yong'zhe'bu'bi'you'ren
勇者不惧,yong'zhe'bu'ju
雍之言然,yong'zhi'yan'ran
用之则行,yong'zhi'ze'xing
有鄙夫问于我,you'bi'fu'wen'yu'wo
游必有方,you'bi'you'fang
友便辟,you'bian'pi
有耻且格,you'chi'qie'ge
有德者必有言,you'de'zhe'bi'you'yan
又多能也,you'duo'neng'ye
友多闻,you'duo'wen
有恶,you'e
耰而不辍,you'er'bu'chuo
幼而不孙弟,you'er'bu'sun'di
有反坫,you'fan'dian
有妇人焉,you'fu'ren'yan
有父兄在,you'fu'xiong'zai
有棺而无椁,you'guan'er'wu'guo
又何加焉,you'he'jia'yan
有荷蒉而过孔氏之门者,you'he'kuai'er'guo'kong'shi'zhi'men'zhe
又何怨,you'he'yuan
有教无类,you'jiao'wu'lei
又尽善也,you'jin'shan'ye
又敬不违,you'jing'bu'wei
有酒食,you'jiu'shi
犹可逾也,you'ke'yu'ye
犹恐失之,you'kong'shi'zhi
友谅,you'liang
有马者,you'ma'zhe
有美玉于斯,you'mei'yu'yu'si
有民人焉,you'min'ren'yan
犹能肆诸市朝,you'neng'si'zhu'shi'chao
有能一日用其力于仁矣乎,you'neng'yi'ri'yong'qi'li'yu'ren'yi'hu
有朋自远方来,you'peng'zi'yuan'fang'lai
有便佞,you'pian'ning
又其次也,you'qi'ci'ye
友其士之仁者,you'qi'shi'zhi'ren'zhe
有容色,you'rong'se
有若对曰,you'ruo'dui'yue
有若无,you'ruo'wu
有杀身以成仁,you'sha'shen'yi'cheng'ren
友善柔,you'shan'rou
有社稷,you'she'ji
有盛馔,you'sheng'zhuan
有事,you'shi
有是言也,you'shi'yan'ye
有始有卒者,you'shi'you'zu'zhe
有是哉,you'shi'zai
又谁怨,you'shui'yuan
有所不行,you'suo'bu'xing
有澹台灭明者,you'tan'tai'mie'ming'zhe
犹天之不可阶而升也,you'tian'zhi'bu'ke'jie'er'sheng'ye
有恸乎,you'tong'hu
又闻君子之远其子也,you'wen'jun'zi'zhi'yuan'qi'zi'ye
犹贤乎已,you'xian'hu'yi
又相之,you'xiang'zhi
有心哉,you'xin'zai
有颜回者好学,you'yan'hui'zhe'hao'xue
又焉贪,you'yan'tan
有言者不必有德,you'yan'zhe'bu'bi'you'de
由也,you'ye
由也果,you'ye'guo
由也兼人,you'ye'jian'ren
由也升堂矣,you'ye'sheng'tang'yi
由也为之,you'ye'wei'zhi
由也问闻斯行诸,you'ye'wen'wen'si'xing'zhu
由也喭,you'ye'yan
有一言而可以终身行之者乎,you'yi'yan'er'ke'yi'zhong'shen'xing'zhi'zhe'hu
又欲其死,you'yu'qi'si
友于兄弟,you'yu'xiong'di
游于艺,you'yu'yi
有政,you'zheng
友直,you'zhi
有之,you'zhi
由之瑟,you'zhi'se
由之行诈也,you'zhi'xing'zha'ye
犹之与人也,you'zhi'yu'ren'ye
有诸,you'zhu
有子曰,you'zi'yue
有罪不敢赦,you'zui'bu'gan'she
欲罢不能,yu'ba'bu'neng
玉帛云乎哉,yu'bo'yun'hu'zai
予不得视犹子也,yu'bu'de'shi'you'zi'ye
于从政乎何有,yu'cong'zheng'hu'he'you
欲而不贪,yu'er'bu'tan
与父,yu'fu
欲寡其过而未能也,yu'gua'qi'guo'er'wei'neng'ye
浴乎沂,yu'hu'yi
禹稷躬稼而有天,yu'ji'gong'jia'er'you'tian
欲洁其身,yu'jie'qi'shen
于今称之,yu'jin'cheng'zhi
与君子人也,yu'jun'zi'ren'ye
鱼馁而肉败,yu'nei'er'rou'bai
于女安乎,yu'nv'an'hu
与朋友交,yu'peng'you'jiao
与朋友交而不信乎,yu'peng'you'jiao'er'bu'xin'hu
与其不孙也,yu'qi'bu'sun'ye
与其洁也,yu'qi'jie'ye
与其进也,yu'qi'jin'ye
与其媚于奥,yu'qi'mei'yu'ao
与求之问,yu'qiu'zhi'wen
欲仁而得仁,yu'ren'er'de'ren
与人恭而有礼,yu'ren'gong'er'you'li
于人何所不容,yu'ren'he'suo'bu'rong
与人忠,yu'ren'zhong
与如也,yu'ru'ye
与上大夫言,yu'shang'da'fu'yan
与师言之道与,yu'shi'yan'zhi'dao'yu
于斯二者何先,yu'si'er'zhe'he'xian
于斯三者何先,yu'si'san'zhe'he'xian
于斯为盛,yu'si'wei'sheng
于斯文也,yu'si'wen'ye
予死于道路乎,yu'si'yu'dao'lu'hu
欲速成者也,yu'su'cheng'zhe'ye
欲速则不达,yu'su'ze'bu'da
予所否者,yu'suo'fou'zhe
与文子同升诸公,yu'wen'zi'tong'sheng'zhu'gong
于我,yu'wo
于我殡,yu'wo'bin
予无乐乎为君,yu'wu'le'hu'wei'jun
于吾言无所不说,yu'wu'yan'wu'suo'bu'shuo
与下大夫言,yu'xia'dai'fu'yan
予小子履,yu'xiao'zi'lv
予也有三年之爱于其父母乎,yu'ye'you'san'nian'zhi'ai'yu'qi'fu'mu'hu
与衣狐貉者立,yu'yi'hu'he'zhe'li
与易也,yu'yi'ye
予一以贯之,yu'yi'yi'guan'zhi
予有乱臣十人,yu'you'luan'chen'shi'ren
郁郁乎文哉,yu'yu'hu'wen'zai
愉愉如也,yu'yu'ru'ye
予欲无言,yu'yu'wu'yan
欲与之言,yu'yu'zhi'yan
遇丈人,yu'zhang'ren
予之不仁也,yu'zhi'bu'ren'ye
语之而不惰者,yu'zhi'er'bu'duo'zhe
与之釜,yu'zhi'fu
与之粟九百,yu'zhi'su'jiu'bai
与之庾,yu'zhi'yu
遇诸途,yu'zhu'tu
远耻辱也,yuan'chi'ru'ye
怨乎,yuan'hu
远佞人,yuan'ning'ren
原壤夷俟,yuan'rang'yi'si
远人不服,yuan'ren'bu'fu
原思为之宰,yuan'si'wei'zhi'zai
愿为小相焉,yuan'wei'xiao'xiang'yan
愿学焉,yuan'xue'yan
远者来,yuan'zhe'lai
远之事君,yuan'zhi'shi'jun
远之有,yuan'zhi'you
远之则怨,yuan'zhi'ze'yuan
约而为泰,yue'er'wei'tai
乐节礼乐,yue'jie'li'yue
约我以礼,yue'wo'yi'li
月无忘其所能,yue'wu'wang'qi'suo'neng
约之以礼,yue'zhi'yi'li
韫椟而藏诸,yun'du'er'cang'zhu
允执其中,yun'zhi'qi'zhong
再拜而送之,zai'bai'er'song'zhi
在邦必达,zai'bang'bi'da
在邦必闻,zai'bang'bi'wen
在邦无怨,zai'bang'wu'yuan
在陈绝粮,zai'chen'jue'liang
在家必达,zai'jia'bi'da
在家必闻,zai'jia'bi'wen
在家无怨,zai'jia'wu'yuan
在陋巷,zai'lou'xiang
在人,zai'ren
宰我出,zai'wo'chu
宰我对曰,zai'wo'dui'yue
宰我问,zai'wo'wen
宰我问曰,zai'wo'wen'yue
宰我子贡,zai'wo'zi'gong
在舆,zai'yu
在予一人,zai'yu'yi'ren
臧文仲其窃位者与,zang'wen'zhong'qi'qie'wei'zhe'yu
臧武仲以防求为后于鲁,zang'wu'zhong'yi'fang'qiu'wei'hou'yu'lu
葬之以礼,zang'zhi'yi'li
造次必于是,zao'ci'bi'yu'shi
则哀矜而勿喜,ze'ai'jin'er'wu'xi
则安之,ze'an'zhi
择不处仁,ze'bu'chu'ren
则不复也,ze'bu'fu'ye
则不歌,ze'bu'ge
则不弃,ze'bu'qi
则不威,ze'bu'wei
则尝闻之矣,ze'chang'wen'zhi'yi
则殆,ze'dai
则寡悔,ze'gua'hui
则寡尤,ze'gua'you
则何以哉,ze'he'yi'zai
则见其倚于衡也,ze'jian'qi'yi'yu'heng'ye
则将焉用彼相矣,ze'jiang'yan'yong'bi'xiang'yi
则敬,ze'jing
择可劳而劳之,ze'ke'lao'er'lao'zhi
则可谓云尔已矣,ze'ke'wei'yun'er'yi'yi
则可矣,ze'ke'yi
则礼乐不兴,ze'li'yue'bu'xing
则礼乐征伐自天子出,ze'li'yue'zheng'fa'zi'tian'zi'chu
则礼乐征伐自诸侯,ze'li'yue'zheng'fa'zi'zhu'hou
则民,ze'min
则民不敬,ze'min'bu'jing
则民不偷,ze'min'bu'tou
则民服,ze'min'fu
则民莫敢不敬,ze'min'mo'gan'bu'jing
则民莫敢不用情,ze'min'mo'gan'bu'yong'qing
则民无所错手足,ze'min'wu'suo'cuo'shou'zu
则民兴于仁,ze'min'xing'yu'ren
则民易使也,ze'min'yi'shi'ye
择其善者而从之,ze'qi'shan'zhe'er'cong'zhi
则劝,ze'quan
则谁与,ze'shei'yu
则事不成,ze'shi'bu'cheng
则庶人不议,ze'shu'ren'bu'yi
则四方之民襁负其子而至矣,ze'si'fang'zhi'min'qiang'fu'qi'zi'er'zhi'yi
则罔,ze'wang
则为之,ze'wei'zhi
则为之也难,ze'wei'zhi'ye'nan
则吾必在汶,ze'wu'bi'zai'wen
则吾从先进,ze'wu'cong'xian'jin
则吾岂敢,ze'wu'qi'gan
则吾未之有得,ze'wu'wei'zhi'you'de
则小子何述焉,ze'xiao'zi'he'shu'yan
则刑罚不中,ze'xing'fa'bu'zhong
则修文德以来之,ze'xiu'wen'de'yi'lai'zhi
则言不顺,ze'yan'bu'shun
则以为厉己也,ze'yi'wei'li'ji'ye
则以学文,ze'yi'xue'wen
则隐,ze'yin
则有司存,ze'you'si'cun
则远怨矣,ze'yuan'yuan'yi
则政不在大夫,ze'zheng'bu'zai'dai'fu
则忠,ze'zhong
贼夫人之子,zei'fu'ren'zhi'zi
曾子言曰,zeng'zi'yan'yue
曾子有疾,zeng'zi'you'ji
曾子曰,zeng'zi'yue
斋战疾,zhai'zhan'ji
战战兢兢,zhan'zhan'jing'jing
瞻之在前,zhan'zhi'zai'qian
丈人曰,zhang'ren'yue
长幼之节,zhang'you'zhi'jie
杖者出,zhang'zhe'chu
昭公知礼乎,zhao'gong'zhi'li'hu
召忽死之,zhao'hu'si'zhi
召门弟子曰,zhao'men'di'zi'yue
朝闻道,zhao'wen'dao
袗絺绤,zhen'chi'xi
朕躬有罪,zhen'gong'you'zui
政逮于大夫四世矣,zheng'dai'yu'dai'fu'si'shi'yi
正其衣冠,zheng'qi'yi'guan
郑声淫,zheng'sheng'yin
政事,zheng'shi
正唯弟子不能学也,zheng'wei'di'zi'bu'neng'xue'ye
正颜色,zheng'yan'shai
正也,zheng'ye
政者,zheng'zhe
治宾客,zhi'bin'ke
直道而事人,zhi'dao'er'shi'ren
执德不弘,zhi'de'bu'hong
知德者鲜矣,zhi'de'zhe'xian'yi
直而无礼则绞,zhi'er'wu'li'ze'jiao
执圭,zhi'gui
知和,zhi'he
知及之,zhi'ji'zhi
知礼,zhi'li
知柳下惠之贤,zhi'liu'xia'hui'zhi'xian
之民归心焉,zhi'min'gui'xin'yan
知其说者之于天下也,zhi'qi'shuo'zhe'zhi'yu'tian'xia'ye
指其掌,zhi'qi'zhang
植其杖而芸,zhi'qi'zhang'er'yun
知人,zhi'ren
之三子告,zhi'san'zi'gao
执射乎,zhi'she'hu
质胜文则野,zhi'sheng'wen'ze'ye
执事敬,zhi'shi'jing
志士仁人,zhi'shi'ren'ren
之所以直道而行也,zhi'suo'yi'zhi'dao'er'xing'ye
知我者其天乎,zhi'wo'zhe'qi'tian'hu
知也,zhi'ye
质犹文也,zhi'you'wen'ye
至于道,zhi'yu'dao
志于道,zhi'yu'dao
执御乎,zhi'yu'hu
至于鲁,zhi'yu'lu
至于犬马,zhi'yu'quan'ma
致远恐泥,zhi'yuan'kong'ni
直在其中矣,zhi'zai'qi'zhong'yi
直哉史鱼,zhi'zai'shi'yu
直则民不服,zhi'ze'min'bu'fu
至则行矣,zhi'ze'xing'yi
知者不惑,zhi'zhe'bu'huo
知者不失人,zhi'zhe'bu'shi'ren
知者动,zhi'zhe'dong
知者乐,zhi'zhe'le
知者乐水,zhi'zhe'le'shui
知者利仁,zhi'zhe'li'ren
之政,zhi'zheng
知之次也,zhi'zhi'ci'ye
质直而好义,zhi'zhi'er'hao'yi
知之为知之,zhi'zhi'wei'zhi'zhi
知之者,zhi'zhi'zhe
之直者异于是,zhi'zhi'zhe'yi'yu'shi
止子路宿,zhi'zi'lu'su
中道而废,zhong'dao'er'fei
众恶之,zhong'e'zhi
忠告而善道之,zhong'gao'er'shan'dao'zhi
仲弓为季氏宰,zhong'gong'wei'ji'shi'zai
仲弓问仁,zhong'gong'wen'ren
仲弓问子桑伯子,zhong'gong'wen'zi'sang'bo'zi
仲弓曰,zhong'gong'yue
钟鼓云乎哉,zhong'gu'yun'hu'zai
众好之,zhong'hao'zhi
仲尼,zhong'ni
仲尼不可毁也,zhong'ni'bu'ke'hui'ye
仲尼岂贤于子乎,zhong'ni'qi'xian'yu'zi'hu
仲尼焉学,zhong'ni'yan'xue
中人以上,zhong'ren'yi'shang
中人以下,zhong'ren'yi'xia
忠恕而已矣,zhong'shu'er'yi'yi
仲叔圉,zhong'shu'yu
仲相桓公,zhong'xiang'huan'gong
忠焉,zhong'yan
终夜不寝,zhong'ye'bu'qin
中矣,zhong'yi
中庸之为德也,zhong'yong'zhi'wei'de'ye
仲由可使从政也与,zhong'you'ke'shi'cong'zheng'ye'yu
仲由冉求,zhong'you'ran'qiu
仲知礼乎,zhong'zhi'li'hu
周公谓鲁公曰,zhou'gong'wei'lu'gong'yue
周监于二代,zhou'jian'yu'er'dai
周人以栗,zhou'ren'yi'li
周任有言曰,zhou'ren'you'yan'yue
周因于,zhou'yin'yu
周有八士,zhou'you'ba'shi
周有大赉,zhou'you'da'lai
纣之不善,zhou'zhi'bu'shan
周之德,zhou'zhi'de
