阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
叶衣佛母心咒,ye'yi'fo'mu'xin'zhou
业因,ye'yin
业有,ye'you
夜游,ye'you
业余,ye'yu
业缘,ye'yuan
业障,ye'zhang
耶遮文约,ye'zhe'wen'yue
易庵法师,yi'an'fa'shi
异安心,yi'an'xin
义褒,yi'bao
依报,yi'bao
依报随正报转,yi'bao'sui'zheng'bao'zhuan
一杯茶,yi'bei'cha
一本十支,yi'ben'shi'zhi
一遍,yi'bian
一遍上人语录,yi'bian'shang'ren'yu'lu
衣钵,yi'bo
衣钵簿,yi'bo'bu
异部宗轮论,yi'bu'zong'lun'lun
义操,yi'cao
一刹,yi'cha
一刹那,yi'cha'na
一禅,yi'chan
一阐提,yi'chan'ti
一阐提迦,yi'chan'ti'jia
一超直入,yi'chao'zhi'ru
义谌,yi'chen
一尘不染,yi'chen'bu'ran
一尘法界,yi'chen'fa'jie
一乘,yi'cheng
意成,yi'cheng
一诚法师,yi'cheng'fa'shi
乙成法师,yi'cheng'fa'shi
一乘戒坛院,yi'cheng'jie'tan'yuan
一乘经,yi'cheng'jing
一乘究竟教,yi'cheng'jiu'jing'jiao
一乘决疑论,yi'cheng'jue'yi'lun
一乘菩提,yi'cheng'pu'ti
意成身,yi'cheng'shen
一乘思想,yi'cheng'si'xiang
疑城胎宫,yi'cheng'tai'gong
一乘显性教,yi'cheng'xian'xing'jiao
一乘心法,yi'cheng'xin'fa
一乘要决,yi'cheng'yao'jue
一成一切成,yi'cheng'yi'qie'cheng
一乘院,yi'cheng'yuan
一乘圆教,yi'cheng'yuan'jiao
一乘真实,yi'cheng'zhen'shi
一乘之机,yi'cheng'zhi'ji
一持,yi'chi
义楚,yi'chu
一处四见,yi'chu'si'jian
一初元禅师语录,yi'chu'yuan'chan'shi'yu'lu
一锤便成,yi'chui'bian'cheng
以此所缘诸佛佛土现,yi'ci'suo'yuan'zhu'fo'fo'tu'xian
义存,yi'cun
义存禅师,yi'cun'chan'shi
义存法师,yi'cun'fa'shi
一大车,yi'da'che
已达大德,yi'da'da'de
一大劫,yi'da'jie
一大事,yi'da'shi
一大事因缘,yi'da'shi'yin'yuan
一代教,yi'dai'jiao
一代五时佛法,yi'dai'wu'shi'fo'fa
一道,yi'dao
一道法门,yi'dao'fa'men
一刀三礼,yi'dao'san'li
一得一失,yi'de'yi'shi
一灯,yi'deng
一谛,yi'di
一地,yi'di
依地,yi'di
意定,yi'ding
一冻绍滴,yi'dong'shao'di
一断一切断,yi'duan'yi'qie'duan
一多法界,yi'duo'fa'jie
一多相容不同门,yi'duo'xiang'rong'bu'tong'men
忆儿时,yi'er'shi
衣法,yi'fa
一法,yi'fa
依法不依人,yi'fa'bu'yi'ren
一法界,yi'fa'jie
一法界心,yi'fa'jie'xin
一法句,yi'fa'ju
一法妙,yi'fa'miao
一法钦禅师,yi'fa'qin'chan'shi
一法印,yi'fa'yin
异方便,yi'fang'bian
医方明,yi'fang'ming
一分,yi'fen
仪丰禅师,yi'feng'chan'shi
一佛乘,yi'fo'cheng
一佛净土,yi'fo'jing'tu
一佛世界,yi'fo'shi'jie
一佛土,yi'fo'tu
义福,yi'fu
衣服吃饭,yi'fu'chi'fan
疑盖,yi'gai
意根,yi'gen
一贯别传,yi'guan'bie'zhuan
一关逵,yi'guan'kui
义广,yi'guang
仪光,yi'guang
一光三尊,yi'guang'san'zun
仪轨,yi'gui
依果,yi'guo
一合相,yi'he'xiang
一化,yi'hua
一化五味之教,yi'hua'wu'wei'zhi'jiao
义怀禅师,yi'huai'chan'shi
义怀法师,yi'huai'fa'shi
义辉,yi'hui
一回忌,yi'hui'ji
义寂,yi'ji
一即六,yi'ji'liu
一即三,yi'ji'san
一即十,yi'ji'shi
一即一切,yi'ji'yi'qie
一髻尊陀罗尼经,yi'ji'zun'tuo'luo'ni'jing
一假一切假,yi'jia'yi'qie'jia
一家一宗制,yi'jia'yi'zong'zhi
疑见,yi'jian
一觉,yi'jiao
一角仙,yi'jiao'xian
疑结,yi'jie
已今当,yi'jin'dang
译经,yi'jing
义净,yi'jing
一境三谛,yi'jing'san'di
义净三藏法师,yi'jing'san'zang'fa'shi
一境四心,yi'jing'si'xin
译经院,yi'jing'yuan
一九之教,yi'jiu'zhi'jiao
一九之生,yi'jiu'zhi'sheng
一空,yi'kong
一空一切空,yi'kong'yi'qie'kong
一口吸尽西江水,yi'kou'xi'jin'xi'jiang'shui
一来果,yi'lai'guo
一来向,yi'lai'xiang
伊烂拏钵伐多国,yi'lan'na'bo'fa'duo'guo
义朗,yi'lang
意乐,yi'le
一莲托生,yi'lian'tuo'sheng
一路,yi'lu
一路顺风,yi'lu'shun'feng
意轮,yi'lun
伊罗钵多罗龙王,yi'luo'bo'duo'luo'long'wang
伊罗婆那龙象王,yi'luo'po'na'long'xiang'wang
伊吕波歌,yi'lv'bo'ge
意马,yi'ma
意马心猿,yi'ma'xin'yuan
一枚起请文,yi'mei'qi'qing'wen
一门普门,yi'men'pu'men
意密,yi'mi
一面二臂,yi'mian'er'bi
一面四臂,yi'mian'si'bi
一灭,yi'mie
遗民居士刘程之,yi'min'ju'shi'liu'cheng'zhi
一明,yi'ming
一名无量义,yi'ming'wu'liang'yi
宜默不宜喧,yi'mo'bu'yi'xuan
一衲,yi'na
衣囊,yi'nang
一念,yi'nian
一念不生,yi'nian'bu'sheng
一念三千,yi'nian'san'qian
一念随喜,yi'nian'sui'xi
一念万年,yi'nian'wan'nian
一念相应,yi'nian'xiang'ying
一念相应慧,yi'nian'xiang'ying'hui
一念信解,yi'nian'xin'jie
一念业成,yi'nian'ye'cheng
一念义,yi'nian'yi
一宁,yi'ning
一片菜叶,yi'pian'cai'ye
异品遍无性,yi'pin'bian'wu'xing
衣蒲童子,yi'pu'tong'zi
一期,yi'qi
一起活埋,yi'qi'huo'mai
一期无常,yi'qi'wu'chang
一切不执着,yi'qie'bu'zhi'zhuo
一切法,yi'qie'fa
一切法第一彼岸,yi'qie'fa'di'yi'bi'an
一切法高王经,yi'qie'fa'gao'wang'jing
一切功德庄严王经,yi'qie'gong'de'zhuang'yan'wang'jing
一切皆禅,yi'qie'jie'chan
一切皆成,yi'qie'jie'cheng
一切皆空,yi'qie'jie'kong
一切经,yi'qie'jing
一切经音义,yi'qie'jing'yin'yi
一切漏经,yi'qie'lou'jing
一切如来,yi'qie'ru'lai
一切如来金刚三业最上祕密大教王经,yi'qie'ru'lai'jin'gang'san'ye'zui'shang'mi'mi'da'jiao'wang'jing
一切如来金刚寿命陀罗尼经,yi'qie'ru'lai'jin'gang'shou'ming'tuo'luo'ni'jing
一切如来决定印,yi'qie'ru'lai'jue'ding'yin
一切如来真实摄大乘现证三昧大教王经,yi'qie'ru'lai'zhen'shi'she'da'cheng'xian'zheng'san'mei'da'jiao'wang'jing
一切善见律注,yi'qie'shan'jian'lv'zhu
一切时,yi'qie'shi
一切世间,yi'qie'shi'jian
一箧四蛇,yi'qie'si'she
一切万法,yi'qie'wan'fa
一切唯心造,yi'qie'wei'xin'zao
一切现成,yi'qie'xian'cheng
一切行苦,yi'qie'xing'ku
一切义成,yi'qie'yi'cheng
一切有部,yi'qie'you'bu
一切有情,yi'qie'you'qing
一切由他,yi'qie'you'ta
一切有为,yi'qie'you'wei
一切智,yi'qie'zhi
一切智藏,yi'qie'zhi'cang
一切智地,yi'qie'zhi'di
一切智句,yi'qie'zhi'ju
一切智人,yi'qie'zhi'ren
一切智忍,yi'qie'zhi'ren
一切智无所畏,yi'qie'zhi'wu'suo'wei
一切智相,yi'qie'zhi'xiang
一切智者,yi'qie'zhi'zhe
一切智智,yi'qie'zhi'zhi
一切种识,yi'qie'zhong'shi
一切种智,yi'qie'zhong'zhi
一切诸法,yi'qie'zhu'fa
一切诸佛,yi'qie'zhu'fo
一切诸佛秘藏之法,yi'qie'zhu'fo'mi'cang'zhi'fa
一切诸佛所护念经,yi'qie'zhu'fo'suo'hu'nian'jing
一庆,yi'qing
义青,yi'qing
一清禅师,yi'qing'chan'shi
义青法师,yi'qing'fa'shi
一然,yi'ran
一日经,yi'ri'jing
一日三时,yi'ri'san'shi
一如,yi'ru
一如顿证,yi'ru'dun'zheng
意三,yi'san
一三昧,yi'san'mei
一三权实,yi'san'quan'shi
一色一香无非中道,yi'se'yi'xiang'wu'fei'zhong'dao
一杀多生,yi'sha'duo'sheng
一山宁禅师,yi'shan'ning'chan'shi
一山派,yi'shan'pai
仪山善来,yi'shan'shan'lai
一山一宁,yi'shan'yi'ning
伊山祖安,yi'shan'zu'an
伊舍那天,yi'she'na'tian
异生,yi'sheng
一生补处,yi'sheng'bu'chu
一声佛号一声心,yi'sheng'fo'hao'yi'sheng'xin
一生果遂,yi'sheng'guo'sui
意生化身,yi'sheng'hua'shen
一生入妙觉,yi'sheng'ru'miao'jue
意生身,yi'sheng'shen
一生万千,yi'sheng'wan'qian
异生性,yi'sheng'xing
译师,yi'shi
一食,yi'shi
一实,yi'shi
一时,yi'shi
义师,yi'shi
意识,yi'shi
疑使,yi'shi
一实乘,yi'shi'cheng
异时而熟,yi'shi'er'shu
一实观,yi'shi'guan
伊师迦草,yi'shi'jia'cao
伊师迦山,yi'shi'jia'shan
一室六窗,yi'shi'liu'chuang
一实无相,yi'shi'wu'xiang
一实相,yi'shi'xiang
一实相印,yi'shi'xiang'yin
一实圆乘,yi'shi'yuan'cheng
一实圆顿,yi'shi'yuan'dun
一实圆宗,yi'shi'yuan'zong
异熟,yi'shu
异熟果,yi'shu'guo
异熟生,yi'shu'sheng
异熟识,yi'shu'shi
异熟因,yi'shu'yin
异熟障,yi'shu'zhang
一说部,yi'shuo'bu
一丝不挂,yi'si'bu'gua
一四句偈,yi'si'ju'ji
一四天下,yi'si'tian'xia
一丝文守,yi'si'wen'shou
遗俗,yi'su
依他,yi'ta
依他起性,yi'ta'qi'xing
依他十喻,yi'ta'shi'yu
依他自性,yi'ta'zi'xing
一弹指,yi'tan'zhi
义堂昌硕,yi'tang'chang'shuo
奕堂旃崖,yi'tang'zhan'ya
依藤证信,yi'teng'zheng'xin
一体,yi'ti
一体三宝,yi'ti'san'bao
一体三身自性佛,yi'ti'san'shen'zi'xing'fo
义天,yi'tian
义天僧统,yi'tian'seng'tong
一庭融顿,yi'ting'rong'dun
义通,yi'tong
依通,yi'tong
义通法师,yi'tong'fa'shi
医王,yi'wang
医王善逝,yi'wang'shan'shi
一味禅,yi'wei'chan
一微尘,yi'wei'chen
一位一切位,yi'wei'yi'qie'wei
一味蕴,yi'wei'yun
意希班觉,yi'xi'ban'jue
益西崩巴,yi'xi'beng'ba
移喜蹉嘉,yi'xi'cuo'jia
移喜磋嘉佛母,yi'xi'cuo'jia'fo'mu
一袭衲衣,yi'xi'na'yi
一袭纳衣,yi'xi'na'yi
一溪如公,yi'xi'ru'gong
益西旺秋,yi'xi'wang'qiu
移喜忠奴,yi'xi'zhong'nu
一夏,yi'xia
一夏九旬,yi'xia'jiu'xun
夷夏论,yi'xia'lun
一向,yi'xiang
一相,yi'xiang
义湘,yi'xiang
异相,yi'xiang
一相法门,yi'xiang'fa'men
一相三昧,yi'xiang'san'mei
一向一揆,yi'xiang'yi'kui
一相一味,yi'xiang'yi'wei
一相智,yi'xiang'zhi
一向专修,yi'xiang'zhuan'xiu
一向宗,yi'xiang'zong
一小劫,yi'xiao'jie
一心,yi'xin
一心不乱,yi'xin'bu'luan
一心禅师,yi'xin'chan'shi
一心称名,yi'xin'cheng'ming
以心传心,yi'xin'chuan'xin
一心二门,yi'xin'er'men
一心归命,yi'xin'gui'ming
一心合掌,yi'xin'he'zhang
一心三观,yi'xin'san'guan
一心三惑,yi'xin'san'huo
一心三智,yi'xin'san'zhi
一行,yi'xing
一行阿阇黎,yi'xing'a'du'li
一行禅师,yi'xing'chan'shi
易行道,yi'xing'dao
一性皆成,yi'xing'jie'cheng
一行三昧,yi'xing'san'mei
一行一切行,yi'xing'yi'qie'xing
一休,yi'xiu
一休吃蜜,yi'xiu'chi'mi
一宿觉,yi'xiu'jue
一休晒藏经,yi'xiu'shai'cang'jing
一宿圣,yi'xiu'sheng
一休与五休,yi'xiu'yu'wu'xiu
一休宗纯,yi'xiu'zong'chun
义宣,yi'xuan
义玄,yi'xuan
义玄禅师,yi'xuan'chan'shi
义玄法师,yi'xuan'fa'shi
意学,yi'xue
异雪庆珠,yi'xue'qing'zhu
一业,yi'ye
意业,yi'ye
伊叶波罗,yi'ye'bo'luo
一业所感,yi'ye'suo'gan
一异,yi'yi
义邑,yi'yi
宜意,yi'yi
依义不依语,yi'yi'bu'yi'yu
一义无量名,yi'yi'wu'liang'ming
一印会,yi'yin'hui
一音教,yi'yin'jiao
一优陀那,yi'you'tuo'na
一玉,yi'yu
倚遇,yi'yu
一与三,yi'yu'san
一与十,yi'yu'shi
一圆,yi'yuan
义渊,yi'yuan
依圆,yi'yuan
一愿建立,yi'yuan'jian'li
一源宁公,yi'yuan'ning'gong
一月三身,yi'yue'san'shen
意在钁头边,yi'zai'jue'tou'bian
遗则,yi'ze
一掌婆,yi'zhang'po
一真,yi'zhen
一真地,yi'zhen'de
一真法界,yi'zhen'fa'jie
一真如,yi'zhen'ru
一真无为,yi'zhen'wu'wei
一真一切真,yi'zhen'yi'qie'zhen
依正,yi'zheng
依正不二门,yi'zheng'bu'er'men
依正二报,yi'zheng'er'bao
一智,yi'zhi
依止,yi'zhi
抑止,yi'zhi
依止阿阇梨,yi'zhi'a'du'li
以指标月,yi'zhi'biao'yue
一指禅,yi'zhi'chan
一指禅的故事,yi'zhi'chan'de'gu'shi
已知根,yi'zhi'gen
意志坚定的人,yi'zhi'jian'ding'de'ren
依止甚深,yi'zhi'shen'shen
一只猪与一只鸡的一生,yi'zhi'zhu'yu'yi'zhi'ji'de'yi'sheng
义忠,yi'zhong
一中劫,yi'zhong'jie
一中一切中,yi'zhong'yi'qie'zhong
一州正伊,yi'zhou'zheng'yi
一转语,yi'zhuan'yu
义庄,yi'zhuang
一字不说,yi'zi'bu'shuo
一字禅,yi'zi'chan
一子地,yi'zi'di
一字佛顶轮王经,yi'zi'fo'ding'lun'wang'jing
一字金轮,yi'zi'jin'lun
伊字三点,yi'zi'san'dian
一字三礼,yi'zi'san'li
一字文殊,yi'zi'wen'shu
一字咒,yi'zi'zhou
一宗构,yi'zong'gou
一祖摩诃迦叶尊者,yi'zu'mo'he'jia'ye'zun'zhe
一镞破三关,yi'zu'po'san'guan
一遵,yi'zun
一尊佛,yi'zun'fo
衣座室三轨,yi'zuo'shi'san'gui
一坐四十年,yi'zuo'si'shi'nian
阴藏,yin'cang
银川市海宝塔寺,yin'chuan'shi'hai'bao'ta'si
印打菩提,yin'da'pu'ti
因地,yin'di
印度,yin'du
印度佛教,yin'du'fo'jiao
印度佛教慈恩会,yin'du'fo'jiao'ci'en'hui
印度佛教协会,yin'du'fo'jiao'xie'hui
印度河文明,yin'du'he'wen'ming
印度文献史,yin'du'wen'xian'shi
因分,yin'fen
隐峰,yin'feng
隐峰禅师,yin'feng'chan'shi
银阁寺,yin'ge'si
饮光,yin'guang
印光,yin'guang
饮光部,yin'guang'bu
印光大师,yin'guang'da'shi
印光法师,yin'guang'fa'shi
因果,yin'guo
引果,yin'guo
因果报应,yin'guo'bao'ying
因果不二门,yin'guo'bu'er'men
印海,yin'hai
印海法师,yin'hai'fa'shi
印坏文成,yin'huai'wen'cheng
银货两讫,yin'huo'liang'qi
印简,yin'jian
印简禅师,yin'jian'chan'shi
音教,yin'jiao
阴界,yin'jie
淫戒,yin'jie
因竭陀尊者,yin'jie'tuo'zun'zhe
饮酒,yin'jiu
饮酒戒,yin'jiu'jie
饮酒十过,yin'jiu'shi'guo
隐居地方,yin'ju'di'fang
印可,yin'ke
引路菩萨,yin'lu'pu'sa
因论,yin'lun
银轮王,yin'lun'wang
因门六义,yin'men'liu'yi
隐祕念佛,yin'mi'nian'fo
印明,yin'ming
因明,yin'ming
因明八门,yin'ming'ba'men
因明入正理论,yin'ming'ru'zheng'li'lun
因明入正理论疏,yin'ming'ru'zheng'li'lun'shu
因明学,yin'ming'xue
因明义断,yin'ming'yi'duan
因明正理门论,yin'ming'zheng'li'men'lun
阴魔,yin'mo
因能变,yin'neng'bian
印尼佛教,yin'ni'fo'jiao
印契,yin'qi
引磬,yin'qing
因人,yin'ren
印融,yin'rong
阴入界,yin'ru'jie
因三相,yin'san'xiang
隐山,yin'shan
隐山惟琰,yin'shan'wei'yan
音声佛事,yin'sheng'fo'shi
引声念佛,yin'sheng'nian'fo
饮食供养,yin'shi'gong'yang
隐士李源,yin'shi'li'yuan
尹师鲁,yin'shi'lu
因十四过,yin'shi'si'guo
殷时训,yin'shi'xun
饮食欲,yin'shi'yu
印顺,yin'shun
印顺法师,yin'shun'fa'shi
印肃,yin'su
印肃禅师,yin'su'chan'shi
因陀罗,yin'tuo'luo
因陀罗布底,yin'tuo'luo'bu'di
因陀啰部底王,yin'tuo'luo'bu'di'wang
因陀罗窟,yin'tuo'luo'ku
因陀罗网,yin'tuo'luo'wang
阴妄一念,yin'wang'yi'nian
因位,yin'wei
鄞县周婆,yin'xian'zhou'po
印相,yin'xiang
隐形法,yin'xing'fa
因修,yin'xiu
引业,yin'ye
引因,yin'yin
淫欲,yin'yu
印元,yin'yuan
因缘,yin'yuan
因缘变,yin'yuan'bian
隐元道显,yin'yuan'dao'xian
因缘观,yin'yuan'guan
因圆果满,yin'yuan'guo'man
因缘和合,yin'yuan'he'he
隐元隆琦,yin'yuan'long'qi
因缘所成,yin'yuan'suo'cheng
因缘性,yin'yuan'xing
因缘依,yin'yuan'yi
殷中军,yin'zhong'jun
因中无果,yin'zhong'wu'guo
因中有果,yin'zhong'you'guo
印咒,yin'zhou
尹洙,yin'zhu
印宗,yin'zong
引座,yin'zuo
应庵禅师,ying'an'chan'shi
应庵昙华禅师,ying'an'tan'hua'chan'shi
英辩,ying'bian
应病与药,ying'bing'yu'yao
英禅师,ying'chan'shi
应慈法师,ying'ci'fa'shi
应端,ying'duan
应法,ying'fa
应干,ying'gan
应供,ying'gong
应果,ying'guo
应和宗论,ying'he'zong'lun
应化,ying'hua
应化法身,ying'hua'fa'shen
应化利生,ying'hua'li'sheng
应化身,ying'hua'shen
应化声闻,ying'hua'sheng'wen
应迹,ying'ji
迎江寺,ying'jiang'si
应金玉堂,ying'jin'yu'tang
应金玉堂居士,ying'jin'yu'tang'ju'shi
莹珂,ying'ke
应理圆实宗,ying'li'yuan'shi'zong
应量器,ying'liang'qi
璎珞,ying'luo
瀛妙和尚,ying'miao'he'shang
应能,ying'neng
应其,ying'qi
应器,ying'qi
应人,ying'ren
应如,ying'ru
莹山清规,ying'shan'qing'gui
莹山绍瑾,ying'shan'shao'jin
应身,ying'shen
应身土,ying'shen'tu
英师,ying'shi
应颂,ying'song
应土,ying'tu
鹦鹉学舌,ying'wu'xue'she
应现,ying'xian
应县木塔,ying'xian'mu'ta
迎仙桥祗园寺,ying'xian'qiao'zhi'yuan'si
影向众,ying'xiang'zhong
影响众,ying'xiang'zhong
应应,ying'ying
应真,ying'zhen
应正遍知,ying'zheng'bian'zhi
英仲法俊,ying'zhong'fa'jun
颍州西湖铁佛寺,ying'zhou'xi'hu'tie'fo'si
蝇子投窗,ying'zi'tou'chuang
用爱感动您的心,yong'ai'gan'dong'nin'de'xin
永安,yong'an
永安禅师,yong'an'chan'shi
永安市圆明寺,yong'an'shi'yuan'ming'si
雍布拉岗,yong'bu'la'gang
永不现行位,yong'bu'xian'xing'wei
永参法师,yong'can'fa'shi
永慈禅师,yong'ci'chan'shi
用大,yong'da
永道,yong'dao
永道法师,yong'dao'fa'shi
永定,yong'ding
勇父,yong'fu
永福,yong'fu
永公,yong'gong
永观,yong'guan
雍和宫,yong'he'gong
用会作么,yong'hui'zuo'me
永嘉玄觉,yong'jia'xuan'jue
永嘉玄觉禅师,yong'jia'xuan'jue'chan'shi
永嘉真觉禅师,yong'jia'zhen'jue'chan'shi
永嘉真觉大师,yong'jia'zhen'jue'da'shi
永嘉证道歌,yong'jia'zheng'dao'ge
永劫,yong'jie
永觉和尚广录,yong'jue'he'shang'guang'lu
用灭,yong'mie
永明道潜禅师,yong'ming'dao'qian'chan'shi
永明寿禅师,yong'ming'shou'chan'shi
永明寺道潜禅师,yong'ming'si'dao'qian'chan'shi
永明延寿禅净四料简,yong'ming'yan'shou'chan'jing'si'liao'jian
永明延寿禅师,yong'ming'yan'shou'chan'shi
永明智觉禅师,yong'ming'zhi'jue'chan'shi
永明智觉禅师唯心诀,yong'ming'zhi'jue'chan'shi'wei'xin'jue
勇母,yong'mu
踊念佛,yong'nian'fo
永宁禅师,yong'ning'chan'shi
永宁禅寺,yong'ning'chan'si
永宁寺,yong'ning'si
永平广录,yong'ping'guang'lu
永平清规,yong'ping'qing'gui
永平寺,yong'ping'si
永平义云,yong'ping'yi'yun
勇气,yong'qi
用钦,yong'qin
永清法师,yong'qing'fa'shi
涌泉,yong'quan
涌泉禅寺,yong'quan'chan'si
涌泉景欣,yong'quan'jing'xin
涌泉寺,yong'quan'si
永生,yong'sheng
勇士,yong'shi
永泰,yong'tai
永信法师,yong'xin'fa'shi
永兴寺,yong'xing'si
永璵,yong'yu
永远相信,yong'yuan'xiang'xin
雍正,yong'zheng
用拙法师祖你,yong'zhuo'fa'shi'zu'ni
永琢,yong'zuo
有边,you'bian
有边无边论,you'bian'wu'bian'lun
优波离,you'bo'li
优波离出家,you'bo'li'chu'jia
优钵罗华,you'bo'luo'hua
优波难陀龙王,you'bo'nan'tuo'long'wang
优波提舍,you'bo'ti'she
猷禅师,you'chan'shi
游翠岩玑禅师,you'cui'yan'ji'chan'shi
游定夫,you'ding'fu
有顶天,you'ding'tian
有动定,you'dong'ding
有对,you'dui
有对触,you'dui'chu
有法,you'fa
有法差别相违因,you'fa'cha'bie'xiang'wei'yin
有法自相相违因,you'fa'zi'xiang'xiang'wei'yin
有分识,you'fen'shi
友峰等益,you'feng'deng'yi
有佛无佛性相常住,you'fo'wu'fo'xing'xiang'chang'zhu
有覆无记,you'fu'wu'ji
有根身,you'gen'shen
有功用,you'gong'yong
祐国寺,you'guo'si
游化,you'hua
尤惠贞,you'hui'zhen
有基,you'ji
有见,you'jian
有间,you'jian
有教,you'jiao
有教无人,you'jiao'wu'ren
有结,you'jie
有炯,you'jiong
有觉有观三昧,you'jue'you'guan'san'mei
有开,you'kai
有空不二,you'kong'bu'er
友奎法师,you'kui'fa'shi
幽灵,you'ling
有流,you'liu
有漏,you'lou
有漏禅,you'lou'chan
有漏道,you'lou'dao
有漏定,you'lou'ding
有漏断,you'lou'duan
有漏果,you'lou'guo
有漏净土,you'lou'jing'tu
优楼频螺迦叶,you'lou'pin'luo'jia'ye
优楼频螺聚落,you'lou'pin'luo'ju'luo
优楼佉,you'lou'qu
有漏善,you'lou'shan
有漏善法,you'lou'shan'fa
有漏识,you'lou'shi
有漏无漏,you'lou'wu'lou
有漏业,you'lou'ye
有漏因,you'lou'yin
有漏智,you'lou'zhi
友梅,you'mei
有门,you'men
幽冥,you'ming
有明,you'ming
有南,you'nan
佑宁寺,you'ning'si
有朋,you'peng
优婆纺多,you'po'fang'duo
优婆鞠多,you'po'ju'duo
优婆离,you'po'li
优婆塞,you'po'sai
优婆塞戒,you'po'sai'jie
优婆塞戒经,you'po'sai'jie'jing
优婆提舍,you'po'ti'she
优婆夷,you'po'yi
幽栖,you'qi
有庆,you'qing
有情,you'qing
有情世间,you'qing'shi'jian
有情数,you'qing'shu
有情缘慈,you'qing'yuan'ci
有权,you'quan
右绕,you'rao
有色,you'se
有色天,you'se'tian
友山士偲,you'shan'shi'si
优尸罗,you'shi'luo
佑顺寺,you'shun'si
友松圆谛,you'song'yuan'di
尤遂初,you'sui'chu
有随眠心,you'sui'mian'xin
有所得,you'suo'de
有所依,you'suo'yi
有所缘,you'suo'yuan
有贪,you'tan
优昙跋罗,you'tan'ba'luo
优昙法师,you'tan'fa'shi
优昙华,you'tan'hua
栯堂禅师山居诗,you'tang'chan'shi'shan'ju'shi
有体,you'ti
有体施设假,you'ti'shi'she'jia
优填王,you'tian'wang
幽途,you'tu
优陀罗罗摩子,you'tuo'luo'luo'mo'zi
优陀那,you'tuo'na
有为,you'wei
有为法,you'wei'fa
有为果,you'wei'guo
有为解脱,you'wei'jie'tuo
有为空,you'wei'kong
有为生死,you'wei'sheng'si
有为无漏,you'wei'wu'lou
有为转变,you'wei'zhuan'bian
有我在,you'wo'zai
有无,you'wu
有无二边,you'wu'er'bian
有无二见,you'wu'er'jian
游戏三昧,you'xi'san'mei
游戏神通,you'xi'shen'tong
尤锡绶之妻施氏,you'xi'shou'zhi'qi'shi'shi
有想,you'xiang
有相,you'xiang
有相安乐行,you'xiang'an'le'xing
有相观,you'xiang'guan
有相教,you'xiang'jiao
有想天,you'xiang'tian
有想无想,you'xiang'wu'xiang
有相无相,you'xiang'wu'xiang
有相无相曼荼罗,you'xiang'wu'xiang'man'tu'luo
游祥洲,you'xiang'zhou
有相宗,you'xiang'zong
游心法界,you'xin'fa'jie
有心人,you'xin'ren
有心位,you'xin'wei
游行,you'xing
有需,you'xu
幽玄,you'xuan
有学,you'xue
由旬,you'xun
有寻有伺,you'xun'you'ci
有严,you'yan
有严法师,you'yan'fa'shi
有一,you'yi
有异熟,you'yi'shu
犹豫不成过,you'yu'bu'cheng'guo
有余涅槃,you'yu'nie'pan
有余土,you'yu'tu
有与无,you'yu'wu
有余依涅槃,you'yu'yi'nie'pan
有缘,you'yuan
酉源达公,you'yuan'da'gong
游增地狱,you'zeng'di'yu
幼璋禅师,you'zhang'chan'shi
幼璋禅师住瑞龙,you'zhang'chan'shi'zhu'rui'long
有臻,you'zhen
有支,you'zhi
有执受,you'zhi'shou
有支习气,you'zhi'xi'qi
幽州盘山宝积禅师,you'zhou'pan'shan'bao'ji'chan'shi
有主物,you'zhu'wu
有宗,you'zong
有作,you'zuo
有作无作,you'zuo'wu'zuo
欲爱,yu'ai
遇安禅师,yu'an'chan'shi
愚庵禅师超智,yu'an'chan'shi'chao'zhi
育才之道,yu'cai'zhi'dao
于昶,yu'chang
虞长孺,yu'chang'ru
欲尘,yu'chen
玉城康四郎,yu'cheng'kang'si'lang
愚痴,yu'chi
禺川禅师,yu'chuan'chan'shi
于刺史,yu'ci'shi
俞道婆,yu'dao'po
于道邃,yu'dao'sui
于頔,yu'di
于頔居士,yu'di'ju'shi
宇多天皇,yu'duo'tian'huang
愚法,yu'fa
愚法二乘,yu'fa'er'cheng
于法开,yu'fa'kai
于法兰,yu'fa'lan
余放牛,yu'fang'niu
浴佛,yu'fo
浴佛偈,yu'fo'ji
玉佛寺,yu'fo'si
与佛同在,yu'fo'tong'zai
与佛无缘,yu'fo'wu'yuan
浴佛赞,yu'fo'zan
玉甫绍琮,yu'fu'shao'cong
瑜伽师地论,yu'ga'shi'di'lun
郁伽长者,yu'ga'zhang'zhe
玉岗法师,yu'gang'fa'shi
玉冈如金,yu'gang'ru'jin
寓谷志禅师,yu'gu'zhi'chan'shi
愚谷智禅师,yu'gu'zhi'chan'shi
于贵之母于媪,yu'gui'zhi'mu'yu'ao
玉函山石窟,yu'han'shan'shi'ku
余杭政禅师,yu'hang'zheng'chan'shi
余鹤亭,yu'he'ting
羽黑山,yu'hei'shan
雨华瑞,yu'hua'rui
玉华寺,yu'hua'si
玉皇观念佛堂,yu'huang'guan'nian'fo'tang
玉慧观居士,yu'hui'guan'ju'shi
瑜伽,yu'jia
瑜珈不空三藏法师,yu'jia'bu'kong'san'zang'fa'shi
瑜伽教,yu'jia'jiao
瑜伽经,yu'jia'jing
瑜伽女地那羯啰,yu'jia'nv'di'na'jie'luo
瑜伽三密,yu'jia'san'mi
