阿比可糖,a'bi'ke'tang
无牙区带蒂移植瓣,wu'ya'qu'dai'di'yi'zhi'ban
无牙症,wu'ya'zheng
无盐撑胺,wu'yan'cheng'an
无眼畸形,wu'yan'ji'xing
无氧发酵,wu'yang'fa'jiao
无氧反应器,wu'yang'fan'ying'qi
无氧光细菌,wu'yang'guang'xi'jun
无氧过滤系统,wu'yang'guo'lv'xi'tong
无氧呼吸,wu'yang'hu'xi
无氧酵解,wu'yang'jiao'jie
无氧接触消化器,wu'yang'jie'chu'xiao'hua'qi
无羊膜类,wu'yang'mo'lei
无氧培养,wu'yang'pei'yang
无氧培养物,wu'yang'pei'yang'wu
无氧生活,wu'yang'sheng'huo
无氧消化,wu'yang'xiao'hua
无氧消化器,wu'yang'xiao'hua'qi
乌药碱,wu'yao'jian
无叶性,wu'ye'xing
误义,wu'yi
无益共生,wu'yi'gong'sheng
无益基因,wu'yi'ji'yin
无义密码子,wu'yi'mi'ma'zi
无义三联体,wu'yi'san'lian'ti
无义突变,wu'yi'tu'bian
无义循环,wu'yi'xun'huan
无意义校正,wu'yi'yi'jiao'zheng
无意义密码子,wu'yi'yi'mi'ma'zi
无意义突变,wu'yi'yi'tu'bian
无意义抑制,wu'yi'yi'yi'zhi
无义抑制,wu'yi'yi'zhi
无义抑制基因,wu'yi'yi'zhi'ji'yin
无用器官学,wu'yong'qi'guan'xue
无原纤维牙骨质,wu'yuan'xian'wei'ya'gu'zhi
无运铁蛋白血,wu'yun'tie'dan'bai'xue
无再灌注,wu'zai'guan'zhu
无载体放射性同位素,wu'zai'ti'fang'she'xing'tong'wei'su
乌贼骨,wu'zei'gu
乌贼墨汁,wu'zei'mo'zhi
无障碍通行,wu'zhang'ai'tong'xing
无折叠肽,wu'zhe'die'tai
无症状性细菌尿,wu'zheng'zhuang'xing'xi'jun'niao
戊酯,wu'zhi
物质的量单位,wu'zhi'de'liang'dan'wei
物质攻击力,wu'zhi'gong'ji'li
物种保护,wu'zhong'bao'hu
物种恒定学说,wu'zhong'heng'ding'xue'shuo
物种生态学,wu'zhong'sheng'tai'xue
物种树,wu'zhong'shu
物种形成,wu'zhong'xing'cheng
无中柱式,wu'zhong'zhu'shi
无轴索细胞,wu'zhou'suo'xi'bao
吴茱萸次碱,wu'zhu'yu'ci'jian
武装巨噬细胞,wu'zhuang'ju'shi'xi'bao
无椎骨,wu'zhui'gu
无着丝粒,wu'zhuo'si'li
无着丝粒断片,wu'zhuo'si'li'duan'pian
无着丝粒环,wu'zhuo'si'li'huan
无着丝粒染色体,wu'zhuo'si'li'ran'se'ti
无滋养水,wu'zi'yang'shui
无子叶植物,wu'zi'ye'zhi'wu
物自由基,wu'zi'you'ji
无阻空间,wu'zu'kong'jian
无足幼虫,wu'zu'you'chong
稀矮植物区,xi'ai'zhi'wu'qu
烯胺互变异构现象,xi'an'hu'bian'yi'gou'xian'xiang
喜暗期,xi'an'qi
犀氨酸,xi'an'suan
喜白蚁动物,xi'bai'yi'dong'wu
吸胞,xi'bao
细胞癌基因,xi'bao'ai'ji'yin
细胞白血胞,xi'bao'bai'xie'bao
细胞被膜,xi'bao'bei'mo
细胞壁,xi'bao'bi
细胞变态,xi'bao'bian'tai
细胞变形,xi'bao'bian'xing
细胞表面,xi'bao'biao'mian
细胞表面抗原,xi'bao'biao'mian'kang'yuan
细胞表面识别,xi'bao'biao'mian'shi'bie
细胞表面受体,xi'bao'biao'mian'shou'ti
细胞病,xi'bao'bing
细胞并合,xi'bao'bing'he
细胞病理学,xi'bao'bing'li'xue
细胞不溶质,xi'bao'bu'rong'zhi
细胞产生,xi'bao'chan'sheng
细胞呈递,xi'bao'cheng'di
细胞成分,xi'bao'cheng'fen
细胞成熟,xi'bao'cheng'shu
细胞成熟因子,xi'bao'cheng'shu'yin'zi
细胞池杯,xi'bao'chi'bei
细胞触觉素,xi'bao'chu'jue'su
细胞等大,xi'bao'deng'da
细胞低氧症,xi'bao'di'yang'zheng
细胞电融合法,xi'bao'dian'rong'he'fa
细胞电泳,xi'bao'dian'yong
细胞定位,xi'bao'ding'wei
细胞动力学,xi'bao'dong'li'xue
细胞毒,xi'bao'du
细胞毒试验,xi'bao'du'shi'yan
细胞毒素,xi'bao'du'su
细胞毒性,xi'bao'du'xing
细胞毒性抗体,xi'bao'du'xing'kang'ti
细胞发生,xi'bao'fa'sheng
细胞发育,xi'bao'fa'yu
细胞肥大病毒,xi'bao'fei'da'bing'du
细胞分部分离,xi'bao'fen'bu'fen'li
细胞分化,xi'bao'fen'hua
细胞分化因子,xi'bao'fen'hua'yin'zi
细胞分级分离,xi'bao'fen'ji'fen'li
细胞分解体,xi'bao'fen'jie'ti
细胞分类器,xi'bao'fen'lei'qi
细胞分类学,xi'bao'fen'lei'xue
细胞分裂促进因子,xi'bao'fen'lie'cu'jin'yin'zi
细胞分裂素,xi'bao'fen'lie'su
细胞分裂停滞,xi'bao'fen'lie'ting'zhi
细胞分裂抑素,xi'bao'fen'lie'yi'su
细胞分裂抑制,xi'bao'fen'lie'yi'zhi
细胞分裂抑制素,xi'bao'fen'lie'yi'zhi'su
细胞分裂周期基因,xi'bao'fen'lie'zhou'qi'ji'yin
细胞分泌,xi'bao'fen'mi
细胞分散因子,xi'bao'fen'san'yin'zi
细胞分型,xi'bao'fen'xing
细胞分选,xi'bao'fen'xuan
细胞分选仪,xi'bao'fen'xuan'yi
细胞辅助因子,xi'bao'fu'zhu'yin'zi
细胞干重,xi'bao'gan'zhong
细胞肛,xi'bao'gang
细胞更新,xi'bao'geng'xin
细胞工厂,xi'bao'gong'chang
细胞工程,xi'bao'gong'cheng
细胞工程学,xi'bao'gong'cheng'xue
细胞骨架,xi'bao'gu'jia
细胞骨架蛋白,xi'bao'gu'jia'dan'bai
细胞刮棒,xi'bao'gua'bang
细胞光度术,xi'bao'guang'du'shu
细胞过滤,xi'bao'guo'lv
细胞核,xi'bao'he
细胞合并,xi'bao'he'bing
细胞核繁殖,xi'bao'he'fan'zhi
细胞核分裂的一时期,xi'bao'he'fen'lie'de'yi'shi'qi
细胞核溶解,xi'bao'he'rong'jie
细胞核学,xi'bao'he'xue
细胞呼吸,xi'bao'hu'xi
细胞呼吸作用,xi'bao'hu'xi'zuo'yong
细胞互应性,xi'bao'hu'ying'xing
细胞化学,xi'bao'hua'xue
细胞坏死,xi'bao'huai'si
细胞黄,xi'bao'huang
细胞回收器,xi'bao'hui'shou'qi
细胞混合,xi'bao'hun'he
细胞激动素,xi'bao'ji'dong'su
细胞集合,xi'bao'ji'he
细胞集合体,xi'bao'ji'he'ti
细胞激活,xi'bao'ji'huo
细胞计量术,xi'bao'ji'liang'shu
细胞集落,xi'bao'ji'luo
细胞计数,xi'bao'ji'shu
细胞技术,xi'bao'ji'shu
细胞计数器,xi'bao'ji'shu'qi
细胞极性,xi'bao'ji'xing
细胞基因,xi'bao'ji'yin
细胞基质,xi'bao'ji'zhi
细胞渐进性坏死,xi'bao'jian'jin'xing'huai'si
细胞减少症,xi'bao'jian'shao'zheng
细胞减生,xi'bao'jian'sheng
细胞减生现象,xi'bao'jian'sheng'xian'xiang
细胞间输运,xi'bao'jian'shu'yun
细胞间隙,xi'bao'jian'xi
细胞间液,xi'bao'jian'ye
细胞间转运,xi'bao'jian'zhuan'yun
细胞浆,xi'bao'jiang
细胞角蛋白,xi'bao'jiao'dan'bai
细胞介导免疫,xi'bao'jie'dao'mian'yi
细胞接合,xi'bao'jie'he
细胞结合,xi'bao'jie'he
细胞结局,xi'bao'jie'ju
细胞解离,xi'bao'jie'li
细胞解离液,xi'bao'jie'li'ye
细胞节律,xi'bao'jie'lv
细胞解体,xi'bao'jie'ti
细胞静止因子,xi'bao'jing'zhi'yin'zi
细胞聚集,xi'bao'ju'ji
细胞决定,xi'bao'jue'ding
细胞抗原受体,xi'bao'kang'yuan'shou'ti
细胞口,xi'bao'kou
细胞冷冻,xi'bao'leng'dong
细胞理论,xi'bao'li'lun
细胞离散,xi'bao'li'san
细胞列,xi'bao'lie
细胞瘤,xi'bao'liu
细胞麻醉,xi'bao'ma'zui
细胞毛被,xi'bao'mao'bei
细胞密度,xi'bao'mi'du
细胞免疫,xi'bao'mian'yi
细胞免疫性,xi'bao'mian'yi'xing
细胞免疫学,xi'bao'mian'yi'xue
细胞命运,xi'bao'ming'yun
细胞膜,xi'bao'mo
细胞膜上,xi'bao'mo'shang
细胞膜穴样内陷,xi'bao'mo'xue'yang'nei'xian
细胞耐受,xi'bao'nai'shou
细胞内,xi'bao'nei
细胞内含物,xi'bao'nei'han'wu
细胞内溶菌素,xi'bao'nei'rong'jun'su
细胞内溶素,xi'bao'nei'rong'su
细胞内消化,xi'bao'nei'xiao'hua
细胞内液,xi'bao'nei'ye
细胞粘附分子,xi'bao'nian'fu'fen'zi
细胞粘着,xi'bao'nian'zhe
细胞粘着蛋白,xi'bao'nian'zhe'dan'bai
细胞粘着分子,xi'bao'nian'zhe'fen'zi
细胞粘着细胞粘附,xi'bao'nian'zhe'xi'bao'nian'fu
细胞粘着性,xi'bao'nian'zhuo'xing
细胞凝集素,xi'bao'ning'ji'su
细胞配合,xi'bao'pei'he
细胞培养,xi'bao'pei'yang
细胞破裂,xi'bao'po'lie
细胞破碎,xi'bao'po'sui
细胞谱系,xi'bao'pu'xi
细胞器,xi'bao'qi
细胞器移植,xi'bao'qi'yi'zhi
细胞嵌合体,xi'bao'qian'he'ti
细胞迁移,xi'bao'qian'yi
细胞迁移素,xi'bao'qian'yi'su
细胞亲和层析,xi'bao'qin'he'ceng'xi
细胞区室,xi'bao'qu'shi
细胞趋性,xi'bao'qu'xing
细胞群体,xi'bao'qun'ti
细胞溶,xi'bao'rong
细胞融合,xi'bao'rong'he
细胞融合技术,xi'bao'rong'he'ji'shu
细胞溶胶,xi'bao'rong'jiao
细胞溶解,xi'bao'rong'jie
细胞溶解酶,xi'bao'rong'jie'mei
细胞溶酶体,xi'bao'rong'mei'ti
细胞溶素,xi'bao'rong'su
细胞溶素原,xi'bao'rong'su'yuan
细胞肉芽肿,xi'bao'rou'ya'zhong
细胞色素,xi'bao'se'su
细胞色素还原酶,xi'bao'se'su'huan'yuan'mei
细胞色素氧化酶,xi'bao'se'su'yang'hua'mei
细胞社会学,xi'bao'she'hui'xue
细胞摄物作用,xi'bao'she'wu'zuo'yong
细胞生理学,xi'bao'sheng'li'xue
细胞生物化学,xi'bao'sheng'wu'hua'xue
细胞生物学,xi'bao'sheng'wu'xue
细胞生长素,xi'bao'sheng'zhang'su
细胞生长抑制剂,xi'bao'sheng'zhang'yi'zhi'ji
细胞生长因子,xi'bao'sheng'zhang'yin'zi
细胞识别,xi'bao'shi'bie
细胞世代时间,xi'bao'shi'dai'shi'jian
细胞嗜性,xi'bao'shi'xing
细胞收获,xi'bao'shou'huo
细胞收缩,xi'bao'shou'suo
细胞受体,xi'bao'shou'ti
细胞受体库,xi'bao'shou'ti'ku
细胞输运,xi'bao'shu'yun
细胞输注,xi'bao'shu'zhu
细胞衰老,xi'bao'shuai'lao
细胞栓塞,xi'bao'shuan'se
细胞栓子,xi'bao'shuan'zi
细胞死亡,xi'bao'si'wang
细胞松弛素,xi'bao'song'chi'su
细胞碎片,xi'bao'sui'pian
细胞损伤,xi'bao'sun'shang
细胞糖脂,xi'bao'tang'zhi
细胞体,xi'bao'ti
细胞替代因子,xi'bao'ti'dai'yin'zi
细胞体如见于神经元,xi'bao'ti'ru'jian'yu'shen'jing'yuan
细胞同步,xi'bao'tong'bu
细胞同类群,xi'bao'tong'lei'qun
细胞透化作用,xi'bao'tou'hua'zuo'yong
细胞透明质,xi'bao'tou'ming'zhi
细胞突变,xi'bao'tu'bian
细胞吞噬作用,xi'bao'tun'shi'zuo'yong
细胞外被,xi'bao'wai'bei
细胞外酶,xi'bao'wai'mei
细胞外微电极,xi'bao'wai'wei'dian'ji
细胞外消化,xi'bao'wai'xiao'hua
细胞外液,xi'bao'wai'ye
细胞外运动,xi'bao'wai'yun'dong
细胞无限增殖化,xi'bao'wu'xian'zeng'zhi'hua
细胞系,xi'bao'xi
细胞夕壳,xi'bao'xi'ke
细胞向性,xi'bao'xiang'xing
细胞消化,xi'bao'xiao'hua
细胞消化液,xi'bao'xiao'hua'ye
细胞协同作用,xi'bao'xie'tong'zuo'yong
细胞信号传导,xi'bao'xin'hao'chuan'dao
细胞信号发放,xi'bao'xin'hao'fa'fang
细胞形成,xi'bao'xing'cheng
细胞形成核,xi'bao'xing'cheng'he
细胞形成质,xi'bao'xing'cheng'zhi
细胞性蓝痣,xi'bao'xing'lan'zhi
细胞形态学,xi'bao'xing'tai'xue
细胞星体,xi'bao'xing'ti
细胞形状,xi'bao'xing'zhuang
细胞修复,xi'bao'xiu'fu
细胞悬浮培养,xi'bao'xuan'fu'pei'yang
细胞选择,xi'bao'xuan'ze
细胞选择蛋白,xi'bao'xuan'ze'dan'bai
细胞学,xi'bao'xue
细胞学说,xi'bao'xue'shuo
细胞寻靶,xi'bao'xun'ba
细胞牙骨质,xi'bao'ya'gu'zhi
细胞亚类,xi'bao'ya'lei
细胞亚株,xi'bao'ya'zhu
细胞咽,xi'bao'yan
细胞延长,xi'bao'yan'chang
细胞氧化,xi'bao'yang'hua
细胞液,xi'bao'ye
细胞遗传,xi'bao'yi'chuan
细胞遗传学,xi'bao'yi'chuan'xue
细胞移动,xi'bao'yi'dong
细胞移植,xi'bao'yi'zhi
细胞抑制因子,xi'bao'yi'zhi'yin'zi
细胞因子,xi'bao'yin'zi
细胞营养质,xi'bao'ying'yang'zhi
细胞原体,xi'bao'yuan'ti
细胞原位杂交,xi'bao'yuan'wei'za'jiao
细胞运动,xi'bao'yun'dong
细胞运动性,xi'bao'yun'dong'xing
细胞匀浆化,xi'bao'yun'jiang'hua
细胞杂交,xi'bao'za'jiao
细胞再生,xi'bao'zai'sheng
细胞再循环,xi'bao'zai'xun'huan
细胞增大性生长,xi'bao'zeng'da'xing'sheng'zhang
细胞增殖,xi'bao'zeng'zhi
细胞粘连蛋白,xi'bao'zhan'lian'dan'bai
细胞质,xi'bao'zhi
细胞致癌基因,xi'bao'zhi'ai'ji'yin
细胞质蛋白质合成,xi'bao'zhi'dan'bai'zhi'he'cheng
细胞质核糖体组分,xi'bao'zhi'he'tang'ti'zu'fen
细胞置换因子,xi'bao'zhi'huan'yin'zi
细胞质基因,xi'bao'zhi'ji'yin
细胞质基因组,xi'bao'zhi'ji'yin'zu
细胞质结合,xi'bao'zhi'jie'he
细胞治疗,xi'bao'zhi'liao
细胞质膜,xi'bao'zhi'mo
细胞质内,xi'bao'zhi'nei
细胞质渗漏后的细胞,xi'bao'zhi'shen'lou'hou'de'xi'bao
细胞质生活粒,xi'bao'zhi'sheng'huo'li
细胞质体,xi'bao'zhi'ti
细胞质遗传,xi'bao'zhi'yi'chuan
细胞肿胀,xi'bao'zhong'zhang
细胞周期,xi'bao'zhou'qi
细胞周期蛋白,xi'bao'zhou'qi'dan'bai
细胞周期关卡,xi'bao'zhou'qi'guan'qia
细胞周期控制,xi'bao'zhou'qi'kong'zhi
细胞周期停滞,xi'bao'zhou'qi'ting'zhi
细胞株,xi'bao'zhu
细胞珠蛋白,xi'bao'zhu'dan'bai
细胞转化,xi'bao'zhuan'hua
细胞转运,xi'bao'zhuan'yun
细胞自溶素,xi'bao'zi'rong'su
细胞自体溶解,xi'bao'zi'ti'rong'jie
细胞自体吞噬,xi'bao'zi'ti'tun'shi
细胞滋养层,xi'bao'zi'yang'ceng
细胞自主性,xi'bao'zi'zhu'xing
细胞组分的分级分离,xi'bao'zu'fen'de'fen'ji'fen'li
细胞组织学,xi'bao'zu'zhi'xue
吸杯,xi'bei
西贝母碱,xi'bei'mu'jian
烯丙醇脱氢酶,xi'bing'chun'tuo'qing'mei
烯丙基,xi'bing'ji
烯丙基半胱氨酸,xi'bing'ji'ban'guang'an'suan
烯丙吗啡,xi'bing'ma'fei
烯丙巯基半胱氨酸,xi'bing'qiu'ji'ban'guang'an'suan
西伯鼻孢子菌,xi'bo'bi'bao'zi'jun
吸槽,xi'cao
细长红细胞,xi'chang'hong'xi'bao
系翅膜,xi'chi'mo
吸虫,xi'chong
吸虫病,xi'chong'bing
吸虫纲,xi'chong'gang
吸除,xi'chu
洗出物,xi'chu'wu
喜畜性,xi'chu'xing
吸除作用,xi'chu'zuo'yong
细穿孔,xi'chuan'kong
系垂,xi'chui
烯醇,xi'chun
烯醇丙酮酸磷酸,xi'chun'bing'tong'suan'lin'suan
烯醇化酶,xi'chun'hua'mei
烯醇化作用,xi'chun'hua'zuo'yong
烯醇磷酸丙酮酸,xi'chun'lin'suan'bing'tong'suan
烯醇酮,xi'chun'tong
系纯系类型,xi'chun'xi'lei'xing
烯雌酚,xi'ci'fen
硒代胱氨酸,xi'dai'guang'an'suan
烯胆甾烷醇,xi'dan'zai'wan'chun
喜氮植物,xi'dan'zhi'wu
膝垫,xi'dian
吸电子基团,xi'dian'zi'ji'tuan
徙动,xi'dong
喜动物性,xi'dong'wu'xing
稀度,xi'du
烯毒芹碱,xi'du'qin'jian
蜥腭,xi'e
蜥腭型,xi'e'xing
烯二醇,xi'er'chun
希尔反应,xi'er'fan'ying
西尔弗综合征,xi'er'fu'zong'he'zheng
希尔氏反应,xi'er'shi'fan'ying
西耳维厄斯氏水管,xi'er'wei'e'si'shi'shui'guan
烯番茄碱,xi'fan'qie'jian
膝反屈,xi'fan'qu
吸附层析,xi'fu'ceng'xi
吸附层析法,xi'fu'ceng'xi'fa
吸附蛋白,xi'fu'dan'bai
吸附等压线,xi'fu'deng'ya'xian
吸跗节,xi'fu'jie
吸附量,xi'fu'liang
吸附能力,xi'fu'neng'li
吸附器,xi'fu'qi
希夫氏,xi'fu'shi
希夫氏反应,xi'fu'shi'fan'ying
希夫氏过碘酸反应,xi'fu'shi'guo'dian'suan'fan'ying
希夫试剂,xi'fu'shi'ji
希夫氏碱,xi'fu'shi'jian
希夫氏染色法,xi'fu'shi'ran'se'fa
希夫氏染色反应,xi'fu'shi'ran'se'fan'ying
锡夫氏试剂,xi'fu'shi'shi'ji
希夫氏试剂,xi'fu'shi'shi'ji
吸附洗脱试验,xi'fu'xi'tuo'shi'yan
吸附滞后现象,xi'fu'zhi'hou'xian'xiang
细腐殖质,xi'fu'zhi'zhi
吸附中心,xi'fu'zhong'xin
吸附作用,xi'fu'zuo'yong
膝盖反射计,xi'gai'fan'she'ji
喜钙植物,xi'gai'zhi'wu
细刚毛,xi'gang'mao
喜高渗透压,xi'gao'shen'tou'ya
喜高渗透压生长,xi'gao'shen'tou'ya'sheng'zhang
螅根,xi'gen
吸根,xi'gen
喜耕地生物,xi'geng'di'sheng'wu
吸沟,xi'gou
西瓜子固醇,xi'gua'zi'gu'chun
西瓜子甾醇,xi'gua'zi'zai'chun
吸管虫,xi'guan'chong
膝关节交锁,xi'guan'jie'jiao'suo
膝关节炎,xi'guan'jie'yan
习惯性脱位,xi'guan'xing'tuo'wei
吸光测定法,xi'guang'ce'ding'fa
吸光度,xi'guang'du
吸光计,xi'guang'ji
吸光系数,xi'guang'xi'shu
喜旱植物,xi'han'zhi'wu
溪河群落,xi'he'qun'luo
喜红,xi'hong
西红柿碱,xi'hong'shi'jian
西黄松黄酮,xi'huang'song'huang'tong
吸喙,xi'hui
吸回,xi'hui
吸回作用,xi'hui'zuo'yong
西加毒素,xi'jia'du'su
西加鱼毒素,xi'jia'yu'du'su
喜碱,xi'jian
稀见种,xi'jian'zhong
细交链孢菌酮酸,xi'jiao'lian'bao'jun'tong'suan
膝节,xi'jie
细精管发育障碍症,xi'jing'guan'fa'yu'zhang'ai'zheng
细锯齿式,xi'ju'chi'shi
细觉,xi'jue
细菌变态酶,xi'jun'bian'tai'mei
细菌病毒,xi'jun'bing'du
细菌层,xi'jun'ceng
细菌传染,xi'jun'chuan'ran
细菌淀粉,xi'jun'dian'fen
细菌淀粉粒,xi'jun'dian'fen'li
细菌毒,xi'jun'du
细菌毒素,xi'jun'du'su
细菌合成,xi'jun'he'cheng
细菌坏死毒素,xi'jun'huai'si'du'su
细菌活性,xi'jun'huo'xing
细菌计数器,xi'jun'ji'shu'qi
细菌接种,xi'jun'jie'zhong
细菌疗法,xi'jun'liao'fa
细菌裂殖,xi'jun'lie'zhi
细菌滤器,xi'jun'lv'qi
细菌门,xi'jun'men
细菌尿,xi'jun'niao
细菌凝集素,xi'jun'ning'ji'su
细菌培养,xi'jun'pei'yang
系菌群,xi'jun'qun
细菌群落,xi'jun'qun'luo
细菌溶血素,xi'jun'rong'xue'su
细菌栓塞,xi'jun'shuan'se
细菌栓子,xi'jun'shuan'zi
细菌素,xi'jun'su
细菌特征,xi'jun'te'zheng
细菌特征己录表,xi'jun'te'zheng'ji'lu'biao
细菌调理素,xi'jun'tiao'li'su
细菌萜醇,xi'jun'tie'chun
细菌停殖,xi'jun'ting'zhi
细菌性病,xi'jun'xing'bing
细菌性沉淀,xi'jun'xing'chen'dian
细菌性动脉瘤,xi'jun'xing'dong'mai'liu
细菌性尿道炎,xi'jun'xing'niao'dao'yan
细菌性膀胱炎,xi'jun'xing'pang'guang'yan
细菌性前列腺炎,xi'jun'xing'qian'lie'xian'yan
细菌性肾盂肾炎,xi'jun'xing'shen'yu'shen'yan
细菌性心内膜炎,xi'jun'xing'xin'nei'mo'yan
细菌学,xi'jun'xue
细菌芽孢,xi'jun'ya'bao
细菌叶绿素,xi'jun'ye'lv'su
细菌胰蛋白酶,xi'jun'yi'dan'bai'mei
细菌荧光素,xi'jun'ying'guang'su
细菌用胰蛋白胨,xi'jun'yong'yi'dan'bai'dong
细菌用胰化胨,xi'jun'yong'yi'hua'dong
细菌游离基因,xi'jun'you'li'ji'yin
细菌原病,xi'jun'yuan'bing
西菌植物,xi'jun'zhi'wu
细菌种群,xi'jun'zhong'qun
细菌转化,xi'jun'zhuan'hua
细菌紫红质,xi'jun'zi'hong'zhi
细菌组蛋白,xi'jun'zu'dan'bai
隙孔,xi'kong
细孔道,xi'kong'dao
吸口虫,xi'kou'chong
希拉尔代斯氏器官,xi'la'er'dai'si'shi'qi'guan
希拉普内耳氏膜,xi'la'pu'nei'er'shi'mo
希腊文第十八个字母,xi'la'wen'di'shi'ba'ge'zi'mu
吸量管,xi'liang'guan
细裂片,xi'lie'pian
系列同源,xi'lie'tong'yuan
溪流群落,xi'liu'qun'luo
喜流水藻,xi'liu'shui'zao
西罗霉素,xi'luo'mei'su
西玛三嗪,xi'ma'san'qin
细脉,xi'mai
西门木炔酸,xi'men'mu'que'suan
西门木烯酸,xi'men'mu'xi'suan
系膜,xi'mo
西摩两栖类,xi'mo'liang'qi'lei
西莫纳尔系带,xi'mo'na'er'ji'dai
烯脑苷脂,xi'nao'gan'zhi
膝内翻,xi'nei'fan
吸能反应,xi'neng'fan'ying
悉尼线,xi'ni'xian
细尿管袢,xi'niao'guan'pan
细咆遗传学,xi'pao'yi'chuan'xue
膝皮肥厚,xi'pi'fei'hou
系谱学,xi'pu'xue
吸器,xi'qi
细气管球,xi'qi'guan'qiu
吸气活瓣,xi'qi'huo'ban
吸气末暂停,xi'qi'mo'zan'ting
吸气末正压,xi'qi'mo'zheng'ya
吸气驱动压,xi'qi'qu'dong'ya
膝前色环,xi'qian'se'huan
螅鞘,xi'qiao
吸取动作,xi'qu'dong'zuo
膝屈曲畸形,xi'qu'qu'ji'xing
烯醛,xi'quan
喜热植物,xi're'zhi'wu
息肉病,xi'rou'bing
息肉切除,xi'rou'qie'chu
息肉手法摘除术,xi'rou'shou'fa'zhai'chu'shu
吸入剂,xi'ru'ji
吸入麻醉,xi'ru'ma'zui
吸入麻醉药,xi'ru'ma'zui'yao
吸入性损伤,xi'ru'xing'sun'shang
吸入氧比例,xi'ru'yang'bi'li
喜沙植物,xi'sha'zhi'wu
稀少密码子,xi'shao'mi'ma'zi
稀少型,xi'shao'xing
细肾管,xi'shen'guan
悉生生物学,xi'sheng'sheng'wu'xue
锡生藤碱,xi'sheng'teng'jian
溪生藻类,xi'sheng'zao'lei
稀释计数法,xi'shi'ji'shu'fa
稀释液,xi'shi'ye
稀释因子,xi'shi'yin'zi
吸收高峰,xi'shou'gao'feng
吸收光谱,xi'shou'guang'pu
吸收光谱测定,xi'shou'guang'pu'ce'ding
吸收光谱测定法,xi'shou'guang'pu'ce'ding'fa
吸收光谱带,xi'shou'guang'pu'dai
吸收剂量,xi'shou'ji'liang
吸收谱胞吞,xi'shou'pu'bao'tun
吸收腔隙,xi'shou'qiang'xi
吸收曲线,xi'shou'qu'xian
吸收容量,xi'shou'rong'liang
吸收完毕状态,xi'shou'wan'bi'zhuang'tai
吸收障碍,xi'shou'zhang'ai
吸收组织,xi'shou'zu'zhi
吸收作用,xi'shou'zuo'yong
喜树次碱,xi'shu'ci'jian
稀树干草原,xi'shu'gan'cao'yuan
喜树碱,xi'shu'jian
稀疏霉素,xi'shu'mei'su
稀疏培养,xi'shu'pei'yang
稀疏群丛,xi'shu'qun'cong
稀疏群落,xi'shu'qun'luo
稀疏群系,xi'shu'qun'xi
吸水压,xi'shui'ya
吸水纸,xi'shui'zhi
喜水植物,xi'shui'zhi'wu
吸吮动作,xi'shun'dong'zuo
吸吮反射,xi'shun'fan'she
吸吮口器,xi'shun'kou'qi
吸吮困难,xi'shun'kun'nan
细丝蛋白,xi'si'dan'bai
细丝弓矫治器,xi'si'gong'jiao'zhi'qi
吸丝基,xi'si'ji
细丝状片层,xi'si'zhuang'pian'ceng
烯酸,xi'suan
喜酸性植物,xi'suan'xing'zhi'wu
喜酸植物,xi'suan'zhi'wu
西特斯日钦碱,xi'te'si'ri'qin'jian
螅体,xi'ti
洗提,xi'ti
洗提液,xi'ti'ye
系统发生树,xi'tong'fa'sheng'shu
系统发生系列,xi'tong'fa'sheng'xi'lie
系统发生学,xi'tong'fa'sheng'xue
系统发育,xi'tong'fa'yu
系统发育衰退期,xi'tong'fa'yu'shuai'tui'qi
烯酮类,xi'tong'lei
系统胚胎学,xi'tong'pei'tai'xue
系统杀真菌剂,xi'tong'sha'zhen'jun'ji
系统生物学,xi'tong'sheng'wu'xue
系统性红斑狼疮,xi'tong'xing'hong'ban'lang'chuang
蜥臀目,xi'tun'mu
洗脱层析,xi'tuo'ceng'xi
洗脱剂,xi'tuo'ji
洗脱曲线,xi'tuo'qu'xian
洗脱时间,xi'tuo'shi'jian
洗脱顺序,xi'tuo'shun'xu
洗脱体积,xi'tuo'ti'ji
洗脱图,xi'tuo'tu
洗脱物,xi'tuo'wu
洗脱液,xi'tuo'ye
吸唾液器,xi'tuo'ye'qi
西瓦特皮肤异色病,xi'wa'te'pi'fu'yi'se'bing
膝外翻,xi'wai'fan
细微胞饮作用,xi'wei'bao'yin'zuo'yong
西韦病,xi'wei'bing
喜温性,xi'wen'xing
喜污水种类,xi'wu'shui'zhong'lei
膝下器,xi'xia'qi
烯酰,xi'xian
烯酰基,xi'xian'ji
吸涎器,xi'xian'qi
细线期,xi'xian'qi
烯酰水合酶,xi'xian'shui'he'mei
洗消车辆,xi'xiao'che'liang
细小核糖核酸病毒,xi'xiao'he'tang'he'suan'bing'du
洗消器,xi'xiao'qi
细小主动脉根,xi'xiao'zhu'dong'mai'gen
膝形,xi'xing
蜥形类,xi'xing'lei
稀血症,xi'xue'zheng
细牙齿,xi'ya'chi
洗牙水,xi'ya'shui
吸烟斑,xi'yan'ban
吸烟性黑斑,xi'yan'xing'hei'ban
吸烟者角化病,xi'yan'zhe'jiao'hua'bing
吸烟者面容,xi'yan'zhe'mian'rong
喜阳植物,xi'yang'zhi'wu
吸叶,xi'ye
吸液小体,xi'ye'xiao'ti
蜥蜴咬伤,xi'yi'yao'shang
喜蚁植物,xi'yi'zhi'wu
蜥蜴状髋部,xi'yi'zhuang'kuan'bu
