阿伯丁,a'bo'ding
乌佩塔尔,wu'pei'ta'er
乌普斯特,wu'pu'si'te
乌沙克,wu'sha'ke
乌伊拉,wu'yi'la
西澳洲体育学会,xi'ao'zhou'ti'yu'xue'hui
希巴里亚,xi'ba'li'ya
西班牙联赛,xi'ban'ya'lian'sai
西班牙人,xi'ban'ya'ren
希比亚,xi'bi'ya
西部竞技队,xi'bu'jing'ji'dui
西布朗,xi'bu'lang
锡布里奇迅捷,xi'bu'li'qi'xun'jie
西布罗姆维奇,xi'bu'luo'mu'wei'qi
西部先锋,xi'bu'xian'feng
锡尔克堡,xi'er'ke'bao
希格玛奥洛穆克,xi'ge'ma'ao'luo'mu'ke
锡根,xi'gen
希古恩,xi'gu'en
希古拿,xi'gu'na
西哈维尔福德郡,xi'ha'wei'er'fu'de'jun
西汉姆,xi'han'mu
希杭,xi'hang
希洪竞技,xi'hong'jing'ji
希腊联赛,xi'la'lian'sai
悉尼,xi'ni
西切斯特火焰,xi'qie'si'te'huo'yan
希钦城,xi'qin'cheng
希斯顿,xi'si'dun
锡塔德福尔图纳,xi'ta'de'fu'er'tu'na
锡瓦斯,xi'wa'si
西维尔,xi'wei'er
锡耶纳,xi'ye'na
锡永,xi'yong
夏岱勒罗,xia'dai'le'luo
夏格维斯,xia'ge'wei'si
夏积杜克,xia'ji'du'ke
夏卡,xia'ka
夏利法斯,xia'li'fa'si
夏洛特鹰,xia'luo'te'ying
夏马克斯,xia'ma'ke'si
冼拿,xian'na
香港斑蝶,xiang'gang'ban'die
香港浩运,xiang'gang'hao'yun
香港联赛,xiang'gang'lian'sai
小岛俱乐部,xiao'dao'ju'le'bu
谢尔,xie'er
谢菲尔德联队,xie'fei'er'de'lian'dui
谢拉特,xie'la'te
谢联,xie'lian
些路迪,xie'lu'di
谢周三,xie'zhou'san
辛达告鲁斯,xin'da'gao'lu'si
辛菲罗波尔迪纳摩,xin'fei'luo'bo'er'di'na'mo
新光芒,xin'guang'mang
新汉普郡幻影,xin'han'pu'jun'huan'ying
新加坡军团,xin'jia'po'jun'tuan
新加坡联赛,xin'jia'po'lian'sai
新加坡幼狮,xin'jia'po'you'shi
欣克利联,xin'ke'li'lian
新明特斯,xin'ming'te'si
辛尼迪,xin'ni'di
辛尼特,xin'ni'te
新特兰,xin'te'lan
辛特路斯,xin'te'lu'si
新韦博尼,xin'wei'bo'ni
新西兰骑士,xin'xi'lan'qi'shi
辛西亚诺,xin'xi'ya'nuo
新英伦革命,xin'ying'lun'ge'ming
兄弟联合运动,xiong'di'lian'he'yun'dong
匈牙利,xiong'ya'li
匈牙利联赛,xiong'ya'li'lian'sai
修安联,xiu'an'lian
休达,xiu'da
轩斯,xuan'si
薛比拿,xue'bi'na
薛罗拔图,xue'luo'ba'tu
鸭巴甸,ya'ba'dian
亚琛,ya'chen
雅典,ya'dian
雅典阿托米特斯,ya'dian'a'tuo'mi'te'si
雅吉瓦红,ya'ji'wa'hong
亚利山德拉克鲁,ya'li'shan'de'la'ke'lu
鸭绿江,ya'lu'jiang
亚罗,ya'luo
雅罗斯拉夫尔什尼克,ya'luo'si'la'fu'er'shen'ni'ke
亚眠,ya'mian
亚特兰大,ya'te'lan'da
亚特兰特,ya'te'lan'te
岩布仙尼,yan'bu'xian'ni
晏菲路,yan'fei'lu
燕豪芬,yan'hao'fen
仰光市政,yang'guang'shi'zheng
耶布朗历,ye'bu'lang'li
耶丁,ye'ding
耶灵,ye'ling
耶路撒冷贝达,ye'lu'sa'leng'bei'da
耶拿,ye'na
耶特城,ye'te'cheng
耶耶托尼,ye'ye'tuo'ni
伊安利高斯,yi'an'li'gao'si
伊巴,yi'ba
伊巴谦莫域,yi'ba'qian'mo'yu
艾宾尼,yi'bin'ni
意大利联赛,yi'da'li'lian'sai
伊度,yi'du
伊度奧,yi'du'ao
伊尔克斯顿城,yi'er'ke'si'dun'cheng
伊尔齐威特,yi'er'qi'wei'te
伊夫雷亚,yi'fu'lei'ya
伊勒克扎利科,yi'le'ke'zha'li'ke
伊利斯亚克斯,yi'li'si'ya'ke'si
伊伦皇家联盟,yi'lun'huang'jia'lian'meng
伊莫塔尔,yi'mo'ta'er
依诺伊阿史多德运动,yi'nuo'yi'a'shi'duo'de'yun'dong
伊普斯维奇,yi'pu'si'wei'qi
伊普塔班达拉格维斯曼加,yi'pu'ta'ban'da'la'ge'wei'si'man'jia
伊普塔菲拉格阿坎尼斯,yi'pu'ta'fei'la'ge'a'kan'ni'si
以色列联赛,yi'se'lie'lian'sai
伊斯基亚,yi'si'ji'ya
伊斯马宁,yi'si'ma'ning
伊斯坦布尔,yi'si'tan'bu'er
伊斯坦布尔体育竞技,yi'si'tan'bu'er'ti'yu'jing'ji
伊斯特,yi'si'te
伊斯特本自治,yi'si'te'ben'zi'zhi
伊斯特莱希,yi'si'te'lai'xi
伊苏尔,yi'su'er
伊瓦诺弗拉基维斯卡,yi'wa'nuo'fu'la'ji'wei'si'ka
伊韦尔东运动,yi'wei'er'dong'yun'dong
伊亚昆达,yi'ya'kun'da
因费斯塔,yin'fei'si'ta
因弗内斯,yin'fu'nei'si
因格瑞德石块,yin'ge'rui'de'shi'kuai
因格斯,yin'ge'si
因格斯塔特,yin'ge'si'ta'te
因佩里亚,yin'pei'li'ya
因斯特图托科多尔巴,yin'si'te'tu'tuo'ke'duo'er'ba
英格兰联赛,ying'ge'lan'lian'sai
尤文斯塔比亚,you'wen'si'ta'bi'ya
尤文图斯,you'wen'tu'si
尤文图斯竞技,you'wen'tu'si'jing'ji
域陀华迪斯,yu'tuo'hua'di'si
约翰尼,yue'han'ni
约克城,yue'ke'cheng
越南联赛,yue'nan'lian'sai
月尾岛,yue'wei'dao
约维尔城,yue'wei'er'cheng
云巴士顿,yun'ba'shi'dun
云邦美,yun'bang'mei
云达不来梅,yun'da'bu'lai'mei
云达不莱梅,yun'da'bu'lai'mei
云达华治,yun'da'hua'zhi
云达沙,yun'da'sha
运动男孩,yun'dong'nan'hai
云路,yun'lu
云尼斯,yun'ni'si
云尼斯达莱,yun'ni'si'da'lai
云尼亚利,yun'ni'ya'li
云佩斯,yun'pei'si
赞古奴夫斯基,zan'gu'nu'fu'si'ji
赞拿斯,zan'na'si
泽波拉,ze'bo'la
泽蒙,ze'meng
泽尼特,ze'ni'te
扎波罗什,zha'bo'luo'shen
扎布泽格尔尼克,zha'bu'ze'ge'er'ni'ke
扎尔比,zha'er'bi
扎卡尔帕特亚,zha'ka'er'pa'te'ya
占邦达,zhan'bang'da
占美尼斯,zhan'mei'ni'si
占士,zhan'shi
兆迪奴鱼雷,zhao'di'nu'yu'lei
真高拿,zhen'gao'na
真特,zhen'te
芝加哥火焰,zhi'jia'ge'huo'yan
芝加哥努瓦,zhi'jia'ge'nu'wa
中部海岸海员,zhong'bu'hai'an'hai'yuan
中华人民共和国,zhong'hua'ren'min'gong'he'guo
中洛西安郡中心,zhong'luo'xi'an'jun'zhong'xin
中央大学,zhong'yang'da'xue
朱格里亚诺,zhu'ge'li'ya'nuo
朱利亚诺瓦,zhu'li'ya'nuo'wa
兹林,zi'lin
兹沃勒,zi'wo'le
祖安,zu'an
祖奥,zu'ao
祖高尔,zu'gao'er
祖昆,zu'kun
祖連奴,zu'lian'nu
祖亚奥,zu'ya'ao
祖云达斯,zu'yun'da'si
