阿比国民银行,a'bi'guo'min'yin'hang
财经类报纸,cai'jing'lei'bao'zhi
财经类网站,cai'jing'lei'wang'zhan
财经论坛,cai'jing'lun'tan
财经媒体,cai'jing'mei'ti
财经频道,cai'jing'pin'dao
财经人家,cai'jing'ren'jia
财经人物,cai'jing'ren'wu
财经时报,cai'jing'shi'bao
财经网,cai'jing'wang
财经网址大全,cai'jing'wang'zhi'da'quan
财经文画,cai'jing'wen'hua
财经周刊,cai'jing'zhou'kan
财经传记,cai'jing'zhuan'ji
采掘指数,cai'jue'zhi'shu
财会信报,cai'kuai'xin'bao
财力,cai'li
材料不充分信件,cai'liao'bu'chong'fen'xin'jian
彩票,cai'piao
彩票点,cai'piao'dian
彩票软件,cai'piao'ruan'jian
彩票投注,cai'piao'tou'zhu
彩票网,cai'piao'wang
彩票指标,cai'piao'zhi'biao
采取切实有效措施,cai'qu'qie'shi'you'xiao'cuo'shi
财税管理,cai'shui'guan'li
财团,cai'tuan
财务,cai'wu
财务报表,cai'wu'bao'biao
财务报告,cai'wu'bao'gao
财务表现,cai'wu'biao'xian
财务部,cai'wu'bu
财务方法,cai'wu'fang'fa
财务费用,cai'wu'fei'yong
财务风险,cai'wu'feng'xian
财务杠杆,cai'wu'gang'gan
财务杠杆系数,cai'wu'gang'gan'xi'shu
财务公司,cai'wu'gong'si
财务管理,cai'wu'guan'li
财务管理科,cai'wu'guan'li'ke
财务稽查部,cai'wu'ji'cha'bu
财务结构,cai'wu'jie'gou
财务开支,cai'wu'kai'zhi
财务会计,cai'wu'kuai'ji
财务年度,cai'wu'nian'du
财务情况,cai'wu'qing'kuang
财务清算,cai'wu'qing'suan
财务数据,cai'wu'shu'ju
财务投资者,cai'wu'tou'zi'zhe
财务压力,cai'wu'ya'li
财务有限公司,cai'wu'you'xian'gong'si
财务预测报告,cai'wu'yu'ce'bao'gao
财务预算,cai'wu'yu'suan
财务主管,cai'wu'zhu'guan
财务专用章,cai'wu'zhuan'yong'zhang
财务状况表,cai'wu'zhuang'kuang'biao
财务状况单,cai'wu'zhuang'kuang'dan
财务总监,cai'wu'zong'jian
财险,cai'xian
财信通,cai'xin'tong
采样,cai'yang
财长,cai'zhang
财政,cai'zheng
财政部,cai'zheng'bu
财政赤字,cai'zheng'chi'zi
财政大臣,cai'zheng'da'chen
财政代理服务,cai'zheng'dai'li'fu'wu
财政收入,cai'zheng'shou'ru
财政投资增长债务,cai'zheng'tou'zi'zeng'zhang'zhai'wu
财政预算,cai'zheng'yu'suan
财政债券,cai'zheng'zhai'quan
财政政策,cai'zheng'zheng'ce
财政支出,cai'zheng'zhi'chu
财政支出扩大,cai'zheng'zhi'chu'kuo'da
财智,cai'zhi
财智网,cai'zhi'wang
彩种,cai'zhong
参保,can'bao
参保率,can'bao'lv
参保人数,can'bao'ren'shu
参加会议,can'jia'hui'yi
参考文献,can'kao'wen'xian
参考系,can'kao'xi
参考依据,can'kao'yi'ju
惨绿,can'lv
参与程度,can'yu'cheng'du
参与分红,can'yu'fen'hong
参与公司,can'yu'gong'si
残余价值,can'yu'jia'zhi
参与交易所,can'yu'jiao'yi'suo
参与经纪交易商,can'yu'jing'ji'jiao'yi'shang
参与凭证,can'yu'ping'zheng
参与人,can'yu'ren
参与者,can'yu'zhe
参与证券,can'yu'zheng'quan
残值,can'zhi
残值率,can'zhi'lv
残值债券,can'zhi'zhai'quan
残值证券,can'zhi'zheng'quan
仓单,cang'dan
仓库,cang'ku
仓位,cang'wei
仓位变化,cang'wei'bian'hua
藏药业,cang'yao'ye
沧州大化,cang'zhou'da'hua
沧州化工,cang'zhou'hua'gong
沧州明珠,cang'zhou'ming'zhu
操纵,cao'zong
操纵股票价格,cao'zong'gu'piao'jia'ge
操纵市场,cao'zong'shi'chang
操作,cao'zuo
操作策略,cao'zuo'ce'lue
操作方式,cao'zuo'fang'shi
操作风险,cao'zuo'feng'xian
操作规范,cao'zuo'gui'fan
操作环节,cao'zuo'huan'jie
操作流程,cao'zuo'liu'cheng
操作频繁,cao'zuo'pin'fan
操作思路,cao'zuo'si'lu
操作思维,cao'zuo'si'wei
操作员,cao'zuo'yuan
操作员工号,cao'zuo'yuan'gong'hao
操作指南,cao'zuo'zhi'nan
测量,ce'liang
策略研究,ce'lue'yan'jiu
测验,ce'yan
差别关税,cha'bie'guan'shui
差错,cha'cuo
插队,cha'dui
插队卡,cha'dui'ka
差额,cha'e
查封,cha'feng
查封扣押,cha'feng'kou'ya
查获,cha'huo
差价,cha'jia
差距,cha'ju
查库,cha'ku
插入,cha'ru
差头,cha'tou
查询,cha'xun
差异,cha'yi
拆股,chai'gu
拆伙,chai'huo
拆开出售,chai'kai'chu'shou
拆细,chai'xi
产成品,chan'cheng'pin
产出,chan'chu
产量,chan'liang
产量最大,chan'liang'zui'da
产品,chan'pin
产品案例,chan'pin'an'li
产品服务,chan'pin'fu'wu
产品介绍,chan'pin'jie'shao
产品紧俏,chan'pin'jin'qiao
产品审核,chan'pin'shen'he
产品销售能力,chan'pin'xiao'shou'neng'li
产品与服务,chan'pin'yu'fu'wu
产权,chan'quan
产权导刊,chan'quan'dao'kan
产权界定,chan'quan'jie'ding
产权市场,chan'quan'shi'chang
产生明显影响,chan'sheng'ming'xian'ying'xiang
产生误导,chan'sheng'wu'dao
产业,chan'ye
产业发展,chan'ye'fa'zhan
产业投资基金,chan'ye'tou'zi'ji'jin
产业优势,chan'ye'you'shi
产业资本,chan'ye'zi'ben
产值,chan'zhi
长安,chang'an
长安汽车,chang'an'qi'che
长安信息,chang'an'xin'xi
长百集团,chang'bai'ji'tuan
长城安心回报,chang'cheng'an'xin'hui'bao
长城安心回报混合型证券投资基金,chang'cheng'an'xin'hui'bao'hun'he'xing'zheng'quan'tou'zi'ji'jin
长城电工,chang'cheng'dian'gong
长城电脑,chang'cheng'dian'nao
长城股份,chang'cheng'gu'fen
长城回报,chang'cheng'hui'bao
长城货币,chang'cheng'huo'bi
长城货币市场证券投资基金,chang'cheng'huo'bi'shi'chang'zheng'quan'tou'zi'ji'jin
长城基金,chang'cheng'ji'jin
长城基金管理有限公司,chang'cheng'ji'jin'guan'li'you'xian'gong'si
长城久富,chang'cheng'jiu'fu
长城久富核心成长股票型证券投资基金,chang'cheng'jiu'fu'he'xin'cheng'zhang'gu'piao'xing'zheng'quan'tou'zi'ji'jin
长城久恒,chang'cheng'jiu'heng
长城久恒平衡型证券投资基金,chang'cheng'jiu'heng'ping'heng'xing'zheng'quan'tou'zi'ji'jin
长城久泰,chang'cheng'jiu'tai
长城久泰中信标普指数证券投资基金,chang'cheng'jiu'tai'zhong'xin'biao'pu'zhi'shu'zheng'quan'tou'zi'ji'jin
长城卡,chang'cheng'ka
长城开发,chang'cheng'kai'fa
长城品牌,chang'cheng'pin'pai
长城双动力,chang'cheng'shuang'dong'li
长城伟业,chang'cheng'wei'ye
长城消费,chang'cheng'xiao'fei
长城消费增值,chang'cheng'xiao'fei'zeng'zhi
长城消费增值股票型证券投资基金,chang'cheng'xiao'fei'zeng'zhi'gu'piao'xing'zheng'quan'tou'zi'ji'jin
长城增利,chang'cheng'zeng'li
长城证券,chang'cheng'zheng'quan
长城资产管理公司,chang'cheng'zi'chan'guan'li'gong'si
长春高新,chang'chun'gao'xin
长春经开,chang'chun'jing'kai
长春燃气,chang'chun'ran'qi
长春一东,chang'chun'yi'dong
长电,chang'dian
长电科技,chang'dian'ke'ji
厂房,chang'fang
长丰汽车,chang'feng'qi'che
偿付,chang'fu
偿付能力,chang'fu'neng'li
常规贷款,chang'gui'dai'kuan
常规抵押贷款,chang'gui'di'ya'dai'kuan
常规过手证券,chang'gui'guo'shou'zheng'quan
常规期权,chang'gui'qi'quan
常规载体,chang'gui'zai'ti
常规走势图,chang'gui'zou'shi'tu
长航凤凰,chang'hang'feng'huang
昌河股份,chang'he'gu'fen
偿还,chang'huan
长江电力,chang'jiang'dian'li
长江精工,chang'jiang'jing'gong
长江通信,chang'jiang'tong'xin
长江投资,chang'jiang'tou'zi
长江证券,chang'jiang'zheng'quan
长经开,chang'jing'kai
昌九生化,chang'jiu'sheng'hua
长开投票,chang'kai'tou'piao
长控,chang'kong
长控投票,chang'kong'tou'piao
长力股份,chang'li'gu'fen
常林股份,chang'lin'gu'fen
长岭,chang'ling
长岭投票,chang'ling'tou'piao
场内交易,chang'nei'jiao'yi
场内资金,chang'nei'zi'jin
长牛格局,chang'niu'ge'ju
长期不涨,chang'qi'bu'zhang
长期持有,chang'qi'chi'you
长期持有证券,chang'qi'chi'you'zheng'quan
长期存款,chang'qi'cun'kuan
长期贷款,chang'qi'dai'kuan
长期规划,chang'qi'gui'hua
长期国库券,chang'qi'guo'ku'quan
长期国债,chang'qi'guo'zhai
长期看好,chang'qi'kan'hao
长期看涨,chang'qi'kan'zhang
长期利率,chang'qi'li'lv
长期利益,chang'qi'li'yi
长期牛市,chang'qi'niu'shi
长期趋势,chang'qi'qu'shi
长期上升趋势,chang'qi'shang'sheng'qu'shi
长期收益,chang'qi'shou'yi
长期投资组合,chang'qi'tou'zi'zu'he
长期向好,chang'qi'xiang'hao
长期向上,chang'qi'xiang'shang
长期以来,chang'qi'yi'lai
长期预期,chang'qi'yu'qi
长期资本,chang'qi'zi'ben
长期资产,chang'qi'zi'chan
长期走势,chang'qi'zou'shi
常青贷款,chang'qing'dai'kuan
常青招股说明书,chang'qing'zhao'gu'shuo'ming'shu
长燃,chang'ran
长燃投票,chang'ran'tou'piao
常山股份,chang'shan'gu'fen
长盛,chang'sheng
长盛成长价值,chang'sheng'cheng'zhang'jia'zhi
长盛成长价值证券投资基金,chang'sheng'cheng'zhang'jia'zhi'zheng'quan'tou'zi'ji'jin
长盛创新,chang'sheng'chuang'xin
长盛动态精选,chang'sheng'dong'tai'jing'xuan
长盛动态精选证券投资基金,chang'sheng'dong'tai'jing'xuan'zheng'quan'tou'zi'ji'jin
长盛货币,chang'sheng'huo'bi
长盛货币市场基金,chang'sheng'huo'bi'shi'chang'ji'jin
长盛基金,chang'sheng'ji'jin
长盛基金管理有限公司,chang'sheng'ji'jin'guan'li'you'xian'gong'si
长盛积债,chang'sheng'ji'zhai
长盛价值,chang'sheng'jia'zhi
长盛精选,chang'sheng'jing'xuan
长盛平衡,chang'sheng'ping'heng
长盛同德,chang'sheng'tong'de
长盛同智,chang'sheng'tong'zhi
长盛同智优势,chang'sheng'tong'zhi'you'shi
长盛同智优势成长混合型证券投资基金,chang'sheng'tong'zhi'you'shi'cheng'zhang'hun'he'xing'zheng'quan'tou'zi'ji'jin
常胜网,chang'sheng'wang
长盛债券,chang'sheng'zhai'quan
长盛中信全债指数增强型债券投资基金,chang'sheng'zhong'xin'quan'zhai'zhi'shu'zeng'qiang'xing'zhai'quan'tou'zi'ji'jin
长盛中证,chang'sheng'zhong'zheng
长盛中证指数证券投资基金,chang'sheng'zhong'zheng'zhi'shu'zheng'quan'tou'zi'ji'jin
场外等待,chang'wai'deng'dai
场外价格,chang'wai'jia'ge
场外交易,chang'wai'jiao'yi
场外交易证券,chang'wai'jiao'yi'zheng'quan
场外委托,chang'wai'wei'tuo
长线操作者,chang'xian'cao'zuo'zhe
长信,chang'xin
长信动态,chang'xin'dong'tai
长信基金,chang'xin'ji'jin
长信基金管理有限责任公司,chang'xin'ji'jin'guan'li'you'xian'ze'ren'gong'si
长信金利,chang'xin'jin'li
长信金利趋势股票型证券投资基金,chang'xin'jin'li'qu'shi'gu'piao'xing'zheng'quan'tou'zi'ji'jin
长信精选,chang'xin'jing'xuan
长信利丰,chang'xin'li'feng
长信利息,chang'xin'li'xi
长信利息收益开放式证券投资基金,chang'xin'li'xi'shou'yi'kai'fang'shi'zheng'quan'tou'zi'ji'jin
长信趋势,chang'xin'qu'shi
长信收益,chang'xin'shou'yi
长信双利,chang'xin'shuang'li
长信银利,chang'xin'yin'li
长信银利精选,chang'xin'yin'li'jing'xuan
长信银利精选证券投资基金,chang'xin'yin'li'jing'xuan'zheng'quan'tou'zi'ji'jin
长信增利,chang'xin'zeng'li
长信增利动态,chang'xin'zeng'li'dong'tai
长信增利动态策略股票型证券投资基金,chang'xin'zeng'li'dong'tai'ce'lue'gu'piao'xing'zheng'quan'tou'zi'ji'jin
长阳,chang'yang
常用委托方式,chang'yong'wei'tuo'fang'shi
长源电力,chang'yuan'dian'li
长园新材,chang'yuan'xin'cai
长远预期,chang'yuan'yu'qi
长运,chang'yun
偿债,chang'zhai
偿债方式,chang'zhai'fang'shi
偿债基金,chang'zhai'ji'jin
偿债基金支持债券,chang'zhai'ji'jin'zhi'chi'zhai'quan
偿债资金需要量,chang'zhai'zi'jin'xu'yao'liang
长征电器,chang'zheng'dian'qi
超标,chao'biao
超标者,chao'biao'zhe
超常增长,chao'chang'zeng'zhang
抄底,chao'di
超跌,chao'die
超跌股,chao'die'gu
巢东,chao'dong
超额工资,chao'e'gong'zi
超额回报,chao'e'hui'bao
超额累进所得额,chao'e'lei'jin'suo'de'e
超额权益,chao'e'quan'yi
超额认购,chao'e'ren'gou
超额认购倍数,chao'e'ren'gou'bei'shu
超额收益,chao'e'shou'yi
炒房,chao'fang
超负荷经营,chao'fu'he'jing'ying
炒高,chao'gao
炒股,chao'gu
炒股吧,chao'gu'ba
超过了,chao'guo'le
超过市值,chao'guo'shi'zhi
超过一半,chao'guo'yi'ban
超过预期,chao'guo'yu'qi
炒汇者,chao'hui'zhe
超级,chao'ji
超级杯理论,chao'ji'bei'li'lun
超级大行情,chao'ji'da'hang'qing
超级大乐透,chao'ji'da'le'tou
超级股票,chao'ji'gu'piao
超级交易系统,chao'ji'jiao'yi'xi'tong
超级权重股,chao'ji'quan'zhong'gu
超级限制账户,chao'ji'xian'zhi'zhang'hu
潮流,chao'liu
超声电子,chao'sheng'dian'zi
潮水收购,chao'shui'shou'gou
炒邮网,chao'you'wang
超越大盘,chao'yue'da'pan
超越权限,chao'yue'quan'xian
超值,chao'zhi
炒作题材,chao'zuo'ti'cai
彻底摆脱,che'di'bai'tuo
彻底结束,che'di'jie'shu
彻底审计,che'di'shen'ji
撤回,che'hui
撤销,che'xiao
撤销交易,che'xiao'jiao'yi
撤销前有效指令,che'xiao'qian'you'xiao'zhi'ling
撤销入库,che'xiao'ru'ku
撤销销号,che'xiao'xiao'hao
撤销指定,che'xiao'zhi'ding
撤资,che'zi
沉淀成本,chen'dian'cheng'ben
郴电国际,chen'dian'guo'ji
晨鸣,chen'ming
晨鸣纸业,chen'ming'zhi'ye
晨鸣转债,chen'ming'zhuan'zhai
沉默合伙人,chen'mo'he'huo'ren
陈述申辩,chen'shu'shen'bian
陈香,chen'xiang
晨星,chen'xing
承保范围,cheng'bao'fan'wei
成本分类账,cheng'ben'fen'lei'zhang
成本更低,cheng'ben'geng'di
成本购买会计,cheng'ben'gou'mai'kuai'ji
成本基础,cheng'ben'ji'chu
成本记录,cheng'ben'ji'lu
成本加成合同,cheng'ben'jia'cheng'he'tong
成本交割,cheng'ben'jiao'ge
成本考虑,cheng'ben'kao'lv
成本控制,cheng'ben'kong'zhi
成本会计,cheng'ben'kuai'ji
成本上升,cheng'ben'shang'sheng
成本收益分析,cheng'ben'shou'yi'fen'xi
成本推动型通货膨胀,cheng'ben'tui'dong'xing'tong'huo'peng'zhang
成本因素,cheng'ben'yin'su
成本中心,cheng'ben'zhong'xin
成大投票,cheng'da'tou'piao
承贷承还,cheng'dai'cheng'huan
承担部分,cheng'dan'bu'fen
承担抵押贷款,cheng'dan'di'ya'dai'kuan
承担风险,cheng'dan'feng'xian
承担负债,cheng'dan'fu'zhai
承担全部,cheng'dan'quan'bu
承担债务,cheng'dan'zhai'wu
承担着,cheng'dan'zhe
承担者,cheng'dan'zhe
承德钒钛,cheng'de'fan'tai
承德露露,cheng'de'lu'lu
成都建投,cheng'du'jian'tou
承兑,cheng'dui
承兑负债,cheng'dui'fu'zhai
承兑交单,cheng'dui'jiao'dan
承兑信用,cheng'dui'xin'yong
成发科技,cheng'fa'ke'ji
惩罚性辛迪加报价,cheng'fa'xing'xin'di'jia'bao'jia
成份指,cheng'fen'zhi
成功保险网,cheng'gong'bao'xian'wang
成功创业,cheng'gong'chuang'ye
成功发行,cheng'gong'fa'xing
成功进行,cheng'gong'jin'xing
成功上市,cheng'gong'shang'shi
成功实施,cheng'gong'shi'shi
成功营销,cheng'gong'ying'xiao
承购包销,cheng'gou'bao'xiao
成建投,cheng'jian'tou
成交,cheng'jiao
成交放大,cheng'jiao'fang'da
成交活跃,cheng'jiao'huo'yue
成交金额,cheng'jiao'jin'e
成交量,cheng'jiao'liang
成交量配合,cheng'jiao'liang'pei'he
成交日期,cheng'jiao'ri'qi
成交萎缩,cheng'jiao'wei'suo
成交席位,cheng'jiao'xi'wei
成就奖网,cheng'jiu'jiang'wang
乘快车,cheng'kuai'che
成霖股份,cheng'lin'gu'fen
承诺,cheng'nuo
承诺费,cheng'nuo'fei
诚聘英才,cheng'pin'ying'cai
成品油,cheng'pin'you
澄清公告,cheng'qing'gong'gao
成商集团,cheng'shang'ji'tuan
呈上升趋势,cheng'shang'sheng'qu'shi
诚实磋商,cheng'shi'cuo'shang
城市商业银行,cheng'shi'shang'ye'yin'hang
城市信用社,cheng'shi'xin'yong'she
成熟市场,cheng'shu'shi'chang
乘数效应,cheng'shu'xiao'ying
成熟证券,cheng'shu'zheng'quan
成投投票,cheng'tou'tou'piao
承销,cheng'xiao
承销额,cheng'xiao'e
承销方式,cheng'xiao'fang'shi
承销费用,cheng'xiao'fei'yong
承销活动,cheng'xiao'huo'dong
承销机构,cheng'xiao'ji'gou
成效明显,cheng'xiao'ming'xian
承销期,cheng'xiao'qi
承销商,cheng'xiao'shang
承销团,cheng'xiao'tuan
承销团协议,cheng'xiao'tuan'xie'yi
承销协议,cheng'xiao'xie'yi
承销辛迪加,cheng'xiao'xin'di'jia
承销折扣,cheng'xiao'zhe'kou
诚信记录,cheng'xin'ji'lu
诚信天下,cheng'xin'tian'xia
诚信通,cheng'xin'tong
诚信网,cheng'xin'wang
澄星股份,cheng'xing'gu'fen
程序法则,cheng'xu'fa'ze
成因,cheng'yin
成员公司,cheng'yuan'gong'si
成员机构,cheng'yuan'ji'gou
成长空间巨大,cheng'zhang'kong'jian'ju'da
成长潜力,cheng'zhang'qian'li
成长先锋,cheng'zhang'xian'feng
成长性,cheng'zhang'xing
成长型行业,cheng'zhang'xing'hang'ye
成长型基金,cheng'zhang'xing'ji'jin
成长预期,cheng'zhang'yu'qi
诚志股份,cheng'zhi'gu'fen
承租人,cheng'zu'ren
持本单,chi'ben'dan
持币,chi'bi
持币待购,chi'bi'dai'gou
持币观望,chi'bi'guan'wang
持币静观,chi'bi'jing'guan
持币空仓,chi'bi'kong'cang
持仓,chi'cang
持仓不动,chi'cang'bu'dong
持仓过夜,chi'cang'guo'ye
持仓市值,chi'cang'shi'zhi
持仓数量,chi'cang'shu'liang
迟付,chi'fu
持股比例,chi'gu'bi'li
持股董事,chi'gu'dong'shi
持股期限,chi'gu'qi'xian
持股上限,chi'gu'shang'xian
持股数量,chi'gu'shu'liang
驰宏锌锗,chi'hong'xin'zhe
吃紧,chi'jin
吃进,chi'jin
持谨慎态度,chi'jin'shen'tai'du
持卡,chi'ka
持卡人,chi'ka'ren
持票人,chi'piao'ren
赤天化,chi'tian'hua
持续分红,chi'xu'fen'hong
持续分红能力,chi'xu'fen'hong'neng'li
持续购买,chi'xu'gou'mai
持续上升,chi'xu'shang'sheng
持续提升,chi'xu'ti'sheng
持续萎缩,chi'xu'wei'suo
持续下跌,chi'xu'xia'die
持续性,chi'xu'xing
持续性净结算,chi'xu'xing'jing'jie'suan
持续增长,chi'xu'zeng'zhang
持续走低,chi'xu'zou'di
持续走高,chi'xu'zou'gao
持续走强,chi'xu'zou'qiang
持有,chi'you
持有到卖出时收益,chi'you'dao'mai'chu'shi'shou'yi
持有的股份,chi'you'de'gu'fen
持有费用,chi'you'fei'yong
持有价值,chi'you'jia'zhi
持有人,chi'you'ren
持有市场,chi'you'shi'chang
持有数量,chi'you'shu'liang
赤字,chi'zi
赤字筹资,chi'zi'chou'zi
赤字融资,chi'zi'rong'zi
赤字支出,chi'zi'zhi'chu
充斥,chong'chi
重单,chong'dan
充分释放,chong'fen'shi'fang
充分享受,chong'fen'xiang'shou
充分债券,chong'fen'zhai'quan
充分总结,chong'fen'zong'jie
重复开户,chong'fu'kai'hu
重复扣税,chong'fu'kou'shui
重复跑圈,chong'fu'pao'quan
冲高,chong'gao
冲高后,chong'gao'hou
冲高回落,chong'gao'hui'luo
冲高潜力,chong'gao'qian'li
冲高受阻,chong'gao'shou'zu
重估,chong'gu
冲击市场,chong'ji'shi'chang
重庆百货,chong'qing'bai'huo
重庆港九,chong'qing'gang'jiu
重庆路桥,chong'qing'lu'qiao
重庆啤酒,chong'qing'pi'jiu
重庆商报汇融网,chong'qing'shang'bao'hui'rong'wang
重庆银行,chong'qing'yin'hang
冲销,chong'xiao
冲消交易,chong'xiao'jiao'yi
重新跌至,chong'xin'die'zhi
重新活跃,chong'xin'huo'yue
重新计息日,chong'xin'ji'xi'ri
重新开盘,chong'xin'kai'pan
重新税务登记,chong'xin'shui'wu'deng'ji
重新转向,chong'xin'zhuan'xiang
充值,chong'zhi
重铸硬币,chong'zhu'ying'bi
重装期权,chong'zhuang'qi'quan
重组概念,chong'zu'gai'nian
重组股,chong'zu'gu
重组后,chong'zu'hou
重组换对价,chong'zu'huan'dui'jia
重组计划,chong'zu'ji'hua
重组力度,chong'zu'li'du
重组难度,chong'zu'nan'du
重组时,chong'zu'shi
重组题材,chong'zu'ti'cai
重组状态,chong'zu'zhuang'tai
筹备,chou'bei
筹集,chou'ji
筹集资本,chou'ji'zi'ben
筹集资金,chou'ji'zi'jin
抽奖,chou'jiang
抽奖活动,chou'jiang'huo'dong
筹码,chou'ma
筹码清洗,chou'ma'qing'xi
抽头转卖,chou'tou'zhuan'mai
筹资,chou'zi
筹资成本,chou'zi'cheng'ben
筹资金额,chou'zi'jin'e
筹资总额,chou'zi'zong'e
出版日期,chu'ban'ri'qi
出报告,chu'bao'gao
储备,chu'bei
储备城市银行,chu'bei'cheng'shi'yin'hang
储备银行,chu'bei'yin'hang
初步成型,chu'bu'cheng'xing
初步了解,chu'bu'liao'jie
储藏机构保险基金,chu'cang'ji'gou'bao'xian'ji'jin
初创公司,chu'chuang'gong'si
触底反弹,chu'di'fan'tan
处罚措施,chu'fa'cuo'shi
处罚力度,chu'fa'li'du
楚高速,chu'gao'su
出国换汇,chu'guo'huan'hui
出货,chu'huo
出货完毕,chu'huo'wan'bi
触及生效指令,chu'ji'sheng'xiao'zhi'ling
出价多少,chu'jia'duo'shao
出价购买,chu'jia'gou'mai
除净,chu'jing
出局,chu'ju
出口,chu'kou
出口保理,chu'kou'bao'li
出口保理产品,chu'kou'bao'li'chan'pin
出口保理业务,chu'kou'bao'li'ye'wu
出口跟单托收,chu'kou'gen'dan'tuo'shou
出口光票托收,chu'kou'guang'piao'tuo'shou
出口和投资,chu'kou'he'tou'zi
出口配额,chu'kou'pei'e
出口前景,chu'kou'qian'jing
出口全益达,chu'kou'quan'yi'da
出口人,chu'kou'ren
出口商,chu'kou'shang
出口商业发票贴现,chu'kou'shang'ye'fa'piao'tie'xian
出口市场,chu'kou'shi'chang
出口收汇,chu'kou'shou'hui
出口贴现,chu'kou'tie'xian
出口信贷,chu'kou'xin'dai
出口信用保险,chu'kou'xin'yong'bao'xian
出口信用证,chu'kou'xin'yong'zheng
出口押汇,chu'kou'ya'hui
出口业,chu'kou'ye
出纳,chu'na
出票人,chu'piao'ren
初期,chu'qi
初期操作,chu'qi'cao'zuo
出千,chu'qian
出清,chu'qing
除权,chu'quan
除权日,chu'quan'ri
出让方,chu'rang'fang
初始,chu'shi
初始保证金,chu'shi'bao'zheng'jin
初试锋芒,chu'shi'feng'mang
初始股份,chu'shi'gu'fen
初始规模,chu'shi'gui'mo
初始流通,chu'shi'liu'tong
出售,chu'shou
出手,chu'shou
出售方,chu'shou'fang
出售股份,chu'shou'gu'fen
出售股票,chu'shou'gu'piao
出售股权,chu'shou'gu'quan
出售股权比例,chu'shou'gu'quan'bi'li
出售壳公司,chu'shou'ke'gong'si
出售意愿,chu'shou'yi'yuan
出售质押证券,chu'shou'zhi'ya'zheng'quan
出售资产,chu'shou'zi'chan
出台,chu'tai
出台相关政策,chu'tai'xiang'guan'zheng'ce
出逃,chu'tao
楚天高速,chu'tian'gao'su
楚天投票,chu'tian'tou'piao
出土文物,chu'tu'wen'wu
除息,chu'xi
出席会议,chu'xi'hui'yi
除息期,chu'xi'qi
出现大幅,chu'xian'da'fu
出现反弹,chu'xian'fan'tan
出现拐点,chu'xian'guai'dian
出现坏账,chu'xian'huai'zhang
出现明显,chu'xian'ming'xian
出现泡沫,chu'xian'pao'mo
出现调整,chu'xian'tiao'zheng
出现下滑,chu'xian'xia'hua
出现下降,chu'xian'xia'jiang
储蓄,chu'xu
储蓄存单,chu'xu'cun'dan
储蓄卡,chu'xu'ka
储蓄券,chu'xu'quan
储蓄银行,chu'xu'yin'hang
储蓄账户,chu'xu'zhang'hu
处于清算,chu'yu'qing'suan
处于清算或重组状态,chu'yu'qing'suan'huo'chong'zu'zhuang'tai
出运货物,chu'yun'huo'wu
除证,chu'zheng
出资额,chu'zi'e
出资购买,chu'zi'gou'mai
出资人,chu'zi'ren
出租人,chu'zu'ren
出租者收益率,chu'zu'zhe'shou'yi'lv
揣测最佳时机,chuai'ce'zui'jia'shi'ji
传播指数,chuan'bo'zhi'shu
