阿拔斯一世,a'ba'si'yi'shi
永兴二年,yong'xing'er'nian
永兴元年,yong'xing'yuan'nian
颙琰,yong'yan
永业田,yong'ye'tian
雍已,yong'yi
用一条皮带,yong'yi'tiao'pi'dai
用于向外扩张,yong'yu'xiang'wai'kuo'zhang
雍正,yong'zheng
雍州流民,yong'zhou'liu'min
有八百,you'ba'bai
又罢免,you'ba'mian
又把这,you'ba'zhe
又被分成,you'bei'fen'cheng
右臂受伤随军队撤退后来被,you'bi'shou'shang'sui'jun'dui'che'tui'hou'lai'bei
又便于,you'bian'yu
又不断遭受,you'bu'duan'zao'shou
有不少随从,you'bu'shao'sui'cong
由卜巫的,you'bu'wu'de
又不想放掉,you'bu'xiang'fang'diao
有藏于,you'cang'yu
友禅印染,you'chan'yin'ran
又称,you'cheng
又称将军,you'cheng'jiang'jun
又称南平,you'cheng'nan'ping
右丞相,you'cheng'xiang
又称永嘉之乱,you'cheng'yong'jia'zhi'luan
又充分利用,you'chong'fen'li'yong
诱出,you'chu
又出现了,you'chu'xian'le
游春图,you'chun'tu
由此大增,you'ci'da'zeng
由此而爆发了,you'ci'er'bao'fa'le
由此而来,you'ci'er'lai
由粗放转向,you'cu'fang'zhuan'xiang
有大小战事,you'da'xiao'zhan'shi
又得,you'dei
幽帝,you'di
幽帝慕容暐,you'di'mu'rong'wei
诱敌深入,you'di'shen'ru
幽弟之谜,you'di'zhi'mi
又调集,you'diao'ji
有二十八,you'er'shi'ba
幽二州诸军事,you'er'zhou'zhu'jun'shi
又复统一,you'fu'tong'yi
又改善了,you'gai'shan'le
又改正朔为土德,you'gai'zheng'shuo'wei'tu'de
幽公,you'gong
有宫殿区,you'gong'dian'qu
幽公李期,you'gong'li'qi
有关努尔哈赤,you'guan'nu'er'ha'chi
又归于统一,you'gui'yu'tong'yi
由国君,you'guo'jun
友好秦国,you'hao'qin'guo
又号小明王,you'hao'xiao'ming'wang
有很多成果,you'hen'duo'cheng'guo
又横遭监工的鞭打,you'heng'zao'jian'gong'de'bian'da
优厚俸禄,you'hou'feng'lu
有喉衿之势,you'hou'jin'zhi'shi
又恢复了,you'hui'fu'le
又恢复为李氏,you'hui'fu'wei'li'shi
游击等,you'ji'deng
又极度腐败,you'ji'du'fu'bai
幽蓟十六州,you'ji'shi'liu'zhou
有记载称,you'ji'zai'cheng
又加以改革,you'jia'yi'gai'ge
又建立了都察院,you'jian'li'le'du'cha'yuan
又将,you'jiang
又进攻许昌,you'jin'gong'xu'chang
又尽杀,you'jin'sha
又开,you'kai
又可以利用,you'ke'yi'li'yong
有了完全的,you'le'wan'quan'de
又立,you'li
又利用,you'li'yong
有利于,you'li'yu
有利于奴仆,you'li'yu'nu'pu
有利于社会经济,you'li'yu'she'hui'jing'ji
有两个,you'liang'ge
有两种不同的说法,you'liang'zhong'bu'tong'de'shuo'fa
又陆续,you'lu'xu
又率齐,you'lv'qi
由旻氏改明姓,you'min'shi'gai'ming'xing
有名的,you'ming'de
又命弟,you'ming'di
又命多尔兖,you'ming'duo'er'yan
又明令,you'ming'ling
游牧民族的入侵,you'mu'min'zu'de'ru'qin
幼年即位时,you'nian'ji'wei'shi
由奴隶制,you'nu'li'zhi
又派兵,you'pai'bing
又派方士徐,you'pai'fang'shi'xu
又派人去,you'pai'ren'qu
尤其并州,you'qi'bing'zhou
有气节的,you'qi'jie'de
优其禄秩,you'qi'lu'zhi
尤其是吐蕃地区从此并入版图,you'qi'shi'tu'fan'di'qu'cong'ci'bing'ru'ban'tu
尤其顺帝是个昏君朝令夕改,you'qi'shun'di'shi'ge'hun'jun'zhao'ling'xi'gai
又遣,you'qian
又趋激化,you'qu'ji'hua
又全部落入,you'quan'bu'luo'ru
有人对,you'ren'dui
有人告发,you'ren'gao'fa
又任用,you'ren'yong
又任用了,you'ren'yong'le
又杀,you'sha
由少数民族,you'shao'shu'min'zu
又深入沙漠,you'shen'ru'sha'mo
由盛而衰,you'sheng'er'shuai
有时规模,you'shi'gui'mo
有事赏功能,you'shi'shang'gong'neng
又实行,you'shi'xing
有时也被称为,you'shi'ye'bei'cheng'wei
又受,you'shou
游说家,you'shui'jia
有四十三名,you'si'shi'san'ming
有司徒,you'si'tu
有所猜忌,you'suo'cai'ji
有所恢复,you'suo'hui'fu
由他奠基的大清帝国,you'ta'dian'ji'de'da'qing'di'guo
犹太复国主义,you'tai'fu'guo'zhu'yi
犹太教,you'tai'jiao
有同样的习惯,you'tong'yang'de'xi'guan
由统一之初的,you'tong'yi'zhi'chu'de
又吞灭,you'tun'mie
又屯田积谷,you'tun'tian'ji'gu
右卫,you'wei
有五万多少女,you'wu'wan'duo'shao'nv
由西北,you'xi'bei
右贤王,you'xian'wang
诱降,you'xiang
有效地防范,you'xiao'de'fang'fan
又消灭,you'xiao'mie
优秀的政治家,you'xiu'de'zheng'zhi'jia
有许多名士官渡战前,you'xu'duo'ming'shi'guan'du'zhan'qian
有许多习惯,you'xu'duo'xi'guan
又须经,you'xu'jing
又延续了数十年,you'yan'xu'le'shu'shi'nian
又邀请石勒,you'yao'qing'shi'le
又以,you'yi
又译,you'yi
又一次攻打并掠去,you'yi'ci'gong'da'bing'lue'qu
有一个叫,you'yi'ge'jiao
有一说法,you'yi'shuo'fa
有一万,you'yi'wan
有一支,you'yi'zhi
又因,you'yin
又引起了人们,you'yin'qi'le'ren'men
又因辖区,you'yin'xia'qu
又迎立,you'ying'li
又于,you'yu
由于北方,you'yu'bei'fang
由于边境问题,you'yu'bian'jing'wen'ti
由于承平日久,you'yu'cheng'ping'ri'jiu
由于多次对外掠夺,you'yu'duo'ci'dui'wai'lue'duo
由于过度,you'yu'guo'du
由于寒冷,you'yu'han'leng
由于历经多年动乱,you'yu'li'jing'duo'nian'dong'luan
优遇南来的北人,you'yu'nan'lai'de'bei'ren
由于努尔哈赤,you'yu'nu'er'ha'chi
由于齐桓公,you'yu'qi'huan'gong
由于清朝,you'yu'qing'chao
由于全国的统一,you'yu'quan'guo'de'tong'yi
由于社会,you'yu'she'hui
由于神宗,you'yu'shen'zong
由于神宗年幼,you'yu'shen'zong'nian'you
由于生产力,you'yu'sheng'chan'li
由于隋朝,you'yu'sui'chao
由于孙皓的残暴,you'yu'sun'hao'de'can'bao
由于魏,you'yu'wei
由于与,you'yu'yu
由于元军在日本鹰岛遇飓风,you'yu'yuan'jun'zai'ri'ben'ying'dao'yu'ju'feng
由于战争的需要,you'yu'zhan'zheng'de'xu'yao
由于赵氏姐妹,you'yu'zhao'shi'jie'mei
由岳飞,you'yue'fei
又在荒年被,you'zai'huang'nian'bei
又在辽东叛乱,you'zai'liao'dong'pan'luan
又在一定程度上,you'zai'yi'ding'cheng'du'shang
有凿顶,you'zao'ding
右长史,you'zhang'shi
又置艺文监,you'zhi'yi'wen'jian
由中央任命,you'zhong'yang'ren'ming
幽州刺史,you'zhou'ci'shi
幽州地境,you'zhou'di'jing
幼主,you'zhu
幼主阿速温和吉八,you'zhu'a'su'wen'he'ji'ba
幼主高恒,you'zhu'gao'heng
又注意,you'zhu'yi
又转攻也的里河,you'zhuan'gong'ye'de'li'he
又追灭南宋,you'zhui'mie'nan'song
幼子托雷监国,you'zi'tuo'lei'jian'guo
于安陆,yu'an'lu
与北方诸王之战,yu'bei'fang'zhu'wang'zhi'zhan
寓兵于农,yu'bing'yu'nong
于长安的,yu'chang'an'de
于长江,yu'chang'jiang
舆乘,yu'cheng
于春秋末年,yu'chun'qiu'mo'nian
与此同时,yu'ci'tong'shi
与此同时北方的强国,yu'ci'tong'shi'bei'fang'de'qiang'guo
郁达夫,yu'da'fu
愈打愈大,yu'da'yu'da
与地上,yu'di'shang
于东莱,yu'dong'lai
与封国,yu'feng'guo
于公元,yu'gong'yuan
雨果,yu'guo
与国人,yu'guo'ren
与汉人的冲突,yu'han'ren'de'chong'tu
与汉族,yu'han'zu
与汉族比邻,yu'han'zu'bi'lin
俞鸿钧,yu'hong'jun
与后晋,yu'hou'jin
与后来,yu'hou'lai
余祭,yu'ji
与羯,yu'jie
与晋国,yu'jin'guo
与金国的联军,yu'jin'guo'de'lian'jun
与晋军大战,yu'jin'jun'da'zhan
与旧势力,yu'jiu'shi'li
于君计何如将军攻陷帝都,yu'jun'ji'he'ru'jiang'jun'gong'xian'di'du
于开皇四年,yu'kai'huang'si'nian
于开运四年二月,yu'kai'yun'si'nian'er'yue
于康王,yu'kang'wang
与辽国在澶州,yu'liao'guo'zai'chan'zhou
鱼鳞图册,yu'lin'tu'ce
鬱林王,yu'lin'wang
鬱林王萧昭业,yu'lin'wang'xiao'zhao'ye
与刘备军相持,yu'liu'bei'jun'xiang'chi
与流通,yu'liu'tong
玉龙杰赤,yu'long'jie'chi
阈路,yu'lu
于滦河上游选地建城,yu'luan'he'shang'you'xuan'di'jian'cheng
舆论对郑贵妃,yu'lun'dui'zheng'gui'fei
与吕不韦,yu'lv'bu'wei
羽毛装饰,yu'mao'zhuang'shi
余昧,yu'mei
愚昧状态,yu'mei'zhuang'tai
与民休息的政策,yu'min'xiu'xi'de'zheng'ce
与民休息清静无为,yu'min'xiu'xi'qing'jing'wu'wei
与民争利,yu'min'zheng'li
与明太祖关系很不错,yu'ming'tai'zu'guan'xi'hen'bu'cuo
于南顿,yu'nan'dun
与南方,yu'nan'fang
于年,yu'nian
与齐,yu'qi
与其定下的,yu'qi'ding'xia'de
与齐晋,yu'qi'jin
于谦,yu'qian
御前露刃,yu'qian'lu'ren
予秦,yu'qin
与秦抗衡,yu'qin'kang'heng
与秦连横,yu'qin'lian'heng
与侵略者,yu'qin'lue'zhe
与三大贝勒,yu'san'da'bei'le
与尚书令,yu'shang'shu'ling
羽蛇金字塔,yu'she'jin'zi'ta
御史,yu'shi
御史大夫,yu'shi'da'fu
于是将,yu'shi'jiang
于是明朝,yu'shi'ming'chao
于十七年,yu'shi'qi'nian
于是司马炎,yu'shi'si'ma'yan
于是他开始,yu'shi'ta'kai'shi
于是也,yu'shi'ye
于是以此,yu'shi'yi'ci
于是由宋发起,yu'shi'you'song'fa'qi
于是由太后摄政,yu'shi'you'tai'hou'she'zheng
于十月率兵攻掠,yu'shi'yue'shuai'bing'gong'lue
御史中丞,yu'shi'zhong'cheng
于是中原,yu'shi'zhong'yuan
于是作书,yu'shi'zuo'shu
与蜀吴相接,yu'shu'wu'xiang'jie
与衰落,yu'shuai'luo
虞舜,yu'shun
虞舜重华,yu'shun'chong'hua
御说,yu'shuo
与斯基泰人来说,yu'si'ji'tai'ren'lai'shuo
禹姒文命,yu'si'wen'ming
与宋订立,yu'song'ding'li
与宋同时代的,yu'song'tong'shi'dai'de
与孙权结盟,yu'sun'quan'jie'meng
与他一生中,yu'ta'yi'sheng'zhong
于太原,yu'tai'yuan
于阗,yu'tian
与同一时期,yu'tong'yi'shi'qi
与突厥字,yu'tu'jue'zi
宇文阐,yu'wen'chan
宇文化及,yu'wen'hua'ji
宇文觉,yu'wen'jue
宇文泰,yu'wen'tai
宇文鲜卑人,yu'wen'xian'bei'ren
宇文邕,yu'wen'yong
宇文毓,yu'wen'yu
宇文赟,yu'wen'yun
于斡耳寒河,yu'wo'er'han'he
与无法处理,yu'wu'fa'chu'li
与西藏,yu'xi'zang
与现代,yu'xian'dai
于咸阳,yu'xian'yang
寓限制之意,yu'xian'zhi'zhi'yi
豫湘桂,yu'xiang'gui
豫湘桂战役,yu'xiang'gui'zhan'yi
于徐,yu'xu
浴血奋战,yu'xue'fen'zhan
于崖山,yu'ya'shan
欲压制北元残余势力,yu'ya'zhi'bei'yuan'can'yu'shi'li
与夷,yu'yi
与印度的,yu'yin'du'de
与元朝,yu'yuan'chao
与远方国家结盟,yu'yuan'fang'guo'jia'jie'meng
逾月而卒,yu'yue'er'zu
与杂胡,yu'za'hu
愈战愈勇,yu'zhan'yu'yong
豫章王,yu'zhang'wang
豫章王萧栋,yu'zhang'wang'xiao'dong
与镇守关中的,yu'zhen'shou'guan'zhong'de
与郑贵妃所生,yu'zheng'gui'fei'suo'sheng
与郑国争执,yu'zheng'guo'zheng'zhi
喻指,yu'zhi
于至正二十二年三月建国大夏,yu'zhi'zheng'er'shi'er'nian'san'yue'jian'guo'da'xia
与周室同宗,yu'zhou'shi'tong'zong
与诸侯会盟,yu'zhu'hou'hui'meng
元宝炬,yuan'bao'ju
原本赵军,yuan'ben'zhao'jun
元兵两次从云南出侵缅国,yuan'bing'liang'ci'cong'yun'nan'chu'qin'mian'guo
远不及其他起义军势力,yuan'bu'ji'qi'ta'qi'yi'jun'shi'li
元朝,yuan'chao
元朝撤出中原,yuan'chao'che'chu'zhong'yuan
元朝的败亡,yuan'chao'de'bai'wang
元朝反而出现军阀混战宗王之争,yuan'chao'fan'er'chu'xian'jun'fa'hun'zhan'zong'wang'zhi'zheng
元朝灭亡原因,yuan'chao'mie'wang'yuan'yin
元朝末年,yuan'chao'mo'nian
元朝末期的妥欢帖睦尔在位较长,yuan'chao'mo'qi'de'tuo'huan'tie'mu'er'zai'wei'jiao'chang
元朝未能及时抓住,yuan'chao'wei'neng'ji'shi'zhua'zhu
元朝在历史潮流面前衰亡,yuan'chao'zai'li'shi'chao'liu'mian'qian'shuai'wang
元朝在战略上麻木不仁,yuan'chao'zai'zhan'lue'shang'ma'mu'bu'ren
元朝中期频繁更换皇帝,yuan'chao'zhong'qi'pin'fan'geng'huan'huang'di
元成宗,yuan'cheng'zong
元成宗铁穆耳,yuan'cheng'zong'tie'mu'er
元大都城,yuan'da'du'cheng
元代编纂和颁行农书以推广生产技术,yuan'dai'bian'zuan'he'ban'xing'nong'shu'yi'tui'guang'sheng'chan'ji'shu
元代不仅结束了长期的南北分裂,yuan'dai'bu'jin'jie'shu'le'chang'qi'de'nan'bei'fen'lie
元代除西域地区为宗藩封国外,yuan'dai'chu'xi'yu'di'qu'wei'zong'fan'feng'guo'wai
元代的统治也给中国社会的发展带来了许多消极落后的影响,yuan'dai'de'tong'zhi'ye'gei'zhong'guo'she'hui'de'fa'zhan'dai'lai'le'xu'duo'xiao'ji'luo'hou'de'ying'xiang
元代的制度,yuan'dai'de'zhi'du
元代是中国历史上,yuan'dai'shi'zhong'guo'li'shi'shang
元代制度多沿袭金制同时又有不少前代所不具备的特点,yuan'dai'zhi'du'duo'yan'xi'jin'zhi'tong'shi'you'you'bu'shao'qian'dai'suo'bu'ju'bei'de'te'dian
元旦后,yuan'dan'hou
元帝,yuan'di
元帝萧绎,yuan'di'xiao'yi
元定宗,yuan'ding'zong
元定宗贵由,yuan'ding'zong'gui'you
远东战争策源地,yuan'dong'zhan'zheng'ce'yuan'di
元凤元年,yuan'feng'yuan'nian
元凤政变,yuan'feng'zheng'bian
元公,yuan'gong
元恭,yuan'gong
元公张实,yuan'gong'zhang'shi
元好问,yuan'hao'wen
元宏,yuan'hong
元徽五年,yuan'hui'wu'nian
元嘉三十年,yuan'jia'san'shi'nian
元嘉以后,yuan'jia'yi'hou
元嘉之世,yuan'jia'zhi'shi
远交近攻,yuan'jiao'jin'gong
原居,yuan'ju
元军,yuan'jun
元军攻下樊城,yuan'jun'gong'xia'fan'cheng
元军受到严重的挫伤,yuan'jun'shou'dao'yan'zhong'de'cuo'shang
元军推动战略反攻的又一个时机是,yuan'jun'tui'dong'zhan'lue'fan'gong'de'you'yi'ge'shi'ji'shi
元军围困隔汉水相望的襄樊重镇,yuan'jun'wei'kun'ge'han'shui'xiang'wang'de'xiang'fan'zhong'zhen
元军沿途骚扰,yuan'jun'yan'tu'sao'rao
元军与海都,yuan'jun'yu'hai'du
元军于十九年八月,yuan'jun'yu'shi'jiu'nian'ba'yue
元康九年,yuan'kang'jiu'nian
元康元年贾后,yuan'kang'yuan'nian'jia'hou
元恪,yuan'ke
元廓,yuan'kuo
原来由大汗直接领有的波斯诸地遂变为大汗的宗藩伊利汗国,yuan'lai'you'da'han'zhi'jie'ling'you'de'bo'si'zhu'di'sui'bian'wei'da'han'de'zong'fan'yi'li'han'guo
元朗,yuan'lang
猿乐,yuan'le
原名匐勒,yuan'ming'fu'le
元明宗,yuan'ming'zong
元明宗和世瓎,yuan'ming'zong'he'shi'la
元末,yuan'mo
元年,yuan'nian
元宁宗,yuan'ning'zong
元宁宗懿璘质班,yuan'ning'zong'yi'lin'zhi'ban
元气大伤,yuan'qi'da'shang
远迁,yuan'qian
元钦,yuan'qin
元曲成为与唐诗宋词并称的优秀文学遗产,yuan'qu'cheng'wei'yu'tang'shi'song'ci'bing'cheng'de'you'xiu'wen'xue'yi'chan
元仁宗,yuan'ren'zong
元仁宗爱育黎拔力八达,yuan'ren'zong'ai'yu'li'ba'li'ba'da
元善见,yuan'shan'jian
原商都,yuan'shang'du
袁绍,yuan'shao
袁绍出奔冀州,yuan'shao'chu'ben'ji'zhou
袁绍二子,yuan'shao'er'zi
袁绍和曹操,yuan'shao'he'cao'cao
袁绍原来,yuan'shao'yuan'lai
元设陕西,yuan'she'shan'xi
远胜曹操,yuan'sheng'cao'cao
原生性的影响,yuan'sheng'xing'de'ying'xiang
原始的食人兽性,yuan'shi'de'shi'ren'shou'xing
袁世凯,yuan'shi'kai
元世祖,yuan'shi'zu
元世祖忽必烈,yuan'shi'zu'hu'bi'lie
元寿二年八月,yuan'shou'er'nian'ba'yue
掾属,yuan'shu
袁术,yuan'shu
元顺帝,yuan'shun'di
元顺帝率后妃太子逃到上都,yuan'shun'di'lv'hou'fei'tai'zi'tao'dao'shang'dou
元顺帝妥懽帖睦尔,yuan'shun'di'tuo'guan'tie'mu'er
元顺帝再往北逃洪武三年四月病死于应昌,yuan'shun'di'zai'wang'bei'tao'hong'wu'san'nian'si'yue'bing'si'yu'ying'chang
元顺帝征调,yuan'shun'di'zheng'diao
元太宗,yuan'tai'zong
元太宗窝阔台,yuan'tai'zong'wo'kuo'tai
元太祖,yuan'tai'zu
元太祖孛儿只斤铁木真,yuan'tai'zu'bei'er'zhi'jin'tie'mu'zhen
元太祖成吉思汗,yuan'tai'zu'cheng'ji'si'han
元太祖铁木真,yuan'tai'zu'tie'mu'zhen
元廷博采汉族士大夫建议,yuan'ting'bo'cai'han'zu'shi'da'fu'jian'yi
元廷对贵族赐予益奢,yuan'ting'dui'gui'zu'ci'yu'yi'she
元廷还派人检括河南江西江浙等地漏隐田土,yuan'ting'hai'pai'ren'jian'kuo'he'nan'jiang'xi'jiang'zhe'deng'di'lou'yin'tian'tu
元廷派,yuan'ting'pai
元廷与笃哇,yuan'ting'yu'du'wa
元万历,yuan'wan'li
元王朝的建立,yuan'wang'chao'de'jian'li
元王朝的灭亡,yuan'wang'chao'de'mie'wang
元王朝的统一,yuan'wang'chao'de'tong'yi
元文宗,yuan'wen'zong
元文宗图帖睦尔,yuan'wen'zong'tu'tie'mu'er
元武宗,yuan'wu'zong
元武宗海山,yuan'wu'zong'hai'shan
元熙二年,yuan'xi'er'nian
原先的,yuan'xian'de
原先在中原地区,yuan'xian'zai'zhong'yuan'di'qu
元宪宗,yuan'xian'zong
元宪宗蒙哥,yuan'xian'zong'meng'ge
圆形方孔钱,yuan'xing'fang'kong'qian
元脩,yuan'xiu
元诩,yuan'xu
元晔,yuan'ye
元英宗,yuan'ying'zong
元英宗硕德八剌,yuan'ying'zong'shuo'de'ba'la
原有的,yuan'you'de
原有地八州,yuan'you'di'ba'zhou
元佑年间,yuan'you'nian'jian
源于周代,yuan'yu'zhou'dai
渊源于,yuan'yuan'yu
原则上是,yuan'ze'shang'shi
元稹,yuan'zhen
元政府,yuan'zheng'fu
元政府在许多机构中,yuan'zheng'fu'zai'xu'duo'ji'gou'zhong
远征海外,yuan'zheng'hai'wai
原住地,yuan'zhu'di
援助李氏朝鲜,yuan'zhu'li'shi'chao'xian
元子攸,yuan'zi'you
元宗,yuan'zong
元宗李璟,yuan'zong'li'jing
远祖,yuan'zu
月被封为,yue'bei'feng'wei
越大夫,yue'dai'fu
越到晚年,yue'dao'wan'nian
岳飞,yue'fei
约公元前,yue'gong'yuan'qian
越国的谷价,yue'guo'de'gu'jia
越国相继强大,yue'guo'xiang'ji'qiang'da
约和,yue'he
月护王,yue'hu'wang
月迫使,yue'po'shi
越青铜剑,yue'qing'tong'jian
越是,yue'shi
月司马昭,yue'si'ma'zhao
岳托,yue'tuo
越王,yue'wang
越王勾践,yue'wang'gou'jian
越王勾践自,yue'wang'gou'jian'zi
越王允常,yue'wang'yun'chang
乐毅,yue'yi
乐毅帮助,yue'yi'bang'zhu
乐毅率,yue'yi'lv
约占八分之一,yue'zhan'ba'fen'zhi'yi
越战越强,yue'zhan'yue'qiang
月氏王的,yue'zhi'wang'de
郓曹齐濮,yun'cao'qi'pu
允常,yun'chang
运筹帷幄,yun'chou'wei'wo
恽代英,yun'dai'ying
运动战,yun'dong'zhan
云梦秦简,yun'meng'qin'jian
云南行省东部人民皆起而响应,yun'nan'xing'sheng'dong'bu'ren'min'jie'qi'er'xiang'ying
允诺与明朝,yun'nuo'yu'ming'chao
允许民间,yun'xu'min'jian
允许土地买卖,yun'xu'tu'di'mai'mai
云阳,yun'yang
杂法和具法,za'fa'he'ju'fa
杂法是对,za'fa'shi'dui
杂胡,za'hu
杂居内地,za'ju'nei'di
杂居内地的,za'ju'nei'di'de
在北边屡次交锋,zai'bei'bian'lv'ci'jiao'feng
在北方的,zai'bei'fang'de
在北方的晋国,zai'bei'fang'de'jin'guo
在北汉,zai'bei'han
在邲,zai'bian
在边疆地区还大规模开辟屯田,zai'bian'jiang'di'qu'hai'da'gui'mo'kai'pi'tun'tian
在边境一带,zai'bian'jing'yi'dai
在单于之下,zai'chan'yu'zhi'xia
在长沙建宫殿,zai'chang'sha'jian'gong'dian
在朝廷大臣中,zai'chao'ting'da'chen'zhong
在朝廷的,zai'chao'ting'de
在朝中,zai'chao'zhong
在成都称成都王,zai'cheng'du'cheng'cheng'du'wang
在城濮之战,zai'cheng'pu'zhi'zhan
在丞相,zai'cheng'xiang
在出兵,zai'chu'bing
在出兵途中,zai'chu'bing'tu'zhong
载淳,zai'chun
在春秋,zai'chun'qiu
在春秋前期,zai'chun'qiu'qian'qi
在春秋时代,zai'chun'qiu'shi'dai
再次缩小,zai'ci'suo'xiao
再次统一了,zai'ci'tong'yi'le
在此之后,zai'ci'zhi'hou
在当时,zai'dang'shi
在地方,zai'di'fang
在东晋,zai'dong'jin
再度爆发,zai'du'bao'fa
在对外军事方面,zai'dui'wai'jun'shi'fang'mian
在二三十年前,zai'er'san'shi'nian'qian
载沣,zai'feng
在甘州西州,zai'gan'zhou'xi'zhou
在各诸侯国,zai'ge'zhu'hou'guo
在攻打,zai'gong'da
在公元前,zai'gong'yuan'qian
在公元前第,zai'gong'yuan'qian'di
在公元前第四世纪时,zai'gong'yuan'qian'di'si'shi'ji'shi
在关键时刻,zai'guan'jian'shi'ke
在关中起兵,zai'guan'zhong'qi'bing
在国内,zai'guo'nei
在国外,zai'guo'wai
灾害频繁,zai'hai'pin'fan
在河北一带,zai'he'bei'yi'dai
在后宫内逡巡,zai'hou'gong'nei'qun'xun
在后汉时,zai'hou'han'shi
在踝部捆扎紧,zai'huai'bu'kun'za'jin
在皇帝的,zai'huang'di'de
在黄河两岸,zai'huang'he'liang'an
再回过头来,zai'hui'guo'tou'lai
在籍,zai'ji
在籍的民户,zai'ji'de'min'hu
再加上经济落后广大人民处于水深火热之中,zai'jia'shang'jing'ji'luo'hou'guang'da'ren'min'chu'yu'shui'shen'huo're'zhi'zhong
在建立,zai'jian'li
在践土,zai'jian'tu
在江都,zai'jiang'du
在疆土广大,zai'jiang'tu'guang'da
在羯族,zai'jie'zu
在今,zai'jin
在晋国,zai'jin'guo
在今河南鹿邑,zai'jin'he'nan'lu'yi
在今湖北蒲圻西北,zai'jin'hu'bei'pu'qi'xi'bei
在晋惠帝时期的,zai'jin'hui'di'shi'qi'de
在今陕西甘肃一带,zai'jin'shan'xi'gan'su'yi'dai
在今陕西和甘肃一带,zai'jin'shan'xi'he'gan'su'yi'dai
在今陕西中部,zai'jin'shan'xi'zhong'bu
在今天陕西省,zai'jin'tian'shan'xi'sheng
在晋文公,zai'jin'wen'gong
在今乌克兰日丹诺夫市北,zai'jin'wu'ke'lan'ri'dan'nuo'fu'shi'bei
在今中国,zai'jin'zhong'guo
在经济方面,zai'jing'ji'fang'mian
在经济上推行,zai'jing'ji'shang'tui'xing
在经济中,zai'jing'ji'zhong
在距离省治较偏远的地区,zai'ju'li'sheng'zhi'jiao'pian'yuan'de'di'qu
在军事方面,zai'jun'shi'fang'mian
在军事上,zai'jun'shi'shang
在开封,zai'kai'feng
在开平,zai'kai'ping
在科举方面,zai'ke'ju'fang'mian
在历史的黎明时期,zai'li'shi'de'li'ming'shi'qi
在历史上,zai'li'shi'shang
在临安,zai'lin'an
在孟良崮战役中代理旅长,zai'meng'liang'gu'zhan'yi'zhong'dai'li'lv'zhang
在名山胜地,zai'ming'shan'sheng'di
在名义上,zai'ming'yi'shang
在南方,zai'nan'fang
在内的万历三大征,zai'nei'de'wan'li'san'da'zheng
在内政方面,zai'nei'zheng'fang'mian
在齐国,zai'qi'guo
在其帷幄中,zai'qi'wei'wo'zhong
在秦穆公,zai'qin'mu'gong
在青铜冶铸方面,zai'qing'tong'ye'zhu'fang'mian
在全国范围内,zai'quan'guo'fan'wei'nei
在人们心中,zai'ren'men'xin'zhong
宰杀烹食,zai'sha'peng'shi
在沙州,zai'sha'zhou
在上党设,zai'shang'dang'she
在深宫中,zai'shen'gong'zhong
在沈阳称帝,zai'shen'yang'cheng'di
再世般,zai'shi'ban
在十国时期,zai'shi'guo'shi'qi
在十国中最为弱小,zai'shi'guo'zhong'zui'wei'ruo'xiao
在世界的地位,zai'shi'jie'de'di'wei
在收到,zai'shou'dao
再受命,zai'shou'ming
在他的带领下,zai'ta'de'dai'ling'xia
在他的心中,zai'ta'de'xin'zhong
在他们聚居,zai'ta'men'ju'ju
在他廿,zai'ta'nian
在太原称帝,zai'tai'yuan'cheng'di
在太祖,zai'tai'zu
在唐朝,zai'tang'chao
在唐末,zai'tang'mo
在讨曹檄文中,zai'tao'cao'xi'wen'zhong
在讨论选题时,zai'tao'lun'xuan'ti'shi
载湉,zai'tian
在统一六国后,zai'tong'yi'liu'guo'hou
在外面用,zai'wai'mian'yong
在位,zai'wei
在位八年,zai'wei'ba'nian
在位都很短,zai'wei'dou'hen'duan
在危急时刻拒绝帝诏不遣兵参战,zai'wei'ji'shi'ke'ju'jue'di'zhao'bu'qian'bing'can'zhan
在位期间,zai'wei'qi'jian
在位时,zai'wei'shi
在位十七年,zai'wei'shi'qi'nian
在位五年,zai'wei'wu'nian
在魏州,zai'wei'zhou
在文化上,zai'wen'hua'shang
在文化思想方面,zai'wen'hua'si'xiang'fang'mian
在武昌,zai'wu'chang
在西南地区,zai'xi'nan'di'qu
在现今,zai'xian'jin
宰相,zai'xiang
在匈奴的后裔,zai'xiong'nu'de'hou'yi
再也没有,zai'ye'mei'you
在一片混乱,zai'yi'pian'hun'luan
在与,zai'yu
载泽,zai'ze
在战略上推动了时机,zai'zhan'lue'shang'tui'dong'le'shi'ji
在战役上,zai'zhan'yi'shang
在占有大量土地,zai'zhan'you'da'liang'tu'di
在赵国,zai'zhao'guo
在这,zai'zhe
在这年秋冬之间病死,zai'zhe'nian'qiu'dong'zhi'jian'bing'si
在这期间,zai'zhe'qi'jian
在这些词中,zai'zhe'xie'ci'zhong
载振,zai'zhen
在征服,zai'zheng'fu
在政治,zai'zheng'zhi
在政治上,zai'zheng'zhi'shang
在政治上武帝加强皇权,zai'zheng'zhi'shang'wu'di'jia'qiang'huang'quan
在治河工地上,zai'zhi'he'gong'di'shang
在重大问题上,zai'zhong'da'wen'ti'shang
在中国,zai'zhong'guo
在中国境内,zai'zhong'guo'jing'nei
在中国历史上,zai'zhong'guo'li'shi'shang
