阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
以心挽劫,yi'xin'wan'jie
易心莹,yi'xin'ying
以心原物,yi'xin'yuan'wu
一性,yi'xing
易行道,yi'xing'dao
以行而求知,yi'xing'er'qiu'zhi
一性皆成,yi'xing'jie'cheng
以性统情,yi'xing'tong'qing
以形务名,yi'xing'wu'ming
以形写神,yi'xing'xie'shen
以形写形,yi'xing'xie'xing
以兄之禄为不义之禄而不食也,yi'xiong'zhi'lu'wei'bu'yi'zhi'lu'er'bu'shi'ye
以兄之室为不义之室而不居也,yi'xiong'zhi'shi'wei'bu'yi'zhi'shi'er'bu'ju'ye
一休,yi'xiu
一休吃蜜,yi'xiu'chi'mi
一宿觉,yi'xiu'jue
一休晒藏经,yi'xiu'shai'cang'jing
一宿圣,yi'xiu'sheng
一休与五休,yi'xiu'yu'wu'xiu
一休宗纯,yi'xiu'zong'chun
义宣,yi'xuan
义玄,yi'xuan
义玄禅师,yi'xuan'chan'shi
义玄法师,yi'xuan'fa'shi
意学,yi'xue
易学启蒙,yi'xue'qi'meng
易学启蒙翼传,yi'xue'qi'meng'yi'chuan
异雪庆珠,yi'xue'qing'zhu
易学三书,yi'xue'san'shu
易学象数论,yi'xue'xiang'shu'lun
以燕,yi'yan
意言,yi'yan
易言,yi'yan
意验相符,yi'yan'xiang'fu
衣养,yi'yang
一阳来复,yi'yang'lai'fu
一阳生,yi'yang'sheng
易养也,yi'yang'ye
一业,yi'ye
一也,yi'ye
义也,yi'ye
意业,yi'ye
意也,yi'ye
伊叶波罗,yi'ye'bo'luo
一夜寒冷无,yi'ye'han'leng'wu
一业所感,yi'ye'suo'gan
一叶知秋风知月,yi'ye'zhi'qiu'feng'zhi'yue
一异,yi'yi
义邑,yi'yi
夷逸,yi'yi
宜意,yi'yi
益矣,yi'yi
意义昂,yi'yi'ang
依义不依语,yi'yi'bu'yi'yu
已矣乎,yi'yi'hu
亦以金,yi'yi'jin
以一念而除众念,yi'yi'nian'er'chu'zhong'nian
以义为利,yi'yi'wei'li
一义无量名,yi'yi'wu'liang'ming
亦易矣,yi'yi'yi
夷逸隐居放言,yi'yi'yin'ju'fang'yan
伊尹何如,yi'yin'he'ru
一印会,yi'yin'hui
一音教,yi'yin'jiao
以音声求我,yi'yin'sheng'qiu'wo
伊尹也,yi'yin'ye
一阴一阳之谓道,yi'yin'yi'yang'zhi'wei'dao
乙酉,yi'you
以友天下之善士为未足,yi'you'tian'xia'zhi'shan'shi'wei'wei'zu
一优陀那,yi'you'tuo'na
以有形者象无形者而定矣,yi'you'xing'zhe'xiang'wu'xing'zhe'er'ding'yi
一玉,yi'yu
倚遇,yi'yu
意欲,yi'yu
易余,yi'yu
以与尔邻里乡党乎,yi'yu'er'lin'li'xiang'dang'hu
依於仁,yi'yu'ren
一与三,yi'yu'san
一与十,yi'yu'shi
一圆,yi'yuan
义渊,yi'yuan
依圆,yi'yuan
易原,yi'yuan
一愿建立,yi'yuan'jian'li
一源宁公,yi'yuan'ning'gong
以元为本,yi'yuan'wei'ben
一曰慈,yi'yue'ci
一月三身,yi'yue'san'shen
以约失之者,yi'yue'shi'zhi'zhe
一月之中不过四五日而已矣,yi'yue'zhi'zhong'bu'guo'si'wu'ri'er'yi'yi
异哉,yi'zai
意在钁头边,yi'zai'jue'tou'bian
遗则,yi'ze
亿则屡中,yi'ze'lv'zhong
异则异之,yi'ze'yi'zhi
一宅而寓于不得已则几矣,yi'zhai'er'yu'yu'bu'de'yi'ze'ji'yi
以杖荷蓧,yi'zhang'he'di
易章句,yi'zhang'ju
一掌婆,yi'zhang'po
一朝顿悟转乾坤,yi'zhao'dun'wu'zhuan'qian'kun
以这个思维,yi'zhe'ge'si'wei
意者其有机缄而不得已乎,yi'zhe'qi'you'ji'jian'er'bu'de'yi'hu
意者其运转而不能自止邪,yi'zhe'qi'yun'zhuan'er'bu'neng'zi'zhi'xie
益者三友,yi'zhe'san'you
意者心之所存非所发,yi'zhe'xin'zhi'suo'cun'fei'suo'fa
益者与,yi'zhe'yu
一真,yi'zhen
一真地,yi'zhen'di
一真法界,yi'zhen'fa'jie
一真绝待,yi'zhen'jue'dai
一真如,yi'zhen'ru
以真为师,yi'zhen'wei'shi
一真无为,yi'zhen'wu'wei
一真一切真,yi'zhen'yi'qie'zhen
依正,yi'zheng
依正不二门,yi'zheng'bu'er'men
依正二报,yi'zheng'er'bao
一智,yi'zhi
依止,yi'zhi
已之,yi'zhi
抑止,yi'zhi
绎志,yi'zhi
依止阿阇梨,yi'zhi'a'she'li
以指标月,yi'zhi'biao'yue
一指禅,yi'zhi'chan
一指禅的故事,yi'zhi'chan'de'gu'shi
意知而力不能行邪,yi'zhi'er'li'bu'neng'xing'xie
已知根,yi'zhi'gen
弋之害,yi'zhi'hai
意志坚定的人,yi'zhi'jian'ding'de'ren
依止善知识,yi'zhi'shan'zhi'shi
依止甚深,yi'zhi'shen'shen
义之实,yi'zhi'shi
义之失也,yi'zhi'shi'ye
意之所在便是物,yi'zhi'suo'zai'bian'shi'wu
依止他,yi'zhi'ta
以知为力,yi'zhi'wei'li
以智相识,yi'zhi'xiang'shi
已至矣,yi'zhi'yi
一治一乱,yi'zhi'yi'luan
亦只以异,yi'zhi'yi'yi
以知勇士为锋,yi'zhi'yong'shi'wei'feng
义之与比,yi'zhi'yu'bi
义之於比,yi'zhi'yu'bi
易之者,yi'zhi'zhe
一知之所知而心未尝死者乎,yi'zhi'zhi'suo'zhi'er'xin'wei'chang'si'zhe'hu
一只猪与一只鸡的一生,yi'zhi'zhu'yu'yi'zhi'ji'de'yi'sheng
义忠,yi'zhong
一中多,yi'zhong'duo
一中劫,yi'zhong'jie
以忠圣士为镡,yi'zhong'sheng'shi'wei'chan
一种万实,yi'zhong'wan'shi
以众为,yi'zhong'wei
一中一切中,yi'zhong'yi'qie'zhong
一周而一不周,yi'zhou'er'yi'bu'zhou
一州正伊,yi'zhou'zheng'yi
易传,yi'zhuan
一转语,yi'zhuan'yu
义庄,yi'zhuang
一字不说,yi'zi'bu'shuo
依自不依他,yi'zi'bu'yi'ta
一字禅,yi'zi'chan
一子地,yi'zi'di
一字佛顶轮王经,yi'zi'fo'ding'lun'wang'jing
一字金轮,yi'zi'jin'lun
伊字三点,yi'zi'san'dian
一字三礼,yi'zi'san'li
一字文殊,yi'zi'wen'shu
夷子曰,yi'zi'yue
一字咒,yi'zi'zhou
一宗构,yi'zong'gou
一祖摩诃迦叶尊者,yi'zu'mo'he'jia'ye'zun'zhe
一镞破三关,yi'zu'po'san'guan
以卒相丘也,yi'zu'xiang'qiu'ye
一遵,yi'zun
一尊佛,yi'zun'fo
衣座室三轨,yi'zuo'shi'san'gui
一坐四十年,yi'zuo'si'shi'nian
引蔽习染,yin'bi'xi'ran
因卞随而谋,yin'bian'sui'er'mou
饮冰室合集,yin'bing'shi'he'ji
印不即离间是相非相,yin'bu'ji'li'jian'shi'xiang'fei'xiang
阴藏,yin'cang
阴长生,yin'chang'sheng
尹澄,yin'cheng
银川市海宝塔寺,yin'chuan'shi'hai'bao'ta'si
因此得人身,yin'ci'de'ren'shen
因此首先在,yin'ci'shou'xian'zai
因此我们就是有些修行人,yin'ci'wo'men'jiu'shi'you'xie'xiu'xing'ren
印打菩提,yin'da'pu'ti
因地,yin'di
因地从缘起,yin'di'cong'yuan'qi
因地果还生,yin'di'guo'hai'sheng
因地华生生,yin'di'hua'sheng'sheng
因地种花生,yin'di'zhong'hua'sheng
印度,yin'du
印度佛教,yin'du'fo'jiao
印度佛教慈恩会,yin'du'fo'jiao'ci'en'hui
印度佛教协会,yin'du'fo'jiao'xie'hui
印度佛学源流略讲,yin'du'fo'xue'yuan'liu'lue'jiang
印度河文明,yin'du'he'wen'ming
印度文献史,yin'du'wen'xian'shi
蚓而後充其操者也,yin'er'hou'chong'qi'cao'zhe'ye
因法,yin'fa
因分,yin'fen
隐峰,yin'feng
隐峰禅师,yin'feng'chan'shi
阴符,yin'fu
阴符经,yin'fu'jing
阴符经疏,yin'fu'jing'shu
阴符经注,yin'fu'jing'zhu
因噶,yin'ga
因革,yin'ge
银阁寺,yin'ge'si
隐栝之道,yin'gua'zhi'dao
印光,yin'guang
饮光,yin'guang
饮光部,yin'guang'bu
印光大师,yin'guang'da'shi
印光法师,yin'guang'fa'shi
因果,yin'guo
引果,yin'guo
因果不二门,yin'guo'bu'er'men
因果不虚,yin'guo'bu'xu
因过而知,yin'guo'er'zhi
因果法门,yin'guo'fa'men
因果非物,yin'guo'fei'wu
印海,yin'hai
印海法师,yin'hai'fa'shi
印坏文成,yin'huai'wen'cheng
银货两讫,yin'huo'liang'qi
音即是观观我观人观世界,yin'ji'shi'guan'guan'wo'guan'ren'guan'shi'jie
印简,yin'jian
印简禅师,yin'jian'chan'shi
音教,yin'jiao
淫戒,yin'jie
阴界,yin'jie
音节点,yin'jie'dian
因竭陀尊者,yin'jie'tuo'zun'zhe
饮酒,yin'jiu
饮酒戒,yin'jiu'jie
饮酒十过,yin'jiu'shi'guo
隐居地方,yin'ju'di'fang
印可,yin'ke
淫六律,yin'liu'lv
引路菩萨,yin'lu'pu'sa
因论,yin'lun
银轮王,yin'lun'wang
因门六义,yin'men'liu'yi
隐祕念佛,yin'mi'nian'fo
隐秘念佛,yin'mi'nian'fo
印明,yin'ming
因明,yin'ming
因明八门,yin'ming'ba'men
因明大疏,yin'ming'da'shu
因明纲要,yin'ming'gang'yao
因明论疏端源记,yin'ming'lun'shu'duan'yuan'ji
因明七论,yin'ming'qi'lun
因明七论入门,yin'ming'qi'lun'ru'men
因明入正理论,yin'ming'ru'zheng'li'lun
因明入正理论疏,yin'ming'ru'zheng'li'lun'shu
因名显真理,yin'ming'xian'zhen'li
因明学,yin'ming'xue
因明义断,yin'ming'yi'duan
因明正理门论,yin'ming'zheng'li'men'lun
因明正理门论述记,yin'ming'zheng'li'men'lun'shu'ji
因明注解立破义图序,yin'ming'zhu'jie'li'po'yi'tu'xu
阴魔,yin'mo
因能变,yin'neng'bian
印尼佛教,yin'ni'fo'jiao
因念晁楚老杨民瞻约同居山间,yin'nian'chao'chu'lao'yang'min'zhan'yue'tong'ju'shan'jian
印契,yin'qi
因其大以号而读之则可也,yin'qi'da'yi'hao'er'du'zhi'ze'ke'ye
阴跷,yin'qiao
引磬,yin'qing
因人,yin'ren
引人入胜难填欲,yin'ren'ru'sheng'nan'tian'yu
因人之德以为贤良,yin'ren'zhi'de'yi'wei'xian'liang
印融,yin'rong
阴柔之美,yin'rou'zhi'mei
阴入界,yin'ru'jie
音若起时却雷鸣,yin'ruo'qi'shi'que'lei'ming
因三相,yin'san'xiang
隐山,yin'shan
隐山惟琰,yin'shan'wei'yan
殷绍,yin'shao
阴神,yin'shen
音声佛事,yin'sheng'fo'shi
引声念佛,yin'sheng'nian'fo
音声相和,yin'sheng'xiang'he
因事复生理,yin'shi'fu'sheng'li
饮食供养,yin'shi'gong'yang
隐士李源,yin'shi'li'yuan
尹师鲁,yin'shi'lu
饮食取足而不知其所从,yin'shi'qu'zu'er'bu'zhi'qi'suo'cong
因势慎小,yin'shi'shen'xiao
因十四过,yin'shi'si'guo
殷时训,yin'shi'xun
因是已,yin'shi'yi
饮食欲,yin'shi'yu
饮食之间,yin'shi'zhi'jian
引书,yin'shu
印顺,yin'shun
印顺法师,yin'shun'fa'shi
印肃,yin'su
印肃禅师,yin'su'chan'shi
尹焞,yin'tui
因陀罗,yin'tuo'luo
因陀罗布底,yin'tuo'luo'bu'di
因陀啰部底王,yin'tuo'luo'bu'di'wang
因陀罗窟,yin'tuo'luo'ku
因陀罗网,yin'tuo'luo'wang
阴妄一念,yin'wang'yi'nian
因位,yin'wei
因为阿其,yin'wei'a'qi
尹文操,yin'wen'cao
淫文章,yin'wen'zhang
尹文子,yin'wen'zi
因悟而知,yin'wu'er'zhi
因习而知,yin'xi'er'zhi
隐显即本法,yin'xian'ji'ben'fa
鄞县周婆,yin'xian'zhou'po
印相,yin'xiang
印象,yin'xiang
隐形法,yin'xing'fa
因修,yin'xiu
隐秀,yin'xiu
因循革化,yin'xun'ge'hua
阴阳,yin'yang
阴阳管见,yin'yang'guan'jian
阴阳书,yin'yang'shu
阴阳五行说,yin'yang'wu'xing'shuo
阴阳相薄,yin'yang'xiang'bo
阴阳者,yin'yang'zhe
阴阳之大义,yin'yang'zhi'da'yi
引业,yin'ye
隐义,yin'yi
因疑而知,yin'yi'er'zhi
引因,yin'yin
殷殷兰亭,yin'yin'lan'ting
訚訚如也,yin'yin'ru'ye
殷因於夏礼,yin'yin'yu'xia'li
淫欲,yin'yu
阴与夜,yin'yu'ye
因与缘,yin'yu'yuan
印元,yin'yuan
因缘,yin'yuan
因缘变,yin'yuan'bian
隐元道显,yin'yuan'dao'xian
殷元福,yin'yuan'fu
因缘观,yin'yuan'guan
因圆果满,yin'yuan'guo'man
因缘和合,yin'yuan'he'he
因缘聚合,yin'yuan'ju'he
因缘具足,yin'yuan'ju'zu
隐元隆琦,yin'yuan'long'qi
因缘能发萌,yin'yuan'neng'fa'meng
因缘品,yin'yuan'pin
因缘殊胜本难得,yin'yuan'shu'sheng'ben'nan'de
因缘所成,yin'yuan'suo'cheng
因缘性,yin'yuan'xing
因缘依,yin'yuan'yi
殷曰序,yin'yue'xu
氤氲,yin'yun
絪缊,yin'yun
因杖,yin'zhang
隐者也,yin'zhe'ye
尹真人,yin'zhen'ren
因真说有理,yin'zhen'shuo'you'li
尹志平,yin'zhi'ping
因之舍,yin'zhi'she
因知以进行,yin'zhi'yi'jin'xing
阴骘之说,yin'zhi'zhi'shuo
音中黄钟,yin'zhong'huang'zhong
殷中军,yin'zhong'jun
因中无果,yin'zhong'wu'guo
因中有果,yin'zhong'you'guo
印咒,yin'zhou
尹洙,yin'zhu
因自投清泠之渊,yin'zi'tou'qing'ling'zhi'yuan
印宗,yin'zong
引座,yin'zuo
应庵禅师,ying'an'chan'shi
应庵昙华禅师,ying'an'tan'hua'chan'shi
英辩,ying'bian
应病与药,ying'bing'yu'yao
应不让元亭石室高峙岷峨,ying'bu'rang'yuan'ting'shi'shi'gao'zhi'min'e
英禅师,ying'chan'shi
应成派,ying'cheng'pai
赢绌变化,ying'chu'bian'hua
应慈法师,ying'ci'fa'shi
应端,ying'duan
婴儿生,ying'er'sheng
应法,ying'fa
应反观内心,ying'fan'guan'nei'xin
应干,ying'gan
应供,ying'gong
应供正等觉,ying'gong'zheng'deng'jue
应果,ying'guo
应和宗论,ying'he'zong'lun
应化,ying'hua
应化法身,ying'hua'fa'shen
应化利生,ying'hua'li'sheng
应化身,ying'hua'shen
应化声闻,ying'hua'sheng'wen
应化在恶道,ying'hua'zai'e'dao
应化在人间,ying'hua'zai'ren'jian
应化之道,ying'hua'zhi'dao
应悔过,ying'hui'guo
应迹,ying'ji
盈坚白,ying'jian'bai
迎江寺,ying'jiang'si
英杰归真,ying'jie'gui'zhen
应金玉堂,ying'jin'yu'tang
应金玉堂居士,ying'jin'yu'tang'ju'shi
莹珂,ying'ke
盈科而,ying'ke'er
应理圆实宗,ying'li'yuan'shi'zong
应量器,ying'liang'qi
璎珞,ying'luo
瀛妙和尚,ying'miao'he'shang
应能,ying'neng
撄宁,ying'ning
樱宁,ying'ning
营魄,ying'po
应其,ying'qi
应器,ying'qi
应人,ying'ren
郢人垩慢其鼻端若蝇翼,ying'ren'e'man'qi'bi'duan'ruo'ying'yi
应如,ying'ru
莹山清规,ying'shan'qing'gui
莹山绍瑾,ying'shan'shao'jin
应身,ying'shen
应身土,ying'shen'tu
英师,ying'shi
应颂,ying'song
赢缩转化,ying'suo'zhuan'hua
盈天地者无非物,ying'tian'di'zhe'wu'fei'wu
盈天地之间唯万物,ying'tian'di'zhi'jian'wei'wan'wu
应同,ying'tong
应土,ying'tu
应伪谦,ying'wei'qian
鹦鹉学舌,ying'wu'xue'she
应现,ying'xian
应县木塔,ying'xian'mu'ta
迎仙桥祗园寺,ying'xian'qiao'zhi'yuan'si
影向众,ying'xiang'zhong
影响众,ying'xiang'zhong
英雄也有流泪时,ying'xiong'ye'you'liu'lei'shi
英雄与时势互为因果,ying'xiong'yu'shi'shi'hu'wei'yin'guo
盈虚,ying'xu
营养,ying'yang
应应,ying'ying
郢有天下,ying'you'tian'xia
应缘而化物,ying'yuan'er'hua'wu
应真,ying'zhen
应正遍知,ying'zheng'bian'zhi
英仲法俊,ying'zhong'fa'jun
颍州西湖铁佛寺,ying'zhou'xi'hu'tie'fo'si
蝇子投窗,ying'zi'tou'chuang
用爱感动您的心,yong'ai'gan'dong'nin'de'xin
永安,yong'an
永安禅师,yong'an'chan'shi
庸庵全集,yong'an'quan'ji
永安市圆明寺,yong'an'shi'yuan'ming'si
雍布拉岗,yong'bu'la'gang
永不现行位,yong'bu'xian'xing'wei
用不足,yong'bu'zu
永参法师,yong'can'fa'shi
用常动,yong'chang'dong
墉城集仙录,yong'cheng'ji'xian'lu
永慈禅师,yong'ci'chan'shi
用大,yong'da
永道,yong'dao
永道法师,yong'dao'fa'shi
永定,yong'ding
詠而归,yong'er'gui
勇父,yong'fu
永福,yong'fu
永公,yong'gong
永观,yong'guan
勇悍果敢,yong'han'guo'gan
雍和宫,yong'he'gong
用会作么,yong'hui'zuo'me
永嘉玄觉,yong'jia'xuan'jue
永嘉玄觉禅师,yong'jia'xuan'jue'chan'shi
永嘉学派,yong'jia'xue'pai
永嘉真觉禅师,yong'jia'zhen'jue'chan'shi
永嘉真觉大师,yong'jia'zhen'jue'da'shi
永嘉证道歌,yong'jia'zheng'dao'ge
永劫,yong'jie
勇金刚,yong'jin'gang
庸讵知所谓蹇焉幸焉者,yong'ju'zhi'suo'wei'jian'yan'xing'yan'zhe
庸讵知吾所谓不知之非知邪,yong'ju'zhi'wu'suo'wei'bu'zhi'zhi'fei'zhi'xie
庸讵知吾所谓天之非人乎,yong'ju'zhi'wu'suo'wei'tian'zhi'fei'ren'hu
庸讵知吾所谓知之非不知邪,yong'ju'zhi'wu'suo'wei'zhi'zhi'fei'bu'zhi'xie
永觉和尚广录,yong'jue'he'shang'guang'lu
永康学派,yong'kang'xue'pai
用力少,yong'li'shao
用灭,yong'mie
永明道潜禅师,yong'ming'dao'qian'chan'shi
永明寿禅师,yong'ming'shou'chan'shi
永明寺道潜禅师,yong'ming'si'dao'qian'chan'shi
永明延寿禅净四料简,yong'ming'yan'shou'chan'jing'si'liao'jian
永明延寿禅师,yong'ming'yan'shou'chan'shi
用名以乱名,yong'ming'yi'luan'ming
用名以乱实,yong'ming'yi'luan'shi
永明智觉禅师,yong'ming'zhi'jue'chan'shi
永明智觉禅师唯心诀,yong'ming'zhi'jue'chan'shi'wei'xin'jue
勇母,yong'mu
踊念佛,yong'nian'fo
永宁禅师,yong'ning'chan'shi
永宁禅寺,yong'ning'chan'si
永宁寺,yong'ning'si
永平广录,yong'ping'guang'lu
永平清规,yong'ping'qing'gui
永平寺,yong'ping'si
永平义云,yong'ping'yi'yun
用其光,yong'qi'guang
用钦,yong'qin
永清法师,yong'qing'fa'shi
涌泉禅寺,yong'quan'chan'si
涌泉景欣,yong'quan'jing'xin
涌泉寺,yong'quan'si
甬上四先生迂书,yong'shang'si'xian'sheng'yu'shu
永生,yong'sheng
用实以乱名,yong'shi'yi'luan'ming
庸书,yong'shu
饔飧而治,yong'sun'er'zhi
永泰,yong'tai
永为道种,yong'wei'dao'zhong
永信法师,yong'xin'fa'shi
永兴寺,yong'xing'si
勇也,yong'ye
用也,yong'ye
庸也者,yong'ye'zhe
用也者,yong'ye'zhe
永璵,yong'yu
永远相信,yong'yuan'xiang'xin
壅则哽,yong'ze'geng
雍正,yong'zheng
用之,yong'zhi
永琢,yong'zhuo
用拙法师祖你,yong'zhuo'fa'shi'zu'ni
由百世,you'bai'shi
游褒禅山记,you'bao'chan'shan'ji
有鄙夫问於我,you'bi'fu'wen'yu'wo
遊必有方,you'bi'you'fang
有边,you'bian
友便辟,you'bian'pi
有边无边论,you'bian'wu'bian'lun
有表色,you'biao'se
优波离,you'bo'li
优波离出家,you'bo'li'chu'jia
优钵罗华,you'bo'luo'hua
优波难陀龙王,you'bo'nan'tuo'long'wang
优波提舍,you'bo'ti'she
右不存在,you'bu'cun'zai
有不服之心者,you'bu'fu'zhi'xin'zhe
有不任其声而趋举其诗焉,you'bu'ren'qi'sheng'er'qu'ju'qi'shi'yan
有部宗,you'bu'zong
猷禅师,you'chan'shi
有瘳矣,you'chou'yi
游翠岩玑禅师,you'cui'yan'ji'chan'shi
有大伪,you'da'wei
有待,you'dai
由当然以即本然,you'dang'ran'yi'ji'ben'ran
有道乎,you'dao'hu
有道邪,you'dao'xie
有道与,you'dao'yu
有顶,you'ding
游定夫,you'ding'fu
有顶天,you'ding'tian
有动定,you'dong'ding
又独立,you'du'li
有对,you'dui
有对触,you'dui'chu
有对争而后能进,you'dui'zheng'er'hou'neng'jin
友多闻,you'duo'wen
有恶,you'e
又恶取君子小人于其间哉,you'e'qu'jun'zi'xiao'ren'yu'qi'jian'zai
又恶知死生先后之所在,you'e'zhi'si'sheng'xian'hou'zhi'suo'zai
耰而不辍,you'er'bu'chuo
幼而不孙弟,you'er'bu'sun'di
有法,you'fa
有法差别相违因,you'fa'cha'bie'xiang'wei'yin
有法有本心,you'fa'you'ben'xin
有法有不法,you'fa'you'bu'fa
有法自相相违因,you'fa'zi'xiang'xiang'wei'yin
有反坫,you'fan'dian
有梵音佛,you'fan'yin'fo
有分识,you'fen'shi
友峰等益,you'feng'deng'yi
有佛无佛性相常住,you'fo'wu'fo'xing'xiang'chang'zhu
又复问,you'fu'wen
有覆无记,you'fu'wu'ji
有根身,you'gen'shen
有功用,you'gong'yong
有鬼论质疑,you'gui'lun'zhi'yi
有过失,you'guo'shi
祐国寺,you'guo'si
又何不幸而生今日之中国,you'he'bu'xing'er'sheng'jin'ri'zhi'zhong'guo
有荷蒉而过孔氏之门者,you'he'kuai'er'guo'kong'shi'zhi'men'zhe
又何赏之有,you'he'shang'zhi'you
又何以有问乎,you'he'yi'you'wen'hu
又何以知毫末之足以定至细之倪,you'he'yi'zhi'hao'mo'zhi'zu'yi'ding'zhi'xi'zhi'ni
又何以知天地之足以穷至大之域,you'he'yi'zhi'tian'di'zhi'zu'yi'qiong'zhi'da'zhi'yu
又何怨,you'he'yuan
有恒者,you'heng'zhe
有乎出,you'hu'chu
有乎入,you'hu'ru
有乎生,you'hu'sheng
有乎死,you'hu'si
忧乎知,you'hu'zhi
游化,you'hua
优化大师,you'hua'da'shi
有患,you'huan
又迴忆六七年前,you'hui'yi'liu'qi'nian'qian
尤惠贞,you'hui'zhen
犹火之燃烛,you'huo'zhi'ran'zhu
有基,you'ji
有迹,you'ji
犹迹也,you'ji'ye
有见,you'jian
有间,you'jian
有教,you'jiao
有教无人,you'jiao'wu'ren
有界,you'jie
有结,you'jie
有境,you'jing
有炯,you'jiong
有酒食,you'jiu'shi
有就右师之位而与右师言者,you'jiu'you'shi'zhi'wei'er'yu'you'shi'yan'zhe
有觉有观三昧,you'jue'you'guan'san'mei
有开,you'kai
犹可踰也,you'ke'yu'ye
有空不二,you'kong'bu'er
又况他物乎,you'kuang'ta'wu'hu
友奎法师,you'kui'fa'shi
幽厉,you'li
有理,you'li
有利学修,you'li'xue'xiu
友谅,you'liang
有流,you'liu
有漏,you'lou
有漏禅,you'lou'chan
有漏道,you'lou'dao
有漏定,you'lou'ding
有漏断,you'lou'duan
有漏果,you'lou'guo
有漏净土,you'lou'jing'tu
优楼频螺迦叶,you'lou'pin'luo'jia'ye
优楼频螺聚落,you'lou'pin'luo'ju'luo
优楼佉,you'lou'qu
有漏善,you'lou'shan
有漏善法,you'lou'shan'fa
有漏识,you'lou'shi
有漏无漏,you'lou'wu'lou
有漏业,you'lou'ye
有漏因,you'lou'yin
有漏智,you'lou'zhi
祐录,you'lu
有轮,you'lun
有马者借人乘之,you'ma'zhe'jie'ren'cheng'zhi
友梅,you'mei
有美玉於斯,you'mei'yu'yu'si
有门,you'men
有门无门是为佛门,you'men'wu'men'shi'wei'fo'men
有面有臂,you'mian'you'bi
有妙香,you'miao'xiang
幽冥,you'ming
有名,you'ming
有明,you'ming
有铭焉,you'ming'yan
有名有实,you'ming'you'shi
有南,you'nan
有能一日用力于仁矣乎,you'neng'yi'ri'yong'li'yu'ren'yi'hu
有能一日用其力於仁矣乎,you'neng'yi'ri'yong'qi'li'yu'ren'yi'hu
犹睨也,you'ni'ye
又鸟,you'niao
又鸟不能伏鹄卵,you'niao'bu'neng'fu'hu'luan
又鸟狗之音相闻,you'niao'gou'zhi'yin'xiang'wen
又鸟固能矣,you'niao'gu'neng'yi
又鸟鸣狗吠,you'niao'ming'gou'fei
又鸟虽有鸣者,you'niao'sui'you'ming'zhe
又鸟无敢应者,you'niao'wu'gan'ying'zhe
有鸟焉,you'niao'yan
又鸟已乎,you'niao'yi'hu
又鸟之与又鸟,you'niao'zhi'yu'you'niao
佑宁寺,you'ning'si
有朋,you'peng
友便佞,you'pian'ning
优婆纺多,you'po'fang'duo
优婆鞠多,you'po'ju'duo
优婆离,you'po'li
优婆塞,you'po'sai
优婆塞戒,you'po'sai'jie
优婆塞戒经,you'po'sai'jie'jing
优婆提舍,you'po'ti'she
优婆夷,you'po'yi
优婆夷戒,you'po'yi'jie
幽栖,you'qi
有七宝池,you'qi'bao'chi
有齐寇,you'qi'kou
犹七年之病求三年之艾也,you'qi'nian'zhi'bing'qiu'san'nian'zhi'ai'ye
尤其是现前这种,you'qi'shi'xian'qian'zhe'zhong
佑启我,you'qi'wo
犹且胥疏于江湖之上而求食焉,you'qie'xu'shu'yu'jiang'hu'zhi'shang'er'qiu'shi'yan
又且以人之言,you'qie'yi'ren'zhi'yan
有亲,you'qin
有庆,you'qing
有情,you'qing
有情来下种,you'qing'lai'xia'zhong
有情世间,you'qing'shi'jian
有情数,you'qing'shu
有情缘慈,you'qing'yuan'ci
又请之,you'qing'zhi
有穷,you'qiong
有权,you'quan
又让于子州支父,you'rang'yu'zi'zhou'zhi'fu
右绕,you'rao
有人,you'ren
有人不得,you'ren'bu'de
有人道,you'ren'dao
有仁义,you'ren'yi
有日月灯佛,you'ri'yue'deng'fo
有容色,you'rong'se
犹如幻出诸形象,you'ru'huan'chu'zhu'xing'xiang
犹如最胜冶金料,you'ru'zui'sheng'ye'jin'liao
有若,you'ruo
有若无,you'ruo'wu
有若曰,you'ruo'yue
又三年,you'san'nian
有色,you'se
有色天,you'se'tian
友善柔,you'shan'rou
友山士偲,you'shan'shi'si
右上,you'shang
犹涉海凿河而使蚊负山也,you'she'hai'zao'he'er'shi'wen'fu'shan'ye
又舍利弗,you'she'li'fu
有身见,you'shen'jian
有生,you'sheng
有生于无,you'sheng'yu'wu
有盛馔,you'sheng'zhuan
有事,you'shi
有士二人处于孤竹,you'shi'er'ren'chu'yu'gu'zhu
有实法,you'shi'fa
有世界名曰极乐,you'shi'jie'ming'yue'ji'le
优尸罗,you'shi'luo
有是四端而自谓不能者,you'shi'si'duan'er'zi'wei'bu'neng'zhe
尤时熙,you'shi'xi
游师雄,you'shi'xiong
有事也如是,you'shi'ye'ru'shi
有是哉,you'shi'zai
有师子佛,you'shi'zi'fo
有实宗,you'shi'zong
右手持颐以听,you'shou'chi'yi'yi'ting
右手攫之则左手废,you'shou'jue'zhi'ze'zuo'shou'fei
有庶人剑,you'shu'ren'jian
又帅天下诸侯以为尧三年哉,you'shuai'tian'xia'zhu'hou'yi'wei'yao'san'nian'zai
又谁怨,you'shui'yuan
佑顺寺,you'shun'si
游似,you'si
又似法,you'si'fa
友松圆谛,you'song'yuan'di
尤遂初,you'sui'chu
有随眠心,you'sui'mian'xin
有所得,you'suo'de
有所依,you'suo'yi
有所缘,you'suo'yuan
