艾箱灸,ai'xiang'jiu
胃泌素测定,wei'mi'su'ce'ding
胃迷走神经切断术,wei'mi'zou'shen'jing'qie'duan'shu
胃扭转复位术,wei'niu'zhuan'fu'wei'shu
胃排空试验,wei'pai'kong'shi'yan
胃食管返流显像,wei'shi'guan'fan'liu'xian'xiang
胃手术,wei'shou'shu
萎缩性鼻炎鼻腔缩窄术,wei'suo'xing'bi'yan'bi'qiang'suo'zhai'shu
胃液常规检查,wei'ye'chang'gui'jian'cha
胃幽门十二指肠压力测定,wei'you'men'shi'er'zhi'chang'ya'li'ce'ding
微针针刺,wei'zhen'zhen'ci
纹饰美容术,wen'shi'mei'rong'shu
稳态听觉诱发反应,wen'tai'ting'jue'you'fa'fan'ying
文体训练,wen'ti'xun'lian
温针,wen'zhen
窝沟封闭,wo'gou'feng'bi
无创辅助通气,wu'chuang'fu'zhu'tong'qi
无创心功能监测,wu'chuang'xin'gong'neng'jian'ce
无创阻抗法心搏出量测定,wu'chuang'zu'kang'fa'xin'bo'chu'liang'ce'ding
伍德氏灯检查,wu'de'shi'deng'jian'cha
雾化吸入,wu'hua'xi'ru
无机磷测定,wu'ji'lin'ce'ding
无机元素测定,wu'ji'yuan'su'ce'ding
无名动脉瘤切除术,wu'ming'dong'mai'liu'qie'chu'shu
无名静脉上腔静脉人工血管转流术,wu'ming'jing'mai'shang'qiang'jing'mai'ren'gong'xue'guan'zhuan'liu'shu
细胞学计数,xi'bao'xue'ji'shu
西格氏耳镜检查,xi'ge'shi'er'jing'jian'cha
膝关节陈旧性后十字韧带重建术,xi'guan'jie'chen'jiu'xing'hou'shi'zi'ren'dai'chong'jian'shu
膝关节陈旧性内外侧副韧带重建术,xi'guan'jie'chen'jiu'xing'nei'wai'ce'fu'ren'dai'chong'jian'shu
膝关节陈旧性前十字韧带重建术,xi'guan'jie'chen'jiu'xing'qian'shi'zi'ren'dai'chong'jian'shu
膝关节单纯游离体摘除术,xi'guan'jie'dan'chun'you'li'ti'zhai'chu'shu
膝关节骨性关节炎推拿治疗,xi'guan'jie'gu'xing'guan'jie'yan'tui'na'zhi'liao
膝关节结核病灶清除术,xi'guan'jie'jie'he'bing'zao'qing'chu'shu
膝关节清理术,xi'guan'jie'qing'li'shu
细菌毒素测定,xi'jun'du'su'ce'ding
细菌分型,xi'jun'fen'xing
细菌抗体测定,xi'jun'kang'ti'ce'ding
细菌抗原分析,xi'jun'kang'yuan'fen'xi
膝内外翻定点闭式折骨术,xi'nei'wai'fan'ding'dian'bi'shi'zhe'gu'shu
吸入物变应原筛查,xi'ru'wu'bian'ying'yuan'shai'cha
吸痰护理,xi'tan'hu'li
洗胃,xi'wei
细小主动脉根部加宽补片成形术,xi'xiao'zhu'dong'mai'gen'bu'jia'kuan'bu'pian'cheng'xing'shu
细针穿刺细胞学检查与诊断,xi'zhen'chuan'ci'xi'bao'xue'jian'cha'yu'zhen'duan
下,xia
下鼻甲部分切除术,xia'bi'jia'bu'fen'qie'chu'shu
下鼻甲封闭术,xia'bi'jia'feng'bi'shu
下齿槽神经移位术,xia'chi'cao'shen'jing'yi'wei'shu
下颌根尖下截骨术,xia'he'gen'jian'xia'jie'gu'shu
下颌骨半侧切除术,xia'he'gu'ban'ce'qie'chu'shu
下颌骨部分切除术,xia'he'gu'bu'fen'qie'chu'shu
下颌骨陈旧性骨折整复术,xia'he'gu'chen'jiu'xing'gu'zhe'zheng'fu'shu
下颌骨骨折切开复位内固定术,xia'he'gu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
下颌骨扩大切除术,xia'he'gu'kuo'da'qie'chu'shu
下颌骨去骨皮质术,xia'he'gu'qu'gu'pi'zhi'shu
下颌骨缺损带蒂骨移植术,xia'he'gu'que'sun'dai'di'gu'yi'zhi'shu
下颌骨缺损带血管蒂游离复合瓣移植术,xia'he'gu'que'sun'dai'xue'guan'di'you'li'fu'he'ban'yi'zhi'shu
下颌骨缺损钛板重建术,xia'he'gu'que'sun'tai'ban'chong'jian'shu
下颌骨缺损钛板即刻植入术,xia'he'gu'que'sun'tai'ban'ji'ke'zhi'ru'shu
下颌骨缺损网托碎骨移植术,xia'he'gu'que'sun'wang'tuo'sui'gu'yi'zhi'shu
下颌骨缺损植骨修复术,xia'he'gu'que'sun'zhi'gu'xiu'fu'shu
下颌角嚼肌肥大畸形矫正术,xia'he'jiao'jiao'ji'fei'da'ji'xing'jiao'zheng'shu
下颌升支截骨术,xia'he'sheng'zhi'jie'gu'shu
下颌体部截骨术,xia'he'ti'bu'jie'gu'shu
下颌下缘去骨成形术,xia'he'xia'yuan'qu'gu'cheng'xing'shu
下颌运动检查,xia'he'yun'dong'jian'cha
下腔静脉肠系膜上静脉分流术,xia'qiang'jing'mai'chang'xi'mo'shang'jing'mai'fen'liu'shu
下咽颈段食管狭窄切除及颈段食管再造术,xia'yan'jing'duan'shi'guan'xia'zhai'qie'chu'ji'jing'duan'shi'guan'zai'zao'shu
下咽造影,xia'yan'zao'ying
下肢筋膜间室综合征切开减压术,xia'zhi'jin'mo'jian'shi'zong'he'zheng'qie'kai'jian'ya'shu
下肢深静脉带瓣膜段置换术,xia'zhi'shen'jing'mai'dai'ban'mo'duan'zhi'huan'shu
下肢深静脉显像,xia'zhi'shen'jing'mai'xian'xiang
腺病毒抗体测定,xian'bing'du'kang'ti'ce'ding
腺苷脱氨酶测定,xian'gan'tuo'an'mei'ce'ding
先天性肠腔闭锁成形术,xian'tian'xing'chang'qiang'bi'suo'cheng'xing'shu
先天性胆总管囊肿切除胆道成形术,xian'tian'xing'dan'zong'guan'nang'zhong'qie'chu'dan'dao'cheng'xing'shu
先天性腹壁裂修补术,xian'tian'xing'fu'bi'lie'xiu'bu'shu
先天性膈疝修补术,xian'tian'xing'ge'shan'xiu'bu'shu
先天性胫骨假关节切除带血管腓骨移植术,xian'tian'xing'jing'gu'jia'guan'jie'qie'chu'dai'xue'guan'fei'gu'yi'zhi'shu
先天性胫骨缺如胫骨上端膝关节融合术,xian'tian'xing'jing'gu'que'ru'jing'gu'shang'duan'xi'guan'jie'rong'he'shu
先天性巨结肠切除术,xian'tian'xing'ju'jie'chang'qie'chu'shu
先天性巨结肠清洁洗肠术,xian'tian'xing'ju'jie'chang'qing'jie'xi'chang'shu
先天性髋关节脱位切开复位骨盆截骨股骨上端截骨内固定术,xian'tian'xing'kuan'guan'jie'tuo'wei'qie'kai'fu'wei'gu'pen'jie'gu'gu'gu'shang'duan'jie'gu'nei'gu'ding'shu
先天性髋关节脱位切开复位骨盆截骨内固定术,xian'tian'xing'kuan'guan'jie'tuo'wei'qie'kai'fu'wei'gu'pen'jie'gu'nei'gu'ding'shu
先天性髋关节脱位切开复位石膏固定术,xian'tian'xing'kuan'guan'jie'tuo'wei'qie'kai'fu'wei'shi'gao'gu'ding'shu
先天性髋关节脱位手法复位石膏固定术,xian'tian'xing'kuan'guan'jie'tuo'wei'shou'fa'fu'wei'shi'gao'gu'ding'shu
先天性马蹄内翻足松解术,xian'tian'xing'ma'ti'nei'fan'zu'song'jie'shu
先天性脐膨出修补术,xian'tian'xing'qi'peng'chu'xiu'bu'shu
先天性食管闭锁经胸膜外吻合术,xian'tian'xing'shi'guan'bi'suo'jing'xiong'mo'wai'wen'he'shu
先天性食管裂孔疝修补术,xian'tian'xing'shi'guan'lie'kong'shan'xiu'bu'shu
先天性食管囊肿切除术,xian'tian'xing'shi'guan'nang'zhong'qie'chu'shu
先天性锁骨假关节切除植骨内固定术,xian'tian'xing'suo'gu'jia'guan'jie'qie'chu'zhi'gu'nei'gu'ding'shu
先天性心脏病体肺动脉分流术,xian'tian'xing'xin'zang'bing'ti'fei'dong'mai'fen'liu'shu
先天性心脏病主动脉弓部血管环切断术,xian'tian'xing'xin'zang'bing'zhu'dong'mai'gong'bu'xue'guan'huan'qie'duan'shu
先天一穴肛矫治术,xian'tian'yi'xue'gang'jiao'zhi'shu
纤维鼻咽镜检查,xian'wei'bi'yan'jing'jian'cha
显微根管外科手术,xian'wei'gen'guan'wai'ke'shou'shu
显微根管治疗术,xian'wei'gen'guan'zhi'liao'shu
纤维喉镜检查,xian'wei'hou'jing'jian'cha
纤维结肠镜检查,xian'wei'jie'chang'jing'jian'cha
显微摄影术,xian'wei'she'ying'shu
纤维食管镜检查,xian'wei'shi'guan'jing'jian'cha
显微外科输卵管吻合术,xian'wei'wai'ke'shu'luan'guan'wen'he'shu
纤维胃十二指肠镜检查,xian'wei'wei'shi'er'zhi'chang'jing'jian'cha
纤维支气管镜检查,xian'wei'zhi'qi'guan'jing'jian'cha
涎腺导管结石取石术,xian'xian'dao'guan'jie'shi'qu'shi'shu
涎腺导管扩大术,xian'xian'dao'guan'kuo'da'shu
涎腺瘘切除修复术,xian'xian'lou'qie'chu'xiu'fu'shu
先心病介入治疗,xian'xin'bing'jie'ru'zhi'liao
腺样体刮除术,xian'yang'ti'gua'chu'shu
线状镜检查,xian'zhuang'jing'jian'cha
响度不适与舒适阈检测,xiang'du'bu'shi'yu'shu'shi'yu'jian'ce
项目名称,xiang'mu'ming'cheng
橡皮障隔湿法,xiang'pi'zhang'ge'shi'fa
橡皮肿整形术,xiang'pi'zhong'zheng'xing'shu
小肠插管造影,xiao'chang'cha'guan'zao'ying
小肠充盈及排空功能检查,xiao'chang'chong'ying'ji'pai'kong'gong'neng'jian'cha
小肠功能显像,xiao'chang'gong'neng'xian'xiang
小肠镜检查,xiao'chang'jing'jian'cha
小肠移植术,xiao'chang'yi'zhi'shu
小动脉吻合术,xiao'dong'mai'wen'he'shu
小动脉血管移植术,xiao'dong'mai'xue'guan'yi'zhi'shu
小儿包茎气囊导管扩张术,xiao'er'bao'jing'qi'nang'dao'guan'kuo'zhang'shu
小儿鸡胸矫正术,xiao'er'ji'xiong'jiao'zheng'shu
小儿捏脊治疗,xiao'er'nie'ji'zhi'liao
小儿头皮静脉输液,xiao'er'tou'pi'jing'mai'shu'ye
小儿原发性肠套叠手术复位,xiao'er'yuan'fa'xing'chang'tao'die'shou'shu'fu'wei
消化道出血显像,xiao'hua'dao'chu'xie'xian'xiang
消化道动力测定,xiao'hua'dao'dong'li'ce'ding
消化系统其他诊疗,xiao'hua'xi'tong'qi'ta'zhen'liao
小换药,xiao'huan'yao
小肌肉挛缩切断术,xiao'ji'rou'luan'suo'qie'duan'shu
硝基四氮唑蓝还原试验,xiao'ji'si'dan'zuo'lan'huan'yuan'shi'yan
小口畸形矫正术,xiao'kou'ji'xing'jiao'zheng'shu
小梁切开联合小梁切除术,xiao'liang'qie'kai'lian'he'xiao'liang'qie'chu'shu
小梁切开术,xiao'liang'qie'kai'shu
小脑半球病变切除术,xiao'nao'ban'qiu'bing'bian'qie'chu'shu
小抢救,xiao'qiang'jiu
小切口瓣膜置换术,xiao'qie'kou'ban'mo'zhi'huan'shu
小切口冠状动脉搭桥术,xiao'qie'kou'guan'zhuang'dong'mai'da'qiao'shu
小清创缝合,xiao'qing'chuang'feng'he
小腿截肢术,xiao'tui'jie'zhi'shu
小腿烧伤扩创交腿皮瓣修复术,xiao'tui'shao'shang'kuo'chuang'jiao'tui'pi'ban'xiu'fu'shu
小针刀治疗,xiao'zhen'dao'zhi'liao
血块收缩试验,xie'kuai'shou'suo'shi'yan
斜视度测定,xie'shi'du'ce'ding
协调器治疗,xie'tiao'qi'zhi'liao
心瓣膜和心间膈手术,xin'ban'mo'he'xin'jian'ge'shou'shu
心包剥脱术,xin'bao'bo'tuo'shu
心包穿刺术,xin'bao'chuan'ci'shu
心包开窗引流术,xin'bao'kai'chuang'yin'liu'shu
心包肿瘤切除术,xin'bao'zhong'liu'qie'chu'shu
心电监测,xin'dian'jian'ce
心电监测电话传输,xin'dian'jian'ce'dian'hua'chuan'shu
心电生理和心功能检查,xin'dian'sheng'li'he'xin'gong'neng'jian'cha
心电事件记录,xin'dian'shi'jian'ji'lu
心电图踏车负荷试验,xin'dian'tu'ta'che'fu'he'shi'yan
心电图药物负荷试验,xin'dian'tu'yao'wu'fu'he'shi'yan
心电向量图,xin'dian'xiang'liang'tu
心房调转术,xin'fang'diao'zhuan'shu
心房晚电位,xin'fang'wan'dian'wei
心肺复苏术,xin'fei'fu'su'shu
心肺移植术,xin'fei'yi'zhi'shu
心功能测定,xin'gong'neng'ce'ding
心功能康复评定,xin'gong'neng'kang'fu'ping'ding
心肌代谢断层显像,xin'ji'dai'xie'duan'ceng'xian'xiang
心肌灌注超声检测,xin'ji'guan'zhu'chao'sheng'jian'ce
心肌疾病的实验诊断,xin'ji'ji'bing'de'shi'yan'zhen'duan
心理治疗,xin'li'zhi'liao
心理咨询,xin'li'zi'xun
心率变异性分析,xin'lv'bian'yi'xing'fen'xi
心纳素测定,xin'na'su'ce'ding
心内膜自动边缘检测,xin'nei'mo'zi'dong'bian'yuan'jian'ce
心内异物取出术,xin'nei'yi'wu'qu'chu'shu
心内注射,xin'nei'zhu'she
新生儿测颅压,xin'sheng'er'ce'lu'ya
新生儿辐射抢救治疗,xin'sheng'er'fu'she'qiang'jiu'zhi'liao
新生儿复苏,xin'sheng'er'fu'su
新生儿护理,xin'sheng'er'hu'li
新生儿换血术,xin'sheng'er'huan'xie'shu
新生儿系带矫正术,xin'sheng'er'ji'dai'jiao'zheng'shu
新生儿监护,xin'sheng'er'jian'hu
新生儿经皮胆红素测定,xin'sheng'er'jing'pi'dan'hong'su'ce'ding
新生儿兰光治疗,xin'sheng'er'lan'guang'zhi'liao
新生儿量表检查,xin'sheng'er'liang'biao'jian'cha
新生儿暖箱,xin'sheng'er'nuan'xiang
新生儿气管插管术,xin'sheng'er'qi'guan'cha'guan'shu
新生儿脐静脉穿刺和注射,xin'sheng'er'qi'jing'mai'chuan'ci'he'zhu'she
新生儿溶血症筛查,xin'sheng'er'rong'xue'zheng'shai'cha
新生儿特殊护理,xin'sheng'er'te'shu'hu'li
新生儿特殊诊疗,xin'sheng'er'te'shu'zhen'liao
新生儿洗胃,xin'sheng'er'xi'wei
新生儿囟门穿刺术,xin'sheng'er'xin'men'chuan'ci'shu
新生儿行为测定,xin'sheng'er'xing'wei'ce'ding
心室晚电位,xin'shi'wan'dian'wei
心输出量测定,xin'shu'chu'liang'ce'ding
心外开胸探查术,xin'wai'kai'xiong'tan'cha'shu
新型隐球菌荚膜抗原测定,xin'xing'yin'qiu'jun'jia'mo'kang'yuan'ce'ding
心音图,xin'yin'tu
心脏表面临时起搏器安置术,xin'zang'biao'mian'lin'shi'qi'bo'qi'an'zhi'shu
心脏彩色多普勒超声,xin'zang'cai'se'duo'pu'le'chao'sheng
心脏电除颤术,xin'zang'dian'chu'chan'shu
心脏电复律术,xin'zang'dian'fu'lv'shu
心脏电生理诊疗,xin'zang'dian'sheng'li'zhen'liao
心脏恶性肿瘤摘除术,xin'zang'e'xing'zhong'liu'zhai'chu'shu
心脏和心包的其他手术,xin'zang'he'xin'bao'de'qi'ta'shou'shu
心脏良性肿瘤摘除术,xin'zang'liang'xing'zhong'liu'zhai'chu'shu
心脏神经受体断层显像,xin'zang'shen'jing'shou'ti'duan'ceng'xian'xiang
心脏术后感染伤口清创引流术,xin'zang'shu'hou'gan'ran'shang'kou'qing'chuang'yin'liu'shu
心脏外伤修补术,xin'zang'wai'shang'xiu'bu'shu
心脏血管手术,xin'zang'xue'guan'shou'shu
心脏异常传导束切断术,xin'zang'yi'chang'chuan'dao'shu'qie'duan'shu
心脏移植术,xin'zang'yi'zhi'shu
心阻抗图,xin'zu'kang'tu
性病检查,xing'bing'jian'cha
性交试验,xing'jiao'shi'yan
行为观察和治疗,xing'wei'guan'cha'he'zhi'liao
行为矫正治疗,xing'wei'jiao'zheng'zhi'liao
胸壁结核病灶清除术,xiong'bi'jie'he'bing'zao'qing'chu'shu
胸壁缺损修复术,xiong'bi'que'sun'xiu'fu'shu
胸壁外伤扩创术,xiong'bi'wai'shang'kuo'chuang'shu
胸壁肿瘤切除术,xiong'bi'zhong'liu'qie'chu'shu
胸部切削痂自体皮移植术,xiong'bu'qie'xiao'jia'zi'ti'pi'yi'zhi'shu
胸部肿瘤治疗,xiong'bu'zhong'liu'zhi'liao
胸出口综合征手术,xiong'chu'kou'zong'he'zheng'shou'shu
胸导管结扎术,xiong'dao'guan'jie'za'shu
胸腹水常规检查,xiong'fu'shui'chang'gui'jian'cha
胸腹水特殊检查,xiong'fu'shui'te'shu'jian'cha
胸腹主动脉瘤切除人工血管转流术,xiong'fu'zhu'dong'mai'liu'qie'chu'ren'gong'xue'guan'zhuan'liu'shu
胸腹主动脉损伤修复术,xiong'fu'zhu'dong'mai'sun'shang'xiu'fu'shu
胸骨牵引术,xiong'gu'qian'yin'shu
胸廓成形术,xiong'kuo'cheng'xing'shu
胸廓畸形矫正术,xiong'kuo'ji'xing'jiao'zheng'shu
胸廓与周围神经手术,xiong'kuo'yu'zhou'wei'shen'jing'shou'shu
胸膜剥脱术,xiong'mo'bo'tuo'shu
胸膜肺全切除术,xiong'mo'fei'quan'qie'chu'shu
胸膜固定术,xiong'mo'gu'ding'shu
胸膜活检术,xiong'mo'huo'jian'shu
胸膜粘连烙断术,xiong'mo'zhan'lian'lao'duan'shu
胸内异物清除术,xiong'nei'yi'wu'qing'chu'shu
胸腔闭式引流术,xiong'qiang'bi'shi'yin'liu'shu
胸腔穿刺术,xiong'qiang'chuan'ci'shu
胸腔镜检查,xiong'qiang'jing'jian'cha
雄烯二酮测定,xiong'xi'er'tong'ce'ding
胸腺切除术,xiong'xian'qie'chu'shu
胸腺细胞移植术,xiong'xian'xi'bao'yi'zhi'shu
胸腺移值术,xiong'xian'yi'zhi'shu
胸腰交感神经节切断术,xiong'yao'jiao'gan'shen'jing'jie'qie'duan'shu
胸腰椎骨折切开复位内固定术,xiong'yao'zhui'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
胸椎横突椎板植骨融合术,xiong'zhui'heng'tu'zhui'ban'zhi'gu'rong'he'shu
胸椎融合术,xiong'zhui'rong'he'shu
胸椎腰椎前路内固定术,xiong'zhui'yao'zhui'qian'lu'nei'gu'ding'shu
胸椎肿瘤切除术,xiong'zhui'zhong'liu'qie'chu'shu
胸椎椎板及附件肿瘤切除术,xiong'zhui'zhui'ban'ji'fu'jian'zhong'liu'qie'chu'shu
修复前软组织成型术,xiu'fu'qian'ruan'zu'zhi'cheng'xing'shu
修复体整理,xiu'fu'ti'zheng'li
嗅觉功能检测,xiu'jue'gong'neng'jian'ce
袖状肺叶切除术,xiu'zhuang'fei'ye'qie'chu'shu
悬浮床治疗,xuan'fu'chuang'zhi'liao
悬雍垂缩短术,xuan'yong'chui'suo'duan'shu
选择性观看检查,xuan'ze'xing'guan'kan'jian'cha
选择性减胎术,xuan'ze'xing'jian'tai'shu
选择性杏仁核海马切除术,xuan'ze'xing'xing'ren'he'hai'ma'qie'chu'shu
血高分辨染色体检查,xue'gao'fen'bian'ran'se'ti'jian'cha
血管瘤硬化剂注射治疗,xue'guan'liu'ying'hua'ji'zhu'she'zhi'liao
血管内后装放疗,xue'guan'nei'hou'zhuang'fang'liao
血管束移植充填植骨术,xue'guan'shu'yi'zhi'chong'tian'zhi'gu'shu
血管危象探查修复术,xue'guan'wei'xiang'tan'cha'xiu'fu'shu
血管移植术,xue'guan'yi'zhi'shu
血红蛋白电泳,xue'hong'dan'bai'dian'yong
削痂术,xue'jia'shu
血浆氨测定,xue'jiang'an'ce'ding
血浆肝素含量测定,xue'jiang'gan'su'han'liang'ce'ding
血浆激肽释放酶原测定,xue'jiang'ji'tai'shi'fang'mei'yuan'ce'ding
血浆蝰蛇毒磷脂时间测定,xue'jiang'kui'she'du'lin'zhi'shi'jian'ce'ding
血浆蝰蛇毒时间测定,xue'jiang'kui'she'du'shi'jian'ce'ding
血浆粘度测定,xue'jiang'nian'du'ce'ding
血浆凝血因子活性测定,xue'jiang'ning'xue'yin'zi'huo'xing'ce'ding
血浆皮质醇测定,xue'jiang'pi'zhi'chun'ce'ding
血浆乳酸测定,xue'jiang'ru'suan'ce'ding
血浆渗量试验,xue'jiang'shen'liang'shi'yan
血浆肾素活性测定,xue'jiang'shen'su'huo'xing'ce'ding
血浆纤维蛋白原测定,xue'jiang'xian'wei'dan'bai'yuan'ce'ding
血浆游离血红蛋白测定,xue'jiang'you'li'xue'hong'dan'bai'ce'ding
血浆置换术,xue'jiang'zhi'huan'shu
血浆组织纤溶酶原活化物抑制物活性检测,xue'jiang'zu'zhi'xian'rong'mei'yuan'huo'hua'wu'yi'zhi'wu'huo'xing'jian'ce
血浆组织纤溶酶原活化物抑制物抗原检测,xue'jiang'zu'zhi'xian'rong'mei'yuan'huo'hua'wu'yi'zhi'wu'kang'yuan'jian'ce
血姐妹染色体互换试验,xue'jie'mei'ran'se'ti'hu'huan'shi'yan
血培养及鉴定,xue'pei'yang'ji'jian'ding
血气分析,xue'qi'fen'xi
血清白蛋白测定,xue'qing'bai'dan'bai'ce'ding
血清丙氨酸氨基转移酶测定,xue'qing'bing'an'suan'an'ji'zhuan'yi'mei'ce'ding
血清层粘连蛋白测定,xue'qing'ceng'zhan'lian'dan'bai'ce'ding
血清促黄体生成素测定,xue'qing'cu'huang'ti'sheng'cheng'su'ce'ding
血清促甲状腺激素测定,xue'qing'cu'jia'zhuang'xian'ji'su'ce'ding
血清促卵泡刺激素测定,xue'qing'cu'luan'pao'ci'ji'su'ce'ding
血清促肾上腺皮质激素测定,xue'qing'cu'shen'shang'xian'pi'zhi'ji'su'ce'ding
血清单胺氧化酶测定,xue'qing'dan'an'yang'hua'mei'ce'ding
血清蛋白电泳,xue'qing'dan'bai'dian'yong
血清胆碱脂酶测定,xue'qing'dan'jian'zhi'mei'ce'ding
血清低密度脂蛋白胆固醇测定,xue'qing'di'mi'du'zhi'dan'bai'dan'gu'chun'ce'ding
血清淀粉酶同工酶电泳,xue'qing'dian'fen'mei'tong'gong'mei'dian'yong
血清甘油三酯测定,xue'qing'gan'you'san'zhi'ce'ding
血清高密度脂蛋白胆固醇测定,xue'qing'gao'mi'du'zhi'dan'bai'dan'gu'chun'ce'ding
血清各类氨基酸测定,xue'qing'ge'lei'an'ji'suan'ce'ding
血清骨钙素测定,xue'qing'gu'gai'su'ce'ding
血清骨型碱性磷酸酶质量测定,xue'qing'gu'xing'jian'xing'lin'suan'mei'zhi'liang'ce'ding
血清果糖胺测定,xue'qing'guo'tang'an'ce'ding
血清果糖测定,xue'qing'guo'tang'ce'ding
血清肌红蛋白测定,xue'qing'ji'hong'dan'bai'ce'ding
血清肌酸激酶测定,xue'qing'ji'suan'ji'mei'ce'ding
血清肌酸激酶同工酶电泳分析,xue'qing'ji'suan'ji'mei'tong'gong'mei'dian'yong'fen'xi
血清甲状腺结合球蛋白测定,xue'qing'jia'zhuang'xian'jie'he'qiu'dan'bai'ce'ding
血清间接胆红素测定,xue'qing'jian'jie'dan'hong'su'ce'ding
血清碱性磷酸酶测定,xue'qing'jian'xing'lin'suan'mei'ce'ding
血清碱性磷酸酶同工酶电泳分析,xue'qing'jian'xing'lin'suan'mei'tong'gong'mei'dian'yong'fen'xi
血清酒石酸抑制酸性磷酸酶测定,xue'qing'jiu'shi'suan'yi'zhi'suan'xing'lin'suan'mei'ce'ding
血清抗谷氨酸脱羧酶抗体测定,xue'qing'kang'gu'an'suan'tuo'suo'mei'kang'ti'ce'ding
血清亮氨酰氨基肽酶测定,xue'qing'liang'an'xian'an'ji'tai'mei'ce'ding
血清磷脂测定,xue'qing'lin'zhi'ce'ding
血清泌乳素测定,xue'qing'mi'ru'su'ce'ding
血清粘蛋白测定,xue'qing'nian'dan'bai'ce'ding
血清尿酸测定,xue'qing'niao'suan'ce'ding
血清前白蛋白测定,xue'qing'qian'bai'dan'bai'ce'ding
血清前列腺酸性磷酸酶质量测定,xue'qing'qian'lie'xian'suan'xing'lin'suan'mei'zhi'liang'ce'ding
血清人绒毛膜促性腺激素测定,xue'qing'ren'rong'mao'mo'cu'xing'xian'ji'su'ce'ding
血清乳酸脱氢酶同工酶电泳分析,xue'qing'ru'suan'tuo'qing'mei'tong'gong'mei'dian'yong'fen'xi
血清杀菌水平测定,xue'qing'sha'jun'shui'ping'ce'ding
血清生长激素测定,xue'qing'sheng'zhang'ji'su'ce'ding
血清双氢睾酮测定,xue'qing'shuang'qing'gao'tong'ce'ding
血清酸性磷酸酶测定,xue'qing'suan'xing'lin'suan'mei'ce'ding
血清天门冬氨酸氨基转移酶测定,xue'qing'tian'men'dong'an'suan'an'ji'zhuan'yi'mei'ce'ding
血清铁蛋白测定,xue'qing'tie'dan'bai'ce'ding
血清透明质酸酶测定,xue'qing'tou'ming'zhi'suan'mei'ce'ding
血清脱氢表雄酮及硫酸酯测定,xue'qing'tuo'qing'biao'xiong'tong'ji'liu'suan'zhi'ce'ding
血清唾液酸测定,xue'qing'tuo'ye'suan'ce'ding
血清维生素测定,xue'qing'wei'sheng'su'ce'ding
血清纤维连接蛋白测定,xue'qing'xian'wei'lian'jie'dan'bai'ce'ding
血清血管紧张转化酶测定,xue'qing'xue'guan'jin'zhang'zhuan'hua'mei'ce'ding
血清药物浓度测定,xue'qing'yao'wu'nong'du'ce'ding
血清乙醇测定,xue'qing'yi'chun'ce'ding
血清胰岛素测定,xue'qing'yi'dao'su'ce'ding
血清胰高血糖测定,xue'qing'yi'gao'xue'tang'ce'ding
血清脂蛋白电泳分析,xue'qing'zhi'dan'bai'dian'yong'fen'xi
血清脂肪酶测定,xue'qing'zhi'fang'mei'ce'ding
血清直接胆红素测定,xue'qing'zhi'jie'dan'hong'su'ce'ding
血清转铁蛋白测定,xue'qing'zhuan'tie'dan'bai'ce'ding
血清总蛋白测定,xue'qing'zong'dan'bai'ce'ding
血清总胆固醇测定,xue'qing'zong'dan'gu'chun'ce'ding
血清总胆红素测定,xue'qing'zong'dan'hong'su'ce'ding
血清总胆汁酸测定,xue'qing'zong'dan'zhi'suan'ce'ding
血清总铁结合力测定,xue'qing'zong'tie'jie'he'li'ce'ding
血容量测定,xue'rong'liang'ce'ding
血栓性外痔切除术,xue'shuan'xing'wai'zhi'qie'chu'shu
血同型半胱氨酸测定,xue'tong'xing'ban'guang'an'suan'ce'ding
血透监测,xue'tou'jian'ce
穴位贴敷治疗,xue'wei'tie'fu'zhi'liao
穴位注射,xue'wei'zhu'she
血细胞分离单采,xue'xi'bao'fen'li'dan'cai
血细胞分析,xue'xi'bao'fen'xi
血小板钙流测定,xue'xiao'ban'gai'liu'ce'ding
血小板计数,xue'xiao'ban'ji'shu
血小板交叉配合试验,xue'xiao'ban'jiao'cha'pei'he'shi'yan
血小板聚集功,xue'xiao'ban'ju'ji'gong
血小板寿命测定,xue'xiao'ban'shou'ming'ce'ding
血型单特异性抗体鉴定,xue'xing'dan'te'yi'xing'kang'ti'jian'ding
血型抗体效价测定,xue'xing'kang'ti'xiao'jia'ce'ding
血氧饱和度监测,xue'yang'bao'he'du'jian'ce
血液弓形虫检查,xue'ye'gong'xing'chong'jian'cha
血液灌流,xue'ye'guan'liu
血液光量子自体血回输治疗,xue'ye'guang'liang'zi'zi'ti'xue'hui'shu'zhi'liao
血液黑热病利一集氏体检查,xue'ye'hei're'bing'li'yi'ji'shi'ti'jian'cha
血液回归热螺旋体检查,xue'ye'hui'gui're'luo'xuan'ti'jian'cha
血液加温治疗,xue'ye'jia'wen'zhi'liao
血液滤过,xue'ye'lv'guo
血液虐原虫检查,xue'ye'nue'yuan'chong'jian'cha
血液透析,xue'ye'tou'xi
血液透析滤过,xue'ye'tou'xi'lv'guo
血液微丝蚴检查,xue'ye'wei'si'you'jian'cha
血液稀释疗法,xue'ye'xi'shi'liao'fa
血液一般检查,xue'ye'yi'ban'jian'cha
血液照射,xue'ye'zhao'she
血一氧化氮分析,xue'yi'yang'hua'dan'fen'xi
