阿贝比长原理,a'bei'bi'chang'yuan'li
网点或网穴,wang'dian'huo'wang'xue
网格地图,wang'ge'di'tu
网格法,wang'ge'fa
网格结构,wang'ge'jie'gou
网屏,wang'ping
网纹片,wang'wen'pian
网线,wang'xian
微波测距仪,wei'bo'ce'ju'yi
微波辐射,wei'bo'fu'she
微波辐射计,wei'bo'fu'she'ji
微波图像,wei'bo'tu'xiang
微波遥感,wei'bo'yao'gan
微波遥感器,wei'bo'yao'gan'qi
伪彩色,wei'cai'se
伪彩色图像,wei'cai'se'tu'xiang
伪等值线地图,wei'deng'zhi'xian'di'tu
微分法测图,wei'fen'fa'ce'tu
微分纠正,wei'fen'jiu'zheng
伪结点,wei'jie'dian
伪距测量,wei'ju'ce'liang
维纳频谱,wei'na'pin'pu
维宁曼乃兹公式,wei'ning'man'nai'zi'gong'shi
微三角形法,wei'san'jiao'xing'fa
危险界线,wei'xian'jie'xian
卫星测高,wei'xing'ce'gao
卫星大地测量学,wei'xing'da'di'ce'liang'xue
卫星定位,wei'xing'ding'wei
卫星多普勒定位,wei'xing'duo'pu'le'ding'wei
卫星高度,wei'xing'gao'du
卫星跟踪卫星技术,wei'xing'gen'zong'wei'xing'ji'shu
卫星跟踪站,wei'xing'gen'zong'zhan
卫星共振分析,wei'xing'gong'zhen'fen'xi
卫星构形,wei'xing'gou'xing
卫星惯导组合定位系统,wei'xing'guan'dao'zu'he'ding'wei'xi'tong
卫星光行差,wei'xing'guang'xing'cha
卫星轨道改进,wei'xing'gui'dao'gai'jin
卫星轨道近地点幅角,wei'xing'gui'dao'jin'di'dian'fu'jiao
卫星过近地点时刻,wei'xing'guo'jin'di'dian'shi'ke
卫星激光测距,wei'xing'ji'guang'ce'ju
卫星激光测距仪,wei'xing'ji'guang'ce'ju'yi
卫星三角测量,wei'xing'san'jiao'ce'liang
卫星升交点赤经,wei'xing'sheng'jiao'dian'chi'jing
卫星声学组合定位系统,wei'xing'sheng'xue'zu'he'ding'wei'xi'tong
卫星受摄运动,wei'xing'shou'she'yun'dong
卫星像片图,wei'xing'xiang'pian'tu
卫星相位差,wei'xing'xiang'wei'cha
卫星星下点,wei'xing'xing'xia'dian
卫星运动方程,wei'xing'yun'dong'fang'cheng
卫星重力梯度测量,wei'xing'zhong'li'ti'du'ce'liang
卫星姿态,wei'xing'zi'tai
位移观测,wei'yi'guan'ce
位置函数,wei'zhi'han'shu
位置精度,wei'zhi'jing'du
位置线,wei'zhi'xian
位置线方程,wei'zhi'xian'fang'cheng
微重力测量,wei'zhong'li'ce'liang
稳定锤投影,wen'ding'chui'tou'ying
文化地图,wen'hua'di'tu
稳健估计,wen'jian'gu'ji
纹理分析,wen'li'fen'xi
纹理增强,wen'li'zeng'qiang
沃尔什变换,wo'er'shi'bian'huan
我国于,wo'guo'yu
误差放大因子,wu'cha'fang'da'yin'zi
误差检验,wu'cha'jian'yan
误差理论,wu'cha'li'lun
误差椭圆,wu'cha'tuo'yuan
五角棱镜,wu'jiao'leng'jing
物镜分辨力,wu'jing'fen'bian'li
物空间坐标系,wu'kong'jian'zuo'biao'xi
物理大地测量学,wu'li'da'di'ce'liang'xue
物理定向,wu'li'ding'xiang
无线电定位,wu'xian'dian'ding'wei
无线电航行警告,wu'xian'dian'hang'xing'jing'gao
无线电指向标,wu'xian'dian'zhi'xiang'biao
无线电指向标表,wu'xian'dian'zhi'xiang'biao'biao
西安坐标系,xi'an'zuo'biao'xi
系列地图,xi'lie'di'tu
系统集成,xi'tong'ji'cheng
系统误差,xi'tong'wu'cha
限差,xian'cha
线改正,xian'gai'zheng
限航区,xian'hang'qu
线路平面图,xian'lu'ping'mian'tu
显露色光三原色,xian'lu'se'guang'san'yuan'se
线路水准测量,xian'lu'shui'zhun'ce'liang
线路中线测量,xian'lu'zhong'xian'ce'liang
现势地图,xian'shi'di'tu
显微摄影,xian'wei'she'ying
线纹米尺,xian'wen'mi'chi
弦线偏距法,xian'xian'pian'ju'fa
弦线支距法,xian'xian'zhi'ju'fa
线形锁,xian'xing'suo
线性调频脉冲,xian'xing'tiao'pin'mai'chong
线形网,xian'xing'wang
显影,xian'ying
线阵遥感器,xian'zhen'yao'gan'qi
线状符号,xian'zhuang'fu'hao
像场角,xiang'chang'jiao
乡村规划测量,xiang'cun'gui'hua'ce'liang
像等角点,xiang'deng'jiao'dian
像底点,xiang'di'dian
像点位移,xiang'dian'wei'yi
相对定位,xiang'dui'ding'wei
相对定向,xiang'dui'ding'xiang
相对定向元素,xiang'dui'ding'xiang'yuan'su
相对航高,xiang'dui'hang'gao
相对论改正,xiang'dui'lun'gai'zheng
相对误差,xiang'dui'wu'cha
相对重力测量,xiang'dui'zhong'li'ce'liang
像幅,xiang'fu
向甫鲁条件,xiang'fu'lu'tiao'jian
相干声呐测深系统,xiang'gan'sheng'na'ce'shen'xi'tong
相关平差,xiang'guan'ping'cha
相关器,xiang'guan'qi
像空间坐标系,xiang'kong'jian'zuo'biao'xi
巷宽,xiang'kuan
橡皮布滚筒,xiang'pi'bu'gun'tong
像片比例尺,xiang'pian'bi'li'chi
像片地质解译,xiang'pian'di'zhi'jie'yi
像片地质判读,xiang'pian'di'zhi'pan'du
像片方位角,xiang'pian'fang'wei'jiao
像片方位元素,xiang'pian'fang'wei'yuan'su
像片基线,xiang'pian'ji'xian
像片纠正,xiang'pian'jiu'zheng
像片内方位元素,xiang'pian'nei'fang'wei'yuan'su
像片判读,xiang'pian'pan'du
像片平面图,xiang'pian'ping'mian'tu
像片倾角,xiang'pian'qing'jiao
像片外方位元素,xiang'pian'wai'fang'wei'yuan'su
像片镶嵌,xiang'pian'xiang'qian
像片旋角,xiang'pian'xuan'jiao
像片主距,xiang'pian'zhu'ju
像平面坐标系,xiang'ping'mian'zuo'biao'xi
镶嵌索引图,xiang'qian'suo'yin'tu
相位传递函数,xiang'wei'chuan'di'han'shu
相位多值性,xiang'wei'duo'zhi'xing
相位模糊度解算,xiang'wei'mo'hu'du'jie'suan
相位漂移,xiang'wei'piao'yi
相位稳定性,xiang'wei'wen'ding'xing
相位滞后,xiang'wei'zhi'hou
相位周,xiang'wei'zhou
相位周值,xiang'wei'zhou'zhi
象限仪,xiang'xian'yi
象形符号,xiang'xing'fu'hao
像移补偿,xiang'yi'bu'chang
像元,xiang'yuan
像主点,xiang'zhu'dian
小比例尺地形图,xiao'bi'li'chi'di'xing'tu
小潮升,xiao'chao'sheng
销钉定位法,xiao'ding'ding'wei'fa
小角度法,xiao'jiao'du'fa
小三角测量,xiao'san'jiao'ce'liang
小像幅航空摄影,xiao'xiang'fu'hang'kong'she'ying
协方差传播律,xie'fang'cha'chuan'bo'lv
协方差函数,xie'fang'cha'han'shu
协方差矩阵,xie'fang'cha'ju'zhen
斜截面法,xie'jie'mian'fa
斜距,xie'ju
协调世界时,xie'tiao'shi'jie'shi
协调世界时时号,xie'tiao'shi'jie'shi'shi'hao
斜轴投影,xie'zhou'tou'ying
新版海图,xin'ban'hai'tu
信号杆,xin'hao'gan
信息量,xin'xi'liang
信息属性,xin'xi'shu'xing
信息提取,xin'xi'ti'qu
心象地图,xin'xiang'di'tu
星表,xing'biao
行差,xing'cha
星径曲率改正,xing'jing'qu'lv'gai'zheng
行星大地测量学,xing'xing'da'di'ce'liang'xue
星载传感器,xing'zai'chuan'gan'qi
星载遥感器,xing'zai'yao'gan'qi
行政区划图,xing'zheng'qu'hua'tu
修版,xiu'ban
虚地图,xu'di'tu
序贯平差,xu'guan'ping'cha
虚拟地景,xu'ni'di'jing
虚宗,xu'zong
选厂测量,xuan'chang'ce'liang
悬挂带零位观测,xuan'gua'dai'ling'wei'guan'ce
选取限额,xuan'qu'xian'e
选取指标,xuan'qu'zhi'biao
选权迭代法,xuan'quan'die'dai'fa
悬式经纬仪,xuan'shi'jing'wei'yi
旋转参数,xuan'zhuan'can'shu
寻北器,xun'bei'qi
压力验潮仪,ya'li'yan'chao'yi
沿岸测量,yan'an'ce'liang
验潮,yan'chao
验潮仪,yan'chao'yi
验潮站,yan'chao'zhan
验潮站零点,yan'chao'zhan'ling'dian
研究利用几何观测量,yan'jiu'li'yong'ji'he'guan'ce'liang
严密平差,yan'mi'ping'cha
砚牌,yan'pai
颜色空间,yan'shai'kong'jian
延伸三角形,yan'shen'san'jiao'xing
阳像,yang'xiang
遥感,yao'gan
遥感测深,yao'gan'ce'shen
遥感模式识别,yao'gan'mo'shi'shi'bie
遥感平台,yao'gan'ping'tai
遥感数据获取,yao'gan'shu'ju'huo'qu
遥感图象处理,yao'gan'tu'xiang'chu'li
遥感制图,yao'gan'zhi'tu
野外地质图,ye'wai'di'zhi'tu
野外填图,ye'wai'tian'tu
一般由直径,yi'ban'you'zhi'jing
一般指距岸,yi'ban'zhi'ju'an
一般指距岸约,yi'ban'zhi'ju'an'yue
移动角,yi'dong'jiao
移动台,yi'dong'tai
以国际制秒,yi'guo'ji'zhi'miao
仪器,yi'qi
一种等角横割椭圆柱,yi'zhong'deng'jiao'heng'ge'tuo'yuan'zhu
引潮力,yin'chao'li
引潮位,yin'chao'wei
印度大潮低潮面,yin'du'da'chao'di'chao'mian
引航图集,yin'hang'tu'ji
引力位,yin'li'wei
印刷版,yin'shua'ban
引水锚地,yin'shui'mao'di
因瓦基线尺,yin'wa'ji'xian'chi
阴像,yin'xiang
引张线法,yin'zhang'xian'fa
应变仪,ying'bian'yi
营房建筑测量,ying'fang'jian'zhu'ce'liang
荧光地图,ying'guang'di'tu
影象地质图,ying'xiang'di'zhi'tu
影像地质图,ying'xiang'di'zhi'tu
影像分辨力,ying'xiang'fen'bian'li
影像金字塔,ying'xiang'jin'zi'ta
影像匹配,ying'xiang'pi'pei
影像融合,ying'xiang'rong'he
影像数据库,ying'xiang'shu'ju'ku
影像相关,ying'xiang'xiang'guan
影像质量,ying'xiang'zhi'liang
永久界柱,yong'jiu'jie'zhu
涌浪滤波器,yong'lang'lv'bo'qi
用数码,yong'shu'ma
用下式表示的常数,yong'xia'shi'biao'shi'de'chang'shu
由德国数学家兰勃特,you'de'guo'shu'xue'jia'lan'bo'te
由观测值的方差,you'guan'ce'zhi'de'fang'cha
游艇用图,you'ting'yong'tu
由下式定义的纬度,you'xia'shi'ding'yi'de'wei'du
有限元法,you'xian'yuan'fa
有效孔径,you'xiao'kong'jing
预报地图,yu'bao'di'tu
与大地水准面高,yu'da'di'shui'zhun'mian'gao
预打样图,yu'da'yang'tu
鱼礁,yu'jiao
渔堰,yu'yan
渔业用图,yu'ye'yong'tu
渔栅,yu'zha
预制符号,yu'zhi'fu'hao
预制感光版,yu'zhi'gan'guang'ban
宇宙制图,yu'zhou'zhi'tu
与左片上,yu'zuo'pian'shang
远程定位系统,yuan'cheng'ding'wei'xi'tong
圆定位,yuan'ding'wei
远海测量,yuan'hai'ce'liang
圆曲线测设,yuan'qu'xian'ce'she
圆一圆定位系统,yuan'yi'yuan'ding'wei'xi'tong
圆柱投影,yuan'zhu'tou'ying
圆锥投影,yuan'zhui'tou'ying
原子钟,yuan'zi'zhong
约定从公元前,yue'ding'cong'gong'yuan'qian
月平均海面,yue'ping'jun'hai'mian
月球轨道飞行器,yue'qiu'gui'dao'fei'xing'qi
运动方程分析解,yun'dong'fang'cheng'fen'xi'jie
运动方程数值解,yun'dong'fang'cheng'shu'zhi'jie
运动线法,yun'dong'xian'fa
晕翁法,yun'weng'fa
晕线,yun'xian
晕渲法,yun'xuan'fa
载波相位测量,zai'bo'xiang'wei'ce'liang
在残差满足,zai'can'cha'man'zu
再分结构,zai'fen'jie'gou
载荷潮,zai'he'chao
凿井施工测量,zao'jing'shi'gong'ce'liang
栅栏坎,zha'lan'kan
展点,zhan'dian
站心坐标系,zhan'xin'zuo'biao'xi
照难点归心,zhao'nan'dian'gui'xin
照相排字机,zhao'xiang'pai'zi'ji
照相制板镜头,zhao'xiang'zhi'ban'jing'tou
照相制版镜头,zhao'xiang'zhi'ban'jing'tou
照准点,zhao'zhun'dian
照准点归心,zhao'zhun'dian'gui'xin
真地平线,zhen'di'ping'xian
真近点角,zhen'jin'dian'jiao
阵列摄影机,zhen'lie'she'ying'ji
真实孔径雷达,zhen'shi'kong'jing'lei'da
真水平线,zhen'shui'ping'xian
真误差,zhen'wu'cha
真子午线,zhen'zi'wu'xian
正常高,zheng'chang'gao
正常水准椭球,zheng'chang'shui'zhun'tuo'qiu
正常引力位,zheng'chang'yin'li'wei
正常重力,zheng'chang'zhong'li
正常重力场,zheng'chang'zhong'li'chang
正常重力公式,zheng'chang'zhong'li'gong'shi
正常重力位,zheng'chang'zhong'li'wei
正常重力线,zheng'chang'zhong'li'xian
正锤法,zheng'chui'fa
正锤线观测,zheng'chui'xian'guan'ce
正方形分幅,zheng'fang'xing'fen'fu
正高,zheng'gao
郑和航海图,zheng'he'hang'hai'tu
正立体,zheng'li'ti
正立体效应,zheng'li'ti'xiao'ying
正片,zheng'pian
正色片,zheng'se'pian
正射投影,zheng'she'tou'ying
正射投影仪,zheng'she'tou'ying'yi
正射像片,zheng'she'xiang'pian
正射影像,zheng'she'ying'xiang
正射影像地图,zheng'she'ying'xiang'di'tu
正射影像技术,zheng'she'ying'xiang'ji'shu
正射影像立体配对片,zheng'she'ying'xiang'li'ti'pei'dui'pian
整饰,zheng'shi
征税地籍,zheng'shui'di'ji
整体大地测量,zheng'ti'da'di'ce'liang
整体感,zheng'ti'gan
整体结构,zheng'ti'jie'gou
正像,zheng'xiang
正形投影,zheng'xing'tou'ying
政治地图,zheng'zhi'di'tu
正直摄影,zheng'zhi'she'ying
正轴投影,zheng'zhou'tou'ying
制板镜头,zhi'ban'jing'tou
支导线,zhi'dao'xian
质底法,zhi'di'fa
制点仪,zhi'dian'yi
直方图规格化,zhi'fang'tu'gui'ge'hua
直方图均衡,zhi'fang'tu'jun'heng
直角坐标网,zhi'jiao'zuo'biao'wang
直角坐标系,zhi'jiao'zuo'biao'xi
指界,zhi'jie
直接法纠正,zhi'jie'fa'jiu'zheng
指界委托书,zhi'jie'wei'tuo'shu
直接线性变换,zhi'jie'xian'xing'bian'huan
秩亏平差,zhi'kui'ping'cha
秩亏网平差,zhi'kui'wang'ping'cha
质量感,zhi'liang'gan
止抛,zhi'pao
直伸三角形,zhi'shen'san'jiao'xing
支水准路线,zhi'shui'zhun'lu'xian
志田数,zhi'tian'shu
制图分级,zhi'tu'fen'ji
制图简化,zhi'tu'jian'hua
制图精度,zhi'tu'jing'du
制图夸大,zhi'tu'kua'da
制图模型,zhi'tu'mo'xing
制图选取,zhi'tu'xuan'qu
制图专家系统,zhi'tu'zhuan'jia'xi'tong
制图资料,zhi'tu'zi'liao
制图综合,zhi'tu'zong'he
置信度,zhi'xin'du
重采样,zhong'cai'yang
钟差,zhong'cha
中程定位系统,zhong'cheng'ding'wei'xi'tong
重锤投点,zhong'chui'tou'dian
重氮复印,zhong'dan'fu'yin
中国测绘学会,zhong'guo'ce'hui'xue'hui
中国大地测量星表,zhong'guo'da'di'ce'liang'xing'biao
中华人民共和国测绘法,zhong'hua'ren'min'gong'he'guo'ce'hui'fa
重力,zhong'li
重力测量,zhong'li'ce'liang
重力场,zhong'li'chang
重力潮汐改正,zhong'li'chao'xi'gai'zheng
重力垂线偏差,zhong'li'chui'xian'pian'cha
重力垂直梯度,zhong'li'chui'zhi'ti'du
重力点,zhong'li'dian
重力固体潮观测,zhong'li'gu'ti'chao'guan'ce
重力归算,zhong'li'gui'suan
重力基线,zhong'li'ji'xian
重力基准,zhong'li'ji'zhun
重力基准网,zhong'li'ji'zhun'wang
重力数据库,zhong'li'shu'ju'ku
重力水平梯度,zhong'li'shui'ping'ti'du
重力梯度测量,zhong'li'ti'du'ce'liang
重力梯度仪,zhong'li'ti'du'yi
重力位,zhong'li'wei
重力仪,zhong'li'yi
重力异常,zhong'li'yi'chang
重力异常阶方差,zhong'li'yi'chang'jie'fang'cha
钟偏,zhong'pian
钟速,zhong'su
中天法,zhong'tian'fa
中误差,zhong'wu'cha
中心式快门,zhong'xin'shi'kuai'men
中性色调,zhong'xing'se'diao
中星仪,zhong'xing'yi
中央子午线,zhong'yang'zi'wu'xian
中轴线,zhong'zhou'xian
中桩水准测量,zhong'zhuang'shui'zhun'ce'liang
轴颈误差,zhou'jing'wu'cha
周期误差,zhou'qi'wu'cha
轴顺时针旋转,zhou'shun'shi'zhen'xuan'zhuan
周跳,zhou'tiao
轴指向从,zhou'zhi'xiang'cong
主垂面,zhu'chui'mian
主动式遥感,zhu'dong'shi'yao'gan
主分量变换,zhu'fen'liang'bian'huan
主合点,zhu'he'dian
主核面,zhu'he'mian
主核线,zhu'he'xian
主检比对,zhu'jian'bi'dui
主距,zhu'ju
助曲线,zhu'qu'xian
主台,zhu'tai
主要巷道平面图,zhu'yao'hang'dao'ping'mian'tu
主轴线测设,zhu'zhou'xian'ce'she
转点仪,zhuan'dian'yi
转绘仪,zhuan'hui'yi
专题测图传感器,zhuan'ti'ce'tu'chuan'gan'qi
专题测图仪,zhuan'ti'ce'tu'yi
专题层,zhuan'ti'ceng
专题地图,zhuan'ti'di'tu
专题地图集,zhuan'ti'di'tu'ji
专题地图学,zhuan'ti'di'tu'xue
专题海图,zhuan'ti'hai'tu
专用地图,zhuan'yong'di'tu
状态向量,zhuang'tai'xiang'liang
准确度,zhun'que'du
自动安平,zi'dong'an'ping
自动安平水准仪,zi'dong'an'ping'shui'zhun'yi
自动归算照准仪,zi'dong'gui'suan'zhao'zhun'yi
自动化地图制图,zi'dong'hua'di'tu'zhi'tu
自动化制图,zi'dong'hua'zhi'tu
自动绘图,zi'dong'hui'tu
自动绘图机,zi'dong'hui'tu'ji
自动空中三角测量,zi'dong'kong'zhong'san'jiao'ce'liang
自动坐标展点仪,zi'dong'zuo'biao'zhan'dian'yi
自检校,zi'jian'xiao
自然边界测量,zi'ran'bian'jie'ce'liang
自然地图,zi'ran'di'tu
姿态参数,zi'tai'can'shu
姿态测量遥感器,zi'tai'ce'liang'yao'gan'qi
子午面,zi'wu'mian
子午圈,zi'wu'quan
子午圈曲率半径,zi'wu'quan'qu'lv'ban'jing
资源与环境遥感,zi'yuan'yu'huan'jing'yao'gan
自准直目镜,zi'zhun'zhi'mu'jing
宗地草图,zong'di'cao'tu
纵断,zong'duan
纵断面测量,zong'duan'mian'ce'liang
纵断面水准测量,zong'duan'mian'shui'zhun'ce'liang
纵断面图,zong'duan'mian'tu
综合测绘系统,zong'he'ce'hui'xi'tong
综合地图集,zong'he'de'tu'ji
综合地图,zong'he'di'tu
综合法测图,zong'he'fa'ce'tu
组合地图,zu'he'di'tu
组合定位,zu'he'ding'wei
钻井法,zuan'jing'fa
钻井法施工测量,zuan'jing'fa'shi'gong'ce'liang
钻孔位置测量,zuan'kong'wei'zhi'ce'liang
最大似然分类,zui'da'si'ran'fen'lei
最小二乘法,zui'xiao'er'cheng'fa
最小二乘拟合推估法,zui'xiao'er'cheng'ni'he'tui'gu'fa
最小二乘配置法,zui'xiao'er'cheng'pei'zhi'fa
最小二乘相关,zui'xiao'er'cheng'xiang'guan
最小距离分类,zui'xiao'ju'li'fen'lei
坐标地籍,zuo'biao'di'ji
坐标方位角,zuo'biao'fang'wei'jiao
坐标格网,zuo'biao'ge'wang
坐标函数,zuo'biao'han'shu
坐标量测仪,zuo'biao'liang'ce'yi
坐标增量,zuo'biao'zeng'liang
坐标增量闭合差,zuo'biao'zeng'liang'bi'he'cha
坐标中误差,zuo'biao'zhong'wu'cha
作用距离约为,zuo'yong'ju'li'yue'wei
作用距离约在,zuo'yong'ju'li'yue'zai
左右视差,zuo'you'shi'cha
